"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted"
"ARL15",0.0585910758808846,0.0388278018718479,0.0402610839454373,0.220477615940148,FALSE,FALSE
"HCG27",0.15820408571428,0.0388313708226306,0.109323594980017,0.222566410325205,FALSE,FALSE
"SLF2",-0.0480186483500849,0.0388506398024595,-0.042250228755261,0.115673535221497,FALSE,FALSE
"NRAV",-0.106432021804005,0.0388506398024595,-0.104381199918944,0.0770325296390036,FALSE,FALSE
"IGLV8-61",0.478185690823828,0.0388506398024595,0.390215992828254,0.14607630873692,FALSE,FALSE
"ZNF284",-0.0800795413234558,0.0388506398024595,-0.0732653386241609,0.102700909216134,FALSE,FALSE
"AC078991.1",-0.137383453489673,0.0388618238447442,-0.105586507979754,0.167750512886248,FALSE,FALSE
"XPO7",0.0533861242407639,0.0388986707014774,0.033073664804309,0.287310661858039,FALSE,FALSE
"AC116667.1",0.169107788458815,0.0389119721546424,0.112768117471098,0.246545186341766,FALSE,FALSE
"CSTF2",-0.0689313899820406,0.0389129335876171,-0.0453832005430192,0.247479200310497,FALSE,FALSE
"U2AF1L4",-0.0846177909341751,0.0389129335876171,-0.0863745714092059,0.0573977861560907,FALSE,FALSE
"TSNAX",0.101022642694851,0.0389367781265869,0.0668826685987707,0.231678677320934,FALSE,FALSE
"NUFIP2",0.0913941130540531,0.0389835997423609,0.0682869870165605,0.181573402614751,FALSE,FALSE
"AL359220.1",-0.11814555433084,0.0390046827361513,-0.12322201967525,0.0579844766962052,FALSE,FALSE
"GTPBP3",-0.0867060538461755,0.0390475235991379,-0.0631603526165298,0.191081131679167,FALSE,FALSE
"PROCA1",-0.0811233619099093,0.0390475235991379,-0.078979292222474,0.0804264095004002,FALSE,FALSE
"TRIM8",0.102194383578494,0.0390532686383086,0.102883270808242,0.0699798477743226,FALSE,FALSE
"UTP15",-0.0779248965482181,0.0390535041986305,-0.0745210736360088,0.0864129487103029,FALSE,FALSE
"NPIPB3",0.118117273753661,0.0390919945460488,0.0823146050707963,0.220254519345711,FALSE,FALSE
"VWCE",0.370379105014526,0.0391169997231173,0.214459606426233,0.31687904013816,FALSE,FALSE
"SPEF2",-0.119660106276261,0.0391598015082832,-0.141375851992727,0.032247882807846,FALSE,FALSE
"APOLD1",-0.159831403070008,0.0391598015082832,-0.190238961107151,0.029740955577078,FALSE,FALSE
"LINC00996",-0.16814792383554,0.0391708517893435,-0.209620058638605,0.0204907965606439,FALSE,FALSE
"RNF144A",0.0838069011908934,0.0392552623303835,0.0805531737795958,0.0829713768962605,FALSE,FALSE
"EIF2AK3",-0.0824070457248317,0.0392601495203845,-0.0559848935072059,0.235455913730933,FALSE,FALSE
"NLGN2",-0.156657660939024,0.0393800217821108,-0.156417881970287,0.0682898506902667,FALSE,FALSE
"EIF3LP2",0.106487329787673,0.0393861217239399,0.0975670962429646,0.0864129487103029,FALSE,FALSE
"CITED4",0.156339434232318,0.0393861217239399,0.19033753461467,0.0254886789282645,FALSE,FALSE
"LYPD3",-0.140092118933885,0.0394528788147916,-0.140432268977848,0.0718892218280656,FALSE,FALSE
"ATP10A",-0.0935643060893092,0.0394528788147916,-0.0866882774601044,0.0993050681256326,FALSE,FALSE
"MCM3AP-AS1",-0.100418105495324,0.0394789932823628,-0.110337657838122,0.0450408612620901,FALSE,FALSE
"TFIP11",0.0862303122174661,0.0394789932823628,0.103364670780106,0.0280101221825473,FALSE,FALSE
"SH3KBP1",0.0851599916916286,0.0395020983319867,0.0918729230781308,0.0502837090252667,FALSE,FALSE
"ZFP69",-0.0866491277625603,0.0395020983319867,-0.0799714379777975,0.0971021181684774,FALSE,FALSE
"ELAC2",-0.0724669566265381,0.0395507160553933,-0.049356349947396,0.23146301312117,FALSE,FALSE
"HTR6",-0.370237024535753,0.0395507160553933,-0.383969415513926,0.0623858429405577,FALSE,FALSE
"REXO4",-0.0569116168286271,0.0395507160553933,-0.0304876299088598,0.348307148957704,FALSE,FALSE
"PDGFD",-0.148856774687875,0.0395566520585139,-0.144154318962706,0.0819588536048497,FALSE,FALSE
"AC106791.1",-0.144421215607283,0.0395628097437921,-0.142258732492404,0.0785930589417528,FALSE,FALSE
"AC106886.6",0.16842988955679,0.0395628097437921,0.145148617530368,0.108338510541984,FALSE,FALSE
"AL162377.1",0.133677056208922,0.0395651547257041,0.107845481619993,0.153436059595669,FALSE,FALSE
"RAB43P1",0.114871515492307,0.0396095856892543,0.0912301604400355,0.160520216251592,FALSE,FALSE
"MRPS16",0.0513510958381672,0.0396939575986502,0.0575450727093115,0.0414357136908987,FALSE,FALSE
"EIF3F",-0.0800466702572731,0.0397463294719966,-0.0684790538154019,0.11637555437245,FALSE,FALSE
"PNPLA1",0.176795143217469,0.0397463294719966,0.151824761989112,0.123647171407481,FALSE,FALSE
"CAT",0.146522453864726,0.0397627769943489,0.132158872078468,0.103663496147407,FALSE,FALSE
"TALDO1",0.161469624459264,0.0397627769943489,0.181902592716981,0.0409135341228598,FALSE,FALSE
"SLC39A14",-0.0946334010561435,0.0398006314969403,-0.0741128281754039,0.16577107795163,FALSE,FALSE
"GABPB1-IT1",-0.0760280006718591,0.0398006314969403,-0.0805287450780403,0.0579998177206725,FALSE,FALSE
"ROCK2",0.0646522441009249,0.0398129121097403,0.0530286396291387,0.143574869320221,FALSE,FALSE
"MTERF4",-0.0790264374155015,0.0398207154497834,-0.056623267573691,0.212136633369033,FALSE,FALSE
"APPBP2",0.0519657447509555,0.0398542783123323,0.0359024429631853,0.223926364289137,FALSE,FALSE
"SPRYD4",-0.0768982171083059,0.0398587502349252,-0.0997778290740088,0.0153259633351183,FALSE,FALSE
"ZNF257",-0.194994475453314,0.0398587502349252,-0.245898492207638,0.0205083585125549,FALSE,FALSE
"AC087499.4",-0.126093406069103,0.0398982519832923,-0.120294431678072,0.0896886593667692,FALSE,FALSE
"HNRNPKP2",0.0802587705596446,0.0399250789505262,0.0960846973532079,0.0272811073991374,FALSE,FALSE
"MED10",-0.0690761118847246,0.0399518572605102,-0.033935619599711,0.408896018503744,FALSE,FALSE
"RAB19",0.144748738537713,0.0399518572605102,0.115013873598112,0.15272313440261,FALSE,FALSE
"TOMM34",-0.0708548481872185,0.0399518572605102,-0.0620978834199029,0.0980494272214243,FALSE,FALSE
"METTL5",-0.105392375999812,0.0399518572605102,-0.0826855880786002,0.164849014957045,FALSE,FALSE
"NRP2",0.162378895106438,0.0399759792402275,0.151547292886889,0.0956428229662106,FALSE,FALSE
"FAM117A",0.0819661628981636,0.0399812529292424,0.0538224187364394,0.24494766258672,FALSE,FALSE
"AC104389.6",0.544571819897027,0.0400382132582526,0.166088911241947,0.621605849358543,FALSE,FALSE
"KDM2B",-0.0543314256795851,0.0400382132582526,-0.053265103413323,0.0747293068597559,FALSE,FALSE
"AL031670.1",0.126866833271993,0.0400407685436056,0.0646457350457551,0.366188595634737,FALSE,FALSE
"DPYSL4",0.384366589330839,0.0400476727901194,0.378052694961118,0.0771029634239645,FALSE,FALSE
"POLD2",-0.0800286441075851,0.0400476727901194,-0.0519833347626589,0.258304728651683,FALSE,FALSE
"ESD",0.0663800328130718,0.0400476727901194,0.0809114900182928,0.0195568011236032,FALSE,FALSE
"AC104837.1",0.088471107802064,0.0401032623608459,0.0867191475721279,0.0796745264299655,FALSE,FALSE
"MAD2L1BP",0.0805627224932495,0.0401225773008893,0.0837416799168326,0.0611966520278691,FALSE,FALSE
"COX11",-0.0653629301103531,0.0401225773008893,-0.0764368795571869,0.0334153913404469,FALSE,FALSE
"CKMT2-AS1",-0.114638959914659,0.0401225773008893,-0.136046968372926,0.0303781481358351,FALSE,FALSE
"TMEM248",0.0324295846527066,0.0401225773008893,0.0426121584909503,0.0142859337229638,FALSE,FALSE
"RSPRY1",0.0421084860783859,0.0401753907121107,0.0313788221875477,0.180366934152307,FALSE,FALSE
"TIMM10B",-0.0512598854857961,0.0401753907121107,-0.0569020615380419,0.0435384770505927,FALSE,FALSE
"ACO1",0.141966607692926,0.0401753907121107,0.0866993415859796,0.27973199642385,FALSE,FALSE
"AKAP8L",-0.068553859440658,0.0401753907121107,-0.065082329289224,0.0888839491161742,FALSE,FALSE
"AC008894.3",-0.126336940219349,0.0401753907121107,-0.120883091330144,0.0853458020778818,FALSE,FALSE
"B3GAT2",0.130017630470228,0.0402036784730023,0.0701851553292054,0.357583457611312,FALSE,FALSE
"PPIAP6",-0.174159866914889,0.040244262503929,-0.0854263335035855,0.392813715079098,FALSE,FALSE
"SNX17",0.0642259474306748,0.0402447598840667,0.0784762868252565,0.023323864188012,FALSE,FALSE
"CRADD",0.0794676316874285,0.0403493865506322,0.096922236370914,0.0255957378690015,FALSE,FALSE
"RABGAP1L",-0.074817182975972,0.0403518540734923,-0.080762438651806,0.0458873210927401,FALSE,FALSE
"NCBP2",-0.0512191598130685,0.0404878376065295,-0.0547025376835336,0.0550393265741867,FALSE,FALSE
"TMEM123",0.139227378650437,0.0404942906369863,0.0861835087346677,0.255163999059234,FALSE,FALSE
"HLA-L",0.253824277271476,0.0404942906369863,0.275625194301654,0.0511664205969621,FALSE,FALSE
"GPR162",-0.370795523750441,0.040551411497437,-0.464887170300181,0.0209144155224407,FALSE,FALSE
"TINF2",0.0579029097723495,0.0405612353477109,0.0633125538185452,0.0486754532551707,FALSE,FALSE
"WFS1",-0.131369615523596,0.0405707651236407,-0.0980838353545287,0.186800736794746,FALSE,FALSE
"DALRD3",-0.0587548745165425,0.040599557545814,-0.0689264225577465,0.0303368914471813,FALSE,FALSE
"SCAMP3",-0.065095044567413,0.040599557545814,-0.0272655586307142,0.477195917902172,FALSE,FALSE
"UBE2I",-0.0498598297792868,0.040599557545814,-0.0267246714810587,0.357961748198445,FALSE,FALSE
"LINC00671",-0.25394620134986,0.040599557545814,-0.220324444860542,0.118375374530428,FALSE,FALSE
"CLSTN3",-0.110760936393707,0.0406867063719705,-0.122486841417266,0.0468853491665768,FALSE,FALSE
"FAM229A",-0.0789504051446436,0.0407181348603365,-0.08011299003172,0.0635809393429824,FALSE,FALSE
"DPH5",-0.131047779508545,0.0408081763989967,-0.104455904242389,0.161047871097436,FALSE,FALSE
"AC243960.1",-0.140980042056654,0.0408701802357195,-0.15790046911969,0.0436732593911164,FALSE,FALSE
"POU5F1P3",0.155560391406301,0.0408701802357195,0.0906824865360173,0.301649744659477,FALSE,FALSE
"DECR2",-0.10922885660841,0.0409095718518538,-0.0649695158834599,0.306368510875968,FALSE,FALSE
"ANKRD54",-0.0666278141387611,0.0410397562346427,-0.0558991452285512,0.123599350291503,FALSE,FALSE
"CPNE3",0.0585870328424755,0.0411002840007848,0.0353247867224168,0.293579199903556,FALSE,FALSE
"SART1",0.0935345760484196,0.0411002840007848,0.117312694751204,0.0226276579918253,FALSE,FALSE
"NT5C2",0.12799226082386,0.0411205389888267,0.0772342745887286,0.29703473345418,FALSE,FALSE
"FTSJ3",-0.0648411330434842,0.0411537118046976,-0.0369644126352675,0.328607078390751,FALSE,FALSE
"ADGRG1",-0.184871495392024,0.0411537118046976,-0.15199416202305,0.127121210657945,FALSE,FALSE
"MAPKAPK5",-0.0609789058713146,0.0411718189565524,-0.0749624896579307,0.0244157052481172,FALSE,FALSE
"TCEAL1",-0.130158671354116,0.0411895787720135,-0.122664272025758,0.094448622889028,FALSE,FALSE
"GMIP",0.108605305772255,0.0412180095457603,0.0893819761715585,0.152079907314999,FALSE,FALSE
"SLC4A3",-0.209587674549017,0.0412671159371726,-0.123943168093702,0.309027788876417,FALSE,FALSE
"DDX39A",-0.0551797735812989,0.0412752175396735,-0.0296167269188353,0.357583457611312,FALSE,FALSE
"MINDY1",0.139183930900441,0.0412863503844354,0.128591579807891,0.102068105997744,FALSE,FALSE
"ZNF781",-0.189597673886698,0.0413247075327053,-0.20847668900734,0.0465554356237565,FALSE,FALSE
"DHODH",-0.0608807130004343,0.0413688015985213,-0.0746079457732759,0.0246384449270063,FALSE,FALSE
"BLZF1",0.102449754601746,0.0413688015985213,0.0764752915750974,0.186778565664191,FALSE,FALSE
"AC064836.4",-0.135778950774287,0.0414055352405574,-0.181549711414664,0.0141784489341468,FALSE,FALSE
"SLC23A2",0.0710461556871655,0.0414316682334371,0.0511473877577852,0.209345919706469,FALSE,FALSE
"AC102953.2",-0.125160886694711,0.0414317991541433,-0.128098457703627,0.0617395343258704,FALSE,FALSE
"GOLGA8A",-0.142376410582536,0.0414419566829487,-0.183347538064859,0.0196037605337865,FALSE,FALSE
"LIN52",-0.0832370725291658,0.0414419566829487,-0.0731040665818769,0.119327453969193,FALSE,FALSE
"DUSP8",-0.144398868202219,0.0414419566829487,-0.112661796118764,0.167851759541296,FALSE,FALSE
"MIF4GD",-0.0590298537462532,0.0414442326613027,-0.0423271679966058,0.204722895947097,FALSE,FALSE
"ZNF568",-0.105660993857796,0.0414444016320448,-0.121406669848814,0.0375321549147478,FALSE,FALSE
"NPIPA2",-0.146609449212549,0.0415497129625371,-0.157717490735359,0.0490872321042712,FALSE,FALSE
"ZNF507",-0.106995568213845,0.0416218322906943,-0.11794597525209,0.0488247988345077,FALSE,FALSE
"ABHD3",0.126248610318999,0.0417084337584375,0.0780260221478902,0.279886240632556,FALSE,FALSE
"SOX13",-0.137019396912824,0.0417770434861983,-0.125121853794126,0.104008097302314,FALSE,FALSE
"IGHV3-64D",-0.419776746234787,0.0417895517174555,-0.254068089360668,0.302277244989149,FALSE,FALSE
"APAF1",0.118838767943448,0.0417895517174555,0.10704905381546,0.109517178219979,FALSE,FALSE
"SUFU",0.0668624519967063,0.0417912744665853,0.084317861257504,0.0221050201855803,FALSE,FALSE
"NFKB2",0.0985106449971126,0.041809660145936,0.099229429039645,0.0718892218280656,FALSE,FALSE
"YWHAZP5",0.106989272670442,0.0418132591698819,0.0898819264756065,0.127809694084992,FALSE,FALSE
"DOHH",-0.118677699347155,0.0418132591698819,-0.0663349375718156,0.343978120525764,FALSE,FALSE
"RGCC",-0.122374962542773,0.0418282819973887,-0.108089451821712,0.109204508036792,FALSE,FALSE
"SPP1",0.358643318392685,0.0418326754120017,0.391461223533599,0.0539032393371592,FALSE,FALSE
"TRAV36DV7",-0.158689522898793,0.0418730921919834,-0.199346189201713,0.0233684050480429,FALSE,FALSE
"BAZ2A",0.0859578129897977,0.0418785130574477,0.0743007073296782,0.131224895238555,FALSE,FALSE
"HINFP",-0.0441212136219059,0.0419466493971756,-0.0244047596580894,0.345986537852988,FALSE,FALSE
"SHLD1",-0.0916003758363312,0.041956692059631,-0.0857619911704868,0.0905170364168596,FALSE,FALSE
"BOP1",-0.0876076590209544,0.0420210617084773,-0.0565112507051908,0.259754719681523,FALSE,FALSE
"FKBP5",0.154185096464948,0.0420795930330085,0.165566661927114,0.0421819762138602,FALSE,FALSE
"NELFCD",-0.0511814908506437,0.0421270749638194,-0.0316280218672303,0.285563145772849,FALSE,FALSE
"ATIC",-0.0695138583670105,0.0421647993836021,-0.0586105310452385,0.132224288522994,FALSE,FALSE
"PDSS1",0.115011168291989,0.0422057469024609,0.120034969630227,0.0594576338801117,FALSE,FALSE
"TADA2A",-0.061859407386685,0.0422366319887575,-0.0543402269171306,0.119380551202294,FALSE,FALSE
"AL139011.1",-0.143873373184596,0.04224479385093,-0.126756223001833,0.11891066764909,FALSE,FALSE
"AC021087.2",0.134276580878746,0.04224479385093,0.121053486813343,0.108256060428656,FALSE,FALSE
"HLA-J",0.221869646060056,0.04224479385093,0.250399847583522,0.040211318837859,FALSE,FALSE
"PEX7",-0.101316133274011,0.0422653469560638,-0.0792565833511788,0.166665806256269,FALSE,FALSE
"B3GNT5",0.173415363108537,0.0422692441920743,0.116732182381387,0.242958007228289,FALSE,FALSE
"C19orf84",-0.188558430962271,0.0422702513084848,-0.133314408556515,0.222221770942794,FALSE,FALSE
"PEF1",0.0672403530297073,0.0422929092794417,0.0813560405685537,0.0282385652332965,FALSE,FALSE
"AC010542.6",0.130781638998277,0.0422929092794417,0.0904167867401646,0.228741750190787,FALSE,FALSE
"FAM192BP",0.0757435500291974,0.042307477654532,0.0738352426675469,0.0821860853822195,FALSE,FALSE
"TRPM6",0.193313599426782,0.0423181507291079,0.167562501971524,0.127970294681536,FALSE,FALSE
"DENND4B",-0.0571231291247679,0.0423252282927626,-0.0499222918168884,0.126108451642032,FALSE,FALSE
"DOLPP1",-0.0589873811607337,0.0423252282927626,-0.0451444933807707,0.181247992663104,FALSE,FALSE
"SSR3",0.0808524944587766,0.0423252282927626,0.0881800143364812,0.0519657237770138,FALSE,FALSE
"IL17RE",-0.183272583889481,0.0423252282927626,-0.174723798817509,0.090579613173139,FALSE,FALSE
"SUMF1",0.0854028012965086,0.0423451746926086,0.110070426113637,0.0194461823809632,FALSE,FALSE
"B3GNT7",-0.186167329851622,0.0423615890429702,-0.0996836028535351,0.340616140050423,FALSE,FALSE
"GOT1",-0.0759915258958236,0.042403270669424,-0.0431892334618909,0.32664530181707,FALSE,FALSE
"NMT2",-0.0842119353532532,0.042403270669424,-0.105362883112175,0.0203107312382123,FALSE,FALSE
"CYSTM1",0.245290362720687,0.042403270669424,0.254295441131927,0.0591184488763405,FALSE,FALSE
"UBE2B",0.121264091336214,0.042423469773241,0.096306454156811,0.158694521666372,FALSE,FALSE
"PSMC5",-0.0588872718563977,0.0424334810484708,-0.0295294678437634,0.388989359740067,FALSE,FALSE
"CBX5",-0.0737232524783266,0.0424334810484708,-0.0748046456290491,0.0708683593210825,FALSE,FALSE
"ZNF667-AS1",-0.157308095791271,0.042451989475872,-0.166225027422278,0.0587397635374897,FALSE,FALSE
"RPL12",-0.0951596520581146,0.0424568145710065,-0.0552952068416356,0.312074216559779,FALSE,FALSE
"SPRED1",-0.163524266215639,0.0424635926018882,-0.17971771625881,0.0524620094704364,FALSE,FALSE
"TSPAN15",-0.172760313697264,0.0424656541566171,-0.158119631488188,0.100071974759399,FALSE,FALSE
"BEST1",0.164237068742226,0.0424905845274283,0.139808646455212,0.132254924028705,FALSE,FALSE
"TRBV5-5",-0.179600917890745,0.0425064451092345,-0.204274742146956,0.0382752283729293,FALSE,FALSE
"PITPNA",0.0954566080529495,0.0425118480887089,0.10076670045604,0.0581591482587937,FALSE,FALSE
"MYCBP",0.0642951681018035,0.042515913706161,0.0677642773927645,0.0614210082833645,FALSE,FALSE
"RAD23BP1",0.132266124542654,0.0425757826268328,0.170337355034067,0.0184057875517676,FALSE,FALSE
"TIGD3",-0.186515963287539,0.0426078071881074,-0.219561510300718,0.033222963811492,FALSE,FALSE
"TRGV8",-0.196501560034885,0.0426078071881074,-0.196662128934398,0.0796393988859264,FALSE,FALSE
"AC098591.3",-0.191956257193601,0.0426246604571469,-0.106382132298345,0.34541058162113,FALSE,FALSE
"TBL1X",0.125720516224546,0.0426450930176378,0.123398763721931,0.084422171386315,FALSE,FALSE
"IPP",-0.069775406491889,0.0426608239524889,-0.0857618832419316,0.0275002439703322,FALSE,FALSE
"MOB2",-0.0704621736136275,0.0426608239524889,-0.0473983386431374,0.244430450612205,FALSE,FALSE
"CERS5",0.0457444111663146,0.0426863223519666,0.0496238658532101,0.0477443027175038,FALSE,FALSE
"HSBP1L1",-0.107614000863841,0.0426940895659234,-0.114174271780559,0.0582375993701701,FALSE,FALSE
"DPCD",0.135001390157914,0.0427259910947832,0.147949708607011,0.0390251619588973,FALSE,FALSE
"ZNF529",-0.0989197692587719,0.0427558913250313,-0.117591856809909,0.0321556395240397,FALSE,FALSE
"DNAJA2",0.0383355193495426,0.0428150444143395,0.0423356194783955,0.0480303886619953,FALSE,FALSE
"RPL3P4",-0.118042074332091,0.0428512652569104,-0.0883459022923736,0.191316278747542,FALSE,FALSE
"SNRPD3",-0.0484002609050905,0.0428512652569104,-0.0481869884473909,0.0801947088022749,FALSE,FALSE
"UBE2V1P2",0.0771633650721011,0.0428861422898221,0.0532888592124739,0.233272961516275,FALSE,FALSE
"AC132192.2",-0.121310748981624,0.0429321968672337,-0.114293005738339,0.0938151210961334,FALSE,FALSE
"CSNK1G1",0.048706314538589,0.0429582595598128,0.0281063070091093,0.336718359308585,FALSE,FALSE
"KLHL14",-0.18276486370828,0.0429852569043162,-0.131541989503374,0.219335923932676,FALSE,FALSE
"FASTKD2",-0.0607696531462658,0.0429883782083826,-0.0662873672264406,0.0530122552101981,FALSE,FALSE
"PCGF1",-0.0579122389877786,0.0429959054227187,-0.0201271563505783,0.57731704210734,FALSE,FALSE
"ROBO3",-0.17235353049248,0.043051755076608,-0.155414574697445,0.110584837006347,FALSE,FALSE
"XCR1",-0.228777533387336,0.0430626835559647,-0.167938474113351,0.200370693868412,FALSE,FALSE
"RRP7A",-0.105335903857055,0.0430667733063339,-0.0923041710540471,0.127577124968646,FALSE,FALSE
"CERT1",0.0698978988854329,0.0430667733063339,0.0624750360170414,0.107784604635227,FALSE,FALSE
"RPEL1",0.136139214038892,0.0431010843954108,0.116037211999772,0.130875778075909,FALSE,FALSE
"GIMAP5",-0.102107294438756,0.0431558733380287,-0.131913897343601,0.0201189218703482,FALSE,FALSE
"TCP1P1",0.0879612043149369,0.043165432768293,0.0801615497219246,0.0923179512939245,FALSE,FALSE
"AC245452.1",-0.085214748372648,0.043165432768293,-0.125677774741927,0.00598878148302516,FALSE,FALSE
"APOO",-0.100302746597191,0.0431961694890041,-0.0527243266908041,0.376930823830808,FALSE,FALSE
"METTL8",-0.0799871244746424,0.0432401661630565,-0.0628111080572854,0.178449884944103,FALSE,FALSE
"COPB1",0.0453985878639033,0.0432630046321396,0.0489753461392146,0.0559615216670955,FALSE,FALSE
"ZNF493",0.11604436202349,0.0432797700553434,0.0823079402265052,0.222566410325205,FALSE,FALSE
"AC023355.2",0.349392237388819,0.0433502577361829,0.315446209977771,0.117613501624575,FALSE,FALSE
"UBE2E1",0.0802960726120074,0.0433608931997319,0.0972235071573413,0.0292317622780128,FALSE,FALSE
"FCRL6",-0.161850818331395,0.0433741883026173,-0.160732876477036,0.0800925071020372,FALSE,FALSE
"AVL9",0.0579222137961759,0.0433757805427354,0.0335609908512556,0.320546892773454,FALSE,FALSE
"MGMT",-0.0968293591820217,0.0434328907615692,-0.0244098199744865,0.687594208808134,FALSE,FALSE
"GTPBP2",0.0902902427710417,0.0434563641368751,0.0714542776784853,0.164484778038996,FALSE,FALSE
"LINC02520",-0.34539490701628,0.0434678422505673,-0.413708409094932,0.0315072373691066,FALSE,FALSE
"SUMO1P4",0.118783385283943,0.0435145160965802,0.0767219733669125,0.267656658697414,FALSE,FALSE
"BOLA3-AS1",-0.113016781059355,0.0436188462820042,-0.151564019379064,0.0145338281482074,FALSE,FALSE
"KLHL12",0.0458185929786905,0.0436188462820042,0.043789499650157,0.0951077885989309,FALSE,FALSE
"LNPEP",-0.0608389309907438,0.0436669558528088,-0.0642508278537267,0.0601933943633187,FALSE,FALSE
"RPLP0",-0.106956434122872,0.0436897580105921,-0.0741444979847554,0.23708768306052,FALSE,FALSE
"AZI2",0.101557717170992,0.0437051840385885,0.0629067485005816,0.291285838164891,FALSE,FALSE
"CNNM2",0.0908286545125973,0.0437051840385885,0.0694340259447357,0.172950844874096,FALSE,FALSE
"TMEM222",-0.0549172364707745,0.0437144506229086,-0.0420663871776467,0.186711433168504,FALSE,FALSE
"TRBV4-2",-0.240719398212983,0.0437193293165519,-0.278557848709321,0.0376716099952778,FALSE,FALSE
"CD99L2",0.0593919766133443,0.0437193293165519,0.0705895989277353,0.0328978002472702,FALSE,FALSE
"RPL13A",-0.116993673934483,0.0438336401032954,-0.0615611305634862,0.376445199867022,FALSE,FALSE
"CHD1L",-0.105478852440044,0.0438464108984744,-0.102868921109969,0.0867938970360995,FALSE,FALSE
"CDA",0.209380403241516,0.0438777019549879,0.237620661692963,0.0452387402239059,FALSE,FALSE
"TECPR1",-0.0686283137944154,0.0438777019549879,-0.041125807613887,0.310956016146268,FALSE,FALSE
"NOA1",0.0472147403998517,0.0438777019549879,0.0362946927209161,0.175089533980923,FALSE,FALSE
"C3orf18",-0.0825503041045631,0.0438777019549879,-0.0906359650059948,0.0490935892006688,FALSE,FALSE
"ATF7IP2",-0.0884337909040617,0.0438777019549879,-0.0876766425019112,0.0720989714302042,FALSE,FALSE
"C16orf54",0.0898926235827191,0.0438777019549879,0.0552521739689364,0.287308401795997,FALSE,FALSE
"THUMPD3-AS1",-0.0727613690757269,0.0439394274535118,-0.0809928063879526,0.0493793497930183,FALSE,FALSE
"SLC25A53",-0.11445606673821,0.0439980392689103,-0.111779490985122,0.0856696197049485,FALSE,FALSE
"DVL2",-0.0576976632495469,0.0440703392530237,-0.0489382457193553,0.136807337715517,FALSE,FALSE
"ATXN2L",-0.0707779999335751,0.0441410705773046,-0.0592995764861191,0.147051522853194,FALSE,FALSE
"C15orf41",-0.0899402945057022,0.0441410705773046,-0.0889742231879329,0.0780852561422341,FALSE,FALSE
"RPS15AP11",-0.251600582192995,0.0441904529507785,-0.228004140424019,0.110049406888565,FALSE,FALSE
"SPDYE3",-0.0821822697825974,0.0442544441957552,-0.0912548900081403,0.0468853491665768,FALSE,FALSE
"ZNF702P",-0.248199248068036,0.0442807911641323,-0.321725624967928,0.0189932119191559,FALSE,FALSE
"PARP10",0.148705050092034,0.0442903785492891,0.140815430430643,0.090904325413466,FALSE,FALSE
"DOCK8",0.0954574644818253,0.0443914013553171,0.100925776308634,0.0623851022190166,FALSE,FALSE
"PRDM15",-0.071843317252137,0.0444676923784019,-0.0707029149989894,0.0810249818760718,FALSE,FALSE
"STMN1",-0.144954869880436,0.0444785686889237,-0.0731627366210793,0.400231459338978,FALSE,FALSE
"PRDX6",0.125536226058352,0.0444951984513459,0.0912990725482824,0.204742318555137,FALSE,FALSE
"MTMR14",0.0607146007596932,0.0445311348709848,0.0564532378684234,0.101474768868167,FALSE,FALSE
"LHPP",0.0896786588684421,0.0445316111414358,0.100617327152113,0.0433923871693388,FALSE,FALSE
"ST13P19",-0.142143291317761,0.0447121375687292,-0.068729512176624,0.410250439068844,FALSE,FALSE
"RPL29",-0.0904089300576751,0.0447121375687292,-0.0517527811988835,0.33124586156377,FALSE,FALSE
"AL031133.1",-0.159639977724005,0.0447363827745027,-0.0982520129370601,0.289281648168086,FALSE,FALSE
"NIT1",0.0602436773175423,0.0447363827745027,0.0738395140738933,0.0287787018564851,FALSE,FALSE
"C1QBP",-0.0703308505264641,0.044753465427364,-0.0439588852473978,0.290603159314211,FALSE,FALSE
"SNRPN",-0.0726484789666775,0.0447576242729207,-0.0672979933300936,0.0996651797254442,FALSE,FALSE
"UBN1",0.131706370742661,0.0447577469379951,0.14104547099115,0.060412456196405,FALSE,FALSE
"HOPX",-0.159109082204454,0.0447944731810787,-0.161482384204675,0.0737521633259622,FALSE,FALSE
"RWDD4P2",0.0860344443953439,0.0447944731810787,0.0930860210875244,0.0544003597187859,FALSE,FALSE
"ATP5MC1",-0.0866017863157938,0.0447969873899912,-0.0314498732672121,0.554711835087626,FALSE,FALSE
"AC093909.6",0.121399051038276,0.0447969873899912,0.128921043744747,0.059001520622341,FALSE,FALSE
"SUSD3",-0.0967808595573966,0.0448099519631795,-0.0782970411592493,0.158180314701113,FALSE,FALSE
"ZNF551",-0.0879522477158846,0.0449219029684355,-0.104103566948507,0.0363272070135772,FALSE,FALSE
"LDOC1",-0.17825590126665,0.0449219029684355,-0.156637048284165,0.126206022123716,FALSE,FALSE
"NECAB3",-0.0877071681285176,0.0449355416080972,-0.0707261798185663,0.156516130343765,FALSE,FALSE
"RPL5P30",-0.207649910943405,0.0449355416080972,-0.224011554778447,0.0460334740755681,FALSE,FALSE
"FSD1",-0.150923429483169,0.0449547722824437,-0.183130564735138,0.0315072373691066,FALSE,FALSE
"LINC00298",-0.223994838562968,0.0449875138279933,-0.195125003582624,0.123532844168515,FALSE,FALSE
