"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted"
"GBP6",1.81877266661751,7.71975498624995e-26,1.70014580752623,5.22390350704461e-20,TRUE,TRUE
"FCGR1CP",1.84949336137253,1.692790236977e-25,1.76425867802059,5.22390350704461e-20,TRUE,TRUE
"GBP5",1.18890686789667,1.17290758739385e-22,1.11201167681079,8.92804887224449e-17,TRUE,TRUE
"H2BP2",1.76388527692984,2.69146717152055e-22,1.65796484593546,3.56765716741772e-17,TRUE,TRUE
"ANKRD22",1.81177561753519,3.09966572004912e-22,1.67124220645307,2.1591701769142e-16,TRUE,TRUE
"PDCD1LG2",1.54106420549046,3.51639704286156e-20,1.36621057644257,8.05396285206007e-14,TRUE,TRUE
"CD274",1.28390183847581,1.68446209104137e-19,1.12568640349174,1.05071926645003e-13,TRUE,TRUE
"FCGR1B",1.19308218597994,1.78082669935998e-19,1.11205547676184,2.89447586085385e-15,TRUE,TRUE
"GBP1",1.07606880780374,2.66728611654503e-19,0.963612904977223,1.44144505115689e-13,TRUE,FALSE
"SCARF1",0.899657634390327,2.66728611654503e-19,0.84561458913462,2.97519506626456e-14,FALSE,FALSE
"FCGR1A",1.3570102806789,5.68636010151954e-19,1.31786868155105,1.81109407992923e-15,TRUE,TRUE
"LINC02555",1.13391724814683,6.73035932110388e-19,1.0649986476321,3.51108200789146e-15,TRUE,TRUE
"DUSP3",0.560528142970029,1.95357113608132e-18,0.513444322928167,2.12691636217133e-13,FALSE,FALSE
"LHFPL2",0.780899036886489,1.95357113608132e-18,0.703845213674959,2.91523304540407e-13,FALSE,FALSE
"GBP1P1",1.3065608844806,2.35383474504156e-18,1.22189980654158,1.1055367296311e-13,TRUE,TRUE
"BATF2",1.55333593853075,3.71728007111161e-18,1.45501504258227,8.05396285206007e-14,TRUE,TRUE
"GBP2",0.607652462695419,9.04893911522198e-18,0.567351704363589,2.08842273506195e-13,FALSE,FALSE
"SORT1",0.606995411394912,2.40838485357868e-17,0.56805591566553,3.92980727872671e-13,FALSE,FALSE
"SECTM1",0.787204908992578,7.84057230637001e-17,0.748637254701398,4.44489715154952e-13,FALSE,FALSE
"AC243772.2",1.1288624984585,8.44784876709873e-17,0.987925442566352,6.27380417501349e-12,TRUE,FALSE
"TAP1",0.532656240038975,9.19790622759726e-17,0.483839967874352,3.05317190920438e-12,FALSE,FALSE
"APOL4",1.5823392095166,1.14933452327594e-16,1.59604926288822,2.34398984150645e-14,TRUE,TRUE
"PSTPIP2",0.709002643549283,1.14933452327594e-16,0.649971863693753,4.04180613625397e-12,FALSE,FALSE
"RAP1GAP",1.93436467765624,2.20123022654127e-16,1.11094790236196,2.58811006908936e-05,TRUE,TRUE
"APOL6",0.633220177371882,2.59781159093295e-16,0.56177878111097,1.72567677827599e-11,FALSE,FALSE
"ZNF767P",-0.212976700683982,3.99355495214584e-16,-0.198984281537515,2.70123240800407e-12,FALSE,FALSE
"SERPING1",1.58495666725343,8.28968176417288e-16,1.5639937187504,2.08842273506195e-13,TRUE,TRUE
"STAT1",0.627284498605381,1.49716006968212e-15,0.544618438750243,2.65133841160607e-10,FALSE,FALSE
"AC244453.2",1.12441270135686,1.58020270427905e-15,0.981092073161886,8.20923727173399e-11,TRUE,FALSE
"APOL1",0.641402133404473,1.89707590520505e-15,0.598625773109915,1.22715915768683e-11,FALSE,FALSE
"LACTB",0.416912230076273,3.06831215126716e-15,0.400728515341768,3.96837994812219e-12,FALSE,FALSE
"TIFA",0.588469855330625,3.76306073118324e-15,0.502263009713523,5.38791480361829e-10,FALSE,FALSE
"ETV7",1.41408265730747,3.76868121428303e-15,1.32587700663132,2.2476528866521e-11,TRUE,TRUE
"FLVCR2",0.609827278625771,6.14399109841996e-15,0.540566068041024,5.08697086722375e-10,FALSE,FALSE
"IL15RA",0.441517931762638,6.36559856908427e-15,0.451057355595046,2.99977493375453e-13,FALSE,FALSE
"SEPTIN4",1.59172543368046,6.36559856908427e-15,1.51804664626958,4.97327828495516e-12,TRUE,TRUE
"GBP4",0.663857143030216,7.15207852796055e-15,0.605380578869335,1.67570446013698e-10,FALSE,FALSE
"FZD5",0.698225371361704,8.59881095896851e-15,0.63141613307262,1.85060159075706e-10,FALSE,FALSE
"CTSA",0.405591593617415,2.88214838222601e-14,0.405722220412541,8.7657703646421e-12,FALSE,FALSE
"AL672207.1",0.677784048604327,4.26972215273449e-14,0.598801852318081,1.64707455590843e-09,FALSE,FALSE
"TRIM69",0.366071564234053,6.69928714109128e-14,0.330966146855116,1.00625837418612e-09,FALSE,FALSE
"ERLIN1",0.339372235833644,9.98439576279177e-14,0.342946169975183,6.27380417501349e-12,FALSE,FALSE
"C2",0.992887245245006,1.04657039693895e-13,0.971766717656542,6.24259878071036e-11,FALSE,FALSE
"RAB20",0.674438127666671,1.22112285609527e-13,0.683085560839526,1.46617411482721e-11,FALSE,FALSE
"DCUN1D3",0.267999359753385,1.2903088296088e-13,0.257498315596727,1.10510139908034e-10,FALSE,FALSE
"AL157871.2",0.775493395013923,1.44535014161727e-13,0.691497212612789,5.08697086722375e-10,FALSE,FALSE
"P2RY14",0.889202789610088,1.61186646534438e-13,0.739037438972805,2.99641459536344e-08,FALSE,FALSE
"CYBB",0.409226442810822,1.83727900193574e-13,0.37331643971099,1.83105470328215e-09,FALSE,FALSE
"FAM20A",0.973553347733173,3.10448307942151e-13,0.773720774046745,1.92781571230103e-07,FALSE,FALSE
"AC083862.2",0.554899833051111,3.27941334739819e-13,0.49001295811553,5.87774522650142e-09,FALSE,FALSE
"CD177",2.33661954921265,3.77885172533795e-13,2.09651681568607,2.17242372889e-07,TRUE,TRUE
"CETP",0.551790068031305,3.79270474116539e-13,0.505673049531575,9.24510738907283e-10,FALSE,FALSE
"WSB2",0.297618528646702,4.19941612680524e-13,0.251613269747736,2.17402797136258e-08,FALSE,FALSE
"NRN1",1.28553530626991,4.99813047164088e-13,1.3386980412755,2.91391301386689e-12,TRUE,TRUE
"NUCB1",0.386642265433842,7.65927582994332e-13,0.389221385574007,8.15741996968266e-11,FALSE,FALSE
"ASPHD2",0.417770907949607,8.82759971568733e-13,0.411022400612466,2.82933340897034e-10,FALSE,FALSE
"ETV6",0.326706284344441,9.06419701722844e-13,0.291698318778135,5.82577181355208e-09,FALSE,FALSE
"SLAMF8",0.705131340246358,9.67320958544165e-13,0.677583579960028,5.08697086722375e-10,FALSE,FALSE
"TAP2",0.349889466111231,1.09827657885492e-12,0.317093814871767,6.51355469246857e-09,FALSE,FALSE
"TAPBP",0.339875854250589,4.36576545960266e-12,0.320737648374669,2.73389768684995e-09,FALSE,FALSE
"SLC26A8",0.945353105130819,4.87149058162434e-12,0.87523524285001,8.71870730925566e-09,FALSE,FALSE
"IRF1",0.387289034677216,7.11798475989055e-12,0.380666822701326,1.64707455590843e-09,FALSE,FALSE
"CYREN",0.402963495994328,7.99276154157015e-12,0.35985868163931,2.58069583533058e-08,FALSE,FALSE
"DAPP1",0.423364435349297,8.29915014370439e-12,0.32842294343591,4.73206529591261e-07,FALSE,FALSE
"CCR2",0.400351036497692,8.31970084999628e-12,0.342245390438432,1.09767003985535e-07,FALSE,FALSE
"ASAP2",0.589557018664928,8.31970084999628e-12,0.537005485086673,2.0965329222268e-08,FALSE,FALSE
"LPCAT2",0.494740010791326,9.48877780037878e-12,0.428715156170996,4.69671251632046e-08,FALSE,FALSE
"GK3P",0.629387494666487,9.55942797617181e-12,0.563899550989065,3.72121600208176e-08,FALSE,FALSE
"MR1",0.23048320651669,1.08952663121724e-11,0.205409488021771,4.02165126250308e-08,FALSE,FALSE
"EPSTI1",0.925254479281434,1.10014712118313e-11,0.846307958712621,2.0965329222268e-08,FALSE,FALSE
"FAS",0.448530996317832,1.23127685733057e-11,0.398092922429866,6.02063127490787e-08,FALSE,FALSE
"FBXO6",0.597627773154484,1.25590174186399e-11,0.567790699439614,6.60870124445335e-09,FALSE,FALSE
"APOL2",0.447557338396082,1.62507583245217e-11,0.399340318818433,2.33265128335397e-08,FALSE,FALSE
"GBP3",0.476495566519679,1.76352315448749e-11,0.424111203035463,9.27844660145325e-08,FALSE,FALSE
"LAP3",0.747531651132085,1.79104057700336e-11,0.67237692544848,4.90315640534236e-08,FALSE,FALSE
"UBE2L6",0.582780502778874,1.81456536856951e-11,0.535161594459682,2.23840852195829e-08,FALSE,FALSE
"ADCY3",0.506042620232778,1.90055654617107e-11,0.467033588187334,2.99641459536344e-08,FALSE,FALSE
"DHRS9",0.621376985106596,2.46792340745501e-11,0.528636104297704,3.08103047369838e-07,FALSE,FALSE
"HCAR3",0.707640444774952,2.82787678996799e-11,0.58943411674213,4.74717826162908e-07,FALSE,FALSE
"MAPK14",0.460615253499826,3.05491114154798e-11,0.437063634779219,1.28848199785675e-08,FALSE,FALSE
"STK3",0.431884127247011,3.05491114154798e-11,0.382133685400043,9.06601654852874e-08,FALSE,FALSE
"AL353807.5",0.432979736879417,3.51941714589685e-11,0.424864149849028,4.29586541561742e-09,FALSE,FALSE
"LIMK1",0.373879496421799,3.72558130138583e-11,0.379839974778224,1.57060322004898e-09,FALSE,FALSE
"CACNA1E",0.879533980480751,3.77695728242063e-11,0.805901472775026,4.02165126250308e-08,FALSE,FALSE
"ICAM1",0.455054370638671,3.87087192122724e-11,0.40914885252565,1.19747481352414e-07,FALSE,FALSE
"CARD17",1.09488120386047,4.91619450473473e-11,0.980822388239338,1.34914102375539e-07,TRUE,FALSE
"DTX3L",0.407453523317366,5.63780975514946e-11,0.357085750610071,1.35889117871204e-07,FALSE,FALSE
"KREMEN1",0.933344621346548,6.28623784783706e-11,0.876354564468536,3.61729282368191e-08,FALSE,FALSE
"LINC02471",0.824620845750879,6.62526557389543e-11,0.716607587713529,9.00302818643118e-08,FALSE,FALSE
"CASP5",0.823682022057176,7.94187868565125e-11,0.708681908106597,2.06022723170332e-07,FALSE,FALSE
"MAP3K20",0.466047681886841,8.01418986713514e-11,0.458024987384056,5.7156616620595e-09,FALSE,FALSE
"AC083862.3",0.641912345909876,1.13763076933592e-10,0.54167383647503,1.0593163502921e-06,FALSE,FALSE
"LUC7L",-0.191767517288618,1.23257077417081e-10,-0.182397842018939,1.40646965968084e-08,FALSE,FALSE
"CD44",0.224690313721753,1.4405218713229e-10,0.21033206054067,6.91884707778814e-08,FALSE,FALSE
"U62317.4",0.610658762725217,1.44508441497303e-10,0.56987918467923,4.45310934521564e-08,FALSE,FALSE
"CYP1B1",0.569537210844745,1.44508441497303e-10,0.545070596513416,1.28100402376682e-08,FALSE,FALSE
"GK",0.587717679260632,1.70705066440433e-10,0.476273730241618,2.08417900775176e-06,FALSE,FALSE
"AC110373.1",0.656207911568722,1.87579888844131e-10,0.59653857169628,1.13005807696536e-07,FALSE,FALSE
"STX11",0.483799107737094,2.00186639394349e-10,0.43712453108006,1.54627739206793e-07,FALSE,FALSE
"RHBDF2",0.359721441619251,2.13367009146951e-10,0.331024433603454,1.38280460316467e-07,FALSE,FALSE
"HCAR2",0.643001096606209,2.25399158720426e-10,0.56802451388076,5.65280875624877e-07,FALSE,FALSE
"IL27",0.767503997936409,2.25987912258194e-10,0.715891217851533,1.05484965187599e-07,FALSE,FALSE
"AC006160.1",0.856583622568069,2.36868521980948e-10,0.74921435485756,5.20401451739639e-07,FALSE,FALSE
"GK-AS1",0.643045776705305,2.36868521980948e-10,0.492787659640963,7.43552921398718e-06,FALSE,FALSE
"CDK10",-0.245105067758764,2.36868521980948e-10,-0.228402022231661,8.73442485108115e-08,FALSE,FALSE
"TCN2",0.670430557434166,2.42685274011573e-10,0.671766657271256,1.28100402376682e-08,FALSE,FALSE
"TMEM150B",0.478349276529946,2.56741555438413e-10,0.458528987807247,4.69671251632046e-08,FALSE,FALSE
"LGALS3BP",0.499949699995082,2.81339585664916e-10,0.474736442797779,1.00998072460115e-07,FALSE,FALSE
"WARS1",0.546671514391215,3.13220838927427e-10,0.553683487179676,1.06272754491482e-08,FALSE,FALSE
"FAM241A",0.367037702475258,3.18227787247617e-10,0.289092149666212,1.64074654854554e-06,FALSE,FALSE
"SLC6A12",0.750949447750836,3.68020826929728e-10,0.77712060544936,8.103520854038e-09,FALSE,FALSE
"TYMP",0.512854214029996,4.09033891550657e-10,0.485924044771524,1.25975978449702e-07,FALSE,FALSE
"SRBD1",0.293877420984864,4.30113368677939e-10,0.288715143959813,3.60650050549438e-08,FALSE,FALSE
"EFCAB2",0.615779793772402,4.58950169729027e-10,0.554595597781626,2.61881210261307e-07,FALSE,FALSE
"PARP9",0.528780537513558,4.71730166024867e-10,0.461757418244453,5.2110407659895e-07,FALSE,FALSE
"KCNJ2",0.570246033473069,4.72332959036544e-10,0.479380795104238,1.35893986737483e-06,FALSE,FALSE
"MOB1A",0.176878308786074,5.10987586590556e-10,0.148813089995064,1.2347944163276e-06,FALSE,FALSE
"CALHM6",0.747652806278105,5.1402237908884e-10,0.74148333398781,3.92386999964488e-08,FALSE,FALSE
"ARSB",0.285938218114053,5.4299486933765e-10,0.24283789345138,1.92095287719502e-06,FALSE,FALSE
"PLA2G6",-0.2173812302245,5.49055313938871e-10,-0.21680277323918,2.16314912246259e-08,FALSE,FALSE
"LILRB4",0.432582624218974,5.72181839710144e-10,0.441594006161248,1.25225446182123e-08,FALSE,FALSE
"HDAC4",0.265166383102679,5.80644805585019e-10,0.250561307017536,1.20845802715817e-07,FALSE,FALSE
"ITGA7",0.83005874116073,5.89333715144665e-10,0.756972982996581,3.94189771710527e-07,FALSE,FALSE
"JAK2",0.410236407582072,6.39164684735989e-10,0.353951290068509,1.28288113094221e-06,FALSE,FALSE
"ODF3B",0.618170633424543,6.67688692532674e-10,0.574271771243637,1.6643769299807e-07,FALSE,FALSE
"SNRNP70",-0.197081448514287,8.87528871938387e-10,-0.180052935620686,5.64941392761807e-07,FALSE,FALSE
"GPR84",0.764272097671837,8.93604258818558e-10,0.742971809011084,4.6979122419494e-08,FALSE,FALSE
"AL445524.1",0.584374260790743,9.72226612976404e-10,0.56262885960644,1.09767003985535e-07,FALSE,FALSE
"SOCS3",0.684618614481017,9.82155684971504e-10,0.59952366478892,1.33218598666946e-06,FALSE,FALSE
"PARP14",0.526864636154305,1.00997092878161e-09,0.463320021833556,1.1486590822081e-06,FALSE,FALSE
"SNX10",0.379596442925584,1.10233848496919e-09,0.314591688971594,2.63323443655363e-06,FALSE,FALSE
"AL078604.2",0.730506311640556,1.1907138541346e-09,0.721123538140436,1.87396288896407e-08,FALSE,FALSE
"CCNL2",-0.125173333276188,1.32723040176717e-09,-0.124305226449105,7.92444489410372e-08,FALSE,FALSE
"AC005840.2",0.538205988786789,1.36777729227201e-09,0.522705683819186,8.1605216479838e-08,FALSE,FALSE
"IGHE",1.07148491247676,1.42736860667498e-09,1.04868978124318,1.13005807696536e-07,TRUE,TRUE
"WDFY1",0.330100080726421,1.42736860667498e-09,0.270856621453444,7.61273939506812e-06,FALSE,FALSE
"MSRB2",0.432207813103264,1.45745647772754e-09,0.468087824771802,5.82577181355208e-09,FALSE,FALSE
"SEC31B",-0.228614978585423,1.46804438560174e-09,-0.246446708687766,1.84551572978383e-09,FALSE,FALSE
"FAM225A",0.944048672519473,1.50755317949998e-09,1.00292609125643,6.60870124445335e-09,FALSE,TRUE
"PSME2P2",0.392007362722913,1.50755317949998e-09,0.42436621013101,4.40116180901117e-09,FALSE,FALSE
"FYB1",0.279379253455961,1.50755317949998e-09,0.211356812052318,1.60582957232962e-05,FALSE,FALSE
"SH2B1",-0.174016772437883,1.65204364234022e-09,-0.156819435302727,8.60015534404245e-07,FALSE,FALSE
"F13A1",0.579537936293687,1.67727384660412e-09,0.521678020473511,1.45353351392562e-06,FALSE,FALSE
"LTBR",0.366013254076588,1.67727384660412e-09,0.369203801200995,5.55767306043208e-08,FALSE,FALSE
"SUGP2",-0.154236521770652,1.94889768233303e-09,-0.152638645286338,9.40759612622788e-08,FALSE,FALSE
"SNX20",0.220701070912395,1.94889768233303e-09,0.21166576626144,3.18892165590853e-07,FALSE,FALSE
"TRMU",-0.183719567123153,2.28239961332121e-09,-0.163902286308514,1.19089629943872e-06,FALSE,FALSE
"SSR1",0.149048579001036,2.39693050654086e-09,0.130829094156262,1.33308932607959e-06,FALSE,FALSE
"VAMP3",0.256394910952909,2.40936823187193e-09,0.234761532952431,1.04535307980294e-06,FALSE,FALSE
"TSPAN9",0.698805009288281,2.41632307119897e-09,0.641602383649441,7.92984109922813e-07,FALSE,FALSE
"KLHDC7B",0.447463427122165,2.50493746771762e-09,0.403378344267691,1.81491852389713e-06,FALSE,FALSE
"DENND1A",0.334375282983279,2.5420447061627e-09,0.32159215991941,3.98270988477798e-07,FALSE,FALSE
"CREG1",0.327350792845809,2.54388241519357e-09,0.281418062416096,4.68687049218951e-06,FALSE,FALSE
"AC006970.1",0.759280515170227,2.54388241519357e-09,0.63625401308122,2.59434106608519e-06,FALSE,FALSE
"BCS1L",-0.18456008123196,2.54388241519357e-09,-0.171157911653727,6.9730337370793e-07,FALSE,FALSE
"METTL9",0.281596163362509,2.64508950206457e-09,0.251762980545116,2.03278505081832e-06,FALSE,FALSE
"MCTP1",0.354205541690348,2.6807579579893e-09,0.298725414667736,4.18638908249195e-06,FALSE,FALSE
"SMARCD3",0.397644849790745,2.9864059951495e-09,0.363572943039817,1.48703207192408e-06,FALSE,FALSE
"VAMP5",0.521345094415117,2.98758165248369e-09,0.523773021320388,7.75397662711568e-08,FALSE,FALSE
"AGPAT3",0.207895435425961,3.34773231650225e-09,0.206352795866348,1.96996468210744e-07,FALSE,FALSE
"CALCOCO2",0.212097659628484,3.42049173220402e-09,0.199627624209802,7.82075038432861e-07,FALSE,FALSE
"HEMK1",-0.179779902172749,3.43292201105644e-09,-0.177855731042196,1.54897767256657e-07,FALSE,FALSE
"CASP1",0.381947499737965,3.46034278375248e-09,0.351936841236339,7.82075038432861e-07,FALSE,FALSE
"NLRC4",0.430242088551651,3.6087005696989e-09,0.422151404922389,1.6643769299807e-07,FALSE,FALSE
"H2AC11",0.473836636608423,3.69584591595846e-09,0.382095037084417,1.99049122827991e-05,FALSE,FALSE
"S1PR3",0.443153708524551,3.84291653407497e-09,0.411227531013265,8.87328333512852e-07,FALSE,FALSE
"CD36",0.389264814074148,4.10884334243356e-09,0.34632113820327,2.44215179994296e-06,FALSE,FALSE
"CENPT",-0.208156480144079,4.14353013002312e-09,-0.193579739196455,6.57742865364985e-07,FALSE,FALSE
"UBQLN2",0.18279786967474,4.2906859975525e-09,0.169886348937021,7.31076886162548e-07,FALSE,FALSE
"DSE",0.331927774932291,4.3793779037997e-09,0.287192109993897,3.25226439375393e-06,FALSE,FALSE
"ERP44",0.200875732715621,4.41094773813155e-09,0.197001481204657,2.79954431109808e-07,FALSE,FALSE
"U62317.1",0.564083155190559,4.82694215128327e-09,0.487531265041383,4.18120041699653e-06,FALSE,FALSE
"AIM2",0.722363632745586,4.87996287232827e-09,0.666878181269815,9.43168794864553e-07,FALSE,FALSE
"SMTNL1",1.18451463162773,4.96574893709093e-09,1.14954026503065,2.495215448674e-07,TRUE,TRUE
"TRAFD1",0.37233492351656,5.44841310809146e-09,0.343075501600698,1.40844471459645e-06,FALSE,FALSE
"LCP2",0.215104764988078,5.51346623864825e-09,0.186302261516802,4.28492879851516e-06,FALSE,FALSE
"GNS",0.310773512082178,5.57239685787306e-09,0.294881870430795,1.04535307980294e-06,FALSE,FALSE
"DMAP1",-0.14275367345255,6.16306471461398e-09,-0.127761295024558,1.72135959945906e-06,FALSE,FALSE
"SNHG15",-0.223373014353435,6.33680925722978e-09,-0.197109060189451,2.8534586546427e-06,FALSE,FALSE
"NOD2",0.453127048803516,6.99890737493211e-09,0.450537992752892,2.79954431109808e-07,FALSE,FALSE
"ATG3",0.306098995675701,7.32506521183277e-09,0.293431232270109,7.82075038432861e-07,FALSE,FALSE
"SEPTIN7P2",-0.199153735980083,7.45884816117259e-09,-0.21419745683777,2.0965329222268e-08,FALSE,FALSE
"INO80E",-0.194415579365981,7.7940280737249e-09,-0.182659993308342,1.30649347190122e-06,FALSE,FALSE
"GRINA",0.433967443739654,8.02621656912263e-09,0.406257778412266,1.16332541064551e-06,FALSE,FALSE
"ABCD4",-0.134029643438984,8.18472498149647e-09,-0.12306144970505,1.2347944163276e-06,FALSE,FALSE
"DPH7",-0.165624684239001,8.41843264681146e-09,-0.156041133971472,1.02368173878672e-06,FALSE,FALSE
"LEPROT",0.282083916595154,8.41843264681146e-09,0.264611544200775,1.22172786247539e-06,FALSE,FALSE
"CEACAM1",0.606920823159462,8.46433347059813e-09,0.556723711566255,8.56570794064634e-07,FALSE,FALSE
"TOR1AIP1",0.182101296194955,8.68263016515932e-09,0.138286513841703,4.2252545515845e-05,FALSE,FALSE
"VCPIP1",0.291439603841093,9.00760797888804e-09,0.230039151084137,2.86386728211228e-05,FALSE,FALSE
"DLEC1",-0.274188647360871,9.19952471661067e-09,-0.293343155984327,1.52220422088174e-08,FALSE,FALSE
"ATAD3B",-0.271611025221735,9.25379346467632e-09,-0.258469253949849,5.56580150762379e-07,FALSE,FALSE
"ZKSCAN2-DT",-0.202551011546686,9.64422648330863e-09,-0.197183161801727,4.74717826162908e-07,FALSE,FALSE
"DPYD",0.287364772690881,9.64422648330863e-09,0.274983713605601,9.42249782607596e-07,FALSE,FALSE
"MLKL",0.30669835747306,9.65068269590811e-09,0.276526401850764,1.74659117158446e-06,FALSE,FALSE
"ITFG1",0.139620697561049,9.85358451886045e-09,0.147273822648335,5.08287035944233e-08,FALSE,FALSE
"RNF114",0.132516207488775,1.12119601604015e-08,0.115037755367759,8.37924893432361e-06,FALSE,FALSE
"PIK3AP1",0.368996525785377,1.12119601604015e-08,0.312264061245498,1.09867886105118e-05,FALSE,FALSE
"MSR1",0.725285057500561,1.14597248492882e-08,0.634124992063159,6.88067947885677e-06,FALSE,FALSE
"KCNJ15",0.619001637866,1.17330667392205e-08,0.567699193995081,2.69315849381926e-06,FALSE,FALSE
"CGAS",0.273384907369275,1.17793758878192e-08,0.248479055497338,1.59027715769756e-06,FALSE,FALSE
"GYG1",0.417639183541569,1.31374946262668e-08,0.413160979124693,5.20401451739639e-07,FALSE,FALSE
"FFAR3",0.973618343534135,1.38894126978135e-08,0.827379173437381,5.21020984096326e-06,FALSE,FALSE
"SMCO4",0.38940798093734,1.41352029784824e-08,0.392299671491514,3.83864632461556e-07,FALSE,FALSE
"IFNAR1",0.281128575829542,1.59290808407544e-08,0.240705780272863,1.27692422381946e-05,FALSE,FALSE
"MIR25",-0.3626227533762,1.60198802611886e-08,-0.344247470234621,1.3055600580731e-06,FALSE,FALSE
"ENO3",-0.243111818177183,1.71019551461652e-08,-0.236396580352086,8.30532258389601e-07,FALSE,FALSE
"HLA-E",0.247715922663351,1.72625259765097e-08,0.232653748252238,2.22442356838709e-06,FALSE,FALSE
"ZNF438",0.47646086461307,1.79689035075948e-08,0.431650541375179,4.86819388835975e-06,FALSE,FALSE
"LMTK2",0.30671240805662,1.91001624374579e-08,0.279830363327416,4.60241402243627e-06,FALSE,FALSE
"SIGLEC15",0.467943738437929,1.93716459131934e-08,0.466188437338109,5.61924564823126e-07,FALSE,FALSE
"AFF1",0.304548787661129,2.19845416831569e-08,0.25796621473559,9.86002405875155e-06,FALSE,FALSE
"PRRG4",0.542592323029734,2.33111962967584e-08,0.479032343492579,8.18191874706194e-06,FALSE,FALSE
"H2BC8",0.568487112951093,2.50793092853215e-08,0.522729231934794,5.09391867039715e-06,FALSE,FALSE
"ATF6",0.259734368467705,2.51318891085458e-08,0.222185520699301,1.59581377282347e-05,FALSE,FALSE
"GRAMD1B",0.460464626439497,2.52535191994928e-08,0.425955135327108,2.79609103495488e-06,FALSE,FALSE
"SETD4",-0.135368564180182,2.52535191994928e-08,-0.124583326203891,3.60574076009756e-06,FALSE,FALSE
"AC034102.1",0.440207669046377,2.52535191994928e-08,0.418132943836847,2.24914070734301e-06,FALSE,FALSE
"EDEM2",0.203675024729876,2.54171208952095e-08,0.205298621895052,5.6201102251248e-07,FALSE,FALSE
"CFAP298",-0.196663274051478,2.57520794885312e-08,-0.173625708369952,8.40195996354696e-06,FALSE,FALSE
"TRIM21",0.337424311702752,2.59687242026256e-08,0.322444481307594,1.95107100999564e-06,FALSE,FALSE
"CARD6",0.355138697259386,2.67779429359556e-08,0.34246041221758,1.29360629571515e-06,FALSE,FALSE
"PLCH2",-0.42095655841009,2.85773739713438e-08,-0.394239308174394,1.94941607463839e-06,FALSE,FALSE
"RHOT1",0.226956357612607,2.95866278206534e-08,0.199554584148801,8.93427273792821e-06,FALSE,FALSE
"CLU",0.695102426274596,3.04135414498333e-08,0.642601698847935,6.61026003457799e-06,FALSE,FALSE
"CCR1",0.478934676168662,3.271062520227e-08,0.438244871292257,4.67204830612491e-06,FALSE,FALSE
"ING5",-0.163345064438123,3.48563912014009e-08,-0.145339228059744,7.23507531598121e-06,FALSE,FALSE
"FAM20C",0.498297090028881,3.52109473500052e-08,0.543674139671178,6.23994278082551e-08,FALSE,FALSE
"FBXL5",0.312770733354174,3.63203984390596e-08,0.275499982971131,1.38343002441659e-05,FALSE,FALSE
"ACSL4",0.325557076240176,3.65130799167856e-08,0.266120425115064,2.79178565884884e-05,FALSE,FALSE
"SNHG1",-0.19592182686429,3.67848532877043e-08,-0.18264208696088,2.29905096695232e-06,FALSE,FALSE
"IZUMO4",-0.266193727118906,3.75720320156647e-08,-0.268276256266983,5.36138933280444e-07,FALSE,FALSE
"AP5B1",0.413225006581059,3.8056420244538e-08,0.381757101149588,3.9905334998345e-06,FALSE,FALSE
"TRIM22",0.473067242741322,4.40628161392982e-08,0.398030881540393,2.02974933581082e-05,FALSE,FALSE
"AC112496.1",0.583408346481648,4.42378067767367e-08,0.445244073921496,9.76208346304265e-05,FALSE,FALSE
"VPS9D1",0.383173998182086,4.43005239833006e-08,0.377364642974731,1.28288113094221e-06,FALSE,FALSE
"CCRL2",0.379347178562539,4.43005239833006e-08,0.307425040193162,7.84943217796854e-05,FALSE,FALSE
"PLSCR1",0.650371695978401,4.51516555699752e-08,0.603265570400184,1.77723193135667e-06,FALSE,FALSE
"TAF1C",-0.20580094504486,4.55671125098215e-08,-0.200336130079732,1.34667522687438e-06,FALSE,FALSE
"LILRB5",0.688078559285364,4.55671125098215e-08,0.689999695958547,1.28288113094221e-06,FALSE,FALSE
"FNDC3B",0.33609813329518,4.5631364387515e-08,0.292658409895112,1.36341547917377e-05,FALSE,FALSE
"FGL2",0.368461776831168,4.59333500562138e-08,0.340976255778177,3.9905334998345e-06,FALSE,FALSE
"SNHG11",-0.205628186374134,4.74105855187738e-08,-0.18149998046459,1.05020893786197e-05,FALSE,FALSE
"LIMK2",0.42484204059074,4.80304901942809e-08,0.396789052496951,4.36816719663893e-06,FALSE,FALSE
"AL390719.1",-0.355475181694779,4.98649848521112e-08,-0.348268999720496,1.60326967637304e-06,FALSE,FALSE
"CDCP1",0.682329302442859,5.04644662766362e-08,0.678848809218322,1.46359518940631e-06,FALSE,FALSE
"CASP7",0.27344245382187,5.15805838424138e-08,0.263947699467723,2.97517347397604e-06,FALSE,FALSE
"CXCR2P1",0.552750309249106,5.29293214790329e-08,0.455068152756244,4.80695105750969e-05,FALSE,FALSE
"SELP",0.431702879327924,5.42831711484123e-08,0.361912829402935,3.46230478824188e-05,FALSE,FALSE
"BACH1",0.338605907552623,5.7815079144028e-08,0.256146002256133,0.000162047117510095,FALSE,FALSE
"METTL17",-0.169048659512256,6.027979321877e-08,-0.156469190961534,4.93631684038404e-06,FALSE,FALSE
"CIRBP",-0.147229391040424,6.027979321877e-08,-0.134362292718271,9.62621087204154e-06,FALSE,FALSE
