"gene","logFC","logCPM","F","PValue","FDR","sig"
"SERPING1",1.58495666725343,6.20708066820525,86.6384837316249,1.35198675706836e-18,8.28968176417288e-16,TRUE
"STAT1",0.627284498605381,8.98995202980128,85.0989635712924,2.53219462102685e-18,1.49716006968212e-15,FALSE
"AC244453.2",1.12441270135686,1.04985176471787,84.7719998504794,2.76809896853473e-18,1.58020270427905e-15,TRUE
"APOL1",0.641402133404473,6.55525418501448,84.3511074410645,3.43776968626707e-18,1.89707590520505e-15,FALSE
"LACTB",0.416912230076273,4.94322325934709,83.0982104830264,5.74555582538702e-18,3.06831215126716e-15,FALSE
"TIFA",0.588469855330625,4.81746577157406,82.524042468889,7.27381113849977e-18,3.76306073118324e-15,FALSE
"ETV7",1.41408265730747,3.78601869748009,82.4504589357616,7.51232135737481e-18,3.76868121428303e-15,TRUE
"FLVCR2",0.609827278625771,3.70770274221176,81.1892494370423,1.26182843458942e-17,6.14399109841996e-15,FALSE
"IL15RA",0.441517931762638,3.93597648575602,81.027045374641,1.348360656865e-17,6.36559856908427e-15,FALSE
"SEPTIN4",1.59172543368046,2.9014289686401,80.9714808652665,1.38424372387215e-17,6.36559856908427e-15,TRUE
"GBP4",0.663857143030216,7.10051341819854,80.6117082104833,1.59847119018146e-17,7.15207852796055e-15,FALSE
"FZD5",0.698225371361704,0.407893343611568,79.8919145337007,1.97375304403989e-17,8.59881095896851e-15,FALSE
"CTSA",0.405591593617415,7.68859118468043,77.1231534284314,6.78971832720111e-17,2.88214838222601e-14,FALSE
"AL672207.1",0.677784048604327,5.15584918269066,76.1200984186241,1.03164534043721e-16,4.26972215273449e-14,FALSE
"TRIM69",0.366071564234053,6.34195532200596,74.9830535832322,1.65914088060853e-16,6.69928714109128e-14,FALSE
"ERLIN1",0.339372235833644,5.08992119485001,73.9738087297105,2.53303909415436e-16,9.98439576279177e-14,FALSE
"C2",0.992887245245006,1.59010177629976,73.7843016787778,2.71836466737389e-16,1.04657039693895e-13,FALSE
"RAB20",0.674438127666671,3.91855169946349,73.3858879492968,3.24550925208046e-16,1.22112285609527e-13,FALSE
"DCUN1D3",0.267999359753385,3.52015270832669,73.203058613368,3.50733297084843e-16,1.2903088296088e-13,FALSE
"AL157871.2",0.775493395013923,0.392880689701136,72.6960632560895,4.01607408724822e-16,1.44535014161727e-13,FALSE
"P2RY14",0.889202789610088,4.87435600231698,72.5671485200888,4.57612345944946e-16,1.61186646534438e-13,FALSE
"CYBB",0.409226442810822,8.91100875867581,72.2058313004585,5.32705479268591e-16,1.83727900193574e-13,FALSE
"FAM20A",0.973553347733173,1.87425601281333,70.9110143347066,9.18874484395374e-16,3.10448307942151e-13,FALSE
"AC083862.2",0.554899833051111,1.92568916613119,70.7394667177555,9.90460086801024e-16,3.27941334739819e-13,FALSE
"CD177",2.33661954921265,4.35928522811859,70.3592918977647,1.16412828747952e-15,3.77885172533795e-13,TRUE
"CETP",0.551790068031305,2.68247053749138,70.3107384359653,1.19130562694413e-15,3.79270474116539e-13,FALSE
"WSB2",0.297618528646702,5.74853295817942,70.0156749612284,1.34442195542542e-15,4.19941612680524e-13,FALSE
"NRN1",1.28553530626991,1.08110576759401,69.484502173053,1.63031739938754e-15,4.99813047164088e-13,TRUE
"NUCB1",0.386642265433842,8.02525704194319,68.5130433990044,2.54460991028017e-15,7.65927582994332e-13,FALSE
"ASPHD2",0.417770907949607,3.82821729427944,68.139691687902,2.98608024209297e-15,8.82759971568733e-13,FALSE
"ETV6",0.326706284344441,6.81898768842908,68.0335555283153,3.12086517657518e-15,9.06419701722844e-13,FALSE
"SLAMF8",0.705131340246358,1.45056076454184,67.8186096861419,3.38898312265549e-15,9.67320958544165e-13,FALSE
"TAP2",0.349889466111231,7.16116200937668,67.5022163807483,3.91412371805741e-15,1.09827657885492e-12,FALSE
"TAPBP",0.339875854250589,9.27809069981786,64.2410942573265,1.58227682015198e-14,4.36576545960266e-12,FALSE
"SLC26A8",0.945353105130819,3.75661720757178,63.9508505193996,1.79499199926961e-14,4.87149058162434e-12,FALSE
"IRF1",0.387289034677216,9.14216259814723,63.0303475669911,2.665750861451e-14,7.11798475989055e-12,FALSE
"CYREN",0.402963495994328,5.76039390997582,62.7248878209349,3.04164286994213e-14,7.99276154157015e-12,FALSE
"DAPP1",0.423364435349297,6.81524781685926,62.601250392466,3.20836973238949e-14,8.29915014370439e-12,FALSE
"CCR2",0.400351036497692,7.01765328868609,62.528174875072,3.31126552718495e-14,8.31970084999628e-12,FALSE
"ASAP2",0.589557018664928,0.433247762046546,62.3999898421992,3.31682425913473e-14,8.31970084999628e-12,FALSE
"LPCAT2",0.494740010791326,6.81790595657724,62.1853422532687,3.84021813727199e-14,9.48877780037878e-12,FALSE
"GK3P",0.629387494666487,2.25237119816973,62.1407238439263,3.9265545296266e-14,9.55942797617181e-12,FALSE
"MR1",0.23048320651669,6.20177032319796,61.7979475144238,4.54106539136149e-14,1.08952663121724e-11,FALSE
"EPSTI1",0.925254479281434,6.77246421244212,61.7422787300411,4.65178486758194e-14,1.10014712118313e-11,FALSE
"FAS",0.448530996317832,6.10815400585948,61.449578187825,5.28061956330234e-14,1.23127685733057e-11,FALSE
"FBXO6",0.597627773154484,4.977952639569,61.3718888137824,5.46209153815809e-14,1.25590174186399e-11,FALSE
"APOL2",0.447557338396082,7.63599146469707,60.7456184068452,7.16584329622521e-14,1.62507583245217e-11,FALSE
"GBP3",0.476495566519679,5.51028521905255,60.5261409520241,7.88285795421771e-14,1.76352315448749e-11,FALSE
"LAP3",0.747531651132085,6.64909014955815,60.4594867902713,8.11404670946855e-14,1.79104057700336e-11,FALSE
"UBE2L6",0.582780502778874,7.87498527500922,60.3989333074614,8.3302306258703e-14,1.81456536856951e-11,FALSE
"ADCY3",0.506042620232778,3.97015260177677,60.263933989827,8.83979788916777e-14,1.90055654617107e-11,FALSE
"DHRS9",0.621376985106596,5.7137040189968,59.6322626203551,1.16277877246446e-13,2.46792340745501e-11,FALSE
"HCAR3",0.707640444774952,5.7381137877898,59.2904489314687,1.34945494658696e-13,2.82787678996799e-11,FALSE
"MAPK14",0.460615253499826,7.95395330095739,59.0720402367173,1.48417677895683e-13,3.05491114154798e-11,FALSE
"STK3",0.431884127247011,2.98204574788621,59.0615129365812,1.49470131359339e-13,3.05491114154798e-11,FALSE
"AL353807.5",0.432979736879417,2.45627860377586,58.7103977375435,1.7432328961857e-13,3.51941714589685e-11,FALSE
"LIMK1",0.373879496421799,6.20967089302636,58.5451433981403,1.86785411063137e-13,3.72558130138583e-11,FALSE
"CACNA1E",0.879533980480751,3.7067900093717,58.4888576646954,1.91642652807812e-13,3.77695728242063e-11,FALSE
"ICAM1",0.455054370638671,5.43806625984886,58.4031244798913,1.98746066629004e-13,3.87087192122724e-11,FALSE
"CARD17",1.09488120386047,1.7410202704154,57.8210924828353,2.55386727518687e-13,4.91619450473473e-11,TRUE
"DTX3L",0.407453523317366,7.57627486116093,57.4900478561166,2.96278736755061e-13,5.63780975514946e-11,FALSE
"KREMEN1",0.933344621346548,6.30226463986719,57.2154747079285,3.34152177958116e-13,6.28623784783706e-11,FALSE
"LINC02471",0.824620845750879,0.365111639577952,56.9518064141331,3.56175557883837e-13,6.62526557389543e-11,FALSE
"CASP5",0.823682022057176,3.63406111109398,56.6336996319336,4.31754202179772e-13,7.94187868565125e-11,FALSE
"MAP3K20",0.466047681886841,3.84602234779323,56.5869960030616,4.40526292908062e-13,8.01418986713514e-11,FALSE
"AC083862.3",0.641912345909876,2.14225836243867,55.7677212591825,6.3220797812688e-13,1.13763076933592e-10,FALSE
"LUC7L",-0.191767517288618,6.1104543688593,55.5565708128019,6.92413663532984e-13,1.23257077417081e-10,FALSE
"CD44",0.224690313721753,9.20079975039595,55.1782264055727,8.17934496553021e-13,1.4405218713229e-10,FALSE
"U62317.4",0.610658762725217,0.948143022758828,55.083491767178,8.35621335320568e-13,1.44508441497303e-10,FALSE
"CYP1B1",0.569537210844745,5.35760951409774,55.1234341428477,8.37983109860529e-13,1.44508441497303e-10,FALSE
"GK",0.587717679260632,5.76000474790861,54.72204519438,1.00020485924023e-12,1.70705066440433e-10,FALSE
"AC110373.1",0.656207911568722,0.199969228874615,54.3622821799259,1.1104094899864e-12,1.87579888844131e-10,FALSE
"STX11",0.483799107737094,7.08857093594975,54.3148366964658,1.19712940501604e-12,2.00186639394349e-10,FALSE
"RHBDF2",0.359721441619251,7.30320136052212,54.1477480766874,1.28883726455422e-12,2.13367009146951e-10,FALSE
"HCAR2",0.643001096606209,6.83187278961783,54.0011219144408,1.37513228817656e-12,2.25399158720426e-10,FALSE
"IL27",0.767503997936409,1.11156917919067,53.9385553687782,1.39237493508522e-12,2.25987912258194e-10,FALSE
"AC006160.1",0.856583622568069,0.577487393804064,53.7269753655522,1.49707160397171e-12,2.36868521980948e-10,FALSE
"GK-AS1",0.643045776705305,2.57441732852846,53.8076985588801,1.50188599112041e-12,2.36868521980948e-10,FALSE
"CDK10",-0.245105067758764,6.19060543163758,53.8010722275058,1.50233734871637e-12,2.36868521980948e-10,FALSE
"TCN2",0.670430557434166,3.37291463567109,53.7279163547224,1.55388940170502e-12,2.42685274011573e-10,FALSE
"TMEM150B",0.478349276529946,3.62877712887932,53.578407492861,1.65939875759047e-12,2.56741555438413e-10,FALSE
"LGALS3BP",0.499949699995082,5.75124924261033,53.3486904996288,1.83537754465786e-12,2.81339585664916e-10,FALSE
"WARS1",0.546671514391215,8.53597113837451,53.0854886395957,2.06228157312531e-12,3.13220838927427e-10,FALSE
"FAM241A",0.367037702475258,3.68160559675952,53.0310017308904,2.11447034716025e-12,3.18227787247617e-10,FALSE
"SLC6A12",0.750949447750836,2.21522018300113,52.6853225832974,2.46755130106915e-12,3.68020826929728e-10,FALSE
"TYMP",0.512854214029996,8.7555252624439,52.4226100329949,2.76724831493045e-12,4.09033891550657e-10,FALSE
"SRBD1",0.293877420984864,4.51109165284065,52.2899635117152,2.9358387593239e-12,4.30113368677939e-10,FALSE
"EFCAB2",0.615779793772402,2.45373838913284,52.1291558708461,3.16039379940254e-12,4.58950169729027e-10,FALSE
"PARP9",0.528780537513558,7.95588359481609,52.0420820846809,3.27689333088854e-12,4.71730166024867e-10,FALSE
"KCNJ2",0.570246033473069,7.1156624289161,52.0197403452817,3.30961179391357e-12,4.72332959036544e-10,FALSE
"MOB1A",0.176878308786074,8.37905592708533,51.8234950663479,3.61132876056146e-12,5.10987586590556e-10,FALSE
"CALHM6",0.747652806278105,2.7172680333605,51.7964107794692,3.66382607867612e-12,5.1402237908884e-10,FALSE
"ARSB",0.285938218114053,4.50707943964979,51.6493329601747,3.90313436733195e-12,5.4299486933765e-10,FALSE
"PLA2G6",-0.2173812302245,5.51249372134727,51.6051832588196,3.97986334476983e-12,5.49055313938871e-10,FALSE
"LILRB4",0.432582624218974,5.28780899745396,51.4938676081979,4.18205995801434e-12,5.72181839710144e-10,FALSE
"HDAC4",0.265166383102679,6.10438623605489,51.4422997774468,4.27898920455284e-12,5.80644805585019e-10,FALSE
"ITGA7",0.83005874116073,1.29262529424485,51.369577599001,4.37861956887912e-12,5.89333715144665e-10,FALSE
"JAK2",0.410236407582072,6.1098433376463,51.19017882424,4.78746124477576e-12,6.39164684735989e-10,FALSE
"ODF3B",0.618170633424543,5.88863487877445,51.0741908811489,5.04144286116486e-12,6.67688692532674e-10,FALSE
"SNRNP70",-0.197081448514287,8.69880310361981,50.4181970698578,6.75497661517588e-12,8.87528871938387e-10,FALSE
"GPR84",0.764272097671837,1.70754895051891,50.3809145733748,6.85519425369718e-12,8.93604258818558e-10,FALSE
"AL445524.1",0.584374260790743,2.28932856141901,50.1836280745102,7.51706472129144e-12,9.72226612976404e-10,FALSE
"SOCS3",0.684618614481017,6.30909048946212,50.1387396598175,7.65316118159614e-12,9.82155684971504e-10,FALSE
"PARP14",0.526864636154305,8.66684383320149,50.0589259205286,7.93091034380002e-12,1.00997092878161e-09,FALSE
"SNX10",0.379596442925584,6.36171381217345,49.8460750132624,8.72282340869606e-12,1.10233848496919e-09,FALSE
"AL078604.2",0.730506311640556,0.536107497068918,49.5849434816955,9.49406395323269e-12,1.1907138541346e-09,FALSE
"CCNL2",-0.125173333276188,7.80915345216023,49.3972871958452,1.06627389571147e-11,1.32723040176717e-09,FALSE
"AC005840.2",0.538205988786789,0.824353167430944,49.2684072704806,1.10711058389882e-11,1.36777729227201e-09,FALSE
"IGHE",1.07148491247676,1.10403305930758,49.1622367736368,1.16728284811246e-11,1.42736860667498e-09,TRUE
"WDFY1",0.330100080726421,5.71181207984786,49.1851592767021,1.17258913021925e-11,1.42736860667498e-09,FALSE
"MSRB2",0.432207813103264,4.12517038702826,49.1230324419171,1.20611016278268e-11,1.45745647772754e-09,FALSE
"SEC31B",-0.228614978585423,5.57210633991277,49.0898960616219,1.22373980799179e-11,1.46804438560174e-09,FALSE
"FAM225A",0.944048672519473,0.296769194058818,48.9113842806368,1.27025793704912e-11,1.50755317949998e-09,FALSE
"PSME2P2",0.392007362722913,3.69631602547068,48.9955533592369,1.27745484869424e-11,1.50755317949998e-09,FALSE
"FYB1",0.279379253455961,9.25892499708911,48.9825660484543,1.28399274122318e-11,1.50755317949998e-09,FALSE
"SH2B1",-0.174016772437883,6.7536950961216,48.7627305043596,1.41703531991731e-11,1.65204364234022e-09,FALSE
"F13A1",0.579537936293687,6.75367168263639,48.7115674042066,1.44993501844519e-11,1.67727384660412e-09,FALSE
"LTBR",0.366013254076588,6.44800965213804,48.6977791112696,1.45893949810325e-11,1.67727384660412e-09,FALSE
"SUGP2",-0.154236521770652,7.16593285634451,48.3477811420294,1.70712147497536e-11,1.94889768233303e-09,FALSE
"SNX20",0.220701070912395,7.400879885847,48.332662377678,1.71874999468815e-11,1.94889768233303e-09,FALSE
"TRMU",-0.183719567123153,5.44049873461028,47.9660461691043,2.02665504776936e-11,2.28239961332121e-09,FALSE
"SSR1",0.149048579001036,7.53103959695558,47.8419827266909,2.14283125924523e-11,2.39693050654086e-09,FALSE
"VAMP3",0.256394910952909,6.69490244782287,47.8155172983688,2.16850417728129e-11,2.40936823187193e-09,FALSE
"TSPAN9",0.698805009288281,2.14959090774682,47.797498892731,2.18935947254512e-11,2.41632307119897e-09,FALSE
"KLHDC7B",0.447463427122165,3.66508966957143,47.7009883575843,2.2847813810049e-11,2.50493746771762e-09,FALSE
"DENND1A",0.334375282983279,5.62419453911517,47.6521199687861,2.3339824544653e-11,2.5420447061627e-09,FALSE
"CREG1",0.327350792845809,6.18718966857009,47.6276594466722,2.35977176888588e-11,2.54388241519357e-09,FALSE
"AC006970.1",0.759280515170227,3.55405257135832,47.6144970463737,2.37590740499102e-11,2.54388241519357e-09,FALSE
"BCS1L",-0.18456008123196,4.31712675333365,47.6076494218326,2.38176849504683e-11,2.54388241519357e-09,FALSE
"METTL9",0.281596163362509,7.0173496421731,47.5060594612581,2.49250354770204e-11,2.64508950206457e-09,FALSE
"MCTP1",0.354205541690348,5.02042077709002,47.4622878282091,2.54230745638369e-11,2.6807579579893e-09,FALSE
"SMARCD3",0.397644849790745,5.45155389543306,47.2083868697526,2.85020928561534e-11,2.9864059951495e-09,FALSE
"VAMP5",0.521345094415117,5.08887540280701,47.1935825851819,2.86937772724196e-11,2.98758165248369e-09,FALSE
"AGPAT3",0.207895435425961,6.76547385881738,46.9270201716177,3.23550087973639e-11,3.34773231650225e-09,FALSE
"CALCOCO2",0.212097659628484,7.30638766669141,46.8655185738395,3.32648244569524e-11,3.42049173220402e-09,FALSE
"HEMK1",-0.179779902172749,5.63580042844822,46.843818782587,3.35930755536782e-11,3.43292201105644e-09,FALSE
"CASP1",0.381947499737965,7.98018233812281,46.8124621691392,3.40704242676928e-11,3.46034278375248e-09,FALSE
"NLRC4",0.430242088551651,5.45638326550602,46.7059498268255,3.57491327955675e-11,3.6087005696989e-09,FALSE
"H2AC11",0.473836636608423,1.46970076399154,46.6307272713241,3.68356735809814e-11,3.69584591595846e-09,FALSE
"S1PR3",0.443153708524551,3.62968486300615,46.5412691011364,3.85336239599181e-11,3.84291653407497e-09,FALSE
"CD36",0.389264814074148,6.89296888119436,46.3782040752436,4.14483139949504e-11,4.10884334243356e-09,FALSE
"CENPT",-0.208156480144079,5.93208161162327,46.3464118786931,4.20485087190507e-11,4.14353013002312e-09,FALSE
"UBQLN2",0.18279786967474,6.32626040187507,46.2560034408189,4.38010228684007e-11,4.2906859975525e-09,FALSE
"DSE",0.331927774932291,5.22248725460479,46.1977647867824,4.49709600510993e-11,4.3793779037997e-09,FALSE
"ERP44",0.200875732715621,6.68832068070211,46.168781327488,4.55615864222588e-11,4.41094773813155e-09,FALSE
"U62317.1",0.564083155190559,1.35272366128697,45.9436322643283,5.0150048325021e-11,4.82694215128327e-09,FALSE
"AIM2",0.722363632745586,4.24414978573567,45.9201928891227,5.09956857090179e-11,4.87996287232827e-09,FALSE
"SMTNL1",1.18451463162773,3.14566957415923,45.8716759015846,5.21921060135199e-11,4.96574893709093e-09,TRUE
"TRAFD1",0.37233492351656,7.20888168797787,45.6505924973699,5.75942189016011e-11,5.44841310809146e-09,FALSE
"LCP2",0.215104764988078,8.65815570623314,45.6117717690228,5.86149234673568e-11,5.51346623864825e-09,FALSE
"GNS",0.310773512082178,7.74283350125876,45.5757761984448,5.95780274142877e-11,5.57239685787306e-09,FALSE
"DMAP1",-0.14275367345255,6.07087760360828,45.3409046528193,6.62655100695433e-11,6.16306471461398e-09,FALSE
"SNHG15",-0.223373014353435,4.55235853585747,45.2675405404602,6.85163912439825e-11,6.33680925722978e-09,FALSE
"NOD2",0.453127048803516,6.536787152472,45.0356207156001,7.6098056628679e-11,6.99890737493211e-09,FALSE
"ATG3",0.306098995675701,6.34284656499469,44.922973953164,8.00867896914365e-11,7.32506521183277e-09,FALSE
"SEPTIN7P2",-0.199153735980083,3.67798831674697,44.87231971065,8.20000220678593e-11,7.45884816117259e-09,FALSE
"INO80E",-0.194415579365981,6.5198139727383,44.761964871952,8.61556712468533e-11,7.7940280737249e-09,FALSE
"GRINA",0.433967443739654,7.66150342639837,44.6852563534617,8.92071186178534e-11,8.02621656912263e-09,FALSE
"ABCD4",-0.134029643438984,5.51281566788957,44.630314304678,9.14632510768255e-11,8.18472498149647e-09,FALSE
"DPH7",-0.165624684239001,4.97346876738876,44.5510605666817,9.48187913130746e-11,8.41843264681146e-09,FALSE
"LEPROT",0.282083916595154,6.22099272850273,44.544567131322,9.5091930229764e-11,8.41843264681146e-09,FALSE
"CEACAM1",0.606920823159462,5.39879102112503,44.5209142360053,9.61216969176955e-11,8.46433347059813e-09,FALSE
"TOR1AIP1",0.182101296194955,7.09894671539144,44.4530781164973,9.91251646762374e-11,8.68263016515932e-09,FALSE
"VCPIP1",0.291439603841093,6.57036731220119,44.3605837437063,1.03379372756794e-10,9.00760797888804e-09,FALSE
"DLEC1",-0.274188647360871,3.33846044399181,44.304722237953,1.0613767567941e-10,9.19952471661067e-09,FALSE
"ATAD3B",-0.271611025221735,4.65162594527243,44.278510808883,1.0732276322669e-10,9.25379346467632e-09,FALSE
"ZKSCAN2-DT",-0.202551011546686,2.76252936349646,44.1733402079893,1.12734394925032e-10,9.64422648330863e-09,FALSE
"DPYD",0.287364772690881,6.64121920525527,44.1644698728092,1.13016003489089e-10,9.64422648330863e-09,FALSE
"MLKL",0.30669835747306,6.80395716748482,44.1516851275861,1.13674607411784e-10,9.65068269590811e-09,FALSE
"ITFG1",0.139620697561049,5.06371882905327,44.0948075004818,1.16659774430483e-10,9.85358451886045e-09,FALSE
"RNF114",0.132516207488775,6.76493989524324,43.7892457193918,1.3404775759577e-10,1.12119601604015e-08,FALSE
"PIK3AP1",0.368996525785377,7.75710825338285,43.7884349579317,1.34096533479885e-10,1.12119601604015e-08,FALSE
"MSR1",0.725285057500561,2.68878416919926,43.7332468196645,1.37752053458674e-10,1.14597248492882e-08,FALSE
"KCNJ15",0.619001637866,8.21857653733036,43.6665454041245,1.41746502436974e-10,1.17330667392205e-08,FALSE
"CGAS",0.273384907369275,4.13615513178406,43.6475957357812,1.43017490392731e-10,1.17793758878192e-08,FALSE
"GYG1",0.417639183541569,6.08091693322372,43.396492541663,1.60300447871089e-10,1.31374946262668e-08,FALSE
"FFAR3",0.973618343534135,0.531672052772393,43.2036742877312,1.70314151474245e-10,1.38894126978135e-08,FALSE
"SMCO4",0.38940798093734,4.06169120941366,43.2149587764083,1.74181903208119e-10,1.41352029784824e-08,FALSE
"IFNAR1",0.281128575829542,7.27175430319849,42.941532342016,1.97249264412845e-10,1.59290808407544e-08,FALSE
"MIR25",-0.3626227533762,0.246250294265595,42.8493173378161,1.99341306783743e-10,1.60198802611886e-08,FALSE
"ENO3",-0.243111818177183,3.74708294175881,42.7657608760723,2.13839004243805e-10,1.71019551461652e-08,FALSE
"HLA-E",0.247715922663351,12.3412549989104,42.733541650567,2.16889483727817e-10,1.72625259765097e-08,FALSE
"ZNF438",0.47646086461307,4.85805210054934,42.635410148699,2.26849944614153e-10,1.79689035075948e-08,FALSE
"LMTK2",0.30671240805662,5.49213337594067,42.4911630213307,2.42285358614687e-10,1.91001624374579e-08,FALSE
"SIGLEC15",0.467943738437929,0.644731454835669,42.4062816639222,2.46899262318563e-10,1.93716459131934e-08,FALSE
"AFF1",0.304548787661129,6.86297163366325,42.1626666033997,2.81529618654743e-10,2.19845416831569e-08,FALSE
"PRRG4",0.542592323029734,5.62250123779715,42.02432892714,2.99926596871613e-10,2.33111962967584e-08,FALSE
"H2BC8",0.568487112951093,1.39415849103315,41.8448030728714,3.24190406950093e-10,2.50793092853215e-08,FALSE
"ATF6",0.259734368467705,6.67224168009245,41.8395237871472,3.26388170240854e-10,2.51318891085458e-08,FALSE
"GRAMD1B",0.460464626439497,4.86410349826116,41.8068268686384,3.31337267875435e-10,2.52535191994928e-08,FALSE
"SETD4",-0.135368564180182,4.36879869877166,41.8042440143353,3.31769280114295e-10,2.52535191994928e-08,FALSE
"AC034102.1",0.440207669046377,0.0369100805742685,41.7161984147958,3.32544076441523e-10,2.52535191994928e-08,FALSE
"EDEM2",0.203675024729876,6.14900821946899,41.774622416122,3.3623373458477e-10,2.54171208952095e-08,FALSE
"CFAP298",-0.196663274051478,3.54309733219062,41.7375074739254,3.42220325428986e-10,2.57520794885312e-08,FALSE
"TRIM21",0.337424311702752,7.02113538222056,41.7078581644298,3.46667958247071e-10,2.59687242026256e-08,FALSE
"CARD6",0.355138697259386,4.94591191712176,41.6311554164913,3.5908809011067e-10,2.67779429359556e-08,FALSE
"PLCH2",-0.42095655841009,4.60629236363241,41.4795668724673,3.84944391157334e-10,2.85773739713438e-08,FALSE
"RHOT1",0.226956357612607,5.56791789950504,41.3937981223917,4.003264652266e-10,2.95866278206534e-08,FALSE
"CLU",0.695102426274596,6.13629723322567,41.3239172274722,4.13352269780277e-10,3.04135414498333e-08,FALSE
"CCR1",0.478934676168662,7.79368125450194,41.1554433556394,4.46547949001089e-10,3.271062520227e-08,FALSE
"ING5",-0.163345064438123,5.31650851669707,41.0074314020872,4.77946288294654e-10,3.48563912014009e-08,FALSE
"FAM20C",0.498297090028881,2.8486148493876,40.978835924094,4.8493482306259e-10,3.52109473500052e-08,FALSE
"FBXL5",0.312770733354174,8.48583473158409,40.8985834691559,5.02408410905748e-10,3.63203984390596e-08,FALSE
"ACSL4",0.325557076240176,6.83128923525365,40.877580252916,5.07279273987357e-10,3.65130799167856e-08,FALSE
"SNHG1",-0.19592182686429,5.81851454981787,40.8520135822193,5.1327702261913e-10,3.67848532877043e-08,FALSE
"IZUMO4",-0.266193727118906,2.31793932226126,40.7989907282923,5.26530439603396e-10,3.75720320156647e-08,FALSE
"AP5B1",0.413225006581059,8.0464199911926,40.7591873898457,5.35617391541973e-10,3.8056420244538e-08,FALSE
"TRIM22",0.473067242741322,9.10484587283905,40.43092806584,6.22814797740609e-10,4.40628161392982e-08,FALSE
"AC112496.1",0.583408346481648,1.80770970254857,40.4123308325075,6.27960410301005e-10,4.42378067767367e-08,FALSE
"VPS9D1",0.383173998182086,6.15648882429469,40.3977851621138,6.32386207077282e-10,4.43005239833006e-08,FALSE
"CCRL2",0.379347178562539,2.69457615550295,40.3948299531545,6.34202608519616e-10,4.43005239833006e-08,FALSE
"PLSCR1",0.650371695978401,6.40489616320454,40.3409956387997,6.49114710096895e-10,4.51516555699752e-08,FALSE
"TAF1C",-0.20580094504486,6.20041954916547,40.3099093557168,6.58463329198055e-10,4.55671125098215e-08,FALSE
"LILRB5",0.688078559285364,2.826629527085,40.3059842204858,6.60592389148726e-10,4.55671125098215e-08,FALSE
"FNDC3B",0.33609813329518,6.04258634740747,40.2907882092428,6.64280206426525e-10,4.5631364387515e-08,FALSE
