"gene","logFC","logCPM","F","PValue","FDR","sig"
"RPS29",-0.263891660629431,6.50788578019019,8.39647503564481,0.00399143578387009,0.0145675086865012,FALSE
"AC004540.2",0.231747607639296,0.913441661331248,8.39477455435603,0.00399245607969592,0.0145680208065607,FALSE
"NPHP3",-0.110679286115615,3.48677552192799,8.39489397420248,0.00399497816276355,0.0145740113452072,FALSE
"HEATR5B",-0.0819610493848634,5.76288040654359,8.3931091258676,0.00399866403349182,0.0145827739054824,FALSE
"AC078899.1",0.134040635678754,4.51311853352703,8.39289992917307,0.00399914186233103,0.0145827739054824,FALSE
"CSAD",0.123115797564589,6.3295711741102,8.39153373263788,0.00400204762869721,0.0145872177723911,FALSE
"AC133134.1",0.267633923607788,2.53302061388368,8.39166360142405,0.0040021228101601,0.0145872177723911,FALSE
"SPRTN",0.0728161127629692,3.53437086123175,8.38676583215493,0.0040124541682037,0.0146216550197253,FALSE
"SPOP",0.0404762054380499,6.41735532289095,8.38586367444834,0.00401425933493903,0.0146250139282385,FALSE
"LINC00926",-0.195771996852384,6.47328567288748,8.38335078288273,0.00401968355094835,0.0146388508330125,FALSE
"SMIM10L2A",-0.186700999459645,0.629970434369304,8.38126768831329,0.00402003270485378,0.0146388508330125,FALSE
"RNF139-AS1",-0.108822520116093,1.84595747967322,8.38285747590376,0.00402071004154079,0.0146388508330125,FALSE
"LINC00539",-0.157573676714196,1.54885883461788,8.37581676143942,0.00403543593250902,0.0146892352380578,FALSE
"RPL7A",-0.0964225509009838,8.33410650380431,8.37543446565286,0.00403681868037987,0.0146897921736961,FALSE
"EPN1",0.121485972140744,6.78253291120182,8.37518396108015,0.00403736359953592,0.0146897921736961,FALSE
"NUDT8",-0.181693408128667,0.279206257003649,8.37184091576677,0.00403836765547068,0.0146902167735261,FALSE
"AC006230.1",-0.280282103048727,0.148374857255119,8.37053538184024,0.0040404336662068,0.0146945033708378,FALSE
"PRAF2",0.0997611505418866,4.2665036424052,8.37107208459277,0.0040463443922253,0.0147127677165144,FALSE
"LRRC56",-0.150349354170983,2.25314367852552,8.36916910191194,0.00405070415646665,0.0147253858828075,FALSE
"DAAM2",-0.492618025812098,1.49876268499832,8.36677037657572,0.00405476533130105,0.014735562140428,FALSE
"CCDC153",-0.214749193672643,1.8363504690853,8.36663948364723,0.00405585376429466,0.014735562140428,FALSE
"LINC00899",-0.188086954646154,2.03486457213866,8.36659527012362,0.00405617376465904,0.014735562140428,FALSE
"STXBP3",0.108851868847227,6.35622055481488,8.36602705130479,0.00405728363910544,0.0147363603873169,FALSE
"TAS2R4",-0.178959321241851,0.696303224083481,8.3610365641381,0.00406435235621521,0.0147587965029925,FALSE
"MELTF",-0.203725741104766,0.127498833660829,8.35795799291109,0.0040677146582373,0.0147677667033155,FALSE
"FZD3",-0.174639909884004,1.92593238441252,8.35798237522212,0.00407489953041793,0.0147906077013964,FALSE
"MFN2",0.130758611821607,7.14971368271631,8.3505833656758,0.00409110442326195,0.0148461713562257,FALSE
"RPS3P6",-0.1631237365825,2.74750275576083,8.34970975940756,0.00409333374806438,0.0148510059608165,FALSE
"ERFL",-0.164558228233422,1.66730575139108,8.3449182895317,0.00410325258769643,0.0148837306286841,FALSE
"LMLN",-0.130836447293638,2.33581507625696,8.34406982316624,0.00410575509095895,0.014889545570827,FALSE
"AC092683.1",-0.170100731820668,2.03091354700481,8.34335815885829,0.00410716443798006,0.0148913944964432,FALSE
"PHC1P1",-0.131713711800592,3.91048421410413,8.33840228670036,0.00411807131646124,0.014927670384063,FALSE
"ALOX5",0.186220929351675,8.79707244308159,8.33681518012137,0.00412149959787735,0.0149359372134122,FALSE
"AC093151.5",-0.355939259949407,0.485473816365556,8.33351179868577,0.00412376423968414,0.0149359372134122,FALSE
"AC015726.1",0.103869448074525,2.00872949005015,8.33579909350603,0.0041239269858574,0.0149359372134122,FALSE
"PNN",-0.0847886576251142,6.76621459006341,8.33570570707323,0.00412396067668421,0.0149359372134122,FALSE
"AC080023.2",0.236209442365112,4.01646798885029,8.33300185723156,0.00413003160860535,0.0149546529484824,FALSE
"ZNF416",-0.0827201245529259,2.58666070204666,8.33147106621703,0.00413369362605752,0.0149646398380455,FALSE
"ZRANB1",0.095191596582783,4.51608513933413,8.32124802828236,0.00415618015917243,0.0150427552547223,FALSE
"KRT73",-0.323848541684409,2.08082244441062,8.32029220126138,0.00415840897853687,0.0150475323802574,FALSE
"COL13A1",-0.609489452297587,1.47330476249768,8.31021018972339,0.00417985556278,0.0151218332259229,FALSE
"TXK",-0.137326909019614,5.44122090064243,8.30775657749101,0.00418642160618445,0.0151422787175844,FALSE
"MTMR6",0.102532649130672,5.991485562641,8.30341747642773,0.00419619939735166,0.0151743296249796,FALSE
"YWHAEP5",0.134052026101003,1.28229202904897,8.30215480609274,0.00419783536989488,0.015176930453944,FALSE
"ASAP1",0.158319632654074,6.95159063345332,8.30143756634882,0.00420066816942996,0.015181325714986,FALSE
"SCMH1",-0.0780129430069184,4.00627183823736,8.30137469009613,0.00420088511630025,0.015181325714986,FALSE
"AFF3",-0.169498270392055,4.32995129191548,8.29988530044471,0.00420422506612907,0.0151900798711843,FALSE
"C18orf54",-0.159685791089488,2.0276103920022,8.29830363259949,0.00420789264912109,0.0151966437785122,FALSE
"MCOLN1",0.12821675152037,5.17732291598144,8.29803251523593,0.00420837998103326,0.0151966437785122,FALSE
"ACACA",-0.0909021964563925,3.85225191403593,8.2978858924881,0.00420879563421798,0.0151966437785122,FALSE
"AC073130.3",-0.142062277924042,0.791019145704774,8.29560130552044,0.00421050204078427,0.015199490031658,FALSE
"HAX1",-0.0773982507683837,5.79927024363557,8.29578491268529,0.00421346486949596,0.0152068696129291,FALSE
"MBOAT1",0.0985033674091993,5.80962803049802,8.29497137681046,0.00421530914735713,0.0152102098811023,FALSE
"RASGEF1A",-0.115550481060508,3.64391757120976,8.29439421992796,0.00421674146070418,0.0152120625151357,FALSE
"C2orf92",-0.126052156191345,2.15082538720619,8.29351665008851,0.00421883743263977,0.0152163079950657,FALSE
"ZFP3",-0.110082092480164,3.94001610918335,8.29153341046964,0.00422319197746411,0.0152286959675274,FALSE
"MICOS13",-0.115219057104955,4.2161542536505,8.29103514835348,0.00422429752447352,0.0152293653130791,FALSE
"SLC12A6",0.122829824389954,7.86803275837533,8.28540636507899,0.00423705209907026,0.0152720220988696,FALSE
"NME3",-0.131328526879286,4.82484562813689,8.28342144572967,0.00424160045750334,0.0152850882834061,FALSE
"AC123912.4",0.353995346628803,2.37562158175798,8.28209577621683,0.00424497003368752,0.0152939018297491,FALSE
"KDM1B",0.113071168487214,5.52293332084246,8.27744686070632,0.00425524357038299,0.0153224800502116,FALSE
"HBP1",0.0940368565611969,6.65704138177948,8.27729729126617,0.00425558063634346,0.0153224800502116,FALSE
"ITPA",-0.0898239137077592,5.15453583950665,8.27712891240652,0.00425597711879407,0.0153224800502116,FALSE
"LINC01871",-0.234449980143722,2.02728398911344,8.27689964036302,0.00425660439449853,0.0153224800502116,FALSE
"TP53BP2",0.0726227144336643,5.07137387245771,8.27437746097094,0.00426228410038497,0.0153395898438855,FALSE
"SNORA5C",-0.164385130342609,0.310728605681807,8.27072825356649,0.00426435057917277,0.0153419554338088,FALSE
"GNAQ",0.136376148546051,6.64656545147237,8.27327779343164,0.00426479485994493,0.0153419554338088,FALSE
"AC113208.6",0.218923248410632,0.456396808244873,8.26638760457767,0.00427519056318258,0.0153760112477705,FALSE
"RAD1",-0.0827543222590676,4.0878088941935,8.2654725147658,0.00428281281973659,0.0154000795462075,FALSE
"ATP8B2",-0.101582314770718,7.40465429493558,8.26463831074933,0.00428466790764825,0.0154034043889504,FALSE
"AC005332.6",0.0570401803851988,4.47176896348696,8.26326424567772,0.00428787463689619,0.0154115858909719,FALSE
"EIF4G3",0.115097017589199,5.68603727899491,8.26107210342103,0.00429290434385108,0.0154263146109083,FALSE
"GALNT7",0.0979955344401786,5.06829748193051,8.26051463141557,0.00429420064974177,0.0154276240790961,FALSE
"ATP6V1A",0.131575828100364,6.94973038037419,8.25865654147129,0.00429848428931258,0.0154378761703292,FALSE
"POLR1A",-0.102000774348243,4.65865148320179,8.25848031097871,0.00429891930807716,0.0154378761703292,FALSE
"LMBR1",0.0613439851870278,4.74402894449804,8.25523506947932,0.00430642952776333,0.0154614922646111,FALSE
"LINC02432",-0.378527761342762,2.70456962102123,8.25324017411766,0.0043113256083875,0.0154757145374794,FALSE
"OXSM",-0.12213274890255,2.89543249509238,8.25188397471223,0.00431447467559995,0.0154836610133443,FALSE
"FPGT",0.141639161612447,3.82345881260159,8.24783189780817,0.00432369910178031,0.0155134023905447,FALSE
"AC021683.5",-0.514576941200358,1.40719410263196,8.24666814227343,0.00432512554992963,0.0155151578502893,FALSE
"TTC28",-0.169600695158224,1.55289918465362,8.24413356345451,0.00433163583443361,0.0155351454157384,FALSE
"ATP6V1H",0.0676029969426198,4.90227977103445,8.24021235601965,0.00434138853245065,0.0155667505208405,FALSE
"ZNF343",-0.0766142861349994,3.03775443743369,8.23825803513568,0.004346204828626,0.0155806455040934,FALSE
"CDC23",-0.0659180401158457,4.7968575460711,8.23386353502138,0.00435625662835858,0.0156132990869184,FALSE
"L3HYPDH",-0.16462608231071,3.34184108164906,8.2315079397063,0.00436195448642098,0.0156303369096752,FALSE
"BTG1P1",-0.245788354395537,1.52449437911754,8.22742318646861,0.00437068529729225,0.0156582330873563,FALSE
"TCAIM",0.101604441479247,4.19177279735895,8.22437320148592,0.00437860840741545,0.0156805865936404,FALSE
"FIG4",0.0824150488707322,4.95949924771535,8.22426602842272,0.00437881919797038,0.0156805865936404,FALSE
"IGKV2-24",-0.424297769641992,2.45331924714616,8.22291608092832,0.00438225551026921,0.0156894982639504,FALSE
"AP000648.4",-0.16149544878238,2.71104640033128,8.21903432220903,0.00439148165684734,0.0157191305576449,FALSE
"PI4KAP2",-0.122289118187464,2.4584844338886,8.21739648755759,0.0043953660061989,0.0157296334268532,FALSE
"AL162595.1",-0.162704736875643,0.157446769823944,8.21248265178626,0.00439929319004632,0.015740285014311,FALSE
"MRPL55",-0.0951436630050819,4.30471292860092,8.21318550743773,0.00440505852041684,0.0157575073045594,FALSE
"DNAJB12",0.087861903022964,6.34873395768872,8.21100826504171,0.00441017752303782,0.0157724106489288,FALSE
"ANXA2R",-0.110968786444641,4.60077825332748,8.21052772101784,0.0044113482820433,0.0157731902395738,FALSE
"SPTAN1",-0.130466136861197,7.68971978607153,8.20701412476654,0.00441967185570288,0.0157995395316694,FALSE
"PEBP1P2",-0.138213724111444,1.69748709327696,8.20559347696483,0.00442278515920089,0.015807255680175,FALSE
"FOXO3",0.1300703311185,5.99365768244769,8.20528936192648,0.00442378257276568,0.0158074078333986,FALSE
"FTX",-0.0856615900011087,6.04818763017851,8.2012434311526,0.00443343255016462,0.0158384712706032,FALSE
"CLEC12B",0.29264858128521,3.71744520226599,8.20076009281826,0.004434700790188,0.0158395839442421,FALSE
"CAPG",0.152678485896288,7.01316298281611,8.20022187191816,0.00443586974017928,0.015840341576503,FALSE
"IGHV3-7",-0.367373005141646,4.30288325862486,8.19913738560963,0.00443851652312951,0.015844637212738,FALSE
"POR",0.12651696031132,6.43933537592327,8.19871706436079,0.0044394676999815,0.015844637212738,FALSE
"TRG-AS1",-0.152974216806724,5.74746419357898,8.19851933813291,0.00443994394623325,0.015844637212738,FALSE
"AP002495.1",-0.127807596884412,0.626186104571026,8.19335764500466,0.0044478729519867,0.0158695122241681,FALSE
"CLPTM1",0.0847089405635056,6.68969484305638,8.19456160662665,0.00444941475923239,0.015869710560279,FALSE
"IFNGR1",0.146434089111113,7.99346621436579,8.19438115510473,0.00444984575178588,0.015869710560279,FALSE
"SPRYD7",-0.0917275576430242,2.13268789668289,8.19145215278934,0.00445711040846818,0.0158921953073854,FALSE
"DUS2",-0.0947605526131516,5.21662875578392,8.19047075361432,0.00445924014386809,0.0158961846166863,FALSE
"LCN2",0.478159969677562,4.05790832074559,8.18977300965237,0.00446097731175005,0.0158961846166863,FALSE
"TNK2-AS1",0.173972815232118,1.2153246634964,8.18906336898029,0.0044611098598082,0.0158961846166863,FALSE
"MAML2",0.104741690615568,5.30325215499189,8.18912685808388,0.00446246756236629,0.015897600709054,FALSE
"MAGEH1",-0.10518995006664,3.92112142652686,8.1876012860509,0.00446621568147761,0.015907530251046,FALSE
"GCC1",0.0768489836846843,5.66986377577503,8.18219778555016,0.00447915161872941,0.0159501731658562,FALSE
"HRAS",-0.0987433047391968,3.7943232862681,8.17995521980628,0.00448466803792725,0.0159631353305666,FALSE
"PLEKHM2",0.0842160065393509,6.89750381547247,8.17988953658593,0.00448472017049019,0.0159631353305666,FALSE
"ZMYND11",-0.0985449910792453,5.47321625799712,8.17917597359439,0.0044864514627123,0.0159658145984712,FALSE
"ARPC3P1",0.132419479888629,3.79119415574707,8.17882319380917,0.00448740171106532,0.0159658145984712,FALSE
"ANXA6",-0.0985661920992245,8.81088582588334,8.17735192370216,0.0044908540615585,0.0159746645872585,FALSE
"ZNF891",-0.151408585591076,2.77192015428401,8.17524552948845,0.00449627694868442,0.015990518772389,FALSE
"TRGV2",-0.239326712832869,2.67365596522013,8.16994218788734,0.00450914378607953,0.0160268704575413,FALSE
"DHX37",-0.0884574863993384,4.89880771251321,8.16974774346247,0.00450931011487059,0.0160268704575413,FALSE
"ASH2L",0.0673675965750193,5.67245255921833,8.16960896375968,0.00450963412580899,0.0160268704575413,FALSE
"CYP2D8P",-0.181170726909412,0.344330335220033,8.16670301279118,0.00451037085241226,0.0160268704575413,FALSE
"ERICH6-AS1",-0.141356041929445,1.39098939230194,8.16623331816583,0.00451684398263714,0.0160464274962571,FALSE
"PPP2R2B",-0.164497705085157,3.64075564269889,8.1657444848202,0.00451916331782233,0.0160512226403237,FALSE
"ZNF652",0.0856796632622217,6.1463866416947,8.16512704305596,0.00452053511173248,0.0160526509598308,FALSE
"ADGRG3",0.259899934887405,8.24053201480963,8.1635604116106,0.00452434937213668,0.0160627501298998,FALSE
"LRMDA",0.185551741638067,1.93935811867601,8.16321349032421,0.00452532559729482,0.0160627712828507,FALSE
"EPM2A",-0.10151998543139,2.6333455872886,8.16283028196878,0.00452647661103045,0.0160634127107415,FALSE
"FOXO4",0.123664201413863,5.98613057662322,8.1612429545495,0.0045300067919027,0.01607234962713,FALSE
"LIN7B",-0.123216690653169,1.47139217293421,8.1605469795171,0.00453093661792906,0.01607234962713,FALSE
"GPBP1",0.08011245550748,6.89428775318649,8.15749036576519,0.00453917378215399,0.0160971743605445,FALSE
"MYLIP",0.0875182513099791,6.47968709803507,8.15720217689245,0.00453987961880895,0.0160971743605445,FALSE
"GYPC",0.282168462614246,8.52538611313924,8.15541183426708,0.00454425953340734,0.016109254084702,FALSE
"COL9A2",-0.184800925325276,4.22547610868794,8.14541849322499,0.00456886021420967,0.01619299525717,FALSE
"KDF1",-0.172683519039944,0.778545389147156,8.14328180454764,0.00457044944495686,0.0161951606509548,FALSE
"GOSR2",-0.046267344844342,5.56051305537925,8.14151135400456,0.00457843869242758,0.0162199984064067,FALSE
"PRPF31",-0.0893886598432089,5.03961197086043,8.13729441458068,0.00458886551139307,0.0162534592514147,FALSE
"HPCAL1",0.109095258517632,6.75917149524267,8.13684434517996,0.00458996481412126,0.0162538754005941,FALSE
"ADAM8",0.147453868186615,9.4810037998871,8.13525671454781,0.00459389279636817,0.0162643060829502,FALSE
"WDR55",-0.0437988988490208,6.00749316879921,8.13228055181446,0.00460127289649039,0.0162869516359629,FALSE
"EDEM1",0.0692443458340894,7.32357092174766,8.13121764283277,0.00460390668531791,0.0162897024735785,FALSE
"UBXN6",0.251391787341479,8.11254863458414,8.13084071977421,0.00460484171643263,0.0162897024735785,FALSE
"ASAH1",0.117857691900436,8.35043770007764,8.1305773993823,0.00460549520710349,0.0162897024735785,FALSE
"HECA",0.0800649368067012,7.41960569548335,8.13038002489039,0.0046059859425443,0.0162897024735785,FALSE
"BUD31",0.0860353185516398,4.70702941628361,8.12813626917262,0.00461158622939941,0.0163060252088226,FALSE
"SLC9A3R2",-0.155910505958384,1.58517033246785,8.12624635744745,0.00461573688811638,0.0163172163533561,FALSE
"NAA50",0.0673878639796777,6.54324556839937,8.11715839830806,0.00463893606513955,0.0163952931145135,FALSE
"THAP9-AS1",-0.108698298452293,4.92911974367868,8.11625824013946,0.00464120486138612,0.0163952931145135,FALSE
"TPM1",0.114689837065252,3.86167101365976,8.11624827793615,0.00464130876937522,0.0163952931145135,FALSE
"TMEM67",-0.142601323354618,1.16650537960814,8.1151199266494,0.00464224054324324,0.0163952931145135,FALSE
"TMEM177",-0.10660545803031,2.1221658483489,8.1157170216372,0.00464277463732041,0.0163952931145135,FALSE
"AC087385.2",-0.294053001402932,0.263832762149007,8.11209980123564,0.00464478302907587,0.0163955806777659,FALSE
"SNRK",0.0840594884996828,7.0119257527904,8.11476386186032,0.00464492813715791,0.0163955806777659,FALSE
"DBNDD1",-0.216336809049751,2.48791634322264,8.11421217108405,0.00464664247588607,0.0163955806777659,FALSE
"TMEM14C",-0.156615127583817,4.73428634167412,8.11401976888528,0.00464681754998958,0.0163955806777659,FALSE
"EIF2S3B",0.112403695589769,5.20398689348123,8.1118995473602,0.00465211814724732,0.0164107854096909,FALSE
"GOLGA7B",-0.115330150975823,4.70382107968068,8.10825605802987,0.00466128243830298,0.0164396103038146,FALSE
"MAGI3",0.140073754499001,1.48491416622415,8.10734130337217,0.00466287918768431,0.0164417390739327,FALSE
"IL21R",-0.101126128013713,5.25875556792667,8.10595384411728,0.00466705650286072,0.0164497478149979,FALSE
"CENPBD1",0.13515508044671,3.10368282610482,8.10602240809419,0.00466713775216219,0.0164497478149979,FALSE
"ZNF525",-0.151562699737997,3.43644552794782,8.10318775417575,0.0046741905227812,0.0164710992134191,FALSE
"NUP42",-0.097913622101619,4.20382898112963,8.09947175811436,0.00468344923715863,0.0165002132626434,FALSE
"Z98884.2",0.157521970345873,0.976797080397589,8.09761326174918,0.00468551389868658,0.0165039750197354,FALSE
"TSPAN3",-0.0985348271977452,5.86719821306597,8.09809979060453,0.00468685870571089,0.0165052001431703,FALSE
"AL135818.1",0.114285555174843,3.35273056827149,8.09537424364198,0.00469394781727472,0.0165262912492333,FALSE
"AC011005.1",0.111220134065612,3.94349712658625,8.09497557617239,0.00469484432166381,0.0165262912492333,FALSE
"PPIL3",-0.146349569403611,3.49953789825132,8.09427380209269,0.00469669981578926,0.0165293081314607,FALSE
"HNRNPA1P70",-0.236935658428135,0.245065742546189,8.08877555317077,0.00470344714926944,0.01654953614371,FALSE
"WRN",-0.0944162171758955,3.59448021336412,8.07637244103449,0.00474224863687579,0.016682517251058,FALSE
"LINC01962",-0.201982672898393,0.0618293788730378,8.0682371766677,0.00475461376383559,0.0167196290918762,FALSE
"ANKFY1",0.109176882767052,6.46769729185828,8.07140925874936,0.00475481810719137,0.0167196290918762,FALSE
"YES1",-0.152511648143723,2.49053708107369,8.06558433755948,0.00477013225187221,0.0167699170587693,FALSE
"HIC2",-0.0754178478893046,3.76314872666862,8.06390036963916,0.00477423414287308,0.0167807741476144,FALSE
"AHNAK2",-0.21838017560415,0.289936818018252,8.05925499415608,0.00477926285804325,0.0167948835947582,FALSE
"SLC25A12",-0.0646554382912376,4.53951025348951,8.06036187255831,0.00478327697085616,0.0168054223795679,FALSE
"PTEN",0.130795088833647,7.90647260908277,8.05693883093057,0.00479208315817326,0.0168296677458157,FALSE
"BNC2",-0.283682756133981,1.28329483813446,8.05612893645483,0.0047927123045998,0.0168296677458157,FALSE
"ABCB4",-0.203907976676901,1.80145251202291,8.05644082481957,0.00479322763041503,0.0168296677458157,FALSE
"NFX1",-0.0574635296935254,5.6809858475203,8.05351783146248,0.00480094319742868,0.016850035892105,FALSE
"HSPA9",-0.0596856251339827,6.7405824925202,8.05346926123253,0.00480106428891932,0.016850035892105,FALSE
"AC091046.1",0.250770296673079,0.184795317630497,8.04928807052346,0.00480410107482425,0.0168571202402958,FALSE
"CTDP1",0.100764305693139,5.88434118211266,8.05177020753711,0.00480547117312282,0.0168579713599514,FALSE
"DYRK3",0.188059570323407,0.414225695109077,8.04907241238451,0.00480638023672428,0.0168579713599514,FALSE
"WASHC2C",0.0832755356814862,5.31423836988537,8.04517620158057,0.00482260676070589,0.0169113016148032,FALSE
"EIF2S3",0.0779494839609814,7.46426608189352,8.04457398031655,0.00482416458203651,0.0169131818415109,FALSE
"RAB30-DT",-0.117388160774735,2.75454612181665,8.04236963681374,0.00483025005712801,0.0169309315468461,FALSE
"UBE3D",-0.113233327745322,1.43895818948871,8.03960386485122,0.0048362404138266,0.0169468856275434,FALSE
"AL512625.3",0.188970688118317,0.647827397712071,8.03798590703161,0.00483684896346377,0.0169468856275434,FALSE
"DGKQ",-0.125541522375973,6.32574053333186,8.03734049242373,0.00484303656983162,0.0169649746960564,FALSE
"AFG3L2",-0.0583616915663435,4.55958984107903,8.03614903047577,0.00484618448673859,0.0169724104459398,FALSE
"PRELID1",0.128582205050203,5.09892293953734,8.03225950261564,0.00485634732143957,0.0170044056485685,FALSE
"UTP14A",-0.0617109738203178,3.94162860652952,8.02591548821162,0.00487308186708076,0.0170593931718169,FALSE
"GKAP1",-0.145386510640299,2.04144508095928,8.0222688444152,0.00488276191273954,0.0170896666945884,FALSE
"HYPK",-0.102158456152389,2.36710794337039,8.02153701130546,0.00488486829114992,0.0170934251870613,FALSE
"AL392086.3",-0.289278824384669,0.390088500767649,8.01612653056689,0.00489252383559525,0.0171165959632881,FALSE
"GP9",0.314525389886996,2.94498151224503,8.01515737435328,0.00490170138134289,0.0171450805764064,FALSE
"MAP3K14",-0.0778426851692614,5.97321161938608,8.01256424666954,0.00490824437915979,0.0171643400289376,FALSE
"WDR4",-0.0947688950218646,2.97549480928955,8.01169541252549,0.00491084290358952,0.0171686939416372,FALSE
"PLGRKT",0.116525525492305,3.34888740073637,8.01138800893744,0.00491156354621527,0.0171686939416372,FALSE
"GUCY1B1",0.213688238650507,1.83356619586875,8.01058019051825,0.00491349621838333,0.017171823917107,FALSE
"HPS4",-0.0618470032643655,5.29016632783619,8.00951861467227,0.00491632860746728,0.0171770917004998,FALSE
"P2RY10",-0.13543502857722,6.04235338496251,8.00923337628099,0.00491707868128472,0.0171770917004998,FALSE
"TTC23",0.192112715187315,-0.0884063815343223,8.00508932698658,0.00491829903468258,0.0171777300673355,FALSE
"FASN",-0.137789097442865,5.3418295034622,8.00628470843522,0.0049249196083756,0.0171972250826109,FALSE
"URB2",-0.100111509367611,3.22351433194316,8.00361464166763,0.00493225037659456,0.0172191912662427,FALSE
"EBNA1BP2",-0.0871194410332114,4.33165941054081,8.00211323060909,0.004936067052607,0.0172288825755659,FALSE
"C21orf62-AS1",-0.144058220029344,1.9220480557483,7.99851775973627,0.00494565167377116,0.0172586980310459,FALSE
"TMX1",0.151966801715612,5.44743409962632,7.99736869213367,0.00494868466841245,0.0172650702588032,FALSE
"AC011346.1",0.197006547855964,0.0767976188424253,7.99335194538627,0.00495071524814341,0.0172650702588032,FALSE
"RPL14",-0.119741915408248,8.12443229858797,7.99612974319775,0.0049519880285245,0.0172650702588032,FALSE
"CASC3",0.112605864945167,7.80634227719662,7.99612741628316,0.00495199457657211,0.0172650702588032,FALSE
"GAPDHP72",0.145691480553994,2.25176346270465,7.99599875755517,0.00495269215699526,0.0172650702588032,FALSE
"NCOA5",-0.0559708902251178,6.01925064752437,7.99370353523015,0.00495848430171847,0.0172816226557788,FALSE
"TMCO3",0.120191741913834,5.42908187263441,7.9910584985937,0.00496557670187746,0.0173026988633091,FALSE
"AC093673.1",0.13539894813789,3.36572359408177,7.98767115223253,0.00497486252771,0.0173294414696482,FALSE
"AC106795.1",-0.132304475519707,2.95357562141388,7.98715136361472,0.00497636241049844,0.0173294414696482,FALSE
"DNAJA1P3",0.179784324433841,0.677099396826219,7.98540152540832,0.00497639170925446,0.0173294414696482,FALSE
"NCOA1",0.122172363602781,7.01369771897932,7.98146300905233,0.00499136837030463,0.0173779397203771,FALSE
"RBMX",-0.0696194104903461,7.19784089610174,7.98036699763193,0.00499432373046016,0.0173845730356955,FALSE
"ABCC4",0.122877085402474,3.23694869004768,7.97805965843619,0.0050007888302608,0.0174034179283093,FALSE
"CLEC4F",-0.50403193122897,1.66268509038115,7.9770314102937,0.00500273751302379,0.0174065404640834,FALSE
"E2F1",0.221391509176813,2.60361202684935,7.97660130641078,0.00500489182116861,0.0174092670134615,FALSE
"SLC38A1",-0.108799923259546,7.80485061456582,7.97618236525037,0.00500562434213693,0.0174092670134615,FALSE
"GAA",0.156648693993821,7.24670858667526,7.97481735450655,0.00500931668573191,0.0174184494291728,FALSE
"PXN",0.124139101781864,8.61870808393195,7.97374193278939,0.00501222645959163,0.0174249073999453,FALSE
"GHRL",0.172774297111343,3.34472556401709,7.96865955331195,0.00502621613193004,0.0174671853204207,FALSE
"ZPR1",-0.0520979775874509,5.1444722591066,7.96848355424249,0.00502649778716304,0.0174671853204207,FALSE
"AC018647.2",-0.113638804567054,2.34948904797484,7.96581271380374,0.0050340875436892,0.0174898886224081,FALSE
"CLIC3",-0.226580369379138,4.38180315468038,7.96233253897507,0.00504326573877967,0.0175180999382076,FALSE
"GNL3L",0.0853207599209208,5.71167606548053,7.96129484599289,0.00504604810975955,0.0175240877820578,FALSE
"TRRAP",-0.0901894579841306,6.12047321759463,7.96063648853091,0.00504784078737792,0.0175266367942621,FALSE
"NUDT16L1",-0.0937115057665393,5.34293351306743,7.95022673877781,0.0050763178377248,0.0176218162724961,FALSE
"MAFG",0.0901462924643221,5.0314412845567,7.94870429203368,0.00508050100529479,0.0176326402814791,FALSE
"PDCD11",-0.0907254411599127,5.4716100644062,7.9452434022749,0.00509000339814734,0.0176600933582559,FALSE
"CCL4",-0.185446439935186,4.63972904579789,7.94505555133306,0.00509054457901524,0.0176600933582559,FALSE
"SLTM",-0.0465025544926269,6.77180763629096,7.94349249231374,0.00509481421828207,0.0176712024688162,FALSE
"RPL35P1",-0.216542863998377,4.11433938951155,7.94197169653704,0.00509907718827498,0.0176822837980503,FALSE
"HNRNPA3",-0.0529303393030988,7.4851912018867,7.94073935460332,0.00510239853412967,0.0176900958602129,FALSE
"PRCC",0.0692370331122422,6.0426602209367,7.93852005818178,0.00510852497812547,0.0177076279340174,FALSE
"C5AR1",0.197128331993092,8.9788698839665,7.93654926445718,0.00511396437434974,0.0177210209352365,FALSE
"GATA2",0.262224987773495,4.43724419882608,7.93636055279994,0.00511452963023618,0.0177210209352365,FALSE
"IQCG",-0.122668360939731,2.60915197407263,7.93516164075387,0.00511817271323049,0.0177299328871167,FALSE
"DOK1",0.106261487194383,6.04844310966166,7.92861803483259,0.00513593618289418,0.0177877455037266,FALSE
"SPTSSA",0.132933669100906,4.29790522269822,7.92711902330114,0.00514014968363277,0.0177986149367372,FALSE
"AC006111.2",-0.180165101153117,-0.0847648398913158,7.91378031601882,0.00516752051803238,0.0178882509159318,FALSE
"SFXN2",-0.108567539348235,3.26069637714626,7.91711536555399,0.00516819716888565,0.0178882509159318,FALSE
"LINC00205",-0.110563765775567,3.98646202333088,7.91558316025354,0.00517233471963748,0.0178988296997488,FALSE
"USP30-AS1",0.146256469371683,1.48410658003413,7.91049362765339,0.00518576999167592,0.0179415720401661,FALSE
"NHP2",-0.0871158398935907,3.97503848033192,7.90930184110259,0.00518992878866986,0.0179522087539552,FALSE
"CAPZA2",0.165240527971587,6.83092797783866,7.90812106651369,0.0051931539141537,0.0179594608132149,FALSE
"SCAMP1",0.102982802910186,4.66879713727163,7.90776039995434,0.00519419500898055,0.0179594608132149,FALSE
"TRBV10-2",0.296022925220633,0.690965783467074,7.90231991433516,0.00520509942204164,0.0179934059160366,FALSE
