"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted"
"FKBP5",0.238823673117815,0.000790135822946212,0.2561699623424,6.32647029569377e-05,FALSE,FALSE
"ASB1",-0.0910034978249733,0.000790416016523381,-0.0879411834126059,0.00116139279353301,FALSE,FALSE
"HSPA7",0.373861364563745,0.00079279114738737,0.382770275964531,0.000343619186278393,FALSE,FALSE
"ZNF286A",-0.178871157392382,0.000800376388957121,-0.185592265742281,0.000485712585920607,FALSE,FALSE
"PSMB7",0.133519426663036,0.000804320212200566,0.12084424938651,0.001323534427153,FALSE,FALSE
"USP25",0.189800685107953,0.000804320212200566,0.182649049708622,0.000364440795888315,FALSE,FALSE
"SNF8",0.14027762656481,0.000805842245555383,0.132510138227859,0.00082951695415096,FALSE,FALSE
"PPP1R15A",0.23821541952227,0.000811822468431422,0.243011727465934,0.0002674583048518,FALSE,FALSE
"RNF13",0.249750985432925,0.000811822468431422,0.229652798950369,0.0013971142629377,FALSE,FALSE
"LINC01259",-0.341966338248202,0.000814021239130957,-0.326732477043551,0.00118498054748571,FALSE,FALSE
"TCIRG1",0.206146310956902,0.000814166089479499,0.21604173772125,0.000318752415196956,FALSE,FALSE
"LINC00926",-0.313619109285146,0.00081519668190149,-0.301697388276247,0.000893806288241045,FALSE,FALSE
"EIF1P7",0.185698521716055,0.000816395602160699,0.197903215734844,0.000135976189062451,FALSE,FALSE
"FSTL3",0.197803672848722,0.000816395602160699,0.195933722255979,0.000770809147218452,FALSE,FALSE
"SCNM1",0.190340525026286,0.000817280425223426,0.181721247048597,0.00124773507913389,FALSE,FALSE
"RNF214",-0.109031969785143,0.000817294307515599,-0.106962943318144,0.000468723771345255,FALSE,FALSE
"SLC25A25-AS1",-0.171070854515499,0.000817465643616212,-0.162446190923547,0.000621296774993552,FALSE,FALSE
"PDE4DIP",-0.124310083468887,0.000818669327650532,-0.135716736236008,0.000184797346478716,FALSE,FALSE
"MED8",0.102067159426516,0.000826648035174543,0.100162426044543,0.00101738818750118,FALSE,FALSE
"CYTH4",0.220344265551198,0.000826648035174543,0.23244558795315,0.000231928929975322,FALSE,FALSE
"SEC61B",0.163212303965517,0.000830360896359873,0.134164638621505,0.00273476774149659,FALSE,FALSE
"ASH2L",0.105472299018737,0.000830360896359873,0.108834788110301,0.000138805865379409,FALSE,FALSE
"MBOAT2",0.312236926418841,0.000830360896359873,0.307166643312054,0.000312918216137549,FALSE,FALSE
"SMYD4",-0.14173686610402,0.000831627299930066,-0.145313898597059,0.000416477527531787,FALSE,FALSE
"TNFAIP8L2",0.174693810740031,0.000833418300525652,0.165050145102521,0.00163055596168935,FALSE,FALSE
"GABARAPL2",0.204726744071138,0.000836835005577134,0.169760270809319,0.00450750868174063,FALSE,FALSE
"UNC93B3",0.337627940145879,0.000841203494685922,0.374686154410526,0.000100750243064369,FALSE,FALSE
"KCNH7",0.416627065500621,0.000850146237971232,0.410052377235705,0.000560218341495726,FALSE,FALSE
"CDK2",-0.101970140496308,0.00085373830656067,-0.0913105560742588,0.0022477697297148,FALSE,FALSE
"GAPDHP44",0.22315292656425,0.00085373830656067,0.230436534813383,0.000426069374113998,FALSE,FALSE
"WDR27",-0.185757747289157,0.00085503795305521,-0.185156308524732,0.000876293998376796,FALSE,FALSE
"SUCNR1",0.437904880277378,0.00085503795305521,0.356974288646054,0.00589041596960482,FALSE,FALSE
"NEDD8P1",0.210805188739345,0.000857299021798535,0.157807848027072,0.00824047573951881,FALSE,FALSE
"CCDC85C",-0.135707554074201,0.000857299021798535,-0.121258864460417,0.00213871077016399,FALSE,FALSE
"DOK1",0.169616702002633,0.00085862603672006,0.176432793935606,0.000426831278902699,FALSE,FALSE
"ECHDC3",0.314215233289247,0.000869830345378354,0.35518833251083,6.77684351611985e-05,FALSE,FALSE
"NFIL3",0.291011103938101,0.000879437358856964,0.286476395159897,0.000219081873646737,FALSE,FALSE
"ASNS",-0.247572161586239,0.000885852726922944,-0.25325790730993,0.000632473968041977,FALSE,FALSE
"ADAMTSL4-AS2",0.401230275742425,0.000888515920212541,0.396201381330263,0.000650969143195256,FALSE,FALSE
"ARPC3P1",0.214809520111695,0.000894109419738502,0.176910001825914,0.00507418264412939,FALSE,FALSE
"CAST",0.153474594068702,0.000904822641052771,0.158055445137222,0.000314047974170572,FALSE,FALSE
"FTH1P12",0.267012777531654,0.000907187504511096,0.272798719453362,0.000627414778822422,FALSE,FALSE
"ST8SIA1",-0.273245057061755,0.000908311065982448,-0.274013815507399,0.000279581815472221,FALSE,FALSE
"CADM4",0.247914592432215,0.000915677552655885,0.245325429327239,0.000431576656928569,FALSE,FALSE
"PTPDC1",-0.221867945716951,0.000917665448185479,-0.22120219732416,0.000845743710133834,FALSE,FALSE
"DTX1",-0.256614059416019,0.00091829397815625,-0.223358732053934,0.00210388558884962,FALSE,FALSE
"LCN10",-0.357365987691976,0.000924643017498923,-0.355099413848222,0.00071804107090575,FALSE,FALSE
"ZNF56P",-0.159483810316367,0.000924643017498923,-0.144877315196983,0.00152266202760902,FALSE,FALSE
"DDIT3",0.23961963903105,0.000924643017498923,0.182263857211663,0.00851978899972518,FALSE,FALSE
"ZNF551",-0.193413954435289,0.000924643017498923,-0.168420195322093,0.00295138922878498,FALSE,FALSE
"FTH1P20",0.276158437813064,0.00092594806897137,0.290333087524835,0.000437439614741718,FALSE,FALSE
"STAB1",0.25939871557957,0.000932157599989896,0.278449811278707,0.000124439142465343,FALSE,FALSE
"ARHGEF35-AS1",-0.276579886395309,0.000938784051531863,-0.304291936108358,0.000234051839773502,FALSE,FALSE
"MMADHC",0.142741010854441,0.000938784051531863,0.101716823626353,0.00959884155053483,FALSE,FALSE
"VDAC2",0.114678409362787,0.000939367703713153,0.0964900136874615,0.0029536270386434,FALSE,FALSE
"GRAP",-0.215066957656707,0.000941564629084006,-0.195797519164303,0.000933920662400978,FALSE,FALSE
"ARRB2",0.219026519225382,0.000944422689439548,0.215924111694847,0.000734895478305216,FALSE,FALSE
"MFSD2A",0.196754009773871,0.000944422689439548,0.220448711311809,0.000124870194993496,FALSE,FALSE
"COQ10A",-0.135241919025418,0.000946662993832846,-0.145719111449876,9.70862521491762e-05,FALSE,FALSE
"LINC01503",0.319247982038599,0.000948759247739433,0.343641632999174,0.000285187968226518,FALSE,FALSE
"FCAR",0.333770800408916,0.000950536195943502,0.360718633099428,8.0581229171746e-05,FALSE,FALSE
"ZBTB39",-0.146501615685204,0.000951874899116697,-0.13160159777027,0.00256943857343877,FALSE,FALSE
"MRAS",0.236383309731846,0.000954089977710919,0.235395267574689,0.000477988396409014,FALSE,FALSE
"TCF3",-0.151482591706635,0.000961171673729039,-0.122848937706567,0.00169387339265875,FALSE,FALSE
"GLUL",0.262609396331594,0.000961679802288151,0.274369370763868,0.000144022221311768,FALSE,FALSE
"TMEM121B",0.351004426561498,0.000963895122209066,0.372206565539161,8.23973478759004e-05,FALSE,FALSE
"H2BC12",0.287956957436436,0.000963895122209066,0.294645664081442,0.000500352034207414,FALSE,FALSE
"GPR141",0.269667482736298,0.000963895122209066,0.276875716943866,0.00019707512444396,FALSE,FALSE
"GDI2",0.0979312302323845,0.000963895122209066,0.0995265424456047,0.00066690872886251,FALSE,FALSE
"KPNB1",0.195865272887353,0.000979676462336701,0.193515539063601,5.30336886104033e-05,FALSE,FALSE
"ANTXRLP1",-0.288101231650346,0.000981022862768311,-0.262537479842824,0.00216988503119108,FALSE,FALSE
"PATZ1",-0.100272066399604,0.000982836470255424,-0.084003813533479,0.00314375624014215,FALSE,FALSE
"AXIN2",-0.245522932602355,0.000982836470255424,-0.236389342090694,0.00128528631931683,FALSE,FALSE
"RCBTB2",0.221505561330982,0.000990747028794568,0.221977544005378,0.000149985585468869,FALSE,FALSE
"FAM200B",0.169339337426211,0.000990747028794568,0.117184917882332,0.0138200856488342,FALSE,FALSE
"DUSP10",0.129421212559149,0.000990747028794568,0.133552336803675,0.000450338782624041,FALSE,FALSE
"RIPK1",0.113894202286871,0.00100144080628986,0.114460328149911,0.000261543222973725,FALSE,FALSE
"TSPYL4",-0.172329883497016,0.00100225388883833,-0.179832508803397,0.000525515008035619,FALSE,FALSE
"PAXIP1",-0.148463190628917,0.00100321785967513,-0.142789607585122,0.000890058899817911,FALSE,FALSE
"CD55",0.246649223645007,0.00100321785967513,0.23951030619853,0.00077983391291807,FALSE,FALSE
"L3MBTL1",-0.138770917679365,0.00100403686479183,-0.12659409072853,0.00186224457026139,FALSE,FALSE
"SIDT1",-0.12790163056133,0.0010120816475698,-0.113953226862573,0.00263725020671669,FALSE,FALSE
"TAPT1-AS1",-0.1671873211238,0.00101485474458839,-0.164584484539521,0.00100953692041845,FALSE,FALSE
"GINM1",0.126335219724237,0.00101590825335488,0.114811846617258,0.00105312016735607,FALSE,FALSE
"LPCAT4",-0.102994787085861,0.00101904174406491,-0.101296412935736,0.000669624489338641,FALSE,FALSE
"FOLR2",0.288992758269701,0.00101904174406491,0.296923435860005,0.000589694839680683,FALSE,FALSE
"VSIG10L",0.25128044181778,0.00101904174406491,0.258438917078506,0.000496849467603126,FALSE,FALSE
"IFNGR1",0.230728505442606,0.00101904174406491,0.200899533775689,0.00408626073494316,FALSE,FALSE
"SNX3",0.213077435786848,0.00101904174406491,0.193308115155693,0.00132661791820893,FALSE,FALSE
"LTB4R",0.18678826280576,0.00102331128879415,0.187676022979162,0.000681626342693894,FALSE,FALSE
"TESPA1",-0.150384901556801,0.00102511207337923,-0.14196924688279,0.00181300633501885,FALSE,FALSE
"PARL",0.141364881175652,0.00102601879219074,0.119225905947676,0.00182468489990791,FALSE,FALSE
"ZNF485",-0.192169803565538,0.00103207861238918,-0.212333725170333,0.00012766848799382,FALSE,FALSE
"PHLPP2",-0.18687227889734,0.00103700487498082,-0.191607011280352,0.000749233526921442,FALSE,FALSE
"ATP6V1C1",0.164904167690115,0.00103765748398773,0.15765509887484,0.00154791845382725,FALSE,FALSE
"ZCCHC3",-0.0863383735768299,0.00104238400914672,-0.0853648539491267,0.000933920662400978,FALSE,FALSE
"JPT1",0.237675585352296,0.0010525004100859,0.230799053740263,0.00112766436626228,FALSE,FALSE
"FAM120C",-0.114869755646726,0.00105403202081133,-0.118852898901915,0.000525113808120767,FALSE,FALSE
"FTH1P2",0.271136777997763,0.00105855041122259,0.297198417443956,0.000245681172309387,FALSE,FALSE
"GLTP",0.0884914842744176,0.00106027068698101,0.0953876477510917,0.000294309742680629,FALSE,FALSE
"RBM28",-0.0902128217618174,0.00106069700976276,-0.0853349138921661,0.00112539569321175,FALSE,FALSE
"AQP3",-0.177715827881712,0.00106566021838661,-0.164549920722919,0.00215279229332993,FALSE,FALSE
"SLC16A6",0.22574593698899,0.00106635931460527,0.194767358985108,0.0036581135201775,FALSE,FALSE
"CDH23",0.170524698881636,0.00106812250748021,0.171145626947429,0.000834640949576724,FALSE,FALSE
"RTF2",0.181952568429165,0.00106812250748021,0.173272669345337,0.00100050837161082,FALSE,FALSE
"TRBJ1-2",-0.245639026236131,0.00106830501280341,-0.238857492677221,0.00113484524515823,FALSE,FALSE
"ADORA2A",-0.173454912184749,0.00106830501280341,-0.140977495050006,0.0020616991762162,FALSE,FALSE
"FCRL3",-0.238790466644592,0.00106830501280341,-0.25944793848042,0.000264306774660508,FALSE,FALSE
"IFIT1B",0.70628611628964,0.00106830501280341,0.352878993553138,0.110110409939638,FALSE,FALSE
"PRR13P5",0.196348981663671,0.00106986308926043,0.203446447998277,0.000284579883495526,FALSE,FALSE
"MARS2",-0.189978861588843,0.00106995415742529,-0.171478437597495,0.00271708364661752,FALSE,FALSE
"RAB11FIP3",-0.127726711341019,0.00107438836199214,-0.117297765897194,0.00194885379489694,FALSE,FALSE
"TYW1",-0.105582003873685,0.00107438836199214,-0.110955290179935,0.000405226095546343,FALSE,FALSE
"ZFTA",-0.155164231628152,0.0010781035025415,-0.135977918622197,0.00254510130984159,FALSE,FALSE
"GSTO2",0.182147587852844,0.00107817376365855,0.181730495629811,0.000752184687697181,FALSE,FALSE
"ZBTB5",-0.141131652170055,0.00108195186420027,-0.142488242048991,0.00071493242934151,FALSE,FALSE
"SEC24D",0.197857337454087,0.00108195186420027,0.220509069895098,1.8119761178346e-05,FALSE,FALSE
"CHRM3-AS2",-0.282380442560564,0.0010823298297647,-0.292831711809814,0.000343570778543158,FALSE,FALSE
"SNX10",0.33303181441507,0.0010844456111167,0.290819942311348,0.00184124812982175,FALSE,FALSE
"CD28",-0.202752441594667,0.00108882900095298,-0.205329274609099,0.000744875753067854,FALSE,FALSE
"FTH1P10",0.271228029192769,0.0010943134281531,0.287939547220053,0.000394853531005574,FALSE,FALSE
"LPAR5",-0.157827527655876,0.00109545884830124,-0.152330357091673,0.00149417558519596,FALSE,FALSE
"FBXO21",-0.106291012151049,0.00109783334095302,-0.0955011193522738,0.00275115901360569,FALSE,FALSE
"RNASEH1-DT",-0.165921763768082,0.00109783334095302,-0.159540980291608,0.000571659260644879,FALSE,FALSE
"ZFP36",0.190264665381018,0.00110264755125653,0.213906992922717,3.042837422307e-05,FALSE,FALSE
"NTPCR",-0.168681164317399,0.00110264755125653,-0.15953916372688,0.00194713188798255,FALSE,FALSE
"SMIM7",0.122587832045981,0.00110416858182081,0.100734535334402,0.00309419073876661,FALSE,FALSE
"TPD52L2",0.161642765716151,0.00111304400300165,0.167390405380532,0.000385383848853304,FALSE,FALSE
"MRTFB",-0.233353590194308,0.00111304400300165,-0.215800372153545,0.00236470287111485,FALSE,FALSE
"COMMD9",0.146578692602878,0.00111304400300165,0.157036999458589,0.000217615625705068,FALSE,FALSE
"CEP72",-0.15445974232917,0.00111598724855057,-0.14481581148464,0.0020827909847941,FALSE,FALSE
"EPHX2",-0.228858644972802,0.00111929803754774,-0.208779650016387,0.00248566095217796,FALSE,FALSE
"CYLD-AS1",0.150192057825935,0.0011391447113811,0.14622917630773,0.00125059039399906,FALSE,FALSE
"CASK",-0.160533406331928,0.00114752463828693,-0.156381059049083,0.00152195989725475,FALSE,FALSE
"MLX",0.0916194871284058,0.00115941629265723,0.0989700034322177,0.000360825153147738,FALSE,FALSE
"USB1",0.201572741707825,0.00116028135272546,0.215013514751446,0.000186503276120771,FALSE,FALSE
"CEP104",-0.0978353219737298,0.00116041829703947,-0.0877131589264182,0.00199055913736843,FALSE,FALSE
"VCPIP1",0.264246443895684,0.00117411517428968,0.219550994539529,0.00516862132242863,FALSE,FALSE
"NOG",-0.354793947997194,0.00117710411174408,-0.323856459973215,0.000627414778822422,FALSE,FALSE
"HLA-DOA",-0.207893569376431,0.00118147422072768,-0.191082247198947,0.00148742333114625,FALSE,FALSE
"ZNF275",-0.12833955114292,0.00118147422072768,-0.102226024766403,0.00450385103389666,FALSE,FALSE
"COL4A3",-0.382476441093652,0.00118987799692244,-0.399058769461695,0.000624973306472503,FALSE,FALSE
"STXBP2",0.251283386151183,0.00119270467255639,0.261265309761445,0.000597439034219303,FALSE,FALSE
"RAB31",0.242399712243839,0.00119334513057499,0.248340460070217,0.000150808174024082,FALSE,FALSE
"PRDM11",-0.128104059686435,0.00119334513057499,-0.110770677428452,0.00379380194912039,FALSE,FALSE
"SOX6",0.569330552928406,0.001196989652598,0.463845347261428,0.00771009551802734,FALSE,FALSE
"CCDC69",0.103753270914343,0.001196989652598,0.116656140159637,0.000109851950579717,FALSE,FALSE
"FTH1P23",0.271965568666454,0.00119768488065634,0.27155494496264,0.00116139279353301,FALSE,FALSE
"CYRIA",0.170677356095348,0.0011992350422684,0.17645867929917,0.000103287007649345,FALSE,FALSE
"SPG21",0.139076789183339,0.0011992350422684,0.14310160757026,0.000585389376548523,FALSE,FALSE
"NCF1",0.314717614228579,0.00120417020585021,0.293897098674768,0.000968895725819139,FALSE,FALSE
"LY9",-0.142671101320886,0.00120637389339347,-0.131537834279307,0.00222356887466219,FALSE,FALSE
"ATXN7L3B",-0.0842834631391026,0.0012078998310172,-0.0746151059832723,0.00308867110975572,FALSE,FALSE
"SEMA3B",0.32583325036645,0.0012078998310172,0.326952968320036,0.00111196629947178,FALSE,FALSE
"ZNF304",-0.173852149274627,0.00121135417253791,-0.157710505115517,0.00267228552690766,FALSE,FALSE
"KIF5A",-0.272156624519543,0.00121147839806233,-0.261449107834788,0.0012378159317211,FALSE,FALSE
"IL18R1",0.271530901841776,0.00121247242348266,0.248053153044171,0.00197237502511343,FALSE,FALSE
"C1orf220",-0.343179116836738,0.00121386908473505,-0.329069028001234,0.00127716242821757,FALSE,FALSE
"BCL9L",-0.238854655509789,0.00121386908473505,-0.200813446149293,0.00204089568519618,FALSE,FALSE
"ANXA5",0.170662895584588,0.00121396303632438,0.172252888401053,0.000921983023394967,FALSE,FALSE
"SUMO1",0.161541201926094,0.00122457795959297,0.104419749278091,0.0124914335318099,FALSE,FALSE
"MYL6",0.32568796242871,0.00122550409700812,0.242832693162983,0.00773090625674489,FALSE,FALSE
"KAT14",-0.0894620095582185,0.00122883089921804,-0.0838009557925174,0.00204052738043523,FALSE,FALSE
"PAX5",-0.326485760459598,0.00123003111511437,-0.294906986504713,0.00272008851605937,FALSE,FALSE
"VPS25",0.165979503804379,0.00123003111511437,0.161041438536882,0.000589312557302027,FALSE,FALSE
"AFMID",0.147278676158234,0.00124772569240951,0.157705998262797,0.000305695142183924,FALSE,FALSE
"PCNT",-0.125498340668866,0.00124772569240951,-0.124921967438275,0.00116139279353301,FALSE,FALSE
"DPH7",-0.111027503118198,0.00125067462815288,-0.115118586825304,0.000278584185897019,FALSE,FALSE
"PPCS",0.0925771534223109,0.00125131886850112,0.0738299285808379,0.00552577866695518,FALSE,FALSE
"DDAH2",0.237734912335087,0.0012539578099869,0.246862649954907,0.000754826790713984,FALSE,FALSE
"KCNC4",-0.207857510953313,0.00127178600795013,-0.189995407180589,0.00117191899333992,FALSE,FALSE
"WDR76",-0.160240833214583,0.00127467007726584,-0.161789010201011,0.00099768594769138,FALSE,FALSE
"SLC25A44",0.217539301967613,0.00127467007726584,0.222070618146735,0.000390886826663692,FALSE,FALSE
"LDHBP2",-0.21741269074814,0.00127654479030976,-0.232599515521689,0.000278092445231097,FALSE,FALSE
"TM9SF2",0.157100978286533,0.0012812248950971,0.155898940972888,0.000396103955332136,FALSE,FALSE
"PRKCH-AS1",-0.17681849427131,0.00129245503224595,-0.190666374396575,0.000384890912352583,FALSE,FALSE
"ZSWIM5",-0.245617631300895,0.00129397360046782,-0.260741737088366,0.000224436966585191,FALSE,FALSE
"TNFRSF14",0.152563559064238,0.00129397360046782,0.163977375009728,0.000223239264194019,FALSE,FALSE
"DUSP6",0.197713048144947,0.00130110603655652,0.200418026536497,0.00048461325846289,FALSE,FALSE
"HPS4",-0.0908890605209061,0.00130110603655652,-0.0811560580903852,0.00329817401027691,FALSE,FALSE
"TMED1",0.1556752102979,0.00130159243030637,0.16065647419642,0.000322373107891009,FALSE,FALSE
"IGLV1-40",0.455239484218749,0.00130380368070186,0.51618148945091,0.000164506530256412,FALSE,FALSE
"MPHOSPH10P1",0.376330902167246,0.00130890212146478,0.200295335529572,0.0861040730404443,FALSE,FALSE
"TRIM7",0.264479577652609,0.00131193370430559,0.261752271444057,0.00131752398826467,FALSE,FALSE
"DYRK2",-0.193158860868395,0.00131876814220991,-0.207116487110537,0.000513470730038761,FALSE,FALSE
"NDUFS6",0.20696122119496,0.00132310451358598,0.186946445317513,0.00216726526631738,FALSE,FALSE
"MAD2L1BP",0.14635962736601,0.00132567251105204,0.143147158088254,0.00141192858068154,FALSE,FALSE
"PLXNB2",0.215959276353933,0.00132759381709862,0.233902775740753,0.000229636671870532,FALSE,FALSE
"BEND4",-0.348110422359172,0.00133228881015293,-0.350085602608036,0.000759027123406952,FALSE,FALSE
"HSD17B13",0.275922388082962,0.00133361283054735,0.265453126483096,0.00090746286129031,FALSE,FALSE
"BLOC1S2",0.247582952533505,0.00133718781291993,0.126923482363222,0.0765932454020515,FALSE,FALSE
"H2BC21",0.285656262644487,0.00133718781291993,0.294443648777212,0.000523110013704681,FALSE,FALSE
"SMIM35",-0.196462008895112,0.00133929930788628,-0.226386045514178,8.0612071792557e-05,FALSE,FALSE
"RABL2A",-0.113697983510103,0.00133929930788628,-0.113412970332695,0.00118216458889932,FALSE,FALSE
"GVQW3",-0.242056064771747,0.00134195211227181,-0.242299073194524,0.000794905083757256,FALSE,FALSE
"SUN1",-0.16564886697172,0.00134677371181186,-0.161953464176849,0.00168296967405238,FALSE,FALSE
"NCOA7",0.235564488860717,0.00134916193615546,0.203525080821271,0.00479055776291027,FALSE,FALSE
"TRPV1",-0.126081665252753,0.00135755856819572,-0.122383516021231,0.00178024551418579,FALSE,FALSE
"HARBI1",0.121257166886391,0.0013578869973573,0.123289488210251,0.00111716814774221,FALSE,FALSE
"ST3GAL4",0.311361650575783,0.00135956607319589,0.324768762486626,0.000668823139323947,FALSE,FALSE
"DOCK9",-0.235056632095586,0.00135956607319589,-0.225963187123933,0.00127888129697057,FALSE,FALSE
"CDR2",-0.148794118178638,0.00135956607319589,-0.148197222647681,0.00113919313033724,FALSE,FALSE
"THRA",-0.15460356607501,0.00135956607319589,-0.139738368832813,0.00238468149718073,FALSE,FALSE
"MORF4L1",0.134834186458337,0.00135956607319589,0.0857512939515102,0.0173524881383788,FALSE,FALSE
"CAPG",0.236458099365106,0.00136698135599383,0.250370737471101,0.000554936733957251,FALSE,FALSE
"SYAP1",0.105294936627087,0.00137884682503794,0.0909790535879374,0.00108833677989254,FALSE,FALSE
"L3MBTL2-AS1",0.22030593003233,0.00137884682503794,0.212526072657438,0.00177696957192291,FALSE,FALSE
"PPIP5K1",-0.113193834986927,0.00138083840913324,-0.11275431416834,0.00112953334592886,FALSE,FALSE
"RILPL2",0.160268937763591,0.00138094306933922,0.156206854974791,0.0010709708341879,FALSE,FALSE
"MAPKAPK3",0.155235161785423,0.00138094306933922,0.165744040006364,0.000522123056557407,FALSE,FALSE
"TRAV30",-0.2972817465234,0.0013844712318316,-0.262903301240799,0.00392881667407565,FALSE,FALSE
"TMEM120A",0.242064183169942,0.00138871711973492,0.238959854878142,0.00139454075560257,FALSE,FALSE
"CARMIL2",-0.175350218402935,0.0013954414520835,-0.158827781934947,0.00269747787776729,FALSE,FALSE
"RIOK3",0.352257548880111,0.00139691549172259,0.275353643000353,0.0105422183675454,FALSE,FALSE
"GALNT14",0.486156905953007,0.00139691549172259,0.504554322790181,0.000516440742450353,FALSE,FALSE
"C1orf109",-0.149668129913919,0.00139691549172259,-0.143341986619325,0.00169415308514565,FALSE,FALSE
"CST7",0.301860150117451,0.00139948746330551,0.296562259050067,0.00122970222849436,FALSE,FALSE
"DYSF",0.424994611830379,0.001399972858447,0.454553074243024,0.000116265228314116,FALSE,FALSE
"HEATR6",-0.137293346301394,0.001399972858447,-0.125058448596276,0.00308834253164795,FALSE,FALSE
"CLP1",0.103972942874301,0.001399972858447,0.10219762148485,0.00084339243995585,FALSE,FALSE
"LRIG1",-0.164521893941431,0.001399972858447,-0.171177518730017,0.000748050679953782,FALSE,FALSE
"UBIAD1",-0.112321177725249,0.001399972858447,-0.0885380169904478,0.00433758797021284,FALSE,FALSE
"GAPDHP72",0.213690977696249,0.00141164832136784,0.245063711719716,6.53275605256307e-05,FALSE,FALSE
"SIRT5",-0.090232810893029,0.00143168131515752,-0.0968426140492306,0.000429928990454748,FALSE,FALSE
"LINC02978",0.264977514273297,0.00143568233463002,0.256089308720133,0.00181070346360836,FALSE,FALSE
"SCLY",-0.147603417827039,0.0014396609106053,-0.119791262401454,0.00599842058309081,FALSE,FALSE
"IL10RB-DT",0.173399226834085,0.00144053412152848,0.172627904439704,0.00119819168832353,FALSE,FALSE
"JADE2",-0.101804792353425,0.00144346446125311,-0.0863472385289918,0.0035886759862453,FALSE,FALSE
"SIPA1L1",0.2307111822273,0.00144403085203586,0.235584870146935,0.000153784164146984,FALSE,FALSE
"SLC16A3",0.249955293090324,0.00144416078745003,0.262085878899647,0.000365956534571889,FALSE,FALSE
"ADPRS",0.136635875907714,0.00145559391557958,0.135214561001944,0.00150684012907072,FALSE,FALSE
"GRIK4",0.611537505406516,0.00145901312110138,0.609645711923011,0.00100792408732677,FALSE,FALSE
"ELOCP2",0.206151897974911,0.00145901312110138,0.129006292298122,0.0186304353163352,FALSE,FALSE
"LMLN",-0.214383847384221,0.00146867870583512,-0.220219251796612,0.000945913061119486,FALSE,FALSE
"PRR11",0.205641981342938,0.00147027058322127,0.218213899943947,0.000558011757753452,FALSE,FALSE
"DSE",0.217110309797914,0.00147833690517924,0.214314299564139,0.00151347935681762,FALSE,FALSE
"NAIPP4",0.394568129978736,0.00148610904660283,0.418849512270387,0.000536100454282163,FALSE,FALSE
"ZNF76",-0.107564213199457,0.00149858751698704,-0.0945639867472801,0.00319665455533275,FALSE,FALSE
"ACSL4",0.310350493293665,0.00150451688320824,0.264075618070908,0.00469882856647193,FALSE,FALSE
"SETBP1",-0.206392169677311,0.00150930194795363,-0.194094282277882,0.00282053627119318,FALSE,FALSE
"SH3PXD2B",0.387426530808974,0.00150930194795363,0.4044774954929,0.000487253222810485,FALSE,FALSE
"ATP6V1B2",0.226834925898237,0.00150930194795363,0.23064937876699,0.000154714246200071,FALSE,FALSE
"LINC00189",0.526943043970056,0.00150930194795363,0.534843413664561,0.00096616023474881,FALSE,FALSE
"PRAG1",-0.191521669667281,0.00150930194795363,-0.163772219804864,0.00255885746285594,FALSE,FALSE
"RPS6KC1",0.122096595040243,0.00150930194795363,0.114490593112772,0.00283181210561156,FALSE,FALSE
"ISM1",-0.38241893577873,0.00151158751206345,-0.351759148468019,0.0010662523624048,FALSE,FALSE
"FAM13A",0.15549053725354,0.00152194978065833,0.147663117477403,0.000669112656074461,FALSE,FALSE
"OTOF",0.913282029388715,0.00152194978065833,1.03144604352105,0.00054139136431855,FALSE,TRUE
"NECAP2",0.0833652330766801,0.00152529137180387,0.0891018500720612,0.000525515008035619,FALSE,FALSE
"MYL12B",0.20343832464001,0.00152529137180387,0.150444466115045,0.010201366542166,FALSE,FALSE
"PSEN2",0.142437978547337,0.00152626381644793,0.15245037502913,0.000388895760862545,FALSE,FALSE
"KLF8",-0.229945565523901,0.00153190309427111,-0.221675271262003,0.00184124812982175,FALSE,FALSE
"ARPC1B",0.158624161752307,0.00153503357849778,0.17651346490525,0.000127412452565792,FALSE,FALSE
"CEACAM6",-0.681309795976661,0.00153503357849778,-0.547577530454916,0.0121416315250206,FALSE,FALSE
"SDF2",0.143458987744401,0.00153546091813271,0.120196206904704,0.00581801541139569,FALSE,FALSE
"KIAA1522",0.24321848504599,0.00153546091813271,0.262160387955705,0.000256486162776477,FALSE,FALSE
"ACSL1",0.368242849875221,0.00153641043524844,0.388927690610055,0.00020721720677473,FALSE,FALSE
"NUDT16L2P",0.320628941014724,0.00153641043524844,0.319869212534604,0.00164190215221393,FALSE,FALSE
"NME8",0.253054225723502,0.00153641043524844,0.239564085404225,0.00209171153515941,FALSE,FALSE
"ELP1",-0.108276319479199,0.00153641043524844,-0.109782118993979,0.00105593111228922,FALSE,FALSE
"GAPDHP1",0.228607099501934,0.00153641043524844,0.26014597826327,8.32193618260367e-05,FALSE,FALSE
"PDK3",0.153027102271619,0.00153675814121612,0.138251732951114,0.000798719415930524,FALSE,FALSE
"SLC9A8",0.167889116783911,0.00153690167827745,0.171461128291638,0.000601511370551163,FALSE,FALSE
"TRRAP",-0.119308843482475,0.00154178019120673,-0.105429679964279,0.00209207230992389,FALSE,FALSE
"FTLP3",0.280097689962159,0.00154323590730639,0.284272959192534,0.00112036955053712,FALSE,FALSE
"ABI2",-0.156939016256646,0.00154765261328393,-0.167444509094418,0.000575887339074704,FALSE,FALSE
