"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted"
"PSMB8",0.319398268234282,3.58869972711733e-09,0.305996876930567,1.75534786416987e-08,FALSE,FALSE
"IFIT3",0.98323282198067,3.95432319441149e-09,0.98956252005225,1.41562195649993e-09,FALSE,FALSE
"ADAP2",0.367322634135497,3.98823083944166e-09,0.376024430311557,5.01491743090494e-10,FALSE,FALSE
"UPP1",0.33787710293215,4.12656130364397e-09,0.34158334471386,1.59182819497729e-09,FALSE,FALSE
"PSMB9",0.431271424568588,4.23284954100198e-09,0.413172266304257,2.19346051828168e-08,FALSE,FALSE
"LRMDA",0.406952739792454,4.24661439196704e-09,0.395317994732879,1.44294100205523e-08,FALSE,FALSE
"CREG1",0.454825951061113,4.97445149982413e-09,0.436141290046227,2.79636838016892e-09,FALSE,FALSE
"PSME2P3",0.474750107925806,5.06723042472285e-09,0.410893919695346,5.17120739727327e-08,FALSE,FALSE
"SAMD4A",0.569223594815719,5.55719079622333e-09,0.552176288056845,1.59602319264827e-08,FALSE,FALSE
"DECR1",0.217773878471768,5.72229493823826e-09,0.199048932483145,3.56115630686484e-08,FALSE,FALSE
"DDX60L",0.600312367863662,5.7541229435677e-09,0.590079481970244,2.44624724331605e-09,FALSE,FALSE
"CYREN",0.34632029033742,5.82014674569857e-09,0.359863267708534,3.52700318377472e-11,FALSE,FALSE
"TRIM38",0.23889993660728,5.93723445371064e-09,0.235197851066776,5.14265142333575e-09,FALSE,FALSE
"GSTO1",0.422542329332352,6.59343268390283e-09,0.392520063966185,7.86331172541248e-09,FALSE,FALSE
"CXCL10",1.13681516597905,6.71140036967561e-09,1.05652564766262,1.82846730300132e-08,TRUE,TRUE
"ISG15",1.24896407525957,7.1478840317574e-09,1.1811417392282,3.51871099346396e-08,TRUE,TRUE
"DTX3L",0.409222586753247,7.25376084093165e-09,0.409450924637798,3.95279158222814e-10,FALSE,FALSE
"KCNMB1",0.338440656679705,7.50789259354022e-09,0.347895144726998,1.61020187773697e-09,FALSE,FALSE
"PSME2P2",0.420839622864041,8.08076708701126e-09,0.388071589878747,5.00924643882472e-08,FALSE,FALSE
"PML",0.506876598117848,8.98378841983812e-09,0.517966915542396,1.02224504164215e-09,FALSE,FALSE
"CD63",0.371231383059625,9.62475694745433e-09,0.348743825205367,4.65857857077898e-08,FALSE,FALSE
"ACOT9",0.28239409284239,1.11839319318887e-08,0.273914926994452,2.83457945427952e-08,FALSE,FALSE
"KPNB1-DT",0.490057634034078,1.30779132340223e-08,0.470196461339453,2.33851922311413e-09,FALSE,FALSE
"RHBDF2",0.330670296705006,1.3656151860343e-08,0.354331579056497,1.53758684829775e-10,FALSE,FALSE
"MYOF",0.525591725952375,1.37855873278444e-08,0.519268369584719,2.32607265049313e-08,FALSE,FALSE
"MLKL",0.301721946525429,1.48242285546653e-08,0.295056103123445,8.3403674458685e-09,FALSE,FALSE
"SPTLC2",0.285403579136964,1.49019531851374e-08,0.295632828388823,1.02224504164215e-09,FALSE,FALSE
"TRIM21",0.387386801028525,1.57835731223531e-08,0.38256675902815,2.93929571850816e-09,FALSE,FALSE
"IDH1",0.235483571114948,1.57835731223531e-08,0.228568331738311,1.44199903221736e-08,FALSE,FALSE
"RNF175",0.376369363063831,1.57893248126615e-08,0.36148864738481,5.42769991558795e-08,FALSE,FALSE
"BLVRA",0.415557572554235,1.6160912461258e-08,0.388574844514331,3.23646072965969e-08,FALSE,FALSE
"IRF1",0.371959001279453,1.64530385905457e-08,0.368658060262766,1.11280078493298e-09,FALSE,FALSE
"GPR84",0.698450027691368,1.72365248391618e-08,0.720175582067148,3.9164697799841e-09,FALSE,FALSE
"ALOX15P1",-0.321196256694924,1.7258533661492e-08,-0.315868241528332,2.82610208575355e-08,FALSE,FALSE
"RGL1",0.459274894109221,1.73121167344118e-08,0.47794494040683,1.73613095659764e-09,FALSE,FALSE
"IL15",0.421167192457216,1.87513138810214e-08,0.379739372235148,2.06463786776364e-07,FALSE,FALSE
"GNS",0.321942536876401,2.03402320608407e-08,0.334439074155862,2.27166978296787e-10,FALSE,FALSE
"AANAT",0.526682995932142,2.03402320608407e-08,0.524571868085563,3.07064787499921e-08,FALSE,FALSE
"LMNB1",0.48522283568531,2.03402320608407e-08,0.477014927238254,1.18139945349598e-08,FALSE,FALSE
"NLRC4",0.419678605500519,2.03402320608407e-08,0.430403405814447,2.33851922311413e-09,FALSE,FALSE
"SELL",0.420212717773229,2.24077865943462e-08,0.421496363258858,4.61409483796031e-10,FALSE,FALSE
"IFI16",0.390381372456824,2.30317483688135e-08,0.389955129837705,2.33851922311413e-09,FALSE,FALSE
"LY6E",0.794952757541362,2.30491814731026e-08,0.786732286614488,2.24574339631595e-08,FALSE,FALSE
"P2RY14",0.762395257974478,2.35160376055395e-08,0.747138000210923,4.09898570701772e-08,FALSE,FALSE
"NT5C3A",0.449597374095751,2.35160376055395e-08,0.375473039995859,8.7479775600686e-07,FALSE,FALSE
"OAS1",0.74850446491374,2.46200893829525e-08,0.746405439596942,1.93950886335622e-08,FALSE,FALSE
"NGFR",0.504403092602255,2.92358492438118e-08,0.491660137309224,4.87134403856257e-08,FALSE,FALSE
"C1orf162",0.328203848953807,3.06179010964625e-08,0.322224532700313,2.7855349698514e-08,FALSE,FALSE
"KLHDC7B",0.487660223846159,3.06179010964625e-08,0.46896430204854,1.95115360220419e-08,FALSE,FALSE
"NUDT16",0.241351406056902,3.19612182596798e-08,0.23590388047228,2.41465448322202e-08,FALSE,FALSE
"CACNA1E",0.769846252098643,3.54895669079553e-08,0.810234693473849,7.60842777183375e-10,FALSE,FALSE
"LRRK2-DT",0.467770528547236,3.70129873407965e-08,0.419440262680367,2.59034645497603e-07,FALSE,FALSE
"SCIMP",0.27423477462403,3.71090294268119e-08,0.282827312240884,2.95979522119678e-09,FALSE,FALSE
"RAB20",0.510093661235257,3.71090294268119e-08,0.502738030222328,7.19097058559729e-08,FALSE,FALSE
"NR1H3",0.325124291920951,3.7494517533404e-08,0.314514698190976,5.75885405575498e-08,FALSE,FALSE
"SPATS2L",0.750568415608708,3.89345727206911e-08,0.712114780277021,1.66161672989453e-07,FALSE,FALSE
"ACP2",0.285771901356469,4.22761745696235e-08,0.288726322633352,1.5962626659211e-08,FALSE,FALSE
"MOV10",0.381630638644003,4.23816241478963e-08,0.380916897769809,2.74015456675958e-08,FALSE,FALSE
"GK4P",0.537422926520276,4.27122229182279e-08,0.546754497544131,5.76094934621626e-09,FALSE,FALSE
"AXL",0.633317662020123,4.28328489979959e-08,0.607308776978102,1.12141727822068e-07,FALSE,FALSE
"CNIH4",0.288568036157992,4.30461542183975e-08,0.255502653383745,6.9641548255196e-07,FALSE,FALSE
"PTGES3P1",0.226418775098524,4.36219063923389e-08,0.176982282123116,5.40916909961191e-07,FALSE,FALSE
"NUCB1",0.391643434155131,4.95005789329848e-08,0.415884478248405,2.17203465159456e-09,FALSE,FALSE
"CD163",0.434007634503127,5.2041126105196e-08,0.456415084089896,2.79636838016892e-09,FALSE,FALSE
"LYSMD2",0.309785443952898,5.29972689951966e-08,0.260157713063602,1.55163616918245e-06,FALSE,FALSE
"RIPK2",0.221853918720582,5.29972689951966e-08,0.202213731147332,2.1987317906436e-07,FALSE,FALSE
"NUB1",0.295063167415906,5.41182158494493e-08,0.291515026649951,1.82617131205692e-08,FALSE,FALSE
"CTSS",0.298740373214886,5.53528496236497e-08,0.278422943117973,3.8151288529915e-07,FALSE,FALSE
"OSBPL10",-0.473324876264702,5.91631883738404e-08,-0.461916633938418,8.24486735387226e-08,FALSE,FALSE
"CASP4",0.362045013325889,6.18673154064293e-08,0.343710298108153,1.67677455354193e-07,FALSE,FALSE
"PARP12",0.418117813489079,6.52545149915495e-08,0.409297860913745,1.13752390083594e-07,FALSE,FALSE
"MIR3945HG",0.716819498232903,6.52545149915495e-08,0.714608211710239,3.21487150786419e-08,FALSE,FALSE
"PHF11",0.265154648736197,6.52545149915495e-08,0.246956524913802,3.18066202255495e-07,FALSE,FALSE
"LIMK1",0.306932235083725,7.38265294648669e-08,0.327745318562517,1.95518074970412e-09,FALSE,FALSE
"FBXL5",0.33909364812241,7.38265294648669e-08,0.326269286189268,7.04709283317213e-08,FALSE,FALSE
"CLEC4D",0.744270343394146,7.74649304136144e-08,0.657575691288423,2.64737046380311e-06,FALSE,FALSE
"VSIG4",0.45253587600749,8.00219736371668e-08,0.46150908790529,1.77693765814381e-08,FALSE,FALSE
"PSME1",0.305849080076842,8.57806647297057e-08,0.292768109304518,2.70252388540864e-07,FALSE,FALSE
"GLIPR2",0.319042987060442,8.73529649715296e-08,0.318503363291161,5.68113751154458e-08,FALSE,FALSE
"AOAH",0.299924235890021,8.96008623612047e-08,0.301098106205643,6.37200949417081e-08,FALSE,FALSE
"OASL",0.789989700220743,9.48230917363527e-08,0.762377435383179,1.83305611862583e-07,FALSE,FALSE
"LY96",0.722392841610265,9.76854502459113e-08,0.549888765058016,2.75546518765793e-05,FALSE,FALSE
"CTSB",0.306845983902771,9.89922861327142e-08,0.32552884805599,6.83524116088104e-09,FALSE,FALSE
"SESTD1",0.354728092089283,9.89922861327142e-08,0.332485424973302,6.57715880598947e-07,FALSE,FALSE
"CMTM3",0.188017186944392,9.94775634851959e-08,0.199440255349747,5.20795359647806e-09,FALSE,FALSE
"CPVL",0.31778323523709,1.00357236405167e-07,0.307334387138534,2.70252388540864e-07,FALSE,FALSE
"SLAMF8",0.484613216684524,1.03133592904183e-07,0.461706222457226,3.5037641132004e-07,FALSE,FALSE
"GALM",0.371084614054227,1.06478871202363e-07,0.345300478848387,5.92100873962581e-07,FALSE,FALSE
"ZBP1",0.523483470477983,1.11404621687669e-07,0.514903025468121,1.56031755821278e-07,FALSE,FALSE
"CALCOCO2",0.213823711608872,1.19460704906939e-07,0.212293115028984,5.587957102157e-09,FALSE,FALSE
"LMO2",0.335127196315447,1.21655765041477e-07,0.330530016984697,2.1987317906436e-07,FALSE,FALSE
"ASXL1",-0.137242997891647,1.22213148286037e-07,-0.127784872329599,5.606922627533e-07,FALSE,FALSE
"ADM",0.616312403449591,1.24557042578291e-07,0.633510965393533,6.83524116088104e-09,FALSE,FALSE
"CTSC",0.204540858804341,1.31397412808583e-07,0.199239274114734,1.76858452711983e-07,FALSE,FALSE
"CXCR2P1",0.508968897696844,1.33459370938389e-07,0.513032825698743,1.13752390083594e-07,FALSE,FALSE
"IL15RA",0.27898153893573,1.35245102370245e-07,0.278593192562744,1.4141896478598e-07,FALSE,FALSE
"MMP14",0.44872809575505,1.35245102370245e-07,0.471456556405423,9.77527274634777e-10,FALSE,FALSE
"IL1RN",0.615262020781477,1.39508237777928e-07,0.616008410569542,6.06542911412613e-08,FALSE,FALSE
"GIMAP4",0.196083882050062,1.46221171728013e-07,0.185677059601955,1.12141727822068e-07,FALSE,FALSE
"PLAC8",0.358331063386822,1.51214213162759e-07,0.343024366194445,6.50149119379071e-08,FALSE,FALSE
"S100A12",0.732309355314474,1.53590067444122e-07,0.654984417680718,3.55516538804849e-06,FALSE,FALSE
