"gene","logFC","logCPM","F","PValue","FDR","sig"
"SPOCK2",-0.148084639369338,8.90387093062937,10.3123158475937,0.0014206866701178,0.00808234411266864,FALSE
"ACOT8",0.114739548091647,4.89129023253771,10.3111977796624,0.00142152742053554,0.00808242240515562,FALSE
"LINC01422",-0.231961409865625,1.61025028762199,10.3109241701502,0.00142177794475441,0.00808242240515562,FALSE
"ELF4",0.131506459980457,7.62838098252246,10.3014798008235,0.00142885465797974,0.00811957484053489,FALSE
"ZFP90",-0.11486405158758,4.91417206191748,10.2907609713708,0.00143698141152,0.00816232815830421,FALSE
"LITAF",0.233291089269521,10.5873842352286,10.2895046536161,0.00143793683071118,0.00816232815830421,FALSE
"IGFBP7",0.178262970250323,4.13054561761264,10.2894089433994,0.00143801048676163,0.00816232815830421,FALSE
"TNFRSF13B",-0.270801641963899,2.76709087300125,10.288113995642,0.00143900562392562,0.00816488743197131,FALSE
"DENND5B",-0.241634809854561,1.98820671385221,10.2840335035844,0.00144213275946973,0.00817913652437224,FALSE
"TMEM42",-0.134650415593491,3.82694153918089,10.2833785442129,0.00144260733525456,0.00817913652437224,FALSE
"RABL2B",-0.0973413015315559,4.29331233394118,10.2817367248165,0.00144386017540333,0.00818314709157564,FALSE
"B3GALT4",0.136741652017286,5.27567319136894,10.2749125142517,0.00144908324306836,0.00820964758780649,FALSE
"ANAPC1",-0.102537879180348,3.17001083984729,10.2710224657702,0.00145207680830009,0.00822350180374402,FALSE
"CEACAM8",-0.583467126846997,1.84123295983576,10.2672558173843,0.00145500319067935,0.00823696523266851,FALSE
"RAB5C",0.129373907479005,7.13445897095182,10.2634975109575,0.00145786385386248,0.00824208782321474,FALSE
"C6orf47",0.0908074621400758,5.42435351376744,10.2633556339423,0.00145797338088633,0.00824208782321474,FALSE
"ABCB4",-0.268433351930824,1.295361199073,10.263377280162,0.00145802889548248,0.00824208782321474,FALSE
"BCL2L11",0.134414102183949,5.77387969251248,10.2631841911395,0.00145810565809971,0.00824208782321474,FALSE
"ME1",0.261335896133883,0.398854013080797,10.2548236505661,0.00146484759154211,0.00827707855680403,FALSE
"PSMC1P1",0.107782563293436,5.55735360243939,10.2535226755706,0.00146558105211881,0.00827810502405362,FALSE
"POMT2",-0.0891597813117919,3.09401389883658,10.2522262527695,0.00146659496845151,0.00828071423286018,FALSE
"CCNI2",-0.138091516992459,1.18577371875436,10.247100186241,0.00147065591165895,0.00830051918235802,FALSE
"HYAL2",0.143364328489208,3.68922652918174,10.245307753401,0.00147197034476457,0.00830481350588869,FALSE
"ZNF71",-0.0899148044658439,3.41755570991268,10.2437907507424,0.00147315523070638,0.0083083739740816,FALSE
"PRDX4",0.20932558202574,3.89723743729629,10.2430339076713,0.00147374207317397,0.00830856015849525,FALSE
"NKTR",-0.170346425562865,6.69368328509659,10.2328604120708,0.00148169905026802,0.00835028142453824,FALSE
"SURF6",-0.0660661170022936,5.28734781795996,10.2286997150391,0.00148496649333945,0.0083627718723419,FALSE
"SLAMF6",-0.1206670164306,6.92527657442299,10.228618500107,0.00148503028049052,0.0083627718723419,FALSE
"PRR12",-0.166589067475821,5.96451504136989,10.222917565621,0.00148951932520955,0.0083849039087406,FALSE
"CREBRF",0.224199370532268,6.18448490999343,10.2216707570222,0.00149050291613175,0.00838729360382915,FALSE
"MAD2L2",0.147066807793246,5.25328095570547,10.2196822953993,0.00149207302019505,0.00839298067077843,FALSE
"ANKEF1",-0.165054754372507,1.83790645310921,10.2188137278326,0.00149279245948764,0.00839388023884319,FALSE
"ELL2",0.214330711139541,3.6295081980252,10.2178899944707,0.00149349255194452,0.00839467038751282,FALSE
"DDX55",-0.113175366727877,3.93194882441516,10.2167729956249,0.00149437440650179,0.00839648121585763,FALSE
"NAA38",0.217175100461489,4.29869713683964,10.2092919834003,0.00150030497983351,0.00842664743821128,FALSE
"CACTIN",-0.0868300978770824,5.35978609797558,10.2080373215994,0.00150130147899708,0.00842908861823135,FALSE
"EFR3B",-0.358237967689942,-0.116797078295508,10.2051816874243,0.00150421828411152,0.0084423055361919,FALSE
"AP3S1",0.135190101418655,4.26602555406395,10.2025736194269,0.00150565202536343,0.00844719210340394,FALSE
"CPSF2",0.0919347695085935,5.42151630677264,10.2009996909065,0.00150690681162828,0.00845107139740092,FALSE
"TUFT1",0.172838207674754,2.20647309324361,10.194575095441,0.00151206299870977,0.00847681954657848,FALSE
"TMEM91",0.222336194292072,5.48948523170906,10.1934767594716,0.00151292221776684,0.00847846810270384,FALSE
"CC2D2B",0.225381721422422,-0.0856062757673864,10.192097095442,0.00151462194604952,0.00848482391136477,FALSE
"SKP1P2",0.138909714779088,1.89385992420067,10.1855255874836,0.00151933718433218,0.00850806138087025,FALSE
"ITGA2B",0.445429091469576,6.14401488194904,10.182903068115,0.00152141832608788,0.00851653646566061,FALSE
"ABCD4",-0.0737889122998474,5.2824670869692,10.175159703823,0.00152767106730749,0.00854595693544049,FALSE
"CEP63",0.166380175437914,5.61653215102326,10.1749837907226,0.00152781339160455,0.00854595693544049,FALSE
"IGLV3-9",0.466408329331769,2.67674892639191,10.1711672577154,0.00153091704375804,0.00856012578846743,FALSE
"IGLV1-41",0.444507563707938,2.1676279278808,10.1697945855672,0.00153204085924199,0.00856321794722368,FALSE
"ZNF134",-0.0696576041005404,4.35411632160992,10.1617147581866,0.00153859034666656,0.00859662286059282,FALSE
"ZNF584",-0.10342552359301,1.99109306898692,10.1595986031397,0.00154034307011063,0.00860321174154867,FALSE
"LINC02967",0.537249980135208,1.58991131375863,10.1577310519442,0.0015418915561586,0.00860865542444785,FALSE
"MARCHF9",-0.127393724619289,5.45338115704087,10.1563574944917,0.00154296266041705,0.0086088789225771,FALSE
"SDCBP",0.225610748714814,8.72357428873234,10.1562147556152,0.00154307928428275,0.0086088789225771,FALSE
"FEZ2",0.118742018084244,4.33949561935205,10.1537857354698,0.00154506683723573,0.00861676308260611,FALSE
"LENG8-AS1",-0.132462189360648,1.77791468348179,10.1527009292915,0.00154599105241027,0.00861871340329204,FALSE
"TECPR2",0.260160833487393,6.72963819773516,10.1496594389611,0.00154844759050998,0.0086292016169505,FALSE
"ZNF662",-0.257673186894778,0.83949835368765,10.1471369513815,0.00155066665775442,0.00863835915322385,FALSE
"NLGN2",-0.211231425925914,2.48694592779219,10.1246491517012,0.00156911911715968,0.00873790831315126,FALSE
"IFT140",-0.131154194459192,2.85821757574981,10.1202535408563,0.00157277351910046,0.00875500865808725,FALSE
"SPCS1",0.101709280345418,6.64082256667613,10.1194201088562,0.00157345826841644,0.00875557156631435,FALSE
"SCN4A",-0.292686165627266,-0.309932429892733,10.1164071481944,0.00157684531701494,0.00877116553424478,FALSE
"NAF1",-0.0953722091827982,2.36828932241075,10.1127225045739,0.00157907010090306,0.00877985180201142,FALSE
"SRI",0.108972486436339,5.55686491046006,10.1120962312223,0.00157957739058984,0.00877985180201142,FALSE
"CD79B",-0.219370442213713,7.01396601602418,10.1098956774885,0.00158142062929078,0.00878684158541493,FALSE
"HES4",0.459977984926231,3.32059752122376,10.1012572238508,0.00158868423463176,0.00882393220582957,FALSE
"RNF182",0.839462961236446,1.50823718739582,10.0976662756721,0.00159177109651715,0.00883627967508121,FALSE
"KDELR1",0.116360707699603,6.57904209755438,10.0972149219768,0.00159208531940705,0.00883627967508121,FALSE
"IL17RA",0.194181219674059,8.64147627266719,10.0924474917325,0.00159611367738403,0.00885536146010179,FALSE
"COX5A",0.137541881070745,5.7754171911462,10.0849249453716,0.00160249119341345,0.00888591200731844,FALSE
"PDP2",-0.12607996088239,2.95850438662975,10.084566727742,0.00160280481881107,0.00888591200731844,FALSE
"SYNE3",-0.115656326381649,6.3132591858222,10.0775912694013,0.00160873348597083,0.0089154856876743,FALSE
"ZIK1",-0.150784605829518,2.4589996678493,10.0762542955457,0.00160988970805967,0.00891859874457576,FALSE
"STX3",0.227727201978433,7.38372137886963,10.0724331318014,0.00161313881190745,0.00893329954087691,FALSE
"CWF19L1",0.0733036139617362,5.49673979438502,10.0714758653468,0.00161395777212703,0.00893453671492611,FALSE
"BAIAP3",-0.276581292366798,5.38588028867765,10.0697243184715,0.00161545726655774,0.00893953888340068,FALSE
"CORIN",0.421785600735279,-0.166395375811588,10.0684918451164,0.00161723668481985,0.00894608582067381,FALSE
"CCNL2",-0.0718257948928163,7.50694146187314,10.0664375745183,0.00161827477990148,0.00894852865760485,FALSE
"NCSTN",0.145987869453349,7.14145115921056,10.0635893071121,0.0016207205161305,0.00895875062011413,FALSE
"MAN1C1",-0.146080528418285,4.88211428721672,10.0570977077986,0.00162630893579606,0.00898633025959946,FALSE
"DNHD1",-0.136200539249691,4.97560830098161,10.0557049855827,0.00162751032036603,0.00898965752066684,FALSE
"WDR45",0.151011002018813,6.47365526386069,10.0542648147795,0.00162875356327075,0.00899321345461458,FALSE
"AGBL5",-0.0751101149379633,4.02743318670371,10.0482124735359,0.00163399048020686,0.00901880985432792,FALSE
"PGAM1",0.100704613132627,5.42092032567384,10.0449357907748,0.00163683109131059,0.0090311658815158,FALSE
"INTS6L",-0.155270745867917,4.98102546974917,10.0392468875685,0.00164177683972719,0.00905389249421946,FALSE
"SMPD4BP",-0.125161913988389,5.07389909813775,10.0388101388513,0.00164215714416552,0.00905389249421946,FALSE
"PEX5",-0.0902862241036248,4.48054967749366,10.0360191521744,0.001644590004752,0.00906156242664242,FALSE
"SBF2",0.218806868378557,4.5449940427298,10.0358283190294,0.00164475633167226,0.00906156242664242,FALSE
"LRP10",0.201267566310344,9.84913822179262,10.0343634713166,0.00164603428567675,0.00906527399182181,FALSE
"PFAS",-0.113643053849624,4.0631617397082,10.0315866586932,0.00164846133718247,0.00907530898363721,FALSE
"SULT1A1",0.267116679173231,6.47029599202614,10.0301193788094,0.00164974359663819,0.00907903647717023,FALSE
"SUCLG2P2",-0.126378352956038,1.96261006808169,10.0277858042236,0.00165181664279103,0.00908407159104756,FALSE
"NLRP7",0.246564093768747,0.673189090534052,10.0279146638707,0.00165186957074908,0.00908407159104756,FALSE
"CACUL1",0.142733409463113,5.87653365523382,10.0247864213206,0.0016544166284839,0.00909474469055168,FALSE
"QRICH2",-0.188305944263487,2.30890264346404,10.0172712554194,0.00166104360239332,0.00912783008172329,FALSE
"LINC02648",-0.218612435388946,0.603116573973849,10.016745877649,0.00166170793234857,0.00912813709304039,FALSE
"CROT",-0.124230933417216,3.07314183620233,10.0123461931513,0.00166537853341511,0.00914495196130799,FALSE
"PPFIBP1",-0.227353923271252,0.271766127979452,10.0120233351575,0.00166602412832613,0.00914514964257175,FALSE
"ARHGAP26",0.203536454530708,7.34781998080419,10.0097124955038,0.00166769811383882,0.00915099016232989,FALSE
"TRAV13-2",-0.186643599725687,2.02441596729283,10.0049203758115,0.00167197113427413,0.00917108261659251,FALSE
"AJUBA",-0.186770308764815,0.0816851812000898,10.0031087508896,0.00167404789823798,0.00917911789816017,FALSE
"RPL26",0.395754950636504,3.6379278013779,10.0009455683976,0.00167547583861461,0.00918013239663368,FALSE
"MMGT1",0.0904200246079318,4.8634877495966,10.0006007215007,0.00167577917511827,0.00918013239663368,FALSE
"CIAO2A",0.1812479538111,4.02213818856662,9.99927974512165,0.00167695495359721,0.00918013239663368,FALSE
"SNORD89",0.224937343929826,0.606930548824515,9.99918897350408,0.00167725360232058,0.00918013239663368,FALSE
"ADAMTS4",-0.177230986081338,0.302110282319046,9.99929413844974,0.00167729255427096,0.00918013239663368,FALSE
"PHF21A",0.172021428695726,7.25220195129599,9.99664865767324,0.00167929628093839,0.00918654994905804,FALSE
"LRRC37A16P",-0.154752532018635,1.9491280943489,9.99624174272365,0.00167968980870992,0.00918654994905804,FALSE
"LRP6",-0.279310730498663,0.245903539956062,9.99020728873903,0.00168543606664568,0.00921461802908837,FALSE
"ZNF568",-0.154190220006316,1.84082588246227,9.98877463340657,0.00168636226078146,0.009216323000453,FALSE
"NEMP1",-0.159942949877152,4.08044049854649,9.98377691110382,0.00169080530522105,0.00923724005423388,FALSE
"PTCD3",-0.0904808489382354,5.47780247943303,9.98038120664985,0.00169385349486688,0.00925052425554892,FALSE
"CCR6",-0.216501332351495,0.488815951592202,9.97941658184125,0.00169498709565221,0.00925334658259626,FALSE
"TTC9",-0.165077057593331,5.22456645909941,9.97684757737655,0.00169703257586324,0.00926114321684261,FALSE
"CES1",0.446535705973673,3.26233667988968,9.97408745675275,0.00169952714494547,0.0092684985296979,FALSE
"UCKL1",-0.0944716723547254,5.28501349844284,9.97398094488133,0.00169961601487794,0.0092684985296979,FALSE
"DHRS7",0.134018056089156,6.9420053508605,9.9719378351651,0.00170145966376336,0.00927518091416347,FALSE
"SSR3",0.103113840603946,5.87482783858195,9.97005959186533,0.00170315642767933,0.00928105801963145,FALSE
"TRBV5-1",-0.190571251513386,4.21261871264255,9.96667022444181,0.00170622346148809,0.0092927763766428,FALSE
"AP4S1",-0.0820993093505268,3.28541065392991,9.96632114299607,0.00170654572174716,0.0092927763766428,FALSE
"LRIG2",-0.100293483468323,4.27191265596228,9.96337400524581,0.00170921064653141,0.00930391078347758,FALSE
"TOR1AIP1",0.125786750077928,6.47844314060931,9.96218444811773,0.00171028929312982,0.00930640550436473,FALSE
"IGKV1D-13",0.420379627849405,2.43137331224459,9.95836875778037,0.0017137730755483,0.00932198102950527,FALSE
"SLC29A2",-0.156778518161684,3.28270633918969,9.95690085808157,0.00171509877148995,0.00932581071761228,FALSE
"WEE1",-0.153997735819801,3.10303361204651,9.95066849205775,0.00172078332726878,0.00935333024481385,FALSE
"PDXDC1",-0.0738333732238155,5.31465937586137,9.94265568008174,0.0017281089055112,0.00938974639640672,FALSE
"TRMT61B",-0.127958766816131,2.36333047177612,9.93840649666055,0.00173202922188501,0.00940764025587219,FALSE
"ADAM28",-0.204456658390357,4.33548402569789,9.93740602900594,0.0017329317765485,0.00940832671481591,FALSE
"LOXL1",0.217616419614803,0.9286556992872,9.93703572308855,0.00173340988133257,0.00940832671481591,FALSE
"LONP2",-0.070506873405452,5.64145530485102,9.93502666934908,0.00173512138876472,0.00941421015343523,FALSE
"SCN9A",0.283148550775056,-0.0534689693220053,9.9340989415585,0.00173660364067684,0.0094188459209812,FALSE
"UBAP1",0.148208118393583,7.01644685259059,9.93234594340237,0.0017375923135908,0.0094208022726741,FALSE
"NEMP2",-0.111999169467773,3.00872256274877,9.93167438458643,0.00173822134203712,0.00942080801056393,FALSE
"PROX2",-0.22901954168861,0.0667460776437244,9.92545539649185,0.00174448048291835,0.00945131679477828,FALSE
"EIF4A1P5",0.185664702044486,-0.0638123458912825,9.92451476545923,0.00174546572742733,0.00945324073749633,FALSE
"PPP4C",0.156851304027622,7.65956363311909,9.92006470840941,0.00174895842869982,0.00946769086809172,FALSE
"GRIN2D",0.246761507184482,0.0820177208723873,9.92014405999577,0.00174939601962073,0.00946769086809172,FALSE
"PIP4K2A",0.147651224393018,7.96462042077661,9.91563514089003,0.00175307647369448,0.00948418797633053,FALSE
"POTEKP",0.298081785948513,0.404549207601068,9.89789228492129,0.00176998438831362,0.00957220828892605,FALSE
"TOR3A",0.0818551980279666,5.51188597833245,9.89501567621724,0.00177237613352765,0.00958168892078623,FALSE
"RASGRP2",-0.0940529535978442,9.10703319012758,9.89290266974267,0.00177436600251581,0.00958899091129043,FALSE
"ADGRE5",0.218155751279713,9.9657127161638,9.88774682025399,0.00177923107825915,0.00961182017862579,FALSE
"SERPINB9",0.132866895384534,6.5119959053304,9.88618504769832,0.00178070746344698,0.00961633310533897,FALSE
"EIF4BP6",-0.100397421524115,5.45836203271182,9.88439966426441,0.0017823967933954,0.00962199233339972,FALSE
"CSF1R",0.195017495053235,7.79726148221073,9.88178586762555,0.00178487277801628,0.00963189259561159,FALSE
"RAB27A",0.156602865327574,6.57473159115681,9.87727613226117,0.00178915308704288,0.00965151909810041,FALSE
"CD24P4",-0.307182477301852,-0.121697418516139,9.87695462647655,0.00179017927518511,0.00965358356805428,FALSE
"SCN8A",-0.252360996050108,-0.341055351961821,9.87078133624471,0.00179632044088695,0.00967817949325915,FALSE
"RPL34P18",0.572168123694163,0.333863660487652,9.86994532275027,0.00179650109891171,0.00967817949325915,FALSE
"TMBIM6",0.0891436236822489,9.92692638137358,9.86937673840005,0.0017966757691459,0.00967817949325915,FALSE
"ATP6V0A1",0.158913577697673,6.3465890043104,9.86404525666684,0.00180177121404242,0.00970214348638347,FALSE
"VPS35",0.085572365556644,6.60402494230839,9.8585140780057,0.00180707303492928,0.00972720117330787,FALSE
"BLM",-0.123541417974716,2.81253022548974,9.85744623068254,0.00180810981573792,0.00972929105297716,FALSE
"ZNF33B",-0.131531521561734,4.46987090892322,9.85475454484475,0.00181068624429736,0.00973788029221272,FALSE
"PRPS1",-0.0793496951673129,5.14023815211286,9.85442352675505,0.00181100426711595,0.00973788029221272,FALSE
"LYN",0.213818334991231,9.10361837728101,9.85116483921396,0.00181414209546126,0.00975125751204219,FALSE
"TMEM165",0.21382713635357,4.70326034037418,9.84977079944817,0.00181548641316195,0.00975498824149556,FALSE
"PRDX6",0.232308062402741,7.82504616066324,9.84441989594855,0.00182065467873215,0.00977925581465799,FALSE
"TMEM86A",0.146433137120682,1.78744840443335,9.83687260903159,0.00182801020963,0.00981525023796324,FALSE
"ARF5",0.130849031245857,7.53086583945887,9.83411961820874,0.00183064606202475,0.00982071502436925,FALSE
"ACAA1",0.119434579850572,6.94070352076211,9.83388506732908,0.00183087423222794,0.00982071502436925,FALSE
"CD300H",0.371503680815795,4.54797814990662,9.83309525128519,0.00183164311809765,0.00982071502436925,FALSE
"TRIM58",0.532271778175751,7.46684663849367,9.83309141470206,0.00183164648968039,0.00982071502436925,FALSE
"ODF2",-0.0826682706797695,5.41668104515519,9.8322234455768,0.00183249150811284,0.0098217354786384,FALSE
"ANXA2P1",0.152517636199691,1.58565948079606,9.82952601581085,0.00183517402801464,0.00983260027438416,FALSE
"LIMS2",-0.244237451064319,3.76114966258218,9.8274575766637,0.00183714050186456,0.00983962220955804,FALSE
"RTN3",0.197334003047838,8.43795120873001,9.818590362684,0.00184581521064431,0.00988255524271449,FALSE
"SUPT4H1P1",0.241574588265968,-0.0979301948849667,9.80720130524148,0.0018577223172189,0.0099403785884823,FALSE
"SPACDR",0.224043627474425,0.915033896434623,9.8064207883098,0.00185794037875646,0.0099403785884823,FALSE
"INPP4B",-0.234555647406722,4.49341415439794,9.80208210802767,0.00186208153046227,0.00995898293047951,FALSE
"RNF41",0.066269284592721,5.90185928201697,9.80097241369845,0.0018631796398693,0.00996130468899473,FALSE
"PITPNA",0.159850910319854,7.21033375454935,9.79779985515592,0.00186632413283256,0.00997456168177917,FALSE
"YIPF3",0.153760614106345,7.6470027145254,9.79140314707489,0.00187268074586701,0.0100049702811598,FALSE
"CFL1",0.14646423559462,10.6514353795384,9.78888674419275,0.00187518740958217,0.0100147958414211,FALSE
"ATP5F1B",0.0974159819792337,8.89656374493309,9.78694531182614,0.00187712366466019,0.0100215691164527,FALSE
"CD300LB",0.175362710909193,6.48297139515295,9.7845068992564,0.00187955847268495,0.010030998294991,FALSE
"SIAH2",0.286557531702167,6.85546993208292,9.78366359933757,0.00188040126240901,0.0100319273608321,FALSE
"CHMP5P1",0.314379717828565,-0.192597435439106,9.76927379730573,0.00189566107259997,0.0101087992693372,FALSE
"SLC22A4",0.277321816187866,4.91838149425634,9.76796815906425,0.0018961579218714,0.0101087992693372,FALSE
"RNF157-AS1",-0.200094256701909,1.19033691771965,9.76614070791916,0.0018981005020033,0.0101155608280829,FALSE
"CLCN2",-0.124563390628287,1.39364253092514,9.75888981816236,0.00190540613605107,0.0101508887972437,FALSE
"PTMS",0.229232986070512,5.68076793703455,9.75231290467283,0.00191200777797743,0.0101824425577627,FALSE
"PEA15",0.0964007847872307,6.42477978254776,9.74826430953672,0.00191612861459756,0.0102007670249086,FALSE
"PUDP",0.126477233203063,4.3187575204142,9.74193474616783,0.00192259001387823,0.010231534369706,FALSE
"TRBJ2-2",-0.169350510143202,-0.186496811695201,9.741703705036,0.00192364329844867,0.0102335094905415,FALSE
"DNAJA1",0.193002139644051,6.35984460019775,9.73836366744858,0.00192624412999516,0.0102437130231079,FALSE
"LINC02649",0.24842976955568,1.8737370587035,9.73764646730896,0.00192701607703986,0.0102441868135195,FALSE
"UBL5P2",0.260220816044124,1.8618502277519,9.73504707002659,0.00192968259534043,0.010251942240321,FALSE
"ZNF787",0.158464925751581,6.04738898764906,9.73485529966707,0.00192984168022041,0.010251942240321,FALSE
"TNFRSF10A",-0.102008958709744,3.677886525546,9.7300081953326,0.00193482632675988,0.0102747839129386,FALSE
"EFNA1",-0.243383216976736,1.06568868030557,9.72838023099004,0.00193662186544229,0.0102799972536843,FALSE
"SUPT4H1",0.122347266593937,3.62468846300449,9.72772417756159,0.00193717852527432,0.0102799972536843,FALSE
"SH2D3A",-0.131631111813648,4.67990440168358,9.72319220941389,0.00194185068923076,0.010301147114512,FALSE
"PIWIL4",0.143219826577701,1.62019896212881,9.7194197620702,0.00194580435746423,0.0103184718878326,FALSE
"ARNILA",-0.162028035430298,0.522089956863725,9.716460402681,0.00194909222281128,0.010332254956401,FALSE
"ECI2",-0.0855956839867328,4.74370657444426,9.71198811753116,0.00195345848491783,0.010351742914425,FALSE
"ASTN2",-0.142813113489695,0.904884092857876,9.70878438270836,0.00195694494630206,0.0103642146431089,FALSE
"PARVB",0.175923813711092,5.2576644473785,9.70807120499414,0.00195753301852047,0.0103642146431089,FALSE
"RPGRIP1L",-0.169826047462392,0.623156772743393,9.70795980645332,0.00195788456862889,0.0103642146431089,FALSE
"WNT7A",-0.226394022397944,1.83387624113362,9.70577903371386,0.0019599617730487,0.0103715508004503,FALSE
"TAF1C",-0.109275207584212,6.21131867842244,9.70234751849197,0.00196350277126818,0.0103866250262924,FALSE
"KLC2",-0.125467959549084,4.52955628336564,9.70140776472698,0.00196448512066795,0.0103881585408039,FALSE
"TLE2",-0.184726286588991,3.72594867052614,9.69808379437979,0.00196796474277754,0.010402891850299,FALSE
"CSF3R",0.234764391310319,12.2939552311203,9.69215697173329,0.00197417742768516,0.0104320569813782,FALSE
"VIM",0.141527429040011,10.229185069747,9.69130309020212,0.00197507455399531,0.0104331226968442,FALSE
"BEND3P1",-0.382088587676171,-0.092398827733395,9.69102099158963,0.00197611147565208,0.0104349258562945,FALSE
"BACH1",0.273227342350504,6.6315852194376,9.68602021402728,0.00198063422926216,0.0104515614503638,FALSE
"ST3GAL6",0.196192026766756,3.50261354563502,9.68600486303552,0.00198065519286656,0.0104515614503638,FALSE
"LRRC14",-0.105962066358021,5.25488264522667,9.6831166056614,0.00198369682576795,0.0104607674916581,FALSE
"SLC17A9",-0.157496899348266,4.74139294606404,9.68302433083416,0.00198379439499848,0.0104607674916581,FALSE
"L2HGDH",-0.172833035419202,0.55963019804882,9.68219723555169,0.00198492948542875,0.0104630752425868,FALSE
"XRCC4",0.293669481828923,1.33128970229129,9.677992873966,0.00198919542640667,0.0104818790962251,FALSE
"LINC00173",0.272428639804767,3.1293453272136,9.6721560430762,0.00199531013170722,0.0105104082148426,FALSE
"MPHOSPH9",-0.162792579793321,4.04161750652706,9.66986316815796,0.0019977381879687,0.0105195044913677,FALSE
"IGF2BP2",0.38960803320213,4.27344685378806,9.66699508716083,0.00200078925256073,0.010531873812953,FALSE
"TRBV14",-0.267935994367325,1.75885100534141,9.66345776840893,0.00200460409990906,0.0105482534924012,FALSE
"RNASE2CP",0.285266270800565,0.0716348698945256,9.65938187639559,0.00200948376489594,0.0105666545910677,FALSE
"KIAA0586",-0.0958033721727224,3.97332258704201,9.65882421780833,0.00200950976858526,0.0105666545910677,FALSE
"CHMP4BP1",0.12757001243791,2.70813537991941,9.65510331929988,0.00201350542450997,0.0105830678898285,FALSE
"MBNL3",0.269739249173913,6.35439901827886,9.65459011654115,0.00201404204942411,0.0105830678898285,FALSE
"CD22",-0.239227427530492,7.00845831009489,9.65172498698787,0.00201711584645022,0.0105955083783075,FALSE
"TMEM40",0.316403727843494,3.00513266963663,9.64743057546822,0.0020217425176818,0.0106160942423039,FALSE
"PTP4A2P2",0.164386489279035,0.868932455058705,9.64672386584619,0.00202265809119783,0.0106171856837473,FALSE
"LTO1",-0.0734028785802879,4.63486898115258,9.64552218088566,0.00202378708178043,0.0106193962227597,FALSE
"FTLP5",0.295427325736233,0.0135965304217421,9.64529281797136,0.00202466999180953,0.0106203144115827,FALSE
"TULP4",-0.11310653146796,3.67684347027077,9.64334407995741,0.0020261378604305,0.0106242992597617,FALSE
"OBSCN",-0.189038766092576,5.32136104641366,9.6393111715885,0.00203048916795323,0.0106421280831943,FALSE
"RGS6",0.293121245336522,2.03929860945926,9.63890739462045,0.00203095671924978,0.0106421280831943,FALSE
"GCN1",-0.0931433238571536,6.72071422106617,9.62325470289538,0.00204792053386542,0.0107272708970143,FALSE
"CHAD",-0.230282932816276,1.14460632766039,9.62092195907881,0.00205057856846988,0.010737444915946,FALSE
"STXBP4",-0.201492478107676,1.92401966132803,9.61741901099988,0.00205433018955274,0.0107533361841138,FALSE
"PSMB6",0.155023406627353,5.72905253062506,9.60848079623263,0.00206409421165435,0.010794691627897,FALSE
"MMS19",-0.0741706182978329,6.43301424311787,9.60801236995096,0.00206460911083866,0.010794691627897,FALSE
"MUC20",-0.290058201972369,2.64590358751931,9.60762523948759,0.0020650497979292,0.010794691627897,FALSE
"UGP2",0.084774816048025,6.1344356062392,9.60755776209761,0.00206510898360649,0.010794691627897,FALSE
"FNTB",0.128872702433371,3.18315515425686,9.60502923617828,0.00206790068543093,0.0108055193600957,FALSE
"CDCP1",0.328810710118686,0.280086115780074,9.60059605900035,0.00207320102260442,0.0108294435031725,FALSE
"METTL22",0.0892544792960266,4.08850418635208,9.59796088987597,0.00207569119065407,0.01083867707699,FALSE
"NOTCH4",0.154651783601112,2.38436074281198,9.59481331723422,0.0020791918997384,0.0108531791509657,FALSE
"HMOX1",0.182463060335829,6.82979250943961,9.59066130978992,0.00208377512204443,0.0108733197846645,FALSE
"XBP1",0.113734338647151,7.54271493151927,9.58171713274724,0.00209372554535888,0.0109214431959228,FALSE
"NEURL4",-0.0860997949190113,5.09169571320108,9.58012932520599,0.00209549715094938,0.0109268850394656,FALSE
"TMEM9B",0.0938936625240654,5.72616047673506,9.57711719595822,0.00209886186468042,0.0109406274127643,FALSE
"MKS1",-0.0977336771393972,3.19660142533094,9.56706292430157,0.00211014214771315,0.0109956069815883,FALSE
"ENSA",0.0989493011965758,6.45492906962906,9.56440703754907,0.00211312077146692,0.0110073047963704,FALSE
"IGHM",-0.309542693109494,10.4169118150247,9.5637356486205,0.00211387669146486,0.0110074203836709,FALSE
"NCF4",0.231431997932387,8.92020032037605,9.56093648670083,0.00211703132370414,0.0110200221784211,FALSE
"DCAF8-DT",-0.20913375804712,-0.0975852842794883,9.56015788586945,0.00211866968632238,0.0110218849214015,FALSE
"MARVELD1",0.16639007193375,4.20505841328785,9.55931795083591,0.00211885855974683,0.0110218849214015,FALSE
"CR1L",0.390664674797625,0.182308726814514,9.55885853647009,0.00211989119744405,0.0110234342267091,FALSE
"DBNL",0.103232072704647,8.69018368997587,9.54000735968194,0.00214077072687016,0.0111281505351719,FALSE
"EEF2K",-0.126112484592934,4.3373750461892,9.53468885248579,0.00214684721346074,0.0111555009827498,FALSE
"MAP3K11",0.1599967247535,8.42565891050157,9.53410068553831,0.002147519453285,0.0111555009827498,FALSE
"LUCAT1",0.234282164706026,6.04634338070801,9.53140160569907,0.00215061055186257,0.0111659821431257,FALSE
"H2AZ1",0.15329543355758,6.39064946091028,9.53103934525388,0.0021510257561414,0.0111659821431257,FALSE
"FOXO1",-0.13044300241901,5.23095114984813,9.52645822638964,0.00215628368137131,0.0111889807977685,FALSE
