"gene","logFC","logCPM","F","PValue","FDR","sig"
"SEPTIN4",1.6253638380819,2.70823550085335,148.996251448942,1.25585483373883e-29,1.88403342157499e-25,TRUE
"ANKRD22",1.82042957098079,3.26578190752474,137.949640897109,8.11878242907906e-28,6.08989870005221e-24,TRUE
"C1QC",1.72117778661297,1.85764547263678,118.761958904195,1.3934684914426e-24,6.96827143620731e-21,TRUE
"BATF2",1.55805766544991,4.9688497503011,116.931454175145,2.86533938140224e-24,1.07464553499491e-20,TRUE
"LAP3",0.948316347916503,6.40352212557048,113.856410894994,9.72891640083548e-24,2.91906407690668e-20,FALSE
"SERPING1",1.65795443280729,6.60547647075384,110.498616787401,3.72695910338197e-23,9.31864007815606e-20,TRUE
"C1QB",1.55421571398592,3.64935498112069,109.718936566519,5.09877171973018e-23,1.09273961913417e-19,TRUE
"APOL4",1.50908025912955,1.17949930483586,108.867913612466,7.22784689279748e-23,1.35540198857185e-19,TRUE
"C2",1.17682887755893,2.01738242604982,106.736450418145,1.69869258421767e-22,2.8315317942704e-19,TRUE
"CD274",1.20371721048075,4.53875520944251,102.852673506805,8.19956968422017e-22,1.23009944402671e-18,TRUE
"FAM20A",1.2318910194294,1.51796322113863,101.371756978736,1.50489558663484e-21,2.05240396279053e-18,TRUE
"GBP6",1.39080524033317,0.302533688619541,100.245417741796,2.42874715842151e-21,3.03633873921996e-18,TRUE
"LINC02555",1.22086547572149,1.82846741190334,98.0793933431003,5.79349123063043e-21,6.68568888014752e-18,TRUE
"KLHDC7B-DT",0.922511631712559,0.817855850316187,97.8929964807902,6.28906957332391e-21,6.7391872670718e-18,FALSE
"C1QA",1.2727896710204,4.16895872704864,97.6946727313763,6.77429745614057e-21,6.77520069580139e-18,TRUE
"FCGR1A",1.32629993308844,4.89738874462485,96.8845702672635,9.45641794765155e-21,8.86657387816679e-18,TRUE
"GBP1P1",1.09480795313395,2.34529056503649,95.7666651254649,1.50112153117064e-20,1.32469560062482e-17,TRUE
"GBP5",0.997494537781206,8.49761475415089,94.0619850496244,3.03654560475027e-20,2.40170336294752e-17,FALSE
"ATF3",1.13604409293096,2.1907226520134,94.0603110583482,3.04175202613005e-20,2.40170336294752e-17,TRUE
"LHFPL2",0.712478462748209,4.08728708645275,93.7063022899654,3.5192329823822e-20,2.63977666008489e-17,FALSE
"FCGR1CP",1.41420012183366,2.10797556947924,92.9632898197982,4.79674798003357e-20,3.42670539030779e-17,TRUE
"APOL1",0.74162138008796,6.27359551187875,92.197922906553,6.58513238062127e-20,4.49046163518547e-17,FALSE
"TIMM10",0.728959248290739,3.81423389681229,90.8985967614525,1.13159057925502e-19,7.38092255216685e-17,FALSE
"APOL6",0.67068205427486,7.1090673786113,89.9861533081387,1.65618736728019e-19,1.03525512016406e-16,FALSE
"LINC02471",1.15827118184622,0.0543551857993427,89.8479933008965,1.79520351240621e-19,1.07726572372472e-16,TRUE
"VAMP5",0.806091200715977,5.30584217008256,89.5352087060788,1.99984821780523e-19,1.15391242167362e-16,FALSE
"GBP1",0.977727765033741,7.18550738307215,87.9786543615613,3.83910165878285e-19,2.13311863278001e-16,FALSE
"EGR1",1.75477287300958,3.19546426824141,84.3452109611904,1.77441661854396e-18,9.50707075407019e-16,TRUE
"PDCD1LG2",1.22635882485642,1.16507502995746,82.7382962496908,3.51651874446659e-18,1.81913152429268e-15,TRUE
"DUSP3",0.441178084122806,5.7058274246454,81.4634061964514,6.02118856045395e-18,3.01099569279767e-15,FALSE
"ASPHD2",0.407101892754226,3.77560947306488,80.6856124695722,8.38517785845895e-18,3.98971832616794e-15,FALSE
"IL27",0.875535713964685,1.21369871488607,80.6574172853757,8.51026439390575e-18,3.98971832616794e-15,FALSE
"CFAP58-DT",0.935257800513322,1.07950966179586,79.1469841076543,1.62232973432774e-17,7.37520929526811e-15,FALSE
"FBXO6",0.633436712082511,5.1236484401193,78.321003352479,2.30203304945505e-17,1.01573822964484e-14,FALSE
"SOCS1",0.669175894769828,3.7520685439535,78.0130602950384,2.62680571846188e-17,1.12592398252472e-14,FALSE
"SMCO4",0.515856521770543,4.27321261239282,77.1523501273848,3.79936687656169e-17,1.58328060783829e-14,FALSE
"AIM2",0.885209434301479,3.73126628225007,76.6403649866334,4.7341418525828e-17,1.91950259655263e-14,FALSE
"CARD17P",1.19810246985616,1.1092282483958,76.3087698798431,5.47794711838037e-17,2.16263585973532e-14,TRUE
"FCGR1BP",0.992894309537199,3.96162442633743,76.2396767496406,5.62389203246224e-17,2.16332380182047e-14,FALSE
"EFCAB2",0.702099598140352,2.22183795477622,74.616823409056,1.1321686857398e-16,4.24619865586712e-14,FALSE
"CALHM6",0.925095908160151,2.93932947653025,74.3841925368024,1.25137530152826e-16,4.57881274964073e-14,FALSE
"SCARB2",0.391501810139382,5.20743849089191,74.2049234257755,1.35178562945319e-16,4.82844952691828e-14,FALSE
"FLVCR2",0.549712110588289,3.57847300582494,73.642198000159,1.72417800569561e-16,6.01537638173151e-14,FALSE
"UBE2L6",0.67070760154816,8.27715823452054,73.2965813821207,2.0020834436663e-16,6.82619450497315e-14,FALSE
"PSTPIP2",0.602001934005461,5.78091748337766,72.8863459799084,2.39127429756669e-16,7.97197711379898e-14,FALSE
"RTP4",0.791192442081994,4.01413663936401,72.1328972905341,3.31522401067413e-16,1.0811954480029e-13,FALSE
"ETV7",1.27643637183308,3.90151238102152,71.3316998590071,4.69509241920388e-16,1.49863354197652e-13,TRUE
"ODF3B",0.747794574792816,6.52765098235851,71.1838435035974,5.00642469248969e-16,1.56471631743188e-13,FALSE
"NPC2",0.472894479777287,7.58079717455525,70.3208506703297,7.28861228412407e-16,2.23150533645774e-13,FALSE
"SMTNL1",1.2115919964229,2.20084685232414,70.0292709886788,8.2812633228868e-16,2.48471024739896e-13,TRUE
"PARP14",0.659521597485969,8.32301530834853,69.6222163126784,9.88375182165648e-16,2.90737342800962e-13,FALSE
"VAMP3",0.31330937532206,6.59573436206113,69.311532283023,1.13190740048709e-15,3.26555285040526e-13,FALSE
"GBP2",0.561553535007483,8.86282601582895,68.925977279976,1.33951376574346e-15,3.7915821723931e-13,FALSE
"EXOC3L1",1.10792958204368,2.4585709625206,68.7535767337386,1.4449476808869e-15,4.01427872382689e-13,TRUE
"DHRS9",0.702810162963151,5.33396283842604,68.6199830968131,1.53121602104033e-15,4.17660049957219e-13,FALSE
"GRAMD1B",0.490833886406935,4.61498234519579,68.5526488360712,1.57698073620329e-15,4.22461875080746e-13,FALSE
"CASP1",0.473774526095694,7.60496827911774,68.4179739240432,1.67265272153293e-15,4.40230458393633e-13,FALSE
"TMEM150B",0.548437920351805,3.65331312215918,67.75509788905,2.23596315583491e-15,5.78343435583367e-13,FALSE
"SAT1",0.551067087447982,8.82182862445118,66.7895549936995,3.41457850919856e-15,8.68228928728758e-13,FALSE
"CCRL2",0.484255140754735,2.77916644849919,65.73432262853,5.43088314117467e-15,1.35790181473171e-12,FALSE
"SLC49A3",0.491971331237462,3.9781939914075,65.4893056295806,6.0482163729942e-15,1.47057691598795e-12,FALSE
"GRIN3A",0.500646781294522,1.03765865760564,65.4833535972749,6.07757424285114e-15,1.47057691598795e-12,FALSE
"TCN2",0.771969007282672,3.80430430813091,65.3178961877812,6.52261822800671e-15,1.55321140724693e-12,FALSE
"IFI35",0.748623221467654,6.81489445616964,65.2057000576251,6.85274087209949e-15,1.60632529005057e-12,FALSE
"NRIR",1.15538090710292,2.31330821948558,64.8120350617055,8.15495693453761e-15,1.88216406049128e-12,TRUE
"DYNLT1",0.499621064448155,5.75971954983684,64.1790673928521,1.07778342912819e-14,2.4498343945123e-12,FALSE
"MSR1",0.942740927346176,1.99627485919714,64.0549345529447,1.13922435884075e-14,2.55084236288492e-12,FALSE
"POLB",0.442270671277886,4.63126621986494,63.451871317198,1.48632535715066e-14,3.27909603058444e-12,FALSE
"IFI6",1.14058859865937,8.2686052511246,63.218434668679,1.6480352011566e-14,3.58316291126831e-12,TRUE
"BST2",0.574687362945459,7.40302276951758,61.9909958058431,2.83929440598144e-14,6.0850135255048e-12,FALSE
"GBP4",0.599775496306392,6.72247882634421,61.7828371511463,3.11415248123636e-14,6.58007260894477e-12,FALSE
"SMARCD3",0.455292372247567,5.7601531040067,61.2246352961974,3.99066916274888e-14,8.31500260827203e-12,FALSE
"TIFA",0.552011976526162,4.2950091226344,61.1229982941023,4.17518765667436e-14,8.58029660622312e-12,FALSE
"LYRM1",0.326212773812553,4.4781869753954,61.0683472687742,4.27788102860853e-14,8.67253664745745e-12,FALSE
"ZFAT",0.444921319954566,4.23388080675083,60.6744160089211,5.09742055079682e-14,1.01962004137405e-11,FALSE
"CLCN5",0.282662778186222,2.81587087302614,60.4381474404474,5.66380263557668e-14,1.11800483077528e-11,FALSE
"SDC3",0.819801177419469,2.75174003695635,60.1505337061726,6.43828183415006e-14,1.25437797501194e-11,FALSE
"TNFSF13B",0.685000696209786,6.30553007927666,59.9792962097615,6.94753621611517e-14,1.33624279889948e-11,FALSE
"CYBB",0.39133262843854,8.42841755501575,59.1818578311534,9.91691657911239e-14,1.88320990531448e-11,FALSE
"WARS1",0.594216667494408,8.68703096777453,57.836684472399,1.8101783844569e-13,3.3945370154528e-11,FALSE
"SCO2",0.688821426308873,3.11813812679018,57.7064028067388,1.91924132384485e-13,3.55462448645931e-11,FALSE
"TRPV4",0.680397403079387,0.370270415496835,57.3584604222078,2.25461806675121e-13,4.12485124846361e-11,FALSE
"MARCO",0.865136735576793,3.4895360172663,57.2631301152162,2.34120624194969e-13,4.23067493114629e-11,FALSE
"PSME2",0.421996197018533,6.61862843597624,57.236762261198,2.36886211316017e-13,4.23067493114629e-11,FALSE
"STAT1",0.573507556335731,8.57961231623127,56.9712237990582,2.66869049390571e-13,4.71008173994982e-11,FALSE
"TNFSF10",0.634136132103364,7.65714806224526,56.436487051137,3.39333052645302e-13,5.91938890207538e-11,FALSE
"S100A8",1.04063933676561,8.75960299628374,56.3635194219943,3.50648816893037e-13,6.04647534601073e-11,TRUE
"TNFAIP6",1.0127076423818,4.35054996106682,56.3055614954612,3.59910793345654e-13,6.13566104746761e-11,TRUE
"RUFY4",0.738779089459967,1.62804378148154,55.93906821602,4.24739968195338e-13,7.1594932616477e-11,FALSE
"CASP5",0.926873209804777,3.47631911723098,55.8916485151447,4.3360881155096e-13,7.22777710098612e-11,FALSE
"SORT1",0.488443054280227,5.79188548397773,55.660663524018,4.81086929873702e-13,7.93106167248931e-11,FALSE
"KYNU",0.429380101063282,4.10709135158512,55.5750455576173,5.00007247310683e-13,8.15337904799442e-11,FALSE
"EPSTI1",0.826541054015203,6.65152303394028,55.1396924610336,6.08383587391806e-13,9.80608945983919e-11,FALSE
"MSRB2",0.512499771274941,4.4904159571167,55.1156310284373,6.15023986971749e-13,9.80608945983919e-11,FALSE
"TAP1",0.430597282376464,8.9341603505014,55.0786255283124,6.25369117913312e-13,9.80608945983919e-11,FALSE
"SAMD9L",0.62958664876095,7.11089982533788,55.0710613125871,6.27506057955314e-13,9.80608945983919e-11,FALSE
"SECTM1",0.64867942156103,9.1699804225402,55.0078444073184,6.45654204077898e-13,9.98567460781096e-11,FALSE
"LACTB",0.333519918672636,4.59561349663483,54.8080183101406,7.06567136985667e-13,1.08162450908765e-10,FALSE
"SQOR",0.433332995866484,6.38484034035563,54.7445451220092,7.27095767451747e-13,1.1018071417486e-10,FALSE
"MT2P1",0.898973398934094,1.37328088791444,54.4429729036916,8.34091588366407e-13,1.25130420086728e-10,FALSE
"C3AR1",0.538690663747385,5.58930997947916,54.2419402715462,9.12353060672738e-13,1.35516045705073e-10,FALSE
"CARD16",0.728704430932801,4.14515455904083,54.0459902037633,9.9685116481339e-13,1.46615305632652e-10,FALSE
"IFITM3",1.01497903220275,9.7790385884064,53.9550650600719,1.03866981388637e-12,1.49932290845032e-10,TRUE
"APOL2",0.487167381611404,7.52957979838936,53.9535280516928,1.03939196426365e-12,1.49932290845032e-10,FALSE
"IFITM1",0.590365483505311,8.72628287126661,53.8976571405456,1.06598614911139e-12,1.5230404008542e-10,FALSE
"GAS6",0.43824608846507,3.74234389715359,53.7055422522942,1.16280471078229e-12,1.6421388000881e-10,FALSE
"NRN1",0.978499732919844,0.961195785102654,53.6941174150909,1.17123617923895e-12,1.6421388000881e-10,FALSE
"FRMD3",0.653173620477839,2.32785757122569,53.5327865596992,1.25764808140738e-12,1.74696634419199e-10,FALSE
"PLSCR1",0.727536551090618,6.11718830917621,53.2973430367352,1.39873949297182e-12,1.92512751133608e-10,FALSE
"TYMP",0.60609785419201,9.36990966631263,52.9649748601403,1.62604601710179e-12,2.21763112259646e-10,FALSE
"HBG2",2.30710068764624,7.74345087010628,52.5825732418563,1.93391767214745e-12,2.61375071329334e-10,TRUE
"TRIM69",0.323052240684277,6.27439239195862,52.42322222745,2.07892561449457e-12,2.78464661327211e-10,FALSE
"IRF7",0.660625231685672,8.02559024915928,52.3099104987409,2.18864239200375e-12,2.90566488184427e-10,FALSE
"MT2A",0.826713217149934,6.14685839576621,52.1439783440598,2.3599043840401e-12,3.10555136573417e-10,FALSE
"IFITM3P4",0.972755526459647,3.1236478585762,51.9865562208221,2.53509226691198e-12,3.30708297288813e-10,FALSE
"ERP44",0.226193779759685,6.48565965520771,51.8597954280664,2.68510694973684e-12,3.47258400516828e-10,FALSE
"TRIM22",0.540460849939396,8.43775371597383,51.4688019306443,3.20748513912746e-12,4.11270872283677e-10,FALSE
"GK",0.627570612274142,4.72639466258458,51.3973298753986,3.31349645113912e-12,4.2126333694906e-10,FALSE
"DRAM1",0.372948058595252,4.17553142405277,51.3233210602998,3.42699571187739e-12,4.32031845962896e-10,FALSE
"STAT2",0.485101089603532,8.04426058313438,51.0569557322842,3.8686935200599e-12,4.83651168232822e-10,FALSE
"LILRB4",0.469527227783489,5.58520184248657,50.6657090967486,4.62347254750184e-12,5.73234174856385e-10,FALSE
"BISPR",0.394256601946209,4.24796666768115,50.4801584035508,5.03160485842719e-12,6.18722426935448e-10,FALSE
"VCAN",0.467927737068521,7.77789862318627,50.356883191096,5.32252625589025e-12,6.49175112933867e-10,FALSE
"SCARF1",0.653099363571395,5.90807603154116,50.0716167516731,6.06238881990045e-12,7.33451266743117e-10,FALSE
"TAP2",0.354688000169529,6.69918554147911,49.5189912598761,7.80295811736326e-12,9.36479821413469e-10,FALSE
"SIGLEC1",1.28279896242914,5.39251024198906,49.3520605067205,8.4217127244724e-12,1.00271852613123e-09,TRUE
"GADD45B",0.351430309325649,6.39237253076873,49.2417288830354,8.85750719984591e-12,1.0463017560007e-09,FALSE
"STAC3",0.448275930068613,3.97816000389327,49.2182478340878,8.95328971429522e-12,1.04935353354576e-09,FALSE
"FCER1G",0.56563436364442,8.98992235015563,49.1742372795805,9.13519885754193e-12,1.06237405628561e-09,FALSE
"CD36",0.444573426458886,6.49380387140757,49.0562665426094,9.64177971582782e-12,1.11266137920653e-09,FALSE
"IFI27",2.17410604088265,6.53015891187742,48.8947165803829,1.03816425326e-11,1.18889619293179e-09,TRUE
"FFAR3",1.00167378853016,0.921100053187898,48.7730575581105,1.09972715805843e-11,1.2498565776661e-09,TRUE
"PSME2P1",0.450386668814623,4.06954515841693,48.4324116042406,1.28300171989459e-11,1.44718735352321e-09,FALSE
"PARP9",0.53954772036505,7.523658808276,48.1847459096307,1.43723513258018e-11,1.60905981037074e-09,FALSE
"HEBP1",0.300814667790026,4.74483928748212,48.0031037307397,1.56210392096742e-11,1.73298032193719e-09,FALSE
"GYG1",0.366044048904652,5.9927700302553,47.990684412929,1.57102602175349e-11,1.73298032193719e-09,FALSE
"SIGLEC16",0.490649957094131,2.72934059478639,47.9424001661482,1.60642604082166e-11,1.75909514338734e-09,FALSE
"MS4A6A",0.400846777533378,6.97434679369407,47.8543605482887,1.672434071055e-11,1.81810550246138e-09,FALSE
"VPS9D1",0.448324444873356,6.29841327403269,47.7942195906429,1.71923992778179e-11,1.85554225874693e-09,FALSE
"TRAFD1",0.431153170096996,7.18575685842902,47.5510593973802,1.92230351069559e-11,2.05988551910395e-09,FALSE
"LINC02033",0.376044710162785,0.643839792474379,47.4854664662056,1.98551346578833e-11,2.09469265568703e-09,FALSE
"MR1",0.203813961042873,5.86323220849845,47.4730396352552,1.99244007111779e-11,2.09469265568703e-09,FALSE
"ATG3",0.33632178278847,6.07779459336377,47.4684182450829,1.9966741085405e-11,2.09469265568703e-09,FALSE
"S100A9",0.656768145920964,12.0149313462219,47.3457269717786,2.11245572348463e-11,2.20076810859142e-09,FALSE
"FAM225A",0.921165211786199,0.171108790067518,47.1246059295305,2.35101398952291e-11,2.43240771522915e-09,FALSE
"NMI",0.427801642881349,5.96879764221707,47.0279001105429,2.44477318767321e-11,2.51208817544339e-09,FALSE
"LAPTM4A",0.244595889129991,6.65369803226341,46.9991188118682,2.47734714581832e-11,2.52824230486847e-09,FALSE
"CD177",1.62625984836186,4.04323581484889,46.8195301407599,2.6907935527097e-11,2.72751924849668e-09,TRUE
"CD86",0.301996240436633,5.62202404638015,46.4035837751757,3.25854889295985e-11,3.27899709362389e-09,FALSE
"MS4A4A",0.672441208145713,2.40300064572926,46.3906975254556,3.27855995229692e-11,3.27899709362389e-09,FALSE
"ITGA7",0.574291716591711,0.999158541633651,46.2707357906617,3.46871118327998e-11,3.44619901798452e-09,FALSE
"CD300E",0.419572893605804,7.05107599177282,46.1601767934331,3.64525830773014e-11,3.58869972711733e-09,FALSE
"PSMB8",0.319398268234282,8.21699515572507,46.1514281505713,3.6599857235632e-11,3.58869972711733e-09,FALSE
"IFIT3",0.98323282198067,8.14969346285034,45.9268496559476,4.05923058218484e-11,3.95432319441149e-09,FALSE
"ADAP2",0.367322634135497,4.44594096675714,45.8943100952653,4.12062245109624e-11,3.98823083944166e-09,FALSE
"UPP1",0.33787710293215,6.76749607374673,45.8064327154031,4.29105161557431e-11,4.12656130364397e-09,FALSE
"PSMB9",0.431271424568588,8.34178699929696,45.7374559749122,4.42979188066465e-11,4.23284954100198e-09,FALSE
"LRMDA",0.406952739792454,2.29095301847783,45.7170820337808,4.47250415898409e-11,4.24661439196704e-09,FALSE
"CREG1",0.454825951061113,6.11767912503748,45.3602847595817,5.27221562772988e-11,4.97445149982413e-09,FALSE
"PSME2P3",0.474750107925806,1.77304745875036,45.3075492579417,5.40432520967642e-11,5.06723042472285e-09,FALSE
"SAMD4A",0.569223594815719,2.59540080756955,45.0937226149923,5.9639229315555e-11,5.55719079622333e-09,FALSE
"DECR1",0.217773878471768,6.45221515023127,45.0166849388922,6.17925463267963e-11,5.72229493823826e-09,FALSE
"DDX60L",0.600312367863662,6.85947803006091,44.9913714551581,6.25198000134339e-11,5.7541229435677e-09,FALSE
"CYREN",0.34632029033742,5.75542015966798,44.9534608684677,6.36251210701617e-11,5.82014674569857e-09,FALSE
"TRIM38",0.23889993660728,7.15505380445959,44.8972286719047,6.5300872207856e-11,5.93723445371064e-09,FALSE
"GSTO1",0.422542329332352,6.13787299706975,44.6575017335097,7.2957594022655e-11,6.59343268390283e-09,FALSE
"CXCL10",1.13681516597905,1.02768232567594,44.6093095096114,7.4710296076245e-11,6.71140036967561e-09,TRUE
"ISG15",1.24896407525957,7.73323231203702,44.4571401500225,8.00456284052289e-11,7.1478840317574e-09,TRUE
"DTX3L",0.409222586753247,7.15271974149117,44.4125552984902,8.17148101664743e-11,7.25376084093165e-09,FALSE
"KCNMB1",0.338440656679705,2.71559030438909,44.3256768810292,8.50781056460364e-11,7.50789259354022e-09,FALSE
"PSME2P2",0.420839622864041,3.82944789044255,44.1540447890697,9.21084636634399e-11,8.08076708701126e-09,FALSE
"PML",0.506876598117848,7.4361173198571,43.9128044392657,1.03000373830966e-10,8.98378841983812e-09,FALSE
"CD63",0.371231383059625,7.91242537338674,43.7516505928606,1.10990731363125e-10,9.62475694745433e-09,FALSE
"ACOT9",0.28239409284239,5.63196081862232,43.4155934365061,1.29716314901255e-10,1.11839319318887e-08,FALSE
"KPNB1-DT",0.490057634034078,0.542112341063588,43.0711491165012,1.52555313688435e-10,1.30779132340223e-08,FALSE
"RHBDF2",0.330670296705006,7.38537664761267,42.9609327967728,1.60210820385307e-10,1.3656151860343e-08,FALSE
"MYOF",0.525591725952375,4.27177843309246,42.9284523274696,1.62648244036026e-10,1.37855873278444e-08,FALSE
"MLKL",0.301721946525429,6.51917168319008,42.7600408052288,1.75890726751795e-10,1.48242285546653e-08,FALSE
"SPTLC2",0.285403579136964,6.58253413981375,42.7367431328069,1.77806267173684e-10,1.49019531851374e-08,FALSE
"TRIM21",0.387386801028525,7.1561122568139,42.594748183902,1.89943302046856e-10,1.57835731223531e-08,FALSE
"IDH1",0.235483571114948,4.98028451057681,42.5892522489697,1.90429725046388e-10,1.57835731223531e-08,FALSE
"RNF175",0.376369363063831,3.47474335593051,42.5767077855406,1.91551600846847e-10,1.57893248126615e-08,FALSE
"BLVRA",0.415557572554235,5.30372415555454,42.5148359140803,1.97136847114399e-10,1.6160912461258e-08,FALSE
"IRF1",0.371959001279453,9.17628229210891,42.4646144735248,2.01797033772857e-10,1.64530385905457e-08,FALSE
"GPR84",0.698450027691368,1.92248328763896,42.3536357579275,2.12555465620913e-10,1.72365248391618e-08,FALSE
"ALOX15P1",-0.321196256694924,1.58394494894141,42.3396415818208,2.13977287097555e-10,1.7258533661492e-08,FALSE
"RGL1",0.459274894109221,1.92000176763037,42.3210918215896,2.15795615873551e-10,1.73121167344118e-08,FALSE
"IL15",0.421167192457216,2.68077902908834,42.1377318470345,2.34985135957341e-10,1.87513138810214e-08,FALSE
"GNS",0.321942536876401,7.51522144237631,41.9378791582154,2.57882727847129e-10,2.03402320608407e-08,FALSE
"AANAT",0.526682995932142,0.346291214237987,41.9308207787599,2.59482846133044e-10,2.03402320608407e-08,FALSE
"LMNB1",0.48522283568531,6.03120391859201,41.9217966846403,2.59822398138597e-10,2.03402320608407e-08,FALSE
"NLRC4",0.419678605500519,5.31207932789231,41.9176889498067,2.60320261010626e-10,2.03402320608407e-08,FALSE
"SELL",0.420212717773229,11.2083044526576,41.6988310276637,2.88275084169365e-10,2.24077865943462e-08,FALSE
"IFI16",0.390381372456824,8.23155177072733,41.6288401560161,2.97837567227691e-10,2.30317483688135e-08,FALSE
"LY6E",0.794952757541362,9.33004796394101,41.616191520778,2.99599412561993e-10,2.30491814731026e-08,FALSE
"P2RY14",0.762395257974478,4.21558709351486,41.560536816342,3.07479264058275e-10,2.35160376055395e-08,FALSE
"NT5C3A",0.449597374095751,4.35434192602883,41.5513224734365,3.0880278684784e-10,2.35160376055395e-08,FALSE
"OAS1",0.74850446491374,7.79012014660968,41.4420970964351,3.24941854274404e-10,2.46200893829525e-08,FALSE
"NGFR",0.504403092602255,0.194408186785102,41.0706441435751,3.87810558560096e-10,2.92358492438118e-08,FALSE
"C1orf162",0.328203848953807,7.53783736820249,40.949936623181,4.08870629901719e-10,3.06179010964625e-08,FALSE
"KLHDC7B",0.487660223846159,4.47345744730233,40.9428643715343,4.10225178002198e-10,3.06179010964625e-08,FALSE
"NUDT16",0.241351406056902,5.79597074343675,40.840329064622,4.30353692071412e-10,3.19612182596798e-08,FALSE
"CACNA1E",0.769846252098643,3.36154954534324,40.6058453957096,4.80228108406541e-10,3.54895669079553e-08,FALSE
"LRRK2-DT",0.467770528547236,2.53978203599546,40.5055894429596,5.03309519898846e-10,3.70129873407965e-08,FALSE
"SCIMP",0.27423477462403,6.10539121612536,40.4815175595256,5.08948866876794e-10,3.71090294268119e-08,FALSE
"RAB20",0.510093661235257,4.3429507776092,40.4789507730733,5.0956272909767e-10,3.71090294268119e-08,FALSE
"NR1H3",0.325124291920951,3.01482701755896,40.446645372539,5.17355361246142e-10,3.7494517533404e-08,FALSE
"SPATS2L",0.750568415608708,3.40692058441306,40.3557357212973,5.39820765624833e-10,3.89345727206911e-08,FALSE
"ACP2",0.285771901356469,4.75217039698505,40.1694359014843,5.88969503069678e-10,4.22761745696235e-08,FALSE
"MOV10",0.381630638644003,6.59323330893125,40.153913716278,5.93263636252381e-10,4.23816241478963e-08,FALSE
"GK4P",0.537422926520276,4.69282866777879,40.1271726251919,6.00738503915883e-10,4.27122229182279e-08,FALSE
"AXL",0.633317662020123,-0.095259399092793,40.1224967191244,6.05290227141389e-10,4.28328489979959e-08,FALSE
"CNIH4",0.288568036157992,4.82690426153104,40.0903862953702,6.11173900047905e-10,4.30461542183975e-08,FALSE
"PTGES3P1",0.226418775098524,4.63733163399362,40.0520072034592,6.22256230366653e-10,4.36219063923389e-08,FALSE
"NUCB1",0.391643434155131,8.43600654726949,39.7721576703732,7.09413709544843e-10,4.95005789329848e-08,FALSE
"CD163",0.434007634503127,5.2814874457779,39.655467896386,7.49292310273452e-10,5.2041126105196e-08,FALSE
"LYSMD2",0.309785443952898,5.29126931086829,39.5998235976761,7.69094896174178e-10,5.29972689951966e-08,FALSE
"RIPK2",0.221853918720582,4.49882244031822,39.596975076201,7.70124292824481e-10,5.29972689951966e-08,FALSE
"NUB1",0.295063167415906,6.98017468433795,39.5425668195167,7.90020615319918e-10,5.41182158494493e-08,FALSE
"CTSS",0.298740373214886,10.3802394680645,39.4847474749578,8.11733563338417e-10,5.53528496236497e-08,FALSE
"OSBPL10",-0.473324876264702,3.44467737978689,39.3332356622037,8.71554768072172e-10,5.91631883738404e-08,FALSE
"CASP4",0.362045013325889,7.8893259555442,39.2282852884387,9.15514199455226e-10,6.18673154064293e-08,FALSE
"PARP12",0.418117813489079,6.92363626517372,39.097361776568,9.7353918824697e-10,6.52545149915495e-08,FALSE
"MIR3945HG",0.716819498232903,1.29740401817344,39.0944515102286,9.75501187054197e-10,6.52545149915495e-08,FALSE
"PHF11",0.265154648736197,6.30565168881973,39.0861278013713,9.78687233242143e-10,6.52545149915495e-08,FALSE
"LIMK1",0.306932235083725,6.50193280712629,38.8075168872167,1.11550407856209e-09,7.38265294648669e-08,FALSE
"FBXL5",0.33909364812241,8.00357437248885,38.8044880070104,1.11709253356384e-09,7.38265294648669e-08,FALSE
"CLEC4D",0.744270343394146,2.80101826387829,38.6929394801893,1.17730996762459e-09,7.74649304136144e-08,FALSE
"VSIG4",0.45253587600749,2.24859968119263,38.6146801861602,1.22150593007007e-09,8.00219736371668e-08,FALSE
"PSME1",0.305849080076842,9.12416022578436,38.4572838634408,1.3151281754321e-09,8.57806647297057e-08,FALSE
"GLIPR2",0.319042987060442,8.45978729170494,38.4094391477314,1.34505631971893e-09,8.73529649715296e-08,FALSE
"AOAH",0.299924235890021,7.65134742620623,38.3462399243502,1.38564191893077e-09,8.96008623612047e-08,FALSE
"OASL",0.789989700220743,6.81189612736057,38.216699898029,1.47272232866086e-09,9.48230917363527e-08,FALSE
"LY96",0.722392841610265,3.08574623980326,38.1445371918653,1.52368986518753e-09,9.76854502459113e-08,FALSE
"CTSB",0.306845983902771,9.24843361977921,38.098101857706,1.55726696262185e-09,9.89922861327142e-08,FALSE
"SESTD1",0.354728092089283,4.0178498056712,38.0981144704994,1.5572709990215e-09,9.89922861327142e-08,FALSE
"CMTM3",0.188017186944392,7.1597718569903,38.0787263279857,1.57153596493744e-09,9.94775634851959e-08,FALSE
"CPVL",0.31778323523709,7.31689983383637,38.0510817675983,1.59212253462403e-09,1.00357236405167e-07,FALSE
"SLAMF8",0.484613216684524,1.35442352729122,37.9853239997809,1.64304284122782e-09,1.03133592904183e-07,FALSE
"GALM",0.371084614054227,4.56788725651244,37.9075754037293,1.70343481459587e-09,1.06478871202363e-07,FALSE
"ZBP1",0.523483470477983,6.32782039885894,37.8027416489208,1.78966230014186e-09,1.11404621687669e-07,FALSE
"CALCOCO2",0.213823711608872,7.10872887837583,37.6457900612693,1.92704243350747e-09,1.19460704906939e-07,FALSE
