"gene","logFC_79362","logCPM_79362","F_79362","PValue_79362","FDR_79362","sig_79362","logFC_94438","logCPM_94438","F_94438","PValue_94438","FDR_94438","sig_94438","sig_status"
"PSTPIP2",0.709002643549283,6.40492075570771,91.9210482123216,1.59678006858029e-19,1.14933452327594e-16,FALSE,0.602001934005461,5.78091748337766,72.8863459799084,2.39127429756669e-16,7.97197711379898e-14,FALSE,"Neither"
"RAP1GAP",1.93436467765624,2.02492527523994,90.1683409771049,3.19115224626944e-19,2.20123022654127e-16,TRUE,0.888996251687891,3.61992043515577,11.8357150438319,0.000637841043641491,0.00438537641462404,FALSE,"GSE79362 only"
"APOL6",0.633220177371882,7.76783294888205,89.6900761101894,3.92300149642548e-19,2.59781159093295e-16,FALSE,0.67068205427486,7.1090673786113,89.9861533081387,1.65618736728019e-19,1.03525512016406e-16,FALSE,"Neither"
"ZNF767P",-0.212976700683982,5.35943496261583,88.5305252129671,6.27196791034684e-19,3.99355495214584e-16,FALSE,-0.0611115839977842,5.26341132488831,3.41461972504382,0.0653080307319327,0.147575098213655,FALSE,"Neither"
"SERPING1",1.58495666725343,6.20708066820525,86.6384837316249,1.35198675706836e-18,8.28968176417288e-16,TRUE,1.65795443280729,6.60547647075384,110.498616787401,3.72695910338197e-23,9.31864007815606e-20,TRUE,"Both"
"STAT1",0.627284498605381,8.98995202980128,85.0989635712924,2.53219462102685e-18,1.49716006968212e-15,FALSE,0.573507556335731,8.57961231623127,56.9712237990582,2.66869049390571e-13,4.71008173994982e-11,FALSE,"Neither"
"APOL1",0.641402133404473,6.55525418501448,84.3511074410645,3.43776968626707e-18,1.89707590520505e-15,FALSE,0.74162138008796,6.27359551187875,92.197922906553,6.58513238062127e-20,4.49046163518547e-17,FALSE,"Neither"
"LACTB",0.416912230076273,4.94322325934709,83.0982104830264,5.74555582538702e-18,3.06831215126716e-15,FALSE,0.333519918672636,4.59561349663483,54.8080183101406,7.06567136985667e-13,1.08162450908765e-10,FALSE,"Neither"
"TIFA",0.588469855330625,4.81746577157406,82.524042468889,7.27381113849977e-18,3.76306073118324e-15,FALSE,0.552011976526162,4.2950091226344,61.1229982941023,4.17518765667436e-14,8.58029660622312e-12,FALSE,"Neither"
"ETV7",1.41408265730747,3.78601869748009,82.4504589357616,7.51232135737481e-18,3.76868121428303e-15,TRUE,1.27643637183308,3.90151238102152,71.3316998590071,4.69509241920388e-16,1.49863354197652e-13,TRUE,"Both"
"FLVCR2",0.609827278625771,3.70770274221176,81.1892494370423,1.26182843458942e-17,6.14399109841996e-15,FALSE,0.549712110588289,3.57847300582494,73.642198000159,1.72417800569561e-16,6.01537638173151e-14,FALSE,"Neither"
"IL15RA",0.441517931762638,3.93597648575602,81.027045374641,1.348360656865e-17,6.36559856908427e-15,FALSE,0.27898153893573,3.92161687580634,37.3252505921034,2.24149505488487e-09,1.35245102370245e-07,FALSE,"Neither"
"SEPTIN4",1.59172543368046,2.9014289686401,80.9714808652665,1.38424372387215e-17,6.36559856908427e-15,TRUE,1.6253638380819,2.70823550085335,148.996251448942,1.25585483373883e-29,1.88403342157499e-25,TRUE,"Both"
