"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"NIBAN3",-0.208630177905681,0.0203737659099567,-0.192132893676544,0.0280124513509413,FALSE,FALSE,"Not significant"
"CRTC1",-0.105431291885143,0.020383615347743,-0.0824218975726336,0.0458985575483083,FALSE,FALSE,"Not significant"
"MTOR",-0.0840723361528444,0.0204157856236821,-0.0714953146170278,0.0333044897511312,FALSE,FALSE,"Not significant"
"P2RX5",-0.19046381916668,0.020417640043475,-0.167396757472375,0.0187965723195434,FALSE,FALSE,"Not significant"
"PELI2",0.188997829811585,0.0204258731181601,0.192085989067979,0.00542146160747689,FALSE,FALSE,"Not significant"
"MRPL33",0.166288550466727,0.0204324723213612,0.0914210984531422,0.135601576339964,FALSE,FALSE,"Not significant"
"NUP107",-0.0943303941746122,0.0204427181876941,-0.102951346440357,0.00956496467796361,FALSE,FALSE,"Not significant"
"STX8",0.15922733762138,0.0205251727151395,0.105449792818342,0.0873779039807177,FALSE,FALSE,"Not significant"
"UBE2MP1",0.136328544239252,0.0205251727151395,0.142979995608058,0.0135007283938088,FALSE,FALSE,"Not significant"
"TNFRSF12A",0.178960015374862,0.0205387516517654,0.171371475242743,0.0272606258997001,FALSE,FALSE,"Not significant"
"IGKV1-13",0.39306407349301,0.0205546012271402,0.468659132072411,0.00436819369189201,FALSE,FALSE,"Not significant"
"PLIN5",0.282319682159534,0.0205874770153588,0.277167047413843,0.0142603802427119,FALSE,FALSE,"Not significant"
"TMED2",0.108263711011299,0.0206142236245668,0.0880813416095323,0.0532484021704087,FALSE,FALSE,"Not significant"
"THBS4",-0.193500200160816,0.0206142236245668,-0.207191244961993,0.0116870589345546,FALSE,FALSE,"Not significant"
"P2RY8",-0.0842977370754222,0.020727516414889,-0.0680608644548677,0.031162082402279,FALSE,FALSE,"Not significant"
"MIOS-DT",-0.217979202450474,0.0207310397720186,-0.228003502620666,0.0129050362181977,FALSE,FALSE,"Not significant"
"URB2",-0.130402092023135,0.0207708873163424,-0.106294388040516,0.0407087907973425,FALSE,FALSE,"Not significant"
"RASA4DP",-0.322240726203049,0.0207793008755457,-0.304202103458157,0.0153106220272801,FALSE,FALSE,"Not significant"
"AGMAT",-0.129947104067861,0.0207899393154788,-0.109476300302487,0.0251363046015891,FALSE,FALSE,"Not significant"
"ZBTB8OS",0.112184332116877,0.0207899393154788,0.0610026686206094,0.145675018915803,FALSE,FALSE,"Not significant"
"ZNF890P",-0.237193927318539,0.0208111187261395,-0.200034532833595,0.0463667284933213,FALSE,FALSE,"Not significant"
"ELOVL1",0.0938942474159198,0.0208111187261395,0.106593183723355,0.00516862132242863,FALSE,FALSE,"Not significant"
"TMEM120B",-0.089524008617291,0.0208209111835888,-0.0844812537035085,0.0268284482844772,FALSE,FALSE,"Not significant"
"TMSB4X",0.137946052929494,0.0209055773970439,0.074292468150723,0.15848551153553,FALSE,FALSE,"Not significant"
"NAPRT",0.198683265995296,0.0209244024650159,0.214498296402917,0.00883675885215277,FALSE,FALSE,"Not significant"
"YIPF6",0.10667542852401,0.0209457292639664,0.0919460993235471,0.0398908065171687,FALSE,FALSE,"Not significant"
"TOX4",0.0844187760412916,0.0209457292639664,0.0913388566548725,0.00340849708079958,FALSE,FALSE,"Not significant"
"SELENBP1",0.508827869439982,0.0211124680180009,0.396442062788449,0.0704038507731384,FALSE,FALSE,"Not significant"
"DDX47",-0.173268405584183,0.0211884119634317,-0.183456695377444,0.0132007471275895,FALSE,FALSE,"Not significant"
"ATP6AP1-DT",0.180789978075002,0.0213012431804997,0.148845964146095,0.0457855298022049,FALSE,FALSE,"Not significant"
"ENSAP2",0.0997820926923498,0.0213653258705171,0.0818502564343462,0.0414904570488521,FALSE,FALSE,"Not significant"
"CBX7",-0.0831784827778278,0.0214100569792322,-0.0801014960435334,0.0220168802364131,FALSE,FALSE,"Not significant"
"R3HDM4",0.224001011193654,0.021489486576108,0.254168659732614,0.0077579972080834,FALSE,FALSE,"Not significant"
"TBPL1",0.0977734777810517,0.0215212256735079,0.0550634738843201,0.163711411325464,FALSE,FALSE,"Not significant"
"ZNF622",0.0849071790326122,0.0215212256735079,0.0743798033764903,0.0424192850370069,FALSE,FALSE,"Not significant"
"HSF2",-0.132127007678417,0.0215282691054664,-0.162551498797186,0.00221724376385563,FALSE,FALSE,"Not significant"
"ZNF829",-0.159497399066435,0.0215444698250758,-0.164582850159641,0.0170755881911973,FALSE,FALSE,"Not significant"
"DOK2",0.130897055710499,0.0215496217825305,0.140687659112604,0.00944382658988525,FALSE,FALSE,"Not significant"
"SEC31B",-0.113447418319441,0.0216077392466018,-0.124114025168013,0.00830726058728747,FALSE,FALSE,"Not significant"
"STAG3L1",-0.137705194030251,0.021635072628989,-0.146950855368573,0.0131095041835532,FALSE,FALSE,"Not significant"
"SH2B1",-0.0887188906195507,0.0217085802915695,-0.0799675823533681,0.031198177806057,FALSE,FALSE,"Not significant"
"WBP2",0.167736640640477,0.0217224457625205,0.187150151836237,0.00599908425404032,FALSE,FALSE,"Not significant"
"CRY1",-0.140977915056674,0.0217260113742569,-0.160828688970367,0.00667962855226778,FALSE,FALSE,"Not significant"
"NINJ1",0.188028022767935,0.0217262862266451,0.194331007885238,0.0131960026486538,FALSE,FALSE,"Not significant"
"FBP1",0.178064898426049,0.0217262862266451,0.185139557359377,0.0147693122758438,FALSE,FALSE,"Not significant"
"MICD",-0.620229224968155,0.0217560373536229,-0.579281835123774,0.0308991010676155,FALSE,FALSE,"Not significant"
"FAM86EP",-0.184449058017774,0.0217737876728202,-0.175950191516559,0.0200788220547819,FALSE,FALSE,"Not significant"
"TALDO1",0.213393760720096,0.0218621324483315,0.214465598450176,0.0117805529062329,FALSE,FALSE,"Not significant"
"NIPSNAP3B",-0.176316774375428,0.0218621324483315,-0.184260099208027,0.0114834189901399,FALSE,FALSE,"Not significant"
"STAMBP",0.0516091230898839,0.0218621324483315,0.0474614131960019,0.0255622890795068,FALSE,FALSE,"Not significant"
"LINC02772",0.426702863856452,0.0218621324483315,0.291670858777775,0.119284434222644,FALSE,FALSE,"Not significant"
"KCNK5",-0.186351463570658,0.0218867124949029,-0.161629305313831,0.044883381093578,FALSE,FALSE,"Not significant"
"BLNK",-0.15049806995717,0.0218903319818958,-0.137989783005795,0.0263858939014349,FALSE,FALSE,"Not significant"
"PPA1",0.145022832131116,0.0218903319818958,0.0788844482361837,0.157199205209105,FALSE,FALSE,"Not significant"
"IQSEC2",0.144953320499849,0.0218903319818958,0.15222928764643,0.0133765598545183,FALSE,FALSE,"Not significant"
"LINC02021",-0.247123183654909,0.0219382609552251,-0.206889317883502,0.0481118933637144,FALSE,FALSE,"Not significant"
"ROPN1L",0.252214765192459,0.0219688428585751,0.240446254115802,0.0209073410040235,FALSE,FALSE,"Not significant"
"DNAJC5",0.104979899883668,0.0219688428585751,0.113605714875938,0.00359022785266364,FALSE,FALSE,"Not significant"
"SH3GL1P1",-0.132486737742227,0.021970935152853,-0.110542585538336,0.0438297862366462,FALSE,FALSE,"Not significant"
"GNB2",0.166986638760551,0.021983435513963,0.172450187996586,0.0113845709522822,FALSE,FALSE,"Not significant"
"SIRT7",0.0896589635753553,0.0219996517253508,0.0837789239949725,0.0291137431919314,FALSE,FALSE,"Not significant"
"COX7A2",0.246361312948322,0.022041779963965,0.160299325800465,0.0923245256718054,FALSE,FALSE,"Not significant"
"RCC1",-0.0793483288938103,0.022041779963965,-0.0689644313607888,0.0285311720677817,FALSE,FALSE,"Not significant"
"USP32",0.173231313670253,0.022041779963965,0.172921590781526,0.00789392295505909,FALSE,FALSE,"Not significant"
"ZSCAN30",-0.122960166991744,0.0220507997638642,-0.128952923526254,0.0143628968013505,FALSE,FALSE,"Not significant"
"DYNLL1",0.164277671981013,0.0220600620462773,0.137477348055348,0.0233467058449961,FALSE,FALSE,"Not significant"
"ZBTB12",-0.145137790469585,0.0220644840806489,-0.129024193944679,0.0366160086905928,FALSE,FALSE,"Not significant"
"RPL26L1",0.261427917421457,0.0220675723748671,0.114446791377478,0.297162871335304,FALSE,FALSE,"Not significant"
"BCOR",-0.156984271486507,0.0221399635817921,-0.140547289525968,0.0165249953366413,FALSE,FALSE,"Not significant"
"SH3YL1",-0.161355079139871,0.0221751204843855,-0.186841723419746,0.00519165737015564,FALSE,FALSE,"Not significant"
"TMEM123",0.222052090620956,0.0221834741566483,0.191117318898522,0.0500314150704582,FALSE,FALSE,"Not significant"
"ADAP1",0.149049314172465,0.022193432134681,0.170745480253551,0.004982741312255,FALSE,FALSE,"Not significant"
"ST20",0.191449552355226,0.022193432134681,0.152307002892953,0.0516922473730784,FALSE,FALSE,"Not significant"
"PXYLP1",-0.141179544264772,0.0222095022988713,-0.136039615376,0.0226785146739233,FALSE,FALSE,"Not significant"
"TBC1D2",0.148107873641329,0.0222129753381432,0.166372326730462,0.00443180790123527,FALSE,FALSE,"Not significant"
"AEBP1",-0.204946095477932,0.0222129753381432,-0.172463846933863,0.0451375314543915,FALSE,FALSE,"Not significant"
"NIPA1",-0.153139601864572,0.0222253945262983,-0.168137240857189,0.0113049086973521,FALSE,FALSE,"Not significant"
"DYNLRB1",0.139014933121638,0.0222265404157213,0.146643181012356,0.0139000548204177,FALSE,FALSE,"Not significant"
"TRBV5-6",-0.18893807607216,0.0222315994218594,-0.183398266422281,0.0222584253662267,FALSE,FALSE,"Not significant"
"ZNF185",0.187266449103588,0.0222373449516708,0.237706592461659,0.00131489067561792,FALSE,FALSE,"Not significant"
"ANKRD36",-0.201025114806109,0.0222373449516708,-0.230421581917652,0.00695601647122561,FALSE,FALSE,"Not significant"
"PEBP1P2",-0.103647881924346,0.0222407478308051,-0.0891036825467686,0.0459713622433064,FALSE,FALSE,"Not significant"
"COG2",-0.0703718746703708,0.0222420397078589,-0.0586496941102007,0.0458115986228504,FALSE,FALSE,"Not significant"
"WBP1L",0.0779742814593804,0.0222420397078589,0.0844104981613603,0.00674327826143937,FALSE,FALSE,"Not significant"
"CXCR4",0.107577967949293,0.0222420397078589,0.111936269306885,0.0118620460383806,FALSE,FALSE,"Not significant"
"GLOD4",-0.0680820311595922,0.0222998219605554,-0.081484736813886,0.00360098236506335,FALSE,FALSE,"Not significant"
"FAM238C",-0.214319871433173,0.0222998219605554,-0.194610026518908,0.0322928738657875,FALSE,FALSE,"Not significant"
"YIF1B",0.134394938893942,0.022302419797161,0.150786548468673,0.00746565788750181,FALSE,FALSE,"Not significant"
"NUDT14",0.150827969419707,0.0223284713498671,0.160813336694298,0.0069138279311438,FALSE,FALSE,"Not significant"
"ZNF3",-0.0442037609957497,0.0223906213265194,-0.0385258970050964,0.0432963569477631,FALSE,FALSE,"Not significant"
"INPP5F",-0.0971393514755278,0.0224137048223745,-0.097324918757941,0.0210211025300399,FALSE,FALSE,"Not significant"
"DDX20",-0.0703488364068975,0.0224137048223745,-0.0653338871354891,0.031726902126157,FALSE,FALSE,"Not significant"
"RTN4",0.125317816527955,0.0224137048223745,0.131710922996299,0.00563321799140267,FALSE,FALSE,"Not significant"
"SPRY2",-0.231286534630104,0.0224137048223745,-0.230029449671709,0.0166588127835873,FALSE,FALSE,"Not significant"
"SF3B6",0.203365397451733,0.0224137048223745,0.100369216759862,0.240914011704469,FALSE,FALSE,"Not significant"
"DLST",-0.0411771277608791,0.0224234357604293,-0.0378478255527551,0.0302374029577579,FALSE,FALSE,"Not significant"
"MRPL23",0.204309711755238,0.0224234357604293,0.212864640622814,0.011665532021827,FALSE,FALSE,"Not significant"
"ZNF236",-0.18282107696944,0.0224479110498952,-0.170381577289224,0.028867102311581,FALSE,FALSE,"Not significant"
"RAB1B",0.13223214977162,0.0224594376567201,0.15000813832039,0.00617695763777727,FALSE,FALSE,"Not significant"
"PPP2CB",0.0915674040922504,0.02246037887091,0.0719768933056122,0.0591020127001359,FALSE,FALSE,"Not significant"
"KDM4C",-0.0820574355360657,0.0225288112798819,-0.0811233898610584,0.0187444945327837,FALSE,FALSE,"Not significant"
"COX10-DT",-0.167022111143531,0.0225288181143517,-0.187875193105413,0.00866252805954814,FALSE,FALSE,"Not significant"
"CRY2",-0.0670241974501845,0.0225742958476419,-0.0529227482170066,0.0519697463263604,FALSE,FALSE,"Not significant"
"FCGR2B",0.185458482947865,0.0225794338574045,0.177207982407085,0.0290134450169035,FALSE,FALSE,"Not significant"
"RNF19B",0.182860072583246,0.0225844192057422,0.188445031815032,0.00438887271651229,FALSE,FALSE,"Not significant"
"ZNF582-DT",-0.130030365466224,0.0226026655781511,-0.131150997746915,0.0183699919174561,FALSE,FALSE,"Not significant"
"FAM43A",-0.120810871166526,0.0226315931865674,-0.0958637917873818,0.052351231146609,FALSE,FALSE,"Not significant"
"ZNF783",-0.0793512312938079,0.02267634606671,-0.0736767977315404,0.0284591725742982,FALSE,FALSE,"Not significant"
"UTP11",0.0767155778274485,0.0227015880102331,0.0514942349294449,0.0872773692208275,FALSE,FALSE,"Not significant"
"FANCC",-0.0919741013736937,0.0227209492844015,-0.088945393988424,0.0238288904940757,FALSE,FALSE,"Not significant"
"SLC25A12",-0.0739566044782694,0.0227224246659358,-0.0721059405789918,0.0252007909500004,FALSE,FALSE,"Not significant"
"SFXN2",-0.10752691647289,0.022727600101205,-0.102744599770135,0.0256283626649572,FALSE,FALSE,"Not significant"
"MIR3936HG",-0.199240289393557,0.022727600101205,-0.173865947168961,0.0407949514520656,FALSE,FALSE,"Not significant"
"NOXRED1",0.187434558513069,0.0227401570135453,0.185875537902114,0.0161761249458458,FALSE,FALSE,"Not significant"
"KRT8P12",0.112503660033006,0.0228077172635354,0.101722231562613,0.0344931986094157,FALSE,FALSE,"Not significant"
"WDR77",-0.0578025402644498,0.0228077172635354,-0.0471456218073589,0.0540837732080202,FALSE,FALSE,"Not significant"
"CMTM5",0.316626709966843,0.022838820241678,0.328336854605511,0.0177889172805234,FALSE,FALSE,"Not significant"
"CALU",0.0792613443337876,0.0228776826835493,0.0845225785138416,0.0144070325322174,FALSE,FALSE,"Not significant"
"C3orf18",-0.114714293750777,0.0228993363778634,-0.105275717635114,0.0202183028614508,FALSE,FALSE,"Not significant"
"KCTD21",0.117059746487839,0.0229014303963491,0.128894652701889,0.00568639505414992,FALSE,FALSE,"Not significant"
"MMACHC",-0.0871164269857429,0.0229023782864346,-0.0684648636409787,0.0593048723832274,FALSE,FALSE,"Not significant"
"SLC2A3P4",0.253366738722531,0.0229366874075759,0.28131795599582,0.00433015591498128,FALSE,FALSE,"Not significant"
"BAIAP2-DT",0.132027341103728,0.0229366874075759,0.143967050493852,0.00858386080298555,FALSE,FALSE,"Not significant"
"SIRPG",-0.142205255493162,0.0229674818024563,-0.119348545062435,0.0511060160553561,FALSE,FALSE,"Not significant"
"ACTR5",-0.0736821405325973,0.0229962482574183,-0.0761639389633621,0.013428317662608,FALSE,FALSE,"Not significant"
"PALB2",-0.100012867424296,0.0229962482574183,-0.10225110703321,0.0194673676718242,FALSE,FALSE,"Not significant"
"IL9RP3",-0.329093446949116,0.0230057519647306,-0.363206284798969,0.00599840764260093,FALSE,FALSE,"Not significant"
"CD46",0.218631151203175,0.0230324183654967,0.18818011771748,0.0349640747485467,FALSE,FALSE,"Not significant"
"RIOK1",-0.0733185072399432,0.0230483381951505,-0.0778627577061408,0.0112794144415346,FALSE,FALSE,"Not significant"
"ESRP2",-0.225417205620378,0.0230520226765096,-0.149085239335647,0.0882541201248313,FALSE,FALSE,"Not significant"
"UBE2V1",-0.129635255248525,0.0230528925548397,-0.121169318139007,0.0309625203703736,FALSE,FALSE,"Not significant"
"ZEB2",0.13974940200184,0.0230667351792604,0.14478151160574,0.0139000548204177,FALSE,FALSE,"Not significant"
"BTN3A3",0.0889414069935762,0.0230916868595158,0.0757886706325464,0.0487173143417052,FALSE,FALSE,"Not significant"
"TXNIP",0.132283281509365,0.0230916868595158,0.136384549807782,0.00199055913736843,FALSE,FALSE,"Not significant"
"SMIM26",0.161111242737103,0.0231620338689163,0.103974841382159,0.0738361757785959,FALSE,FALSE,"Not significant"
"CCND2",-0.0774524819478255,0.0231857869095866,-0.0746864312032483,0.0219506240073233,FALSE,FALSE,"Not significant"
"TRAV20",-0.174296328192941,0.0231906627520177,-0.182279671546598,0.0150099541211706,FALSE,FALSE,"Not significant"
"MAPK3",0.17129959644199,0.0231919529706967,0.178000528373645,0.012723514259213,FALSE,FALSE,"Not significant"
"APMAP",0.164652550946895,0.0231925422532125,0.1490515570956,0.0172837419018339,FALSE,FALSE,"Not significant"
"IL3RA",0.231871504090463,0.0232043529844912,0.228312000518714,0.0258736157326908,FALSE,FALSE,"Not significant"
"DHX35",-0.0610675309489425,0.0232043529844912,-0.0556277789088413,0.0370982026076237,FALSE,FALSE,"Not significant"
"TRGV2",-0.24128691149581,0.0232043529844912,-0.256434352739106,0.0145606768989716,FALSE,FALSE,"Not significant"
"SOAT1",0.0977314987884371,0.0232528503986806,0.0890282679371418,0.020916695045584,FALSE,FALSE,"Not significant"
"GNPDA1",0.0810045146310363,0.0232528503986806,0.0935019557396054,0.00490809127059847,FALSE,FALSE,"Not significant"
"GDPD3",0.145151378601741,0.023256826659479,0.134136585139449,0.0342621920736047,FALSE,FALSE,"Not significant"
"IFT172",-0.103602344553964,0.0232645141112414,-0.10774329650266,0.0160443325339419,FALSE,FALSE,"Not significant"
"IGLV1-51",0.33999425900161,0.0232669218731756,0.382709779521408,0.00847295456163706,FALSE,FALSE,"Not significant"
"BCL9",-0.117903034777489,0.0232726451556725,-0.0941798805299013,0.0424218188933931,FALSE,FALSE,"Not significant"
"BMX",0.35957385134211,0.0232885627087607,0.357558852670112,0.00787020091915717,FALSE,FALSE,"Not significant"
"ZSCAN21",-0.0715193582729189,0.0233507351867826,-0.0656919693966511,0.0329820121676021,FALSE,FALSE,"Not significant"
"SGCE",-0.242417854316831,0.0233855337425006,-0.312274153718601,0.00208128367246195,FALSE,FALSE,"Not significant"
"IL12RB2",0.178305949856204,0.0234412530928646,0.165346827925682,0.0355096385312192,FALSE,FALSE,"Not significant"
"IVD",-0.0708722487133688,0.0234867036221163,-0.0633426833410222,0.0380199877793442,FALSE,FALSE,"Not significant"
"COL8A2",0.187972000372026,0.0235027339610284,0.248050945847542,0.000577909559336341,FALSE,FALSE,"Not significant"
"DPY30",0.185442716294996,0.0235029358317904,0.0788972441126365,0.273127588401599,FALSE,FALSE,"Not significant"
"RARA",0.184227935246986,0.0235063076387353,0.192892921083177,0.00655580922855276,FALSE,FALSE,"Not significant"
"APOBEC3G",0.108261869351428,0.0235129697098094,0.0988096747749018,0.0369090616594301,FALSE,FALSE,"Not significant"
"PLEKHA7",-0.173817110846337,0.0235129697098094,-0.191600715153852,0.0105782998220039,FALSE,FALSE,"Not significant"
"LINC01002",0.273693721070234,0.0235196388191687,0.309205198991718,0.0079557625857981,FALSE,FALSE,"Not significant"
"SNHG30",0.11747438251631,0.023578680079249,0.0686674415597379,0.158415693247414,FALSE,FALSE,"Not significant"
"KLHL17",-0.105095525527489,0.0236599771492812,-0.0983179316008789,0.0260300526867139,FALSE,FALSE,"Not significant"
"TULP3",-0.0883857319857304,0.0236800132827588,-0.0772861561135586,0.045102810054489,FALSE,FALSE,"Not significant"
"SLC15A4",0.145719904158553,0.0236944785851359,0.154465186299135,0.00431829955095352,FALSE,FALSE,"Not significant"
"SCAMP5",0.25989529150253,0.0237156472050123,0.245908317436615,0.01842249888772,FALSE,FALSE,"Not significant"
"B4GALT1",0.0776723600907697,0.0238590247652995,0.0937738892725027,0.0011900695034731,FALSE,FALSE,"Not significant"
"AKTIP",-0.103973728438819,0.0238590247652995,-0.12595699745144,0.0035549780346516,FALSE,FALSE,"Not significant"
"METTL16",-0.0836447047991902,0.0238756944402518,-0.0756247870438257,0.0331892467489876,FALSE,FALSE,"Not significant"
"ZHX2",-0.0909283905432442,0.0238770604461193,-0.0825556711396826,0.0142394506869316,FALSE,FALSE,"Not significant"
"ACAD8",-0.0602867043597349,0.02388282033713,-0.0629752588765706,0.0135632920350328,FALSE,FALSE,"Not significant"
"QRSL1",-0.0928132218082362,0.0238839838904227,-0.0998824134000149,0.00888503468191666,FALSE,FALSE,"Not significant"
"SF3A3P2",-0.0917872478902313,0.0238853711527899,-0.0927072182131903,0.0215622606742109,FALSE,FALSE,"Not significant"
"IL7R",-0.176710155637952,0.0239127455814324,-0.179988910333947,0.021208428495747,FALSE,FALSE,"Not significant"
"FAAH2",-0.148559664021086,0.0239331821471853,-0.147247923605153,0.0250949442538423,FALSE,FALSE,"Not significant"
"GAPDHP40",0.352460509882988,0.0239941142535817,0.402284561298208,0.00737675471597866,FALSE,FALSE,"Not significant"
"ATRAID",0.116089318639763,0.0240079360150258,0.11548381901378,0.0122894921673033,FALSE,FALSE,"Not significant"
"SBK1",-0.134681847291705,0.0240665718176857,-0.114599506895641,0.0474730650174214,FALSE,FALSE,"Not significant"
"UNC119B",-0.0581578330978297,0.0240665718176857,-0.0579568468149476,0.0198612477017302,FALSE,FALSE,"Not significant"
"PIP4K2B",-0.0554876106101451,0.0241270277439219,-0.0466798651400082,0.0402468148287931,FALSE,FALSE,"Not significant"
"CLIP3",-0.180162737907924,0.0241636694795182,-0.166740574213161,0.0333917279307109,FALSE,FALSE,"Not significant"
"PDPR",0.124786521873877,0.0241686822501918,0.127215896538244,0.0190444639062347,FALSE,FALSE,"Not significant"
"PAPLN-AS1",0.172832295894165,0.0242566759321951,0.20883752566217,0.00364590865667749,FALSE,FALSE,"Not significant"
"SUMO3",0.0653497864626328,0.0242650513759595,0.062558059166379,0.0222323497391551,FALSE,FALSE,"Not significant"
"FAM157B",0.250927264217123,0.0242650513759595,0.274029099215787,0.0107216050598961,FALSE,FALSE,"Not significant"
"MORF4L1P1",0.062072803278474,0.024266689002079,0.0470529877157432,0.0715656755519373,FALSE,FALSE,"Not significant"
"ETFDH",0.0918390796461316,0.0242674826419702,0.0832771967160971,0.0280360496328394,FALSE,FALSE,"Not significant"
"ZDHHC18",0.179848075460964,0.0242674826419702,0.181173485589697,0.0113159298476865,FALSE,FALSE,"Not significant"
"LAMC3",-0.31201022829615,0.0242799856313996,-0.232828447907994,0.0751246848478769,FALSE,FALSE,"Not significant"
"ANK3",-0.177894347427464,0.0243287704646165,-0.194547016141431,0.0120240439225186,FALSE,FALSE,"Not significant"
"TMEM86B",0.248709635322433,0.0243563543144397,0.260112495387351,0.0140928865210544,FALSE,FALSE,"Not significant"
"DPH3",0.118995975117736,0.0243909091846981,0.0736503580738258,0.150855636252312,FALSE,FALSE,"Not significant"
"NDRG4",-0.228272539650048,0.0243942583782503,-0.196756929515395,0.034357535792701,FALSE,FALSE,"Not significant"
"BLVRB",0.28015626156843,0.0243942583782503,0.288030319324353,0.0127713839771326,FALSE,FALSE,"Not significant"
"NDUFV3",0.0780099260189376,0.0244419243546126,0.0828961168900589,0.0136269996057328,FALSE,FALSE,"Not significant"
"BCAR3",-0.183551957136805,0.0244419243546126,-0.174093001639093,0.0270524826820458,FALSE,FALSE,"Not significant"
"HLA-DOB",-0.182930097811786,0.0244573516710923,-0.172816477952778,0.0265726342685734,FALSE,FALSE,"Not significant"
"NR1D1",-0.1572389677846,0.0244573516710923,-0.134309210019128,0.0443194350908595,FALSE,FALSE,"Not significant"
"DCTN2",0.0806881523644777,0.0244878576232643,0.0843711981475555,0.0162465821906777,FALSE,FALSE,"Not significant"
"C15orf62",-0.11426472988349,0.0244897103675721,-0.0954967451397588,0.0380137693426302,FALSE,FALSE,"Not significant"
"SHTN1",0.213373927793636,0.0245690586247607,0.23166249703519,0.0129003002846338,FALSE,FALSE,"Not significant"
"CAND2",-0.2429712536617,0.024589853911523,-0.193065573435231,0.0621613190876661,FALSE,FALSE,"Not significant"
"FAM89A",0.139211750621366,0.0246017879993661,0.141808029444893,0.0119304479572889,FALSE,FALSE,"Not significant"
"FRG1HP",-0.135187013521535,0.0246231328770687,-0.137848588974952,0.0205537107423372,FALSE,FALSE,"Not significant"
"MT-RNR2",0.215752958006923,0.0246882146574394,0.209356246267811,0.0289694848915993,FALSE,FALSE,"Not significant"
"UFD1",0.0680756846353653,0.0247094447329353,0.0575501888453807,0.0481253558615743,FALSE,FALSE,"Not significant"
"KIN",0.0998406779396215,0.0247094447329353,0.0612235567301148,0.142632660909656,FALSE,FALSE,"Not significant"
"COX6C",0.269588524944752,0.0247252631825222,0.0706861401976804,0.516911374160814,FALSE,FALSE,"Not significant"
"SLC25A11",0.109858403988321,0.0247268402785802,0.124607645760489,0.00820191431619987,FALSE,FALSE,"Not significant"
"POLG",-0.0724476046666658,0.0247669175073781,-0.0604698811428443,0.0409353374515952,FALSE,FALSE,"Not significant"
"TTC28-AS1",-0.092835644279047,0.0247688199756486,-0.113479492781334,0.0013844570396906,FALSE,FALSE,"Not significant"
"SERTAD2",-0.121763705972677,0.0247917470557421,-0.113447806747987,0.02143502623903,FALSE,FALSE,"Not significant"
"ERO1A",0.112007017953187,0.0248283773115836,0.102214572474724,0.0302503205282346,FALSE,FALSE,"Not significant"
"OTUB1",0.114140688512137,0.0248906208933409,0.124688786689377,0.0107937228194174,FALSE,FALSE,"Not significant"
"SLC38A6",0.118684024282538,0.0249041464409287,0.0881257931995593,0.0611243800969216,FALSE,FALSE,"Not significant"
"LINC00339",-0.14667791139586,0.0249165714402357,-0.132320718796139,0.0395446708080666,FALSE,FALSE,"Not significant"
"GMPR",0.406974384794472,0.0249165714402357,0.341563729257836,0.0566671965887723,FALSE,FALSE,"Not significant"
"PGK1P1",0.107347230921205,0.0249165714402357,0.126766070806131,0.00482103337049802,FALSE,FALSE,"Not significant"
"TNIP1",0.147869288778495,0.024919004137775,0.159704167648936,0.0113049086973521,FALSE,FALSE,"Not significant"
"TGFB1",0.149342344429421,0.0249694116928174,0.164445772261854,0.0081960098629639,FALSE,FALSE,"Not significant"
"MOK",0.205861293391366,0.0250188379788649,0.189528089841904,0.0355220685967274,FALSE,FALSE,"Not significant"
"UCHL3",0.165495161636279,0.0250188379788649,0.125470316230105,0.0612411907044995,FALSE,FALSE,"Not significant"
"QSOX1",0.15128944384585,0.0250326523736772,0.169201748057382,0.00766195758698017,FALSE,FALSE,"Not significant"
"DPH5-DT",-0.174205472896857,0.025046483835619,-0.199204829049188,0.00695393013179961,FALSE,FALSE,"Not significant"
"SSU72",0.0924046980787332,0.025063339240686,0.093142581196766,0.0231762827565323,FALSE,FALSE,"Not significant"
"UNC5CL",-0.103842644131403,0.0250856330799853,-0.105822080310648,0.0175785879042009,FALSE,FALSE,"Not significant"
"NUDCP1",0.144668026964284,0.0251058318336099,0.132847292128687,0.0390002689304291,FALSE,FALSE,"Not significant"
"C16orf74",-0.170035429839035,0.0251108066124381,-0.155095767570522,0.0238003331129413,FALSE,FALSE,"Not significant"
"MAST4",-0.15841021616456,0.0251580273237708,-0.156870527349842,0.0259374661108398,FALSE,FALSE,"Not significant"
"ABITRAM",0.0850525121182126,0.0251580273237708,0.0731664232906205,0.0537676742885411,FALSE,FALSE,"Not significant"
"NRAV",-0.0998585219759657,0.0253043311829023,-0.105107509543803,0.0141210840638986,FALSE,FALSE,"Not significant"
"C4orf48",0.222771994568023,0.0253623308171016,0.25010712974222,0.00667023100045995,FALSE,FALSE,"Not significant"
"COA8",0.114708858354853,0.0253963162550067,0.0776922849064123,0.0686250953908593,FALSE,FALSE,"Not significant"
"SERPINE2",-0.24767620611481,0.0254307854404691,-0.184589151775558,0.0526867112205366,FALSE,FALSE,"Not significant"
"VPS13A",-0.195742877030479,0.0254331093155203,-0.239091185297559,0.00488049501746977,FALSE,FALSE,"Not significant"
"CYTIP",0.0752659382385165,0.0254381196826543,0.0693896711799801,0.0214515588521846,FALSE,FALSE,"Not significant"
