"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"DUSP3",0.441178084122806,3.01099569279767e-15,0.448867195448172,1.35759641068187e-15,FALSE,FALSE,"Not significant"
"ASPHD2",0.407101892754226,3.98971832616794e-15,0.41256859885278,2.38948148507835e-15,FALSE,FALSE,"Not significant"
"IL27",0.875535713964685,3.98971832616794e-15,0.885171224931353,1.77296116932042e-15,FALSE,FALSE,"Not significant"
"CFAP58-DT",0.935257800513322,7.37520929526811e-15,0.855804435809102,8.24083207035726e-13,FALSE,FALSE,"Not significant"
"FBXO6",0.633436712082511,1.01573822964484e-14,0.635302877672233,6.96001427337896e-15,FALSE,FALSE,"Not significant"
"SOCS1",0.669175894769828,1.12592398252472e-14,0.664120259920506,2.40490667982506e-14,FALSE,FALSE,"Not significant"
"SMCO4",0.515856521770543,1.58328060783829e-14,0.494458883239452,1.47277190817466e-13,FALSE,FALSE,"Not significant"
"AIM2",0.885209434301479,1.91950259655263e-14,0.833633397640425,5.16729956101214e-13,FALSE,FALSE,"Not significant"
"CARD17P",1.19810246985616,2.16263585973532e-14,1.15842152389227,9.75199319689867e-14,TRUE,TRUE,"Stable significant"
"FCGR1BP",0.992894309537199,2.16332380182047e-14,1.01373690278066,5.62041986402042e-15,FALSE,TRUE,"Gained"
"EFCAB2",0.702099598140352,4.24619865586712e-14,0.676657974569293,3.01821492739054e-13,FALSE,FALSE,"Not significant"
"CALHM6",0.925095908160151,4.57881274964073e-14,0.901694938188011,3.54599871870485e-14,FALSE,FALSE,"Not significant"
"SCARB2",0.391501810139382,4.82844952691828e-14,0.387636952952994,1.41716021945341e-13,FALSE,FALSE,"Not significant"
"FLVCR2",0.549712110588289,6.01537638173151e-14,0.567411250132699,1.35759641068187e-15,FALSE,FALSE,"Not significant"
"UBE2L6",0.67070760154816,6.82619450497315e-14,0.66296137413698,1.01403898397183e-13,FALSE,FALSE,"Not significant"
"PSTPIP2",0.602001934005461,7.97197711379898e-14,0.578393043776691,3.22779026373151e-13,FALSE,FALSE,"Not significant"
"RTP4",0.791192442081994,1.0811954480029e-13,0.743604876727962,1.54254549843047e-12,FALSE,FALSE,"Not significant"
"ETV7",1.27643637183308,1.49863354197652e-13,1.22161031005277,7.70429973133053e-13,TRUE,TRUE,"Stable significant"
"ODF3B",0.747794574792816,1.56471631743188e-13,0.757057773893526,6.72782067877815e-14,FALSE,FALSE,"Not significant"
"NPC2",0.472894479777287,2.23150533645774e-13,0.458279238322877,1.29826606262138e-12,FALSE,FALSE,"Not significant"
"SMTNL1",1.2115919964229,2.48471024739896e-13,1.29342299267849,4.25150185827619e-15,TRUE,TRUE,"Stable significant"
"PARP14",0.659521597485969,2.90737342800962e-13,0.662071538151205,2.79431854910037e-14,FALSE,FALSE,"Not significant"
"VAMP3",0.31330937532206,3.26555285040526e-13,0.302146988617652,1.0290821283574e-12,FALSE,FALSE,"Not significant"
"GBP2",0.561553535007483,3.7915821723931e-13,0.555595669586127,2.30828352366434e-14,FALSE,FALSE,"Not significant"
"EXOC3L1",1.10792958204368,4.01427872382689e-13,1.09044728136159,1.02914531915445e-12,TRUE,TRUE,"Stable significant"
"DHRS9",0.702810162963151,4.17660049957219e-13,0.638144211415058,6.97423315392829e-12,FALSE,FALSE,"Not significant"
"GRAMD1B",0.490833886406935,4.22461875080746e-13,0.482508974229726,8.42759189476142e-13,FALSE,FALSE,"Not significant"
"CASP1",0.473774526095694,4.40230458393633e-13,0.429324655319051,1.1444206199769e-11,FALSE,FALSE,"Not significant"
"TMEM150B",0.548437920351805,5.78343435583367e-13,0.571040928217349,9.70077516096465e-15,FALSE,FALSE,"Not significant"
"SAT1",0.551067087447982,8.68228928728758e-13,0.521594361201249,1.26346684287505e-11,FALSE,FALSE,"Not significant"
"CCRL2",0.484255140754735,1.35790181473171e-12,0.484632068749196,1.93798065644549e-12,FALSE,FALSE,"Not significant"
"SLC49A3",0.491971331237462,1.47057691598795e-12,0.500516111617502,1.61064686457285e-13,FALSE,FALSE,"Not significant"
"GRIN3A",0.500646781294522,1.47057691598795e-12,0.494188846185403,3.28169281451279e-12,FALSE,FALSE,"Not significant"
"TCN2",0.771969007282672,1.55321140724693e-12,0.781006534844617,3.46981636998103e-13,FALSE,FALSE,"Not significant"
"IFI35",0.748623221467654,1.60632529005057e-12,0.749756856183336,1.2845142486535e-12,FALSE,FALSE,"Not significant"
"NRIR",1.15538090710292,1.88216406049128e-12,1.08452036211326,2.16656520846375e-11,TRUE,TRUE,"Stable significant"
"DYNLT1",0.499621064448155,2.4498343945123e-12,0.447486236409537,8.13247776195437e-11,FALSE,FALSE,"Not significant"
"MSR1",0.942740927346176,2.55084236288492e-12,0.97057344208398,1.41716021945341e-13,FALSE,FALSE,"Not significant"
"POLB",0.442270671277886,3.27909603058444e-12,0.347395469309546,2.81194834976788e-09,FALSE,FALSE,"Not significant"
"IFI6",1.14058859865937,3.58316291126831e-12,1.12651409918914,4.09739886426074e-12,TRUE,TRUE,"Stable significant"
"BST2",0.574687362945459,6.0850135255048e-12,0.574081134697475,5.38400427637677e-12,FALSE,FALSE,"Not significant"
"GBP4",0.599775496306392,6.58007260894477e-12,0.576263074833768,2.88277113352388e-11,FALSE,FALSE,"Not significant"
"SMARCD3",0.455292372247567,8.31500260827203e-12,0.468440433566315,6.8785899045534e-13,FALSE,FALSE,"Not significant"
"TIFA",0.552011976526162,8.58029660622312e-12,0.5103472083608,2.45168491266111e-10,FALSE,FALSE,"Not significant"
"LYRM1",0.326212773812553,8.67253664745745e-12,0.292434686969955,2.10006456402304e-10,FALSE,FALSE,"Not significant"
"ZFAT",0.444921319954566,1.01962004137405e-11,0.344550519617899,1.75729062073352e-07,FALSE,FALSE,"Not significant"
"CLCN5",0.282662778186222,1.11800483077528e-11,0.28589537029503,6.44505543944472e-12,FALSE,FALSE,"Not significant"
"SDC3",0.819801177419469,1.25437797501194e-11,0.821136914431953,7.44901243216854e-12,FALSE,FALSE,"Not significant"
"TNFSF13B",0.685000696209786,1.33624279889948e-11,0.66022586171729,1.94123354130277e-11,FALSE,FALSE,"Not significant"
"CYBB",0.39133262843854,1.88320990531448e-11,0.39693927440635,1.29299614361686e-11,FALSE,FALSE,"Not significant"
"WARS1",0.594216667494408,3.3945370154528e-11,0.597835916733435,2.39254315820556e-11,FALSE,FALSE,"Not significant"
"SCO2",0.688821426308873,3.55462448645931e-11,0.700678340262977,3.44441853412954e-12,FALSE,FALSE,"Not significant"
"TRPV4",0.680397403079387,4.12485124846361e-11,0.71444671740902,6.8785899045534e-13,FALSE,FALSE,"Not significant"
"MARCO",0.865136735576793,4.23067493114629e-11,0.862994310503327,3.52700318377472e-11,FALSE,FALSE,"Not significant"
"PSME2",0.421996197018533,4.23067493114629e-11,0.382113811394219,7.55794061301194e-10,FALSE,FALSE,"Not significant"
"STAT1",0.573507556335731,4.71008173994982e-11,0.572111641677742,1.29299614361686e-11,FALSE,FALSE,"Not significant"
"TNFSF10",0.634136132103364,5.91938890207538e-11,0.603944344894978,3.11919294368973e-10,FALSE,FALSE,"Not significant"
"S100A8",1.04063933676561,6.04647534601073e-11,0.716019091683862,7.06546623998753e-06,TRUE,FALSE,"Lost"
"TNFAIP6",1.0127076423818,6.13566104746761e-11,0.983915213054126,8.50560701077751e-11,TRUE,FALSE,"Lost"
"RUFY4",0.738779089459967,7.1594932616477e-11,0.748905289588713,4.70123661592446e-11,FALSE,FALSE,"Not significant"
"CASP5",0.926873209804777,7.22777710098612e-11,0.926190721995089,1.05568807011645e-10,FALSE,FALSE,"Not significant"
"SORT1",0.488443054280227,7.93106167248931e-11,0.512866859501539,8.04498631796029e-13,FALSE,FALSE,"Not significant"
"KYNU",0.429380101063282,8.15337904799442e-11,0.407516138243787,9.91529800005401e-11,FALSE,FALSE,"Not significant"
"EPSTI1",0.826541054015203,9.80608945983919e-11,0.813920808503729,1.53758684829775e-10,FALSE,FALSE,"Not significant"
"MSRB2",0.512499771274941,9.80608945983919e-11,0.489043260816387,6.19964815444463e-10,FALSE,FALSE,"Not significant"
"TAP1",0.430597282376464,9.80608945983919e-11,0.442522303558927,3.44441853412954e-12,FALSE,FALSE,"Not significant"
"SAMD9L",0.62958664876095,9.80608945983919e-11,0.621422901884517,1.29447488906834e-10,FALSE,FALSE,"Not significant"
"SECTM1",0.64867942156103,9.98567460781096e-11,0.6821109532633,1.55732048802108e-12,FALSE,FALSE,"Not significant"
"LACTB",0.333519918672636,1.08162450908765e-10,0.32128209935369,1.43326437161523e-10,FALSE,FALSE,"Not significant"
"SQOR",0.433332995866484,1.1018071417486e-10,0.429011909011069,4.98293730867387e-11,FALSE,FALSE,"Not significant"
"MT2P1",0.898973398934094,1.25130420086728e-10,0.865018154744717,1.29837317384234e-10,FALSE,FALSE,"Not significant"
"C3AR1",0.538690663747385,1.35516045705073e-10,0.525059349147695,1.44387550455769e-10,FALSE,FALSE,"Not significant"
"CARD16",0.728704430932801,1.46615305632652e-10,0.546417366523494,1.23782871087121e-06,FALSE,FALSE,"Not significant"
"IFITM3",1.01497903220275,1.49932290845032e-10,1.02207726014719,5.18288539545067e-11,TRUE,TRUE,"Stable significant"
"APOL2",0.487167381611404,1.49932290845032e-10,0.46728282272481,7.53210316375112e-11,FALSE,FALSE,"Not significant"
"IFITM1",0.590365483505311,1.5230404008542e-10,0.596151070991728,5.35372614152274e-11,FALSE,FALSE,"Not significant"
"GAS6",0.43824608846507,1.6421388000881e-10,0.442229923058067,1.94123354130277e-11,FALSE,FALSE,"Not significant"
"NRN1",0.978499732919844,1.6421388000881e-10,0.964099550491193,1.49233156062204e-10,FALSE,FALSE,"Not significant"
"FRMD3",0.653173620477839,1.74696634419199e-10,0.618536027724536,1.61468809063126e-09,FALSE,FALSE,"Not significant"
"PLSCR1",0.727536551090618,1.92512751133608e-10,0.727900520044309,2.58442276991152e-11,FALSE,FALSE,"Not significant"
"TYMP",0.60609785419201,2.21763112259646e-10,0.627126758650593,3.45546535469283e-11,FALSE,FALSE,"Not significant"
"HBG2",2.30710068764624,2.61375071329334e-10,1.19681570771188,0.00101009360620358,TRUE,TRUE,"Stable significant"
"TRIM69",0.323052240684277,2.78464661327211e-10,0.305414022386996,1.66946956555811e-09,FALSE,FALSE,"Not significant"
"IRF7",0.660625231685672,2.90566488184427e-10,0.66697459649486,8.04372530473058e-11,FALSE,FALSE,"Not significant"
"MT2A",0.826713217149934,3.10555136573417e-10,0.830976663139497,4.02532818442415e-11,FALSE,FALSE,"Not significant"
"IFITM3P4",0.972755526459647,3.30708297288813e-10,0.970919363797839,1.57057690897739e-10,FALSE,FALSE,"Not significant"
"ERP44",0.226193779759685,3.47258400516828e-10,0.216087917104242,3.48758358149607e-10,FALSE,FALSE,"Not significant"
"TRIM22",0.540460849939396,4.11270872283677e-10,0.528959195481339,1.08067566723381e-09,FALSE,FALSE,"Not significant"
"GK",0.627570612274142,4.2126333694906e-10,0.587231269490163,1.66946956555811e-09,FALSE,FALSE,"Not significant"
"DRAM1",0.372948058595252,4.32031845962896e-10,0.370282459945428,8.10291943467176e-10,FALSE,FALSE,"Not significant"
"STAT2",0.485101089603532,4.83651168232822e-10,0.490267900108172,1.44387550455769e-10,FALSE,FALSE,"Not significant"
"LILRB4",0.469527227783489,5.73234174856385e-10,0.486109540852179,6.99118969566751e-11,FALSE,FALSE,"Not significant"
"BISPR",0.394256601946209,6.18722426935448e-10,0.377321820671522,3.09960705191128e-09,FALSE,FALSE,"Not significant"
"VCAN",0.467927737068521,6.49175112933867e-10,0.498937509667655,5.38989203994941e-12,FALSE,FALSE,"Not significant"
"SCARF1",0.653099363571395,7.33451266743117e-10,0.663868677517625,1.42262292102372e-10,FALSE,FALSE,"Not significant"
"TAP2",0.354688000169529,9.36479821413469e-10,0.348150686922608,2.19792794145072e-10,FALSE,FALSE,"Not significant"
"SIGLEC1",1.28279896242914,1.00271852613123e-09,1.17336662640406,4.26156288197856e-08,TRUE,TRUE,"Stable significant"
"GADD45B",0.351430309325649,1.0463017560007e-09,0.336843612065653,2.52146873122192e-09,FALSE,FALSE,"Not significant"
"STAC3",0.448275930068613,1.04935353354576e-09,0.44059365133527,2.16357878089357e-09,FALSE,FALSE,"Not significant"
"FCER1G",0.56563436364442,1.06237405628561e-09,0.562254917454171,1.88283000424328e-09,FALSE,FALSE,"Not significant"
"CD36",0.444573426458886,1.11266137920653e-09,0.435528611691278,4.08565738580874e-09,FALSE,FALSE,"Not significant"
"IFI27",2.17410604088265,1.18889619293179e-09,1.4279865335917,0.000146711397437816,TRUE,TRUE,"Stable significant"
"FFAR3",1.00167378853016,1.2498565776661e-09,1.03071987597369,6.96149161155e-11,TRUE,TRUE,"Stable significant"
"PSME2P1",0.450386668814623,1.44718735352321e-09,0.42372843588472,2.61252091887235e-09,FALSE,FALSE,"Not significant"
"PARP9",0.53954772036505,1.60905981037074e-09,0.546689893195373,1.55994256789768e-10,FALSE,FALSE,"Not significant"
"HEBP1",0.300814667790026,1.73298032193719e-09,0.305289962080707,1.50911160490852e-09,FALSE,FALSE,"Not significant"
"GYG1",0.366044048904652,1.73298032193719e-09,0.36566830735327,1.02224504164215e-09,FALSE,FALSE,"Not significant"
"SIGLEC16",0.490649957094131,1.75909514338734e-09,0.504572016023407,2.18764455259947e-10,FALSE,FALSE,"Not significant"
"MS4A6A",0.400846777533378,1.81810550246138e-09,0.379272539857427,9.23866269520554e-09,FALSE,FALSE,"Not significant"
"VPS9D1",0.448324444873356,1.85554225874693e-09,0.459602662347535,3.45924245089692e-10,FALSE,FALSE,"Not significant"
"TRAFD1",0.431153170096996,2.05988551910395e-09,0.425294653384986,2.56497959394688e-10,FALSE,FALSE,"Not significant"
"LINC02033",0.376044710162785,2.09469265568703e-09,0.359367254337474,2.68387076595856e-09,FALSE,FALSE,"Not significant"
"MR1",0.203813961042873,2.09469265568703e-09,0.207310260151659,6.2408161508115e-10,FALSE,FALSE,"Not significant"
"ATG3",0.33632178278847,2.09469265568703e-09,0.293271725101491,8.24791243941473e-08,FALSE,FALSE,"Not significant"
"S100A9",0.656768145920964,2.20076810859142e-09,0.615929202929349,2.96677858435968e-08,FALSE,FALSE,"Not significant"
"FAM225A",0.921165211786199,2.43240771522915e-09,0.910313046496595,3.01571973388399e-09,FALSE,FALSE,"Not significant"
"NMI",0.427801642881349,2.51208817544339e-09,0.387136343225783,1.82617131205692e-08,FALSE,FALSE,"Not significant"
"LAPTM4A",0.244595889129991,2.52824230486847e-09,0.22066007448514,3.03445408530486e-08,FALSE,FALSE,"Not significant"
"CD177",1.62625984836186,2.72751924849668e-09,1.58020499258243,1.93828795758549e-08,TRUE,TRUE,"Stable significant"
"CD86",0.301996240436633,3.27899709362389e-09,0.291125754086563,7.32610359621324e-09,FALSE,FALSE,"Not significant"
"MS4A4A",0.672441208145713,3.27899709362389e-09,0.615970321031808,1.95194823240879e-08,FALSE,FALSE,"Not significant"
"ITGA7",0.574291716591711,3.44619901798452e-09,0.556358125678504,2.95979522119678e-09,FALSE,FALSE,"Not significant"
"CD300E",0.419572893605804,3.58869972711733e-09,0.430760463369837,7.55794061301194e-10,FALSE,FALSE,"Not significant"
"PSMB8",0.319398268234282,3.58869972711733e-09,0.305996876930567,1.75534786416987e-08,FALSE,FALSE,"Not significant"
"IFIT3",0.98323282198067,3.95432319441149e-09,0.98956252005225,1.41562195649993e-09,FALSE,FALSE,"Not significant"
"ADAP2",0.367322634135497,3.98823083944166e-09,0.376024430311557,5.01491743090494e-10,FALSE,FALSE,"Not significant"
"UPP1",0.33787710293215,4.12656130364397e-09,0.34158334471386,1.59182819497729e-09,FALSE,FALSE,"Not significant"
"PSMB9",0.431271424568588,4.23284954100198e-09,0.413172266304257,2.19346051828168e-08,FALSE,FALSE,"Not significant"
"LRMDA",0.406952739792454,4.24661439196704e-09,0.395317994732879,1.44294100205523e-08,FALSE,FALSE,"Not significant"
"CREG1",0.454825951061113,4.97445149982413e-09,0.436141290046227,2.79636838016892e-09,FALSE,FALSE,"Not significant"
"PSME2P3",0.474750107925806,5.06723042472285e-09,0.410893919695346,5.17120739727327e-08,FALSE,FALSE,"Not significant"
"SAMD4A",0.569223594815719,5.55719079622333e-09,0.552176288056845,1.59602319264827e-08,FALSE,FALSE,"Not significant"
"DECR1",0.217773878471768,5.72229493823826e-09,0.199048932483145,3.56115630686484e-08,FALSE,FALSE,"Not significant"
"DDX60L",0.600312367863662,5.7541229435677e-09,0.590079481970244,2.44624724331605e-09,FALSE,FALSE,"Not significant"
"CYREN",0.34632029033742,5.82014674569857e-09,0.359863267708534,3.52700318377472e-11,FALSE,FALSE,"Not significant"
"TRIM38",0.23889993660728,5.93723445371064e-09,0.235197851066776,5.14265142333575e-09,FALSE,FALSE,"Not significant"
"GSTO1",0.422542329332352,6.59343268390283e-09,0.392520063966185,7.86331172541248e-09,FALSE,FALSE,"Not significant"
"CXCL10",1.13681516597905,6.71140036967561e-09,1.05652564766262,1.82846730300132e-08,TRUE,TRUE,"Stable significant"
"ISG15",1.24896407525957,7.1478840317574e-09,1.1811417392282,3.51871099346396e-08,TRUE,TRUE,"Stable significant"
"DTX3L",0.409222586753247,7.25376084093165e-09,0.409450924637798,3.95279158222814e-10,FALSE,FALSE,"Not significant"
"KCNMB1",0.338440656679705,7.50789259354022e-09,0.347895144726998,1.61020187773697e-09,FALSE,FALSE,"Not significant"
"PSME2P2",0.420839622864041,8.08076708701126e-09,0.388071589878747,5.00924643882472e-08,FALSE,FALSE,"Not significant"
"PML",0.506876598117848,8.98378841983812e-09,0.517966915542396,1.02224504164215e-09,FALSE,FALSE,"Not significant"
"CD63",0.371231383059625,9.62475694745433e-09,0.348743825205367,4.65857857077898e-08,FALSE,FALSE,"Not significant"
"ACOT9",0.28239409284239,1.11839319318887e-08,0.273914926994452,2.83457945427952e-08,FALSE,FALSE,"Not significant"
"KPNB1-DT",0.490057634034078,1.30779132340223e-08,0.470196461339453,2.33851922311413e-09,FALSE,FALSE,"Not significant"
"RHBDF2",0.330670296705006,1.3656151860343e-08,0.354331579056497,1.53758684829775e-10,FALSE,FALSE,"Not significant"
"MYOF",0.525591725952375,1.37855873278444e-08,0.519268369584719,2.32607265049313e-08,FALSE,FALSE,"Not significant"
"MLKL",0.301721946525429,1.48242285546653e-08,0.295056103123445,8.3403674458685e-09,FALSE,FALSE,"Not significant"
"SPTLC2",0.285403579136964,1.49019531851374e-08,0.295632828388823,1.02224504164215e-09,FALSE,FALSE,"Not significant"
"TRIM21",0.387386801028525,1.57835731223531e-08,0.38256675902815,2.93929571850816e-09,FALSE,FALSE,"Not significant"
"IDH1",0.235483571114948,1.57835731223531e-08,0.228568331738311,1.44199903221736e-08,FALSE,FALSE,"Not significant"
"RNF175",0.376369363063831,1.57893248126615e-08,0.36148864738481,5.42769991558795e-08,FALSE,FALSE,"Not significant"
"BLVRA",0.415557572554235,1.6160912461258e-08,0.388574844514331,3.23646072965969e-08,FALSE,FALSE,"Not significant"
"IRF1",0.371959001279453,1.64530385905457e-08,0.368658060262766,1.11280078493298e-09,FALSE,FALSE,"Not significant"
"GPR84",0.698450027691368,1.72365248391618e-08,0.720175582067148,3.9164697799841e-09,FALSE,FALSE,"Not significant"
"ALOX15P1",-0.321196256694924,1.7258533661492e-08,-0.315868241528332,2.82610208575355e-08,FALSE,FALSE,"Not significant"
"RGL1",0.459274894109221,1.73121167344118e-08,0.47794494040683,1.73613095659764e-09,FALSE,FALSE,"Not significant"
"IL15",0.421167192457216,1.87513138810214e-08,0.379739372235148,2.06463786776364e-07,FALSE,FALSE,"Not significant"
"GNS",0.321942536876401,2.03402320608407e-08,0.334439074155862,2.27166978296787e-10,FALSE,FALSE,"Not significant"
"AANAT",0.526682995932142,2.03402320608407e-08,0.524571868085563,3.07064787499921e-08,FALSE,FALSE,"Not significant"
"LMNB1",0.48522283568531,2.03402320608407e-08,0.477014927238254,1.18139945349598e-08,FALSE,FALSE,"Not significant"
"NLRC4",0.419678605500519,2.03402320608407e-08,0.430403405814447,2.33851922311413e-09,FALSE,FALSE,"Not significant"
"SELL",0.420212717773229,2.24077865943462e-08,0.421496363258858,4.61409483796031e-10,FALSE,FALSE,"Not significant"
"IFI16",0.390381372456824,2.30317483688135e-08,0.389955129837705,2.33851922311413e-09,FALSE,FALSE,"Not significant"
"LY6E",0.794952757541362,2.30491814731026e-08,0.786732286614488,2.24574339631595e-08,FALSE,FALSE,"Not significant"
"P2RY14",0.762395257974478,2.35160376055395e-08,0.747138000210923,4.09898570701772e-08,FALSE,FALSE,"Not significant"
"NT5C3A",0.449597374095751,2.35160376055395e-08,0.375473039995859,8.7479775600686e-07,FALSE,FALSE,"Not significant"
"OAS1",0.74850446491374,2.46200893829525e-08,0.746405439596942,1.93950886335622e-08,FALSE,FALSE,"Not significant"
"NGFR",0.504403092602255,2.92358492438118e-08,0.491660137309224,4.87134403856257e-08,FALSE,FALSE,"Not significant"
"C1orf162",0.328203848953807,3.06179010964625e-08,0.322224532700313,2.7855349698514e-08,FALSE,FALSE,"Not significant"
"KLHDC7B",0.487660223846159,3.06179010964625e-08,0.46896430204854,1.95115360220419e-08,FALSE,FALSE,"Not significant"
"NUDT16",0.241351406056902,3.19612182596798e-08,0.23590388047228,2.41465448322202e-08,FALSE,FALSE,"Not significant"
"CACNA1E",0.769846252098643,3.54895669079553e-08,0.810234693473849,7.60842777183375e-10,FALSE,FALSE,"Not significant"
"LRRK2-DT",0.467770528547236,3.70129873407965e-08,0.419440262680367,2.59034645497603e-07,FALSE,FALSE,"Not significant"
"SCIMP",0.27423477462403,3.71090294268119e-08,0.282827312240884,2.95979522119678e-09,FALSE,FALSE,"Not significant"
"RAB20",0.510093661235257,3.71090294268119e-08,0.502738030222328,7.19097058559729e-08,FALSE,FALSE,"Not significant"
"NR1H3",0.325124291920951,3.7494517533404e-08,0.314514698190976,5.75885405575498e-08,FALSE,FALSE,"Not significant"
"SPATS2L",0.750568415608708,3.89345727206911e-08,0.712114780277021,1.66161672989453e-07,FALSE,FALSE,"Not significant"
"ACP2",0.285771901356469,4.22761745696235e-08,0.288726322633352,1.5962626659211e-08,FALSE,FALSE,"Not significant"
"MOV10",0.381630638644003,4.23816241478963e-08,0.380916897769809,2.74015456675958e-08,FALSE,FALSE,"Not significant"
"GK4P",0.537422926520276,4.27122229182279e-08,0.546754497544131,5.76094934621626e-09,FALSE,FALSE,"Not significant"
"AXL",0.633317662020123,4.28328489979959e-08,0.607308776978102,1.12141727822068e-07,FALSE,FALSE,"Not significant"
"CNIH4",0.288568036157992,4.30461542183975e-08,0.255502653383745,6.9641548255196e-07,FALSE,FALSE,"Not significant"
"PTGES3P1",0.226418775098524,4.36219063923389e-08,0.176982282123116,5.40916909961191e-07,FALSE,FALSE,"Not significant"
"NUCB1",0.391643434155131,4.95005789329848e-08,0.415884478248405,2.17203465159456e-09,FALSE,FALSE,"Not significant"
"CD163",0.434007634503127,5.2041126105196e-08,0.456415084089896,2.79636838016892e-09,FALSE,FALSE,"Not significant"
"LYSMD2",0.309785443952898,5.29972689951966e-08,0.260157713063602,1.55163616918245e-06,FALSE,FALSE,"Not significant"
"RIPK2",0.221853918720582,5.29972689951966e-08,0.202213731147332,2.1987317906436e-07,FALSE,FALSE,"Not significant"
"NUB1",0.295063167415906,5.41182158494493e-08,0.291515026649951,1.82617131205692e-08,FALSE,FALSE,"Not significant"
"CTSS",0.298740373214886,5.53528496236497e-08,0.278422943117973,3.8151288529915e-07,FALSE,FALSE,"Not significant"
"OSBPL10",-0.473324876264702,5.91631883738404e-08,-0.461916633938418,8.24486735387226e-08,FALSE,FALSE,"Not significant"
"CASP4",0.362045013325889,6.18673154064293e-08,0.343710298108153,1.67677455354193e-07,FALSE,FALSE,"Not significant"
"PARP12",0.418117813489079,6.52545149915495e-08,0.409297860913745,1.13752390083594e-07,FALSE,FALSE,"Not significant"
"MIR3945HG",0.716819498232903,6.52545149915495e-08,0.714608211710239,3.21487150786419e-08,FALSE,FALSE,"Not significant"
