"gene","logFC","logCPM","F","PValue","FDR"
"DUSP6",0.200418026536497,7.25043193130978,17.1283743885928,4.21234294784434e-05,0.00048461325846289
"ZNF286A",-0.185592265742281,1.75907501003896,17.1225176992523,4.22513614602315e-05,0.000485712585920607
"SH3PXD2B",0.4044774954929,0.51301345060666,17.1154923025374,4.24178582182704e-05,0.000487253222810485
"ASCL2",0.291342076633516,4.31775549213237,17.1068193345439,4.25854970951648e-05,0.00048880461164626
"FNDC3B",0.278680373027903,5.25606116343942,17.0982398335967,4.2770762390068e-05,0.000490555793100765
"VSIG10L",0.258438917078506,0.754713986404317,17.0720994276969,4.3352616523963e-05,0.000496849467603126
"ELF4",0.14638906993285,7.6283753057604,17.0694160850845,4.33993181610795e-05,0.000497005016070621
"EXT1",0.183378633918245,3.88284776259769,17.0614707292193,4.3574380983503e-05,0.000498629186509926
"H2BC12",0.294645664081442,5.21702526789453,17.0531437893174,4.37582901533214e-05,0.000500352034207414
"ABLIM2",-0.20900329651364,0.709341086362767,17.0024546781768,4.49093074093834e-05,0.000513122185647806
"APH1A",0.10584979607187,7.70422681520321,16.9999337840563,4.49531535592721e-05,0.00051323227526347
"DYRK2",-0.207116487110537,5.9922659162426,16.9975141857443,4.50082662312339e-05,0.000513470730038761
"GALNT14",0.504554322790181,2.76224299221673,16.9835966139587,4.5327605542856e-05,0.000516440742450353
"MGC16275",0.199141558477454,1.08055777774743,16.9834645256939,4.53374521935152e-05,0.000516440742450353
"ZFP82",-0.147912002782362,2.66415533190967,16.9651277477677,4.57535701072886e-05,0.000520785325303144
"MAPKAPK3",0.165744040006364,7.77249265826224,16.9585196867671,4.59058999866165e-05,0.000522123056557407
"H2BC21",0.294443648777212,5.74428121925368,16.9531494034136,4.60309332839982e-05,0.000523110013704681
"CLTA",0.140342846431846,6.37869810199191,16.9517994931467,4.60624135517854e-05,0.000523110013704681
"KALRN",-0.248475824468273,1.08282962641948,16.947838258874,4.61630456210957e-05,0.000523856286238788
"IL13RA1",0.237504648619374,7.1466000222891,16.9454634875547,4.62104708784271e-05,0.000523998098350841
"TFE3",0.215166075128765,7.72428720944765,16.9429639264359,4.62690117935073e-05,0.00052426564571465
"FAM120C",-0.118852898901915,2.65547173022637,16.9383257781294,4.63788692014409e-05,0.000525113808120767
"TSPYL4",-0.179832508803397,4.02826059658424,16.9351984039418,4.64514731261237e-05,0.000525515008035619
"NECAP2",0.0891018500720612,7.3580005239712,16.9325063757021,4.65147473724552e-05,0.000525515008035619
"RAD51D",-0.0949250028033757,4.02305604717748,16.9323137220767,4.65193927923812e-05,0.000525515008035619
"ZNF548",-0.202352665939179,4.06743087975599,16.9288066407345,4.66021104455315e-05,0.000526053318964532
"LINC01934",-0.296955869138414,1.96122193668419,16.9252374909879,4.66888009171938e-05,0.00052663563260131
"DDX11L10",0.619275517058214,1.87626806039541,16.9206584612375,4.68001252208318e-05,0.000527494724690397
"ATP6V0B",0.225728731185003,8.52473599988631,16.908841370485,4.70757136026713e-05,0.00053020259419465
"LYN",0.236044199119648,9.10361571155258,16.8931436074001,4.7451585159096e-05,0.000534035019172362
"SLC9A3",-0.238294462400052,1.0789177662691,16.8884730892809,4.75725219663365e-05,0.000534994733537466
"ANKS6",-0.143804046293965,3.60069620996115,16.8852867459374,4.76411959206705e-05,0.000535365708765467
"NAIPP4",0.418849512270387,0.399357739360598,16.8820642124118,4.77423148194221e-05,0.000536100454282163
"TRAV27",-0.249421862977715,1.68195644581215,16.8680799679971,4.80616121154077e-05,0.000539282202659197
"H2BC12L",0.320367763147344,0.84550186911608,16.8620901696458,4.82160466805269e-05,0.000540610711734877
"OTOF",1.03144604352105,2.85198698459925,16.857344764349,4.83217595535621e-05,0.00054139136431855
"SLC26A1",-0.189117362301151,2.32548460912915,16.850157434092,4.84980848071784e-05,0.000542961394236783
"USP54",-0.149563379495601,2.17056799910814,16.8451252688761,4.86221848164847e-05,0.000543944829691949
"SLC5A10",-0.223485739609176,2.56909930532805,16.8055830409628,4.96057239356151e-05,0.000554534329718403
"CAPG",0.250370737471101,7.35851000784104,16.802632136285,4.96787117520723e-05,0.000554936733957251
"ZNF831",-0.180514833877434,5.18306289545127,16.7995934731441,4.97552934156634e-05,0.000554997687199724
"CDCA7L",-0.212882059020259,3.8841235127374,16.7987020556105,4.97779745949893e-05,0.000554997687199724
"DPYD",0.214199317339598,6.0985567699612,16.7980133890441,4.97951531109738e-05,0.000554997687199724
"PRR11",0.218213899943947,2.11132928477851,16.7859454047015,5.01027754761965e-05,0.000558011757753452
"KCNH7",0.410052377235705,1.21912808866147,16.7767938913981,5.03416173998804e-05,0.000560218341495726
"ATP1B3P1",0.166608549283005,1.29250787754902,16.7753968589687,5.03755861003689e-05,0.000560218341495726
"TASL",0.235124202853015,4.13626366871711,16.7677399360676,5.05653004705176e-05,0.000561911583450892
"FTH1P16",0.281011723209935,5.90785420300109,16.7653301623148,5.06270170894477e-05,0.000562180984734193
"ORMDL2",0.164167868417484,4.75744956660552,16.7511477080151,5.09923635522949e-05,0.000565819110955273
"DDX31",-0.116854620550822,3.54619340766126,16.7349247285001,5.14139115677287e-05,0.000570075019467159
"RNASEH1-DT",-0.159540980291608,1.5489724940492,16.7275327524329,5.16113023269042e-05,0.000571659260644879
"KARS1",0.137578658899156,7.17602306962085,16.7265227432848,5.16330021446348e-05,0.000571659260644879
"ABI2",-0.167444509094418,3.86273331275874,16.7105427863938,5.20532750156845e-05,0.000575887339074704
"COL8A2",0.248050945847542,2.00339577132295,16.7022721524373,5.22745815237578e-05,0.000577909559336341
"ATP6V0E2-AS1",-0.245294233856537,2.19755247385792,16.6991002825835,5.23581142119636e-05,0.000578406796323916
"MSL3",0.139771204413724,6.92139362754623,16.6914480582546,5.25595898045396e-05,0.000580205273177118
"MCF2L",-0.209537945754775,2.50908182427173,16.6805814118298,5.28514268122094e-05,0.000582997871350562
"SPG21",0.14310160757026,7.10356952557765,16.6707242338153,5.31149373101372e-05,0.000585389376548523
"CKLF",0.314358266248592,3.82715972370665,16.6695717498782,5.31462692213763e-05,0.000585389376548523
"ZNF141",-0.163506839716226,4.10640891896845,16.6616146939683,5.33610344167906e-05,0.000587323725840567
"COPE",0.197771782133221,7.86563184497196,16.6560913545371,5.35106286020749e-05,0.000588538453290562
"VPS25",0.161041438536882,5.16228427111545,16.6520556566437,5.36202933420389e-05,0.000589312557302027
"FOLR2",0.296923435860005,2.54935763407276,16.6493815621885,5.36943841490344e-05,0.000589694839680683
"S100A4",0.23407951401517,9.97144567899466,16.6464788342452,5.37721822485516e-05,0.00059011724805616
"ARPC3P5",0.240772928207884,0.776137738654442,16.6234592194037,5.44196382752242e-05,0.000596786120910024
"STXBP2",0.261265309761445,8.20679363814033,16.6192898422027,5.45189999897497e-05,0.000597439034219303
"IFITM3P9",0.4031093612933,-0.0589391451312092,16.6190302139281,5.45847186984791e-05,0.000597722591178528
"RAB10",0.153993865206853,6.78006806791728,16.6138462836135,5.46697767022301e-05,0.000598217352360945
"SLC9A8",0.171461128291638,6.78581781324356,16.6015860611788,5.50109052390478e-05,0.000601511370551163
"CHMP1A",0.161761103461431,7.55773458768625,16.5945876319749,5.5206592088729e-05,0.000603211430819456
"TRAV12-1",-0.272417111498555,2.66054010413305,16.5897293207644,5.5344066606363e-05,0.00060427342593061
"EIF5A",0.141815655733483,7.76514601847462,16.5571595948169,5.62651395511598e-05,0.000613883362579272
"MOB3C",0.133960620789849,5.82435984324154,16.5541033686821,5.6352479843589e-05,0.000614389464108665
"CTTNBP2NL",0.259357281727107,0.794703469978569,16.5459689398917,5.65996898312484e-05,0.000616636562707617
"ZDHHC11",-0.250461075250668,1.07246004782737,16.5301078337022,5.7052697279816e-05,0.000620722846149026
"TAS2R4",-0.295930656174581,0.11833924063296,16.5310388986007,5.70575126542799e-05,0.000620722846149026
"SLC25A25-AS1",-0.162446190923547,4.94323847961832,16.5263570548772,5.71516830749968e-05,0.000621296774993552
"SYNE1",-0.172552748034772,6.92737252870987,16.5221244560047,5.72745844801243e-05,0.000622181981441582
"FMNL3",-0.131087936803506,6.03492325709485,16.517863013426,5.73986099849817e-05,0.0006230781092581
"FTH1P7",0.268405492364122,6.93992335855663,16.5117290158399,5.75776062804156e-05,0.000624187595867052
"GOLGA3",-0.0879571567950529,5.92591324189248,16.511509290701,5.75840309745367e-05,0.000624187595867052
"ITGAM",0.21139794121887,7.99872558442258,16.506299035162,5.77365302278611e-05,0.000624973306472503
"COL4A3",-0.399058769461695,0.62409106450772,16.5063486467192,5.77547382936559e-05,0.000624973306472503
"CACNA1A",0.29854474117802,1.83953402900748,16.5048797873635,5.778149420593e-05,0.000624973306472503
"LMO7",-0.224949536908314,2.81538980521111,16.5019765719914,5.78644261652775e-05,0.000625419395771969
"NOG",-0.323856459973215,3.36184018124549,16.4935259774938,5.81128179852737e-05,0.000627414778822422
"FTH1P12",0.272798719453362,5.19545071294466,16.4928293362871,5.81326851461916e-05,0.000627414778822422
"DENND11",-0.219538609147752,5.36518503670612,16.4803157677614,5.85031698295061e-05,0.000630959420404206
"ASNS",-0.25325790730993,0.30042013673086,16.4752334135417,5.86857594663666e-05,0.000632473968041977
"KCNE3",0.207538871781464,6.17661646778365,16.4632640504253,5.90118540428709e-05,0.00063553182652631
"FTH1P8",0.284040805311655,6.60299825367315,16.4410393912523,5.96815749365105e-05,0.000642283348061356
"KLHL36",-0.125080275466751,6.17411478063376,16.4389219164765,5.97457836020373e-05,0.00064251343770449
"SLC41A1",-0.136586798957775,4.64360406447125,16.4329999963648,5.99257545346977e-05,0.000643987227456687
"LINC00539",-0.224329527551781,1.2059145197514,16.4262443789327,6.01406583239643e-05,0.000645834041643602
"NUDT18",0.198543418698301,4.10841439798672,16.4244308714364,6.01872004049435e-05,0.000645871516791819
"SELPLG",0.202555931459673,10.2630481059829,16.4191749969482,6.03479319245884e-05,0.000646945823203199
"FAM32A",0.123372989100035,6.44855309728943,16.4183390123194,6.03735603575842e-05,0.000646945823203199
"ADAMTSL4-AS2",0.396201381330263,2.05154121282701,16.4048206740396,6.0792412319461e-05,0.000650969143195256
"ARSB",0.171221995416748,4.23093159485118,16.4006520286581,6.09184180165891e-05,0.000651853143427154
"BBS9",-0.104849433336579,2.9493182928112,16.3951907650564,6.10884898294421e-05,0.000653207073714391
"LINC00861",-0.162832307433207,7.92306518830641,16.3880805262199,6.13085609057287e-05,0.000655093326714916
"PGS1",0.198173062595838,6.91860343145024,16.3649548213572,6.20330083428589e-05,0.000662362413636704
"GDI2",0.0995265424456047,7.63790482990495,16.3500895474174,6.25032444194567e-05,0.00066690872886251
"STX6",0.102840735798617,5.36949273728009,16.3451138280608,6.26614525753152e-05,0.00066812161445265
"ZNF280B",-0.214092218461483,0.958955683919227,16.343441562364,6.27269445383161e-05,0.000668235939528369
"NLRC3",-0.160972981349968,6.67374156922259,16.3419809972593,6.27612610848868e-05,0.000668235939528369
"H2BC6",0.342132546278468,-0.031919386378282,16.3402060424742,6.28812809718344e-05,0.000668823139323947
"ST3GAL4",0.324768762486626,5.67362964693036,16.3374604643775,6.29055758956199e-05,0.000668823139323947
"SLC25A15",-0.133511237250538,2.97875603986277,16.3344393490774,6.3003190218583e-05,0.000669112656074461
"FAM13A",0.147663117477403,3.85860139438999,16.3338280874554,6.30220092676452e-05,0.000669112656074461
"LPCAT4",-0.101296412935736,5.52457417765631,16.3309234843172,6.31148532145606e-05,0.000669624489338641
"UBR2",0.175142472890688,7.01347140212887,16.2957812026728,6.42520151177123e-05,0.000681207583601356
"PELATON",0.274467135262146,7.57973277293666,16.2936189271107,6.43226558214817e-05,0.000681474917114314
"LTB4R",0.187676022979162,6.84258979338077,16.2917925742718,6.43823841885914e-05,0.000681626342693894
"GOLGA7B",-0.165640538992252,4.79375026617446,16.2831225516474,6.46667146665012e-05,0.000684153775336284
"TMEM62",0.114124751389946,3.93841640371217,16.2782312842968,6.48278225545907e-05,0.000685374907656074
"MCL1",0.180853702398353,10.2308435370485,16.2727176761307,6.50095537994631e-05,0.000686812201478553
"PHTF1",0.197723688884782,3.72824465452482,16.2650980472389,6.52621268555088e-05,0.000688801813298328
"PCYOX1L",-0.118743934894047,5.08945209186752,16.2642573804413,6.52897066064673e-05,0.000688801813298328
"LBX2-AS1",0.221099907654921,2.12701849293762,16.2541588972541,6.5628261599558e-05,0.000691886985605459
"CD2BP2-DT",0.228511437050412,0.763627751962894,16.2400280485022,6.61158255497298e-05,0.000696537650910847
"CFP",0.227383849587619,6.72677879155756,16.2188582841606,6.68139405669439e-05,0.000703398411498451
"CXCL9",0.425913011248642,-0.245650839996996,16.2187623832762,6.69021632654223e-05,0.000703833277214492
"AGK",-0.124972994224999,5.01442910933572,16.1860291763216,6.79385248226812e-05,0.000713731245616517
"FTH1P11",0.27084703437821,5.67450904184461,16.1840073890719,6.80083926108459e-05,0.000713731245616517
"ACYP1",-0.187172388227983,1.78545885762266,16.1838525929326,6.80182228740843e-05,0.000713731245616517
"TMED9",0.121606445828652,6.77805584589845,16.1832869204861,6.80333076410892e-05,0.000713731245616517
"RASGRF2",-0.200129941224752,3.79356464496487,16.178743932751,6.81909253070439e-05,0.000714884878725557
"ZBTB5",-0.142488242048991,4.01023181550566,16.177236135857,6.8243116838891e-05,0.00071493242934151
"LCN10",-0.355099413848222,0.307535689495397,16.1684337356259,6.85877119456033e-05,0.00071804107090575
"PTCH2",-0.166485400062708,0.971466353939888,16.1612071499638,6.88145586518196e-05,0.000719913534794001
"VPS9D1-AS1",0.216889863992181,2.69895903873127,16.1545831803411,6.90349678138637e-05,0.000721549309070648
"SMIM5",0.445636045407066,3.51883205504119,16.1536471732024,6.90671115734869e-05,0.000721549309070648
"PROSER2",0.250530349436423,1.33721185010014,16.1277202643922,6.99910526092247e-05,0.000730692951456917
"TSG101",0.12698654695424,6.08735984873796,16.1219452810903,7.0189130825979e-05,0.000732167882183862
"HP",0.579388348264077,2.6115308367016,16.120855600506,7.02299415053044e-05,0.000732167882183862
"UBE2S",0.218217483301774,2.96978439455497,16.1175934472647,7.03457306509388e-05,0.000732865730017628
"C10orf95-AS1",-0.13479765483323,4.80792413684143,16.1106681023583,7.05929362606673e-05,0.000734895478305216
"ARRB2",0.215924111694847,9.83760504531423,16.1093978865969,7.06385335099401e-05,0.000734895478305216
"GSTP1",0.212644345419201,7.87568505114059,16.0955837071469,7.11366745945932e-05,0.000739565067406852
"AMIGO1",-0.174180290235778,4.71618759171767,16.0882728666317,7.14017758053785e-05,0.000741807091850615
"LINC00663",-0.192242945934196,1.35058773775693,16.0863715404596,7.14787533102568e-05,0.000742092911529739
"CD28",-0.205329274609099,5.71835455138114,16.0774370008598,7.17964497357763e-05,0.000744875753067854
"MIEN1",0.189798005402833,5.57557308605386,16.0741451247528,7.19167963547092e-05,0.000745584862796938
"SSR1",0.115807793795867,7.04733815439806,16.0728499311981,7.19641968624161e-05,0.000745584862796938
"PPHLN1",-0.122875665889918,5.68420892022451,16.0657977519826,7.22228759627574e-05,0.000747748505999508
"LRIG1",-0.171177518730017,4.26168406244999,16.0636503517881,7.2301925472136e-05,0.000748050679953782
"PHLPP2",-0.191607011280352,2.8492898477587,16.0576958786319,7.25224047811671e-05,0.000749233526921442
"FBXL19-AS1",-0.255927147030353,-0.0181313085306651,16.0585058348592,7.25526346539296e-05,0.000749233526921442
"ARPC1A",0.13078552730605,3.9650120502982,16.0564854620336,7.2566078830613e-05,0.000749233526921442
"COX8A",0.198696944479381,6.70222827717783,16.0458974928428,7.29578926151826e-05,0.000752184687697181
"GSTO2",0.181730495629811,0.898846490165475,16.046220658169,7.29605476272258e-05,0.000752184687697181
"JRK",-0.100022638003788,5.5111557556511,16.0447011125782,7.30023267089118e-05,0.000752184687697181
"SNX12",0.0806268872306805,5.01451512186865,16.0400351118533,7.31758776092151e-05,0.000752872012043727
"DOCK8-AS1",0.248149586907661,0.727085606592887,16.0399708585455,7.31974111873108e-05,0.000752872012043727
"LINC01270",0.359773411908015,2.95826084287862,16.0388953527525,7.32195884263297e-05,0.000752872012043727
"WWC3",0.175011000542154,6.78968491882776,16.0357352303439,7.33361486480962e-05,0.000753554042478589
"UQCC1",-0.0865079321891431,5.08611334858672,16.0325407812148,7.34554730291615e-05,0.000754263522507516
"DDAH2",0.246862649954907,5.52200077352253,16.0297228991129,7.35608752954018e-05,0.000754826790713984
"NAIPP2",0.365561117515524,0.769065752501981,16.0288888516188,7.36109581932114e-05,0.000754826790713984
"BEND4",-0.350085602608036,0.728534633588272,16.0167208639239,7.40711710883734e-05,0.000759027123406952
"UBE2D3P2",0.179274199916995,2.43154377575307,16.0027557681913,7.45793385547778e-05,0.000763712789760258
"TENT5A",0.231849263362837,4.73145307686345,15.9958426277554,7.48403001554716e-05,0.000765862334878844
"CYB5R4",0.20690229760087,6.15408811515652,15.9920820972869,7.49836622115542e-05,0.000766806339807591
"TGFB3",-0.159179190992331,2.03405213167379,15.9899803467573,7.50671741377622e-05,0.000767137429437813
"LILRP1",0.325351479023886,2.68663731977793,15.9827150451511,7.53435300532898e-05,0.000769437466207933
"FSTL3",0.195933722255979,2.75995272374496,15.9774536871635,7.55454350581044e-05,0.000770809147218452
"NDUFAF1",0.131441648727941,3.44353962507664,15.9765218217314,7.55806062897175e-05,0.000770809147218452
"TYSND1",-0.103661349089169,5.5166560846169,15.9533239762196,7.64777585493036e-05,0.000779428895215117
"CD55",0.23951030619853,7.60867872664184,15.9509694290556,7.65694809844232e-05,0.00077983391291807
"LSM10",0.191294432607861,5.93357369396849,15.949482082892,7.66274863597597e-05,0.000779895217346754
"BRPF3",-0.116579041431768,5.5787208143598,15.9301582814308,7.73851029142921e-05,0.000786756590528526
"NARS2",-0.145305283473432,2.71967846489895,15.9294157213532,7.74158029004965e-05,0.000786756590528526
"ADIPOR2",0.0741557117289198,6.10990320562561,15.9282843386891,7.74589710845642e-05,0.000786756590528526
"AFF3",-0.283387347493151,3.82692344255511,15.9267004090322,7.75217665072273e-05,0.000786861665183643
"RAB7A",0.145234044068178,8.54824343469324,15.9199885169728,7.77868502051816e-05,0.000789018476523418
"CTNNA1",0.222471111717381,6.30331079588917,15.9161315724721,7.79397707905486e-05,0.00079003543337825
"ZNF540",-0.23082336978861,2.39878594050482,15.9082777596179,7.82543060311433e-05,0.00079268811551601
"OS9",0.186391387637632,8.24427079536166,15.9066896877813,7.83153988628115e-05,0.000792771669190214
"GVQW3",-0.242299073194524,2.75063141604898,15.9001242846641,7.85791387289701e-05,0.000794905083757256
"CLUAP1",-0.134726106485804,3.50395413842806,15.8953195514221,7.87707839757948e-05,0.000796306806741829
"PDK3",0.138251732951114,6.00192858504488,15.8880413465049,7.90626804863903e-05,0.000798719415930524
"FTLP2",0.285364681602942,6.46261474788017,15.879068332976,7.94248096558122e-05,0.000801837815919579
"PIM2",0.133132791376657,8.29023127372754,15.8610874750326,8.01555280520553e-05,0.000808670633380587
"CHMP5",0.343701986369343,3.98082127066507,15.8588803951648,8.02459769554955e-05,0.00080890171238517
"ZSCAN12",-0.24647944946328,2.044226017321,15.8579712110739,8.02862718131928e-05,0.00080890171238517
"CTBP1-DT",-0.139883197385435,3.99433419367831,15.8526461753013,8.05011070819345e-05,0.000810521884861196
"SEMA4A",0.299880907999213,7.7413748005288,15.8443186630977,8.08431136286188e-05,0.000813248528648174
"BCL3",0.276909595303617,7.51157908143991,15.8434149981702,8.08803362713689e-05,0.000813248528648174
"KIAA1328",-0.138751848759335,2.06319592377036,15.8385027095515,8.10862668235855e-05,0.000814450728520555
"TDP1",-0.0892151044015484,4.62432107399684,15.8378866507946,8.1108478096901e-05,0.000814450728520555
"CYRIB",0.15693389222005,7.81190169015738,15.8290506020936,8.1474345539291e-05,0.000817577345672538
"BCL7A",-0.244991450263669,3.72058932502422,15.8109528362396,8.22294644986823e-05,0.00082460322620938
"EVL",-0.122559045639293,9.14222552555766,15.8092085417258,8.23021302371841e-05,0.00082478059974498
"SNF8",0.132510138227859,5.70106052785629,15.7966594713556,8.28300491479894e-05,0.00082951695415096
"CDH23",0.171145626947429,5.72197488220119,15.7832642945025,8.33973325833561e-05,0.000834640949576724
"CLP1",0.10219762148485,4.42729145932028,15.7614882263409,8.43280002622167e-05,0.00084339243995585
"PTPDC1",-0.22120219732416,1.22405059951757,15.7549613474317,8.46194713312149e-05,0.000845743710133834
"SDR42E1",-0.245633179491488,2.16807662118239,15.7498768894438,8.48314852618759e-05,0.000847298230292052
"RHOG",0.265388539818549,9.4496573570739,15.7375738255406,8.53620164489438e-05,0.00085152708127321
"STARD8",0.208902737553996,3.15125782302725,15.7374515549009,8.53683995623855e-05,0.00085152708127321
"EGR3",0.475278328828442,0.881015378805478,15.7230944221286,8.60208492234136e-05,0.000857464970132658
"ILRUN-AS1",0.227636401787322,0.854039778770529,15.7208231725849,8.61142916855871e-05,0.000857826430190689
"TECPR2",0.277579203422748,6.72961433388028,15.7185088099531,8.61955833681616e-05,0.00085806645102134
"FAM30A",-0.250949487358699,4.71698404586504,15.7011668746504,8.69610047742353e-05,0.000865112064736789
"CLEC1B",0.281826225161627,2.30485239033557,15.6797745151812,8.79172161930251e-05,0.000874045114199975
"EIF1",0.153839081474013,9.04272041525365,15.6714297537135,8.8289397829089e-05,0.000876293998376796
"LAMP5",0.28447942872306,1.5121601165451,15.6711742540374,8.83086794714887e-05,0.000876293998376796
"WDR27",-0.185156308524732,3.24491966017681,15.6708021258414,8.83186592151524e-05,0.000876293998376796
"KDELR1",0.137233917336464,6.57903090468292,15.6612549753666,8.87486308158677e-05,0.000879978162260176
"SOX8",-0.296997861521206,1.5057895731004,15.6581857169547,8.88952060097974e-05,0.000880849326657187
"SH3BGRL3",0.227858507923325,10.4702952293729,15.6434642410181,8.95574098199281e-05,0.000886825255523803
"PAXIP1",-0.142789607585122,3.17208205300549,15.6346739186863,8.99608538412613e-05,0.000890058899817911
"KLF3-AS1",-0.231704373837686,2.08723982548471,15.6338190621847,9.00026230518445e-05,0.000890058899817911
"NCSTN",0.162877644735047,7.14144169660244,15.6297335306499,9.01867095285427e-05,0.000891291842125954
"LINC00926",-0.301697388276247,6.47427481132458,15.6229183904283,9.05007166936507e-05,0.000893806288241045
"MAPRE1",0.088743802746234,6.84264199097064,15.6210030141366,9.05891648550357e-05,0.000894091217865293
"ITGB2",0.18808998998476,10.9713211668233,15.6091713244461,9.1137473244205e-05,0.000898409978939912
"RASA3",-0.118426299804268,7.72717470047342,15.6089768716125,9.11465129947038e-05,0.000898409978939912
"GPR108",0.170084839292471,7.03678604979874,15.5957672687334,9.1762704952853e-05,0.000903696148929956
"MTA1",-0.103428821725886,5.9589497416499,15.5949004849027,9.18032882928445e-05,0.000903696148929956
"RPS6KA4",0.148928898107185,6.85642175646413,15.5917576663545,9.19505737334494e-05,0.000904552463704399
"SZRD1",0.104336837933365,7.42608863522018,15.5828361770593,9.23699822454452e-05,0.00090746286129031
"HSD17B13",0.265453126483096,-0.0432438916648748,15.5835730818725,9.24153543224407e-05,0.00090746286129031
"PKD1",-0.152687151552424,5.67764509544792,15.5816076690552,9.24278930843616e-05,0.00090746286129031
"LDHA",0.110718226714779,7.31017661513636,15.5738541788243,9.27941894583933e-05,0.000910190853639616
"TSPO",0.258854326093715,8.46795439674776,15.573159276534,9.28270901258907e-05,0.000910190853639616
"NAB2",-0.119384045714655,3.83553302275778,15.5577162765186,9.35616340012296e-05,0.000916794012597287
"TEX10",-0.0866900642217417,4.37278465415321,15.5549038922756,9.36957522707407e-05,0.000917508926609434
"STMP1",0.250098288510623,5.6409397153764,15.5497978672079,9.39400667756713e-05,0.000919301292738826
"APCDD1",0.31191390318778,1.10251444100365,15.5438357368093,9.42401742711912e-05,0.000921636958550463
"ANXA5",0.172252888401053,7.85154143449652,15.541533268539,9.43370177917127e-05,0.000921983023394967
"TBC1D27P",-0.333344055331952,2.47271440228334,15.5370057297602,9.45576835746355e-05,0.000923437664814621
"HERPUD1",0.0911762751553113,7.03381441842624,15.5358916574344,9.46089648593569e-05,0.000923437664814621
"CAMKK2",0.17215155265534,7.37207194062923,15.5335413988489,9.47224892841112e-05,0.000923944593134094
"POLE",-0.0982921314950064,5.27366733602931,15.5315376531035,9.48193959558199e-05,0.000924288874677849
"TNNI2",0.271672584284382,3.10489932413118,15.5195596376769,9.54019312808882e-05,0.000929363489010315
"RNF144B",0.21615111816468,5.49737261148656,15.5134313401823,9.56995224397303e-05,0.000931657518261411
"ZCCHC3",-0.0853648539491267,5.35251662699049,15.5072803691543,9.60003915803279e-05,0.000933920662400978
"PLCG1",-0.152832023869062,7.2247103373065,15.5048203419469,9.61209788185034e-05,0.000933920662400978
"ME1",0.315780745425324,0.398865045977112,15.5053350677129,9.61369211830415e-05,0.000933920662400978
"GRAP",-0.195797519164303,2.29553736646386,15.5036568290437,9.61810040934216e-05,0.000933920662400978
"LMLN",-0.220219251796612,1.62908784156103,15.477465691227,9.74791089515215e-05,0.000945913061119486
"TNRC6C",-0.156302824964831,4.87991147782925,15.4576038963214,9.84655836404945e-05,0.000954867928748997
"JOSD2",0.195210909464862,4.68677820822281,15.4433055342229,9.91869430070927e-05,0.000961241937333594
"LINC00189",0.534843413664561,0.210608250970172,15.4332578306904,9.97588457289632e-05,0.00096616023474881
"LINC00877",0.230243014323396,4.48416259896718,15.4300206116942,9.98619630901454e-05,0.000966534948566685
"NCF1",0.293897098674768,7.49095785409128,15.4239777861347,0.000100170461988101,0.000968895725819139
"HCK",0.256142528443578,9.60937753882048,15.4159850645958,0.000100580077311552,0.000972058972423388
"FNTB",0.150375511343275,3.18302129861839,15.415092343694,0.000100627088666413,0.000972058972423388
"ALOX5AP",0.27446365297951,8.506460381691,15.3977716326149,0.000101519827101938,0.000980051767170706
"PHF10",-0.141126470912094,5.18734601803994,15.393436411324,0.000101744828028155,0.000981592225130787
"CDC42EP4",0.208530911877693,3.84698581178647,15.3832981284019,0.000102273287977771,0.000985648759268875
"ZNHIT1",0.176409530345472,6.08074069063345,15.3828432006865,0.000102296701651889,0.000985648759268875
"IL24",-0.170802338573745,2.55658718696359,15.3686564072948,0.000103042744891823,0.00099219978104437
"CCL3L1",-0.536339064687208,3.37622893842427,15.3610553668984,0.000103442343445558,0.000995104428604377
"CD19",-0.290468258339547,5.38967804803957,15.3603793078281,0.000103477063633038,0.000995104428604377
"WDR76",-0.161789010201011,2.66674658192985,15.3540876188446,0.000103812009355169,0.00099768594769138
"RTF2",0.173272669345337,7.46556813278966,15.347267065319,0.000104172382112791,0.00100050837161082
"CRISPLD2",0.31493207338357,6.52853522053487,15.3459096492062,0.000104244636241323,0.00100056176128748
"PHC1P1",-0.190315114790329,3.63826247891726,15.3437969842552,0.000104357777955611,0.00100100727934148
"GPANK1",0.154865169258767,4.99060824745192,15.3414340905102,0.00010448324197066,0.0010015703489098
"GRIK4",0.609645711923011,0.624079701208612,15.3285694090779,0.000105213246284077,0.00100792408732677
"EIF2S3",0.0826883557526611,7.19113789286521,15.3264659431796,0.000105285149645604,0.00100796925014892
"TAPT1-AS1",-0.164584484539521,2.02412496138157,15.3222525794353,0.000105516190588996,0.00100953692041845
"HBG2",1.19681570771188,7.74341666276808,15.319849322116,0.000105641705648142,0.00101009360620358
"ZNF530",-0.126369406500947,2.11755991642346,15.3170578035119,0.000105796140218215,0.00101092592073481
"MED8",0.100162426044543,5.1575959538637,15.3032694490038,0.000106540250804183,0.00101738818750118
"SEC22B",0.103404364338068,5.05261953802948,15.2941182813424,0.000107039548640316,0.00102150592156617
"TNFRSF13C",-0.277698799620741,5.80797676914869,15.2897609337912,0.000107278102568071,0.00102250406425025
"GAPDHP21",0.232644922552087,0.280590611944141,15.2906600460019,0.000107280455747894,0.00102250406425025
