"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"LINC02352",0.00824405777925512,0.915793319991554,-0.0201090544535576,0.863087720931224,FALSE,FALSE,"Not significant"
"AC005842.1",0.0127200994220666,0.915793319991554,-0.0397014366504204,0.830484835856765,FALSE,FALSE,"Not significant"
"MIEN1",0.00577460937495713,0.915827837517132,0.0187809834856371,0.815482997678554,FALSE,FALSE,"Not significant"
"CYP4F12",-0.0160666785133879,0.916288709816809,-0.091629305483139,0.646276260605546,FALSE,FALSE,"Not significant"
"CEP152",0.00584038729967335,0.916288709816809,0.0234860072716658,0.770499857896372,FALSE,FALSE,"Not significant"
"SDC2",0.0180990619710595,0.916288709816809,-0.0692568074299374,0.793697787138744,FALSE,FALSE,"Not significant"
"CPNE1",-0.00473822345066945,0.916545062039202,0.0101867743565037,0.880414630793131,FALSE,FALSE,"Not significant"
"JSRP1",0.014399381098943,0.916545062039202,0.058503005687428,0.783343225858862,FALSE,FALSE,"Not significant"
"RIPK3",0.00455185235049986,0.916545062039202,0.0158434335322924,0.80079819803123,FALSE,FALSE,"Not significant"
"HTRA2",0.0039212358983249,0.917179334184659,0.00147900879265258,0.982119966101231,FALSE,FALSE,"Not significant"
"COPZ1",0.00318671719595238,0.917368176648861,0.00879224453925809,0.848347399825537,FALSE,FALSE,"Not significant"
"TRBV7-3",-0.0144099262889923,0.917518548848441,0.0624501088359988,0.763614711324135,FALSE,FALSE,"Not significant"
"LLCFC1",-0.0162656741409233,0.917518548848441,-0.158260783900345,0.450451389189001,FALSE,FALSE,"Not significant"
"HNRNPA1P7",-0.00545906900805378,0.917518548848441,-0.0216589551170844,0.810322718351655,FALSE,FALSE,"Not significant"
"HIPK2",-0.00589223409125056,0.91767307216518,0.0337454152607544,0.691315300355104,FALSE,FALSE,"Not significant"
"AC026471.1",0.007211914343298,0.917910430500824,-0.046114720968123,0.63373659143162,FALSE,FALSE,"Not significant"
"MCUB",-0.00503029992129338,0.918226465354176,-0.0213323738314862,0.767689451591793,FALSE,FALSE,"Not significant"
"NCK1",-0.00404201123502726,0.918226465354176,-0.00918313743096201,0.880960069088964,FALSE,FALSE,"Not significant"
"ZNF207",-0.00257539409174927,0.918226465354176,-0.0137869046531027,0.702700555821305,FALSE,FALSE,"Not significant"
"HGD",0.0110671457182967,0.918226465354176,-0.0215301559115633,0.898027840286687,FALSE,FALSE,"Not significant"
"ECHDC1",0.00591602817442277,0.918226465354176,-0.00979883407914256,0.91688896873603,FALSE,FALSE,"Not significant"
"CHPF",0.0102308610946018,0.918321268443878,0.0988928994286947,0.457775283516128,FALSE,FALSE,"Not significant"
"AC009487.2",0.0086076169138004,0.918345722885993,-0.00893046270300145,0.952891125404068,FALSE,FALSE,"Not significant"
"AL138785.2",-0.0168095926427864,0.918345722885993,-0.0699513399617457,0.795747419478362,FALSE,FALSE,"Not significant"
"SHFL",-0.00676772562123827,0.918890684589629,0.0290252617534559,0.752801640028391,FALSE,FALSE,"Not significant"
"RPL26P30",0.0126281454780676,0.919092652238147,0.03960446694309,0.85377879152244,FALSE,FALSE,"Not significant"
"TFPT",0.00502188096761896,0.919218538955418,0.0231854769586384,0.748510136623847,FALSE,FALSE,"Not significant"
"STUB1",-0.00495300763559467,0.919220377611934,0.0139745821232236,0.863785710028916,FALSE,FALSE,"Not significant"
"RAPSN",-0.00917456731085561,0.919220377611934,0.0138991411891158,0.926989110965416,FALSE,FALSE,"Not significant"
"CHCHD4",-0.00435993732789976,0.919244913035273,0.0110067289426325,0.866247409836969,FALSE,FALSE,"Not significant"
"AL162311.2",-0.00620134379992012,0.919338142828608,0.0310113447715178,0.79561822019333,FALSE,FALSE,"Not significant"
"LNX1",0.00716821446433768,0.919338142828608,-0.0182992975303363,0.895535780509382,FALSE,FALSE,"Not significant"
"USP7",-0.00331213472462939,0.91938934035905,0.022077316466976,0.647632343591863,FALSE,FALSE,"Not significant"
"HSD17B12",-0.00668237861270156,0.919418363524699,-0.0469153471889225,0.557777165156841,FALSE,FALSE,"Not significant"
"CIAO2A",0.00713438251251539,0.919418363524699,-0.0167657037203859,0.880414630793131,FALSE,FALSE,"Not significant"
"CLIP3",0.00881499160374455,0.919418363524699,0.0140397372040455,0.918852835381261,FALSE,FALSE,"Not significant"
"CCN3",-0.0136438043135358,0.919594712368702,-0.0135087582289848,0.954733296455925,FALSE,FALSE,"Not significant"
"FAM53A",0.00868774420807024,0.919787272858238,0.000325633025908017,0.998636569194894,FALSE,FALSE,"Not significant"
"RBM8A",-0.0034318938027301,0.919797610165148,-0.0014612278276414,0.979798800378802,FALSE,FALSE,"Not significant"
"LRRC42",0.00404151570388541,0.919797610165148,0.0305967294542654,0.569558882490682,FALSE,FALSE,"Not significant"
"ZUP1",-0.00640198937938241,0.919997856304414,-0.013394501694405,0.89553341030927,FALSE,FALSE,"Not significant"
"DHFR2",-0.00497278125188797,0.920081387360578,-0.0129407891878224,0.870101981022818,FALSE,FALSE,"Not significant"
"SNX14",0.00468800027368679,0.920260991240124,-0.0259691899567821,0.717464636729551,FALSE,FALSE,"Not significant"
"GMPS",-0.00358624461018029,0.920284385680878,-0.0120014341194087,0.824318561738145,FALSE,FALSE,"Not significant"
"TMPO",0.00440841289084514,0.920284385680878,-0.0103107840224167,0.874913626141314,FALSE,FALSE,"Not significant"
"ARG1",-0.0221307925184355,0.920366990091495,0.193840296078679,0.448093677659657,FALSE,FALSE,"Not significant"
"BBC3",-0.00729610356269539,0.920366990091495,-0.0207545042524962,0.853523664268679,FALSE,FALSE,"Not significant"
"TMEM209",0.00540745323159683,0.920527034215027,-0.0242458895463065,0.760330880537366,FALSE,FALSE,"Not significant"
"AC091729.3",-0.00683461440852694,0.920886750472487,0.00524498890206818,0.964901888327202,FALSE,FALSE,"Not significant"
"PBX3",0.00358972904959105,0.9211576990571,0.00796495499475638,0.882613480063221,FALSE,FALSE,"Not significant"
"CLCN7",-0.00542762345248047,0.921300832684716,0.0123479606827358,0.894154161903541,FALSE,FALSE,"Not significant"
"RSRC2",0.00321789698979148,0.921308726987082,-0.00999859348068526,0.847326747357269,FALSE,FALSE,"Not significant"
"BARD1",-0.00673905393302278,0.92133707578039,-0.0243657123162238,0.811873680011251,FALSE,FALSE,"Not significant"
"NUTF2",0.00346882641819132,0.92133707578039,0.027718522567546,0.573188700858881,FALSE,FALSE,"Not significant"
"CCNJL",0.0127316137842356,0.921357335163082,-0.0269059222001225,0.892166011472131,FALSE,FALSE,"Not significant"
"VAMP8",-0.00699369182826816,0.921433187161553,0.0270707632602187,0.788851704438604,FALSE,FALSE,"Not significant"
"GAPT",-0.00721658612726583,0.921458663807123,-0.0291099034883415,0.779228639091231,FALSE,FALSE,"Not significant"
"AC116913.1",0.00540167641131542,0.921634527598904,0.00244312542317569,0.981715060997944,FALSE,FALSE,"Not significant"
"TERF1",0.0039808994715401,0.922411756413475,-0.0171455185970366,0.777776847640068,FALSE,FALSE,"Not significant"
"CD24P4",0.0127227804672584,0.92244741777005,-0.150651520992399,0.412361055923394,FALSE,FALSE,"Not significant"
"PTBP1",-0.00380658638476043,0.922835122415096,0.0198467109733221,0.741079058305652,FALSE,FALSE,"Not significant"
"HCFC1R1",0.00558896091546282,0.92296209595937,0.0385980174635608,0.641340197959237,FALSE,FALSE,"Not significant"
"NPIPB13",0.00603034694053068,0.922993478768899,-0.00109743243226724,0.991128820883702,FALSE,FALSE,"Not significant"
"EDARADD",-0.0094297807269564,0.923196312929694,-0.0298124186711198,0.83612136743586,FALSE,FALSE,"Not significant"
"TUBB4A",-0.00965798537782181,0.923451082353704,-0.0612475635684112,0.669201687960217,FALSE,FALSE,"Not significant"
"NECAP1",0.00296278118958972,0.923451082353704,-0.0186785996224731,0.674606823468471,FALSE,FALSE,"Not significant"
"WASL",-0.00451587152282905,0.923451082353704,-0.0222752752848239,0.753065054713668,FALSE,FALSE,"Not significant"
"UBOX5-AS1",-0.00815986071842577,0.923451082353704,-0.0529160917947124,0.70519931877861,FALSE,FALSE,"Not significant"
"NIPSNAP3A",0.00799127341770422,0.923564904600815,-0.0167894895400786,0.894556926351164,FALSE,FALSE,"Not significant"
"POLE2",-0.00895585774173721,0.923598445923209,0.030168326499813,0.823647701786749,FALSE,FALSE,"Not significant"
"TBCEL",0.00454573640916135,0.923641635860417,-0.02130205310386,0.761919150373957,FALSE,FALSE,"Not significant"
"ANGEL2",-0.00531832892542453,0.923641635860417,-0.0502731300424165,0.516279038111258,FALSE,FALSE,"Not significant"
"MRPL12",-0.00861050396590483,0.923641635860417,0.0759991894453451,0.555847897789481,FALSE,FALSE,"Not significant"
"HMGB2",-0.0105471400332997,0.923641635860417,0.0537420001850371,0.733691387285013,FALSE,FALSE,"Not significant"
"EEF1DP1",-0.00620726427442903,0.923641635860417,0.0342235670357429,0.718494549536729,FALSE,FALSE,"Not significant"
"PIK3C2A",-0.00508209160228194,0.923641635860417,-0.043284974029221,0.575051879548224,FALSE,FALSE,"Not significant"
"PSMC3",0.00414799452276376,0.923641635860417,0.0318981232555584,0.582680489669714,FALSE,FALSE,"Not significant"
"TUBD1",-0.00404360641765345,0.923738466500867,-0.026907218082636,0.665564103609191,FALSE,FALSE,"Not significant"
"FUNDC1",-0.00470370964778853,0.923738466500867,-0.00112640156395921,0.989645343075485,FALSE,FALSE,"Not significant"
"PLPP1",-0.00635757619697395,0.923738466500867,0.000479748125795464,0.996849455572871,FALSE,FALSE,"Not significant"
"THAP7-AS1",-0.00975123178086535,0.923738466500867,-0.061663252993526,0.717464636729551,FALSE,FALSE,"Not significant"
"SUPT4H1",0.00505585788544371,0.923738466500867,-0.0188927349294168,0.80340980548161,FALSE,FALSE,"Not significant"
"AL132780.5",0.00822983262128281,0.923738466500867,0.0370624996760626,0.795020440382936,FALSE,FALSE,"Not significant"
"ZNF33A",0.00476309859104454,0.923738466500867,-0.0207784668657061,0.773086944309161,FALSE,FALSE,"Not significant"
"TPCN1",-0.00463244575718018,0.923848166424001,-0.000175268246612712,0.998636569194894,FALSE,FALSE,"Not significant"
"AC007342.3",0.0121053199803554,0.924067719752172,-0.0060413890385446,0.978391193353081,FALSE,FALSE,"Not significant"
"LDLR",-0.00662645569260593,0.924155255598816,-0.000331501729981722,0.997865920395135,FALSE,FALSE,"Not significant"
"KTN1",0.00647696189284573,0.924769949730151,-0.0177052521420334,0.874188545255027,FALSE,FALSE,"Not significant"
"KNL1",0.0116929993082704,0.924859973424251,0.0843653808947324,0.59322917986795,FALSE,FALSE,"Not significant"
"KHDC1",-0.00895185772464384,0.925026381304499,0.00436063390766758,0.979372341985294,FALSE,FALSE,"Not significant"
"ZNF720",0.00526542027311113,0.92520657768255,-0.0148007669386273,0.869041441593212,FALSE,FALSE,"Not significant"
"RNF38",-0.00308852075964806,0.925563599112771,-0.0110943201936652,0.826291879297975,FALSE,FALSE,"Not significant"
"RNF167",0.0038917511589921,0.926069540748924,0.02610959789079,0.65601883796178,FALSE,FALSE,"Not significant"
"UBXN1",0.00368022760348633,0.926224588798546,0.0159340372188968,0.793415834849728,FALSE,FALSE,"Not significant"
"CD47",0.00361260955675375,0.926287608186033,-0.0323461601506082,0.557619100311995,FALSE,FALSE,"Not significant"
"NDFIP1",0.00319674599287277,0.926404137965305,-0.00468059479093374,0.928250904297142,FALSE,FALSE,"Not significant"
"TDG",0.00424782994954349,0.9264665571725,0.0119877551619942,0.863476197315047,FALSE,FALSE,"Not significant"
"FAM83D",-0.0104243269016028,0.926580641573125,0.0849265463946834,0.570329359366356,FALSE,FALSE,"Not significant"
"AC011337.1",-0.00705479833481454,0.926580641573125,-0.0229692612001515,0.848779720265343,FALSE,FALSE,"Not significant"
"OSBP",-0.00297171839943416,0.926580641573125,0.0190470775477879,0.692166924272265,FALSE,FALSE,"Not significant"
"C2orf81",0.00874255048936952,0.926580641573125,-0.0117308459391147,0.943624056020518,FALSE,FALSE,"Not significant"
"ANLN",-0.0142840468752413,0.926627718162571,0.140743321370694,0.499046227944963,FALSE,FALSE,"Not significant"
"NCBP3",-0.00250615828060418,0.926673508209761,-8.79634356496922e-05,0.998687234585504,FALSE,FALSE,"Not significant"
"CDCA8",-0.00892587668767881,0.926751454298719,0.12363515773303,0.263130344178311,FALSE,FALSE,"Not significant"
"SMARCE1",-0.00408935601696573,0.926768802201889,-0.0131524309646972,0.850251077939871,FALSE,FALSE,"Not significant"
"AC139491.7",-0.0188711481816352,0.926981327074114,0.0486548750780549,0.884698617391003,FALSE,FALSE,"Not significant"
"DTD2",-0.00651854771396432,0.927009776688032,0.00173020101919472,0.9900453662421,FALSE,FALSE,"Not significant"
"ERVMER61-1",0.0154797740035036,0.927071750489747,-0.0617622124160505,0.793821241358246,FALSE,FALSE,"Not significant"
"ATP5MG",-0.00707290903384521,0.927299202778656,-0.00652932544971532,0.962979085165701,FALSE,FALSE,"Not significant"
"THAP9",0.00690162291907605,0.927299202778656,-0.00300786768553037,0.983429461110967,FALSE,FALSE,"Not significant"
"IWS1",0.00273961472786326,0.92746627100601,0.0368525226985503,0.357796121883701,FALSE,FALSE,"Not significant"
"AC012485.1",-0.00821070554269166,0.927485028351779,0.00482387683993791,0.9767021395147,FALSE,FALSE,"Not significant"
"AC009120.2",-0.0048766968192371,0.927485028351779,-0.0219920221659339,0.776587552627472,FALSE,FALSE,"Not significant"
"SETBP1",-0.00675962785770506,0.927485028351779,0.0310227239132142,0.780124991121948,FALSE,FALSE,"Not significant"
"RPS15AP10",0.0137392820329625,0.927485028351779,-0.0891927597661078,0.732218368978311,FALSE,FALSE,"Not significant"
"AC073172.1",0.0228644289587103,0.92754120109349,-0.0730152564872618,0.857639283679303,FALSE,FALSE,"Not significant"
"IGLV3-19",0.0205873854531634,0.927574016790771,0.0608265160010791,0.852260092959726,FALSE,FALSE,"Not significant"
"MTCL1",-0.010187777436597,0.927579279714925,-0.104319898382606,0.536492299853793,FALSE,FALSE,"Not significant"
"TMED2-DT",-0.00557454599347764,0.92763666854519,-0.0232069934485426,0.795841544324493,FALSE,FALSE,"Not significant"
"TAF5L",-0.00292462835078835,0.927839133090129,-0.0148187960677508,0.758937751321947,FALSE,FALSE,"Not significant"
"SLC5A5",0.00858363868214767,0.927839133090129,-0.0393413244146546,0.793636108202436,FALSE,FALSE,"Not significant"
"NAA15",-0.00396498308767641,0.927839133090129,-0.018820902923543,0.776397994781063,FALSE,FALSE,"Not significant"
"LMAN2L",-0.00261977674708949,0.927890374517185,0.0117964313817214,0.784953699298114,FALSE,FALSE,"Not significant"
"ISCA1",0.00372331708287566,0.927890374517185,-0.027541161451445,0.649276686411898,FALSE,FALSE,"Not significant"
"CHD4",-0.00529057284539801,0.927890374517185,0.0561432097819004,0.473726181570049,FALSE,FALSE,"Not significant"
"RPS26P47",-0.0142946591617968,0.927975706407631,0.0435105732853671,0.87364187709139,FALSE,FALSE,"Not significant"
"MT-CO2",-0.00849307238500771,0.928205116879225,-0.037943925389778,0.795071070666974,FALSE,FALSE,"Not significant"
"STX1B",0.00767971137365953,0.928205116879225,-0.0328083680066521,0.8090132461097,FALSE,FALSE,"Not significant"
"LMBRD2",0.00638618241820224,0.928205116879225,-0.0177858328247427,0.875962945026751,FALSE,FALSE,"Not significant"
"AL358113.1",-0.00882016736257138,0.928205116879225,0.0026045263402853,0.987864130064829,FALSE,FALSE,"Not significant"
"SRGAP3",0.00926552826705531,0.928205116879225,-0.074605121036512,0.611534586759583,FALSE,FALSE,"Not significant"
"UBA7",0.00441101450046233,0.928205116879225,0.00672351728901088,0.932773108221242,FALSE,FALSE,"Not significant"
"SLC16A13",-0.00480633081555712,0.928323490664004,-0.0268569748098889,0.734484729974169,FALSE,FALSE,"Not significant"
"AL355001.2",0.00797621581928625,0.928323490664004,-0.0068685986008474,0.967395125454237,FALSE,FALSE,"Not significant"
"TRAV26-2",-0.0103113517584374,0.928365117816053,-0.0134364983122792,0.940939611314413,FALSE,FALSE,"Not significant"
"ZNF101",-0.00345595090592372,0.928615121970252,-0.0340078106144042,0.513508955492826,FALSE,FALSE,"Not significant"
"PYCR1",-0.0134497491884625,0.928615121970252,0.0722575189853362,0.728403321508603,FALSE,FALSE,"Not significant"
"ANKRD13D",0.00437428555447594,0.92875870639538,0.00911523738291053,0.902032960607695,FALSE,FALSE,"Not significant"
"GAPDHP63",0.00919701346240744,0.928769532102608,0.0845361035435496,0.524781617218499,FALSE,FALSE,"Not significant"
"DNAAF2",-0.0052487243305539,0.928769532102608,-0.00919885656287511,0.926482514562464,FALSE,FALSE,"Not significant"
"REV3L",-0.0038403020454837,0.929058465632607,0.00740196192428933,0.915838758768979,FALSE,FALSE,"Not significant"
"BTF3P9",-0.00675366309779549,0.929058465632607,-0.025773613891009,0.819215042463387,FALSE,FALSE,"Not significant"
"HSPA1A",0.00946628634931877,0.929058465632607,0.0748178717578457,0.623627486997897,FALSE,FALSE,"Not significant"
"LSP1",0.00766775071490102,0.929101855249587,0.0261763299927742,0.843481431486357,FALSE,FALSE,"Not significant"
"CDH4",0.0100700464295025,0.929265261062437,-0.0178169543186623,0.922691227089418,FALSE,FALSE,"Not significant"
"TOMM40L",0.00436687383708056,0.929285056301049,0.00138436213343191,0.985792452874458,FALSE,FALSE,"Not significant"
"ZNF660",0.00598257218534824,0.929558230967212,0.00163070289789981,0.989674301158927,FALSE,FALSE,"Not significant"
"XPOTP1",-0.00599596504626795,0.930194047845977,0.00117043505770054,0.993566967361713,FALSE,FALSE,"Not significant"
"CHROMR",0.0070866756042559,0.930448394512431,-0.0485126692102625,0.648417046884688,FALSE,FALSE,"Not significant"
"TMEM131L",0.0029367621185417,0.931241141681219,0.0263467900054905,0.58979717681675,FALSE,FALSE,"Not significant"
"ZNF407",-0.00359939151620824,0.931557196770827,0.00172101277462356,0.982881891186977,FALSE,FALSE,"Not significant"
"AL158823.1",-0.012674415746135,0.931717075645824,-0.03090624365119,0.905917819517325,FALSE,FALSE,"Not significant"
"SPNS3",-0.0114905554734619,0.932135760454885,-0.0905774546984661,0.599267726494934,FALSE,FALSE,"Not significant"
"AC008026.1",-0.00948312746448408,0.932575520773857,0.00387954392050111,0.984450347766999,FALSE,FALSE,"Not significant"
"NDRG1",0.00421132468790746,0.932658722946114,0.0161169556813059,0.830526733660153,FALSE,FALSE,"Not significant"
"TMEM35B",0.00389138564878146,0.932658722946114,-0.0176700998764415,0.803504256699289,FALSE,FALSE,"Not significant"
"STAG1",-0.00380422273421838,0.932944204677848,-0.00497997257439725,0.953138114657484,FALSE,FALSE,"Not significant"
"ZNF584",0.00450398936770045,0.932948521428253,-0.0147132249738833,0.859877268574293,FALSE,FALSE,"Not significant"
"SGO1",-0.00919522893365922,0.932948521428253,0.000924374249106874,0.995918493259128,FALSE,FALSE,"Not significant"
"MPC1",0.00342817077417377,0.933007062194607,-0.00310136999270898,0.96472517467658,FALSE,FALSE,"Not significant"
"AC133644.3",0.0073915158602341,0.933020726126311,-0.031076969795037,0.82451575594257,FALSE,FALSE,"Not significant"
"PFDN2",-0.00611425740119034,0.933020726126311,0.0283780104933739,0.780016812218905,FALSE,FALSE,"Not significant"
"PNRC2",0.00372882492472649,0.933166722107206,-0.0151052976820316,0.827554035686774,FALSE,FALSE,"Not significant"
"IGHJ2",-0.0170920202015158,0.933260466959942,-0.000200127252006087,0.999510898167,FALSE,FALSE,"Not significant"
"HNRNPK",-0.00356546013861245,0.933844625197779,0.0182884879839376,0.761626021884499,FALSE,FALSE,"Not significant"
"C5AR2",0.00767193013786477,0.933844625197779,0.00816688596083315,0.9555494940541,FALSE,FALSE,"Not significant"
"AC009318.1",0.00771002048754321,0.933848795475797,-0.0472557602515445,0.713619674142557,FALSE,FALSE,"Not significant"
"NADK2",0.00387049841010226,0.933905866800133,-0.0222327806533246,0.749283687822514,FALSE,FALSE,"Not significant"
"CHST14",-0.00377830558368529,0.934007757124126,0.0268230984057605,0.67014240996132,FALSE,FALSE,"Not significant"
"ECHDC3",-0.0104127314705088,0.934007757124126,0.0232731427199255,0.901214687094085,FALSE,FALSE,"Not significant"
"CENPE",-0.0121423111011711,0.934121663584636,0.058008775302707,0.779164207802132,FALSE,FALSE,"Not significant"
"CYP2T1P",-0.00782369822104768,0.934146000618654,-0.0440172165956087,0.748524846252577,FALSE,FALSE,"Not significant"
"CLN6",0.00527548160232943,0.934308958529625,0.00279395420758485,0.979570604398101,FALSE,FALSE,"Not significant"
"AC135050.6",0.00295419822145214,0.934607999825801,-0.00417716537626254,0.938740827290206,FALSE,FALSE,"Not significant"
"DENND6A",-0.00311416991175817,0.934724271604123,-0.0303770893645772,0.553586360676885,FALSE,FALSE,"Not significant"
"FAM207BP",-0.00552043410882646,0.934763633642028,0.00768433304680245,0.94919775354505,FALSE,FALSE,"Not significant"
"LARP4",0.00449978178993008,0.935017747131999,-0.00936319551527286,0.913227608696311,FALSE,FALSE,"Not significant"
"PA2G4P2",0.00497840570996,0.935127808965011,0.0142116683458097,0.896762711124803,FALSE,FALSE,"Not significant"
"EIF3C",0.00492639384907741,0.9353744712736,0.00631819385612782,0.942764676448679,FALSE,FALSE,"Not significant"
"NR2C2",-0.00406279766988807,0.9353744712736,-0.0100150300524263,0.912455035708765,FALSE,FALSE,"Not significant"
"COA8",-0.00395460599352214,0.935848596523525,0.000603483750729235,0.994418899911353,FALSE,FALSE,"Not significant"
"HLA-DQB2",0.0181080069681391,0.935848596523525,0.312335546654463,0.434435420271857,FALSE,FALSE,"Not significant"
"INTS5",0.00359466577230462,0.935848596523525,0.0481151859248348,0.407977819385369,FALSE,FALSE,"Not significant"
"ABCF2P1",0.00663493715378581,0.936333265500451,-0.00743913669509211,0.963566420544115,FALSE,FALSE,"Not significant"
"AC008079.1",-0.00646776348965824,0.936333265500451,-0.0304295881065976,0.813327621501147,FALSE,FALSE,"Not significant"
"EEF1AKMT1",0.00526398625704555,0.936333265500451,0.0335133891558393,0.728734441775216,FALSE,FALSE,"Not significant"
"AC245884.12",0.0142615759424382,0.936870468118338,0.0726044247661427,0.817050968225043,FALSE,FALSE,"Not significant"
"SMARCC1",0.00293070020073083,0.936910734555934,0.027190226219183,0.614925223447254,FALSE,FALSE,"Not significant"
"SDF4",-0.00267505839769981,0.936910734555934,0.0136074577616342,0.79561822019333,FALSE,FALSE,"Not significant"
"QSER1",0.00398606209794817,0.937009952886522,-0.0180660854884024,0.813327621501147,FALSE,FALSE,"Not significant"
"LAMTOR3",0.00556676427126435,0.937303202211691,-0.0242623303666674,0.82277009933494,FALSE,FALSE,"Not significant"
"BRCA2",0.00759013610615138,0.937303202211691,0.0331730920962547,0.800868200985531,FALSE,FALSE,"Not significant"
"FRMD8",0.00355391109418758,0.937530272540849,0.0208073061104836,0.761542752972371,FALSE,FALSE,"Not significant"
"MBNL1-AS1",0.00542545629430018,0.937530272540849,-0.0314102591381608,0.76416609826611,FALSE,FALSE,"Not significant"
"AL390039.1",-0.00515631196578929,0.937530272540849,0.00781583307007609,0.943210552148257,FALSE,FALSE,"Not significant"
"OTUB1",-0.00312775065695851,0.93759022483216,0.027912021078776,0.630015079416325,FALSE,FALSE,"Not significant"
"ZKSCAN3",-0.00349854685456498,0.93759022483216,-0.0263089801735835,0.6868733475983,FALSE,FALSE,"Not significant"
"AP000873.4",0.00636064126234364,0.938049462637457,-0.00974129799249504,0.95170228817052,FALSE,FALSE,"Not significant"
"CASP8",-0.00357840696014324,0.938049462637457,-0.0311106813386897,0.60164116972952,FALSE,FALSE,"Not significant"
"CFD",-0.0142407494734056,0.938049462637457,0.0459643300339013,0.859709604005054,FALSE,FALSE,"Not significant"
"HEATR6",-0.00435905289724889,0.93808675509336,0.0204432420001539,0.792580684326096,FALSE,FALSE,"Not significant"
"IGHV4-4",0.0186879927776619,0.938391165982043,0.10679315080672,0.755559162184796,FALSE,FALSE,"Not significant"
"APEH",-0.00262349914043453,0.938412594326467,0.0145077538044052,0.773950172147294,FALSE,FALSE,"Not significant"
"ANKIB1",-0.00377755591877333,0.938412594326467,-0.0176199993810476,0.815482997678554,FALSE,FALSE,"Not significant"
"RAD50",0.00604528335113543,0.938599762549726,-0.0117521684831747,0.929838849217088,FALSE,FALSE,"Not significant"
"NT5DC2",-0.0102164643340844,0.938792444162821,0.116256731839276,0.488444483638954,FALSE,FALSE,"Not significant"
"PLAAT5",-0.0137542978562515,0.938792444162821,-0.126727124517106,0.607422223446396,FALSE,FALSE,"Not significant"
"SMS",-0.00444191495466203,0.939030944562072,0.00703767332197606,0.931984923598784,FALSE,FALSE,"Not significant"
"PAQR3",-0.00522757654401954,0.939030944562072,-0.0655234046779455,0.493156213715006,FALSE,FALSE,"Not significant"
"CPAMD8",0.00850171956395618,0.939030944562072,-0.0280885057397318,0.854088938923454,FALSE,FALSE,"Not significant"
"KNSTRN",-0.00401215064907978,0.939030944562072,0.00227121728739967,0.979000148659045,FALSE,FALSE,"Not significant"
"CEACAM19",0.00825135835045944,0.939030944562072,-0.00881168173941747,0.962551684816072,FALSE,FALSE,"Not significant"
"RPL37P23",0.00680916768810559,0.939030944562072,0.0798773880645235,0.518232827045571,FALSE,FALSE,"Not significant"
"MSANTD4",0.00378178127453571,0.939224872225345,-0.00185722599890039,0.983622731065898,FALSE,FALSE,"Not significant"
"ATPAF1",0.00230642814972333,0.939250024594611,0.00549756646460792,0.904510599057017,FALSE,FALSE,"Not significant"
"DDA1",0.00244166752187245,0.939741935489324,0.0191664566342577,0.68475479982299,FALSE,FALSE,"Not significant"
"RAB11B",-0.00378782920416446,0.940269631306166,0.0253693040042111,0.745050407751433,FALSE,FALSE,"Not significant"
"ZNF81",-0.00452284530946656,0.940621918112313,-0.0486410910008442,0.584429832443278,FALSE,FALSE,"Not significant"
"AL451165.2",-0.00646479179280794,0.940621918112313,0.0579816712162032,0.628848575252583,FALSE,FALSE,"Not significant"
"RPL37P2",-0.00619742902999108,0.940646286524558,0.0290526014027565,0.823979212700882,FALSE,FALSE,"Not significant"
"YJU2",-0.00339276360645204,0.940775279121969,0.00628118023838996,0.931370618416149,FALSE,FALSE,"Not significant"
"SLC35A1",-0.00532061536904656,0.940991225318906,-0.0223529693228146,0.846764683596038,FALSE,FALSE,"Not significant"
"LYPLA2",-0.00368614719310376,0.940991225318906,0.0383249384310981,0.576246143025697,FALSE,FALSE,"Not significant"
"KIF23",-0.00827655388548294,0.941015694550359,0.0948930981447531,0.50077181534375,FALSE,FALSE,"Not significant"
"LINC01890",0.00676130458141558,0.941084650671989,0.0366553051576209,0.805773845243349,FALSE,FALSE,"Not significant"
"SCCPDH",-0.00419835019251071,0.941832098308858,-0.0125942971256662,0.879350681640002,FALSE,FALSE,"Not significant"
"SRP72",0.00305908902918703,0.941832098308858,-0.00974476471868101,0.88052768992172,FALSE,FALSE,"Not significant"
"KLF16",0.00509269596612814,0.941858080234956,0.0144479894175595,0.886508827079772,FALSE,FALSE,"Not significant"
"UQCRFS1",0.00356194751928148,0.941908556864893,0.0320266953418899,0.624891605526102,FALSE,FALSE,"Not significant"
"MSC-AS1",0.00781402699248751,0.94199711244397,-0.00824373389311536,0.963144766777846,FALSE,FALSE,"Not significant"
"AC012020.1",0.00501479004493639,0.942229153969745,-0.0339768328118019,0.740470049193401,FALSE,FALSE,"Not significant"
"RNF4",-0.00217176644722662,0.942229153969745,0.0128141361682609,0.781930997892188,FALSE,FALSE,"Not significant"
"MED25",-0.0060579553289821,0.942234423761146,0.0120872289576856,0.927608294033513,FALSE,FALSE,"Not significant"
"AC016596.3",0.0116140027020569,0.942739140763239,0.0566766732286393,0.840903990089726,FALSE,FALSE,"Not significant"
"NEBL",0.0208519184594987,0.943169015401407,0.424286738450464,0.368449040284929,FALSE,FALSE,"Not significant"
