"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"GBP6",1.81877266661751,7.71975498624995e-26,1.40695375313161,5.02034937410386e-10,TRUE,TRUE,"Stable significant"
"FCGR1CP",1.84949336137253,1.692790236977e-25,1.31490248539002,2.26234656095662e-08,TRUE,TRUE,"Stable significant"
"GBP5",1.18890686789667,1.17290758739385e-22,0.93123377935561,3.07781850422906e-08,TRUE,FALSE,"Lost"
"H2BP2",1.76388527692984,2.69146717152055e-22,1.22792082083863,1.80450349528721e-06,TRUE,TRUE,"Stable significant"
"ANKRD22",1.81177561753519,3.09966572004912e-22,1.28214353099323,1.76497780602725e-07,TRUE,TRUE,"Stable significant"
"PDCD1LG2",1.54106420549046,3.51639704286156e-20,0.927962334492611,3.73387475332875e-05,TRUE,FALSE,"Lost"
"CD274",1.28390183847581,1.68446209104137e-19,0.896805475650448,1.11462021093378e-06,TRUE,FALSE,"Lost"
"FCGR1B",1.19308218597994,1.78082669935998e-19,0.993624516865703,5.97904799148924e-08,TRUE,FALSE,"Lost"
"GBP1",1.07606880780374,2.66728611654503e-19,0.871805278694312,2.67298795780248e-07,TRUE,FALSE,"Lost"
"SCARF1",0.899657634390327,2.66728611654503e-19,0.770328941444416,7.07795805153672e-08,FALSE,FALSE,"Not significant"
"FCGR1A",1.3570102806789,5.68636010151954e-19,0.996143797316986,3.741988923429e-06,TRUE,FALSE,"Lost"
"LINC02555",1.13391724814683,6.73035932110388e-19,0.931435805419819,7.28506941664938e-08,TRUE,FALSE,"Lost"
"DUSP3",0.560528142970029,1.95357113608132e-18,0.440985908773568,2.03367486624345e-06,FALSE,FALSE,"Not significant"
"LHFPL2",0.780899036886489,1.95357113608132e-18,0.607955980961182,3.80932730237456e-07,FALSE,FALSE,"Not significant"
"GBP1P1",1.3065608844806,2.35383474504156e-18,0.809084160543023,5.95043462946987e-05,TRUE,FALSE,"Lost"
"BATF2",1.55333593853075,3.71728007111161e-18,1.306918219364,8.53446462855293e-08,TRUE,TRUE,"Stable significant"
"GBP2",0.607652462695419,9.04893911522198e-18,0.547749583900567,1.76497780602725e-07,FALSE,FALSE,"Not significant"
"SORT1",0.606995411394912,2.40838485357868e-17,0.517716306797836,2.56330496548311e-06,FALSE,FALSE,"Not significant"
"SECTM1",0.787204908992578,7.84057230637001e-17,0.716969693384404,3.80932730237456e-07,FALSE,FALSE,"Not significant"
"AC243772.2",1.1288624984585,8.44784876709873e-17,0.864588721828593,2.14795155436754e-05,TRUE,FALSE,"Lost"
"TAP1",0.532656240038975,9.19790622759726e-17,0.489035399111804,2.67298795780248e-07,FALSE,FALSE,"Not significant"
"APOL4",1.5823392095166,1.14933452327594e-16,0.835333761373698,0.00259631270811545,TRUE,FALSE,"Lost"
"PSTPIP2",0.709002643549283,1.14933452327594e-16,0.560532825109411,4.84527169204927e-06,FALSE,FALSE,"Not significant"
"RAP1GAP",1.93436467765624,2.20123022654127e-16,0.280937662920381,0.388399874686836,TRUE,FALSE,"Lost"
"APOL6",0.633220177371882,2.59781159093295e-16,0.553000794686028,8.41964594391057e-07,FALSE,FALSE,"Not significant"
"ZNF767P",-0.212976700683982,3.99355495214584e-16,-0.200342465475085,6.10659776924866e-08,FALSE,FALSE,"Not significant"
"SERPING1",1.58495666725343,8.28968176417288e-16,1.50638189984577,1.55564741151679e-08,TRUE,TRUE,"Stable significant"
"STAT1",0.627284498605381,1.49716006968212e-15,0.55938404987685,1.64930741745094e-06,FALSE,FALSE,"Not significant"
"AC244453.2",1.12441270135686,1.58020270427905e-15,0.854303598481171,4.22495611356689e-05,TRUE,FALSE,"Lost"
"APOL1",0.641402133404473,1.89707590520505e-15,0.583014213949064,3.80932730237456e-07,FALSE,FALSE,"Not significant"
"LACTB",0.416912230076273,3.06831215126716e-15,0.320706593027088,3.11990895143106e-05,FALSE,FALSE,"Not significant"
"TIFA",0.588469855330625,3.76306073118324e-15,0.380941755681289,0.000282947013938272,FALSE,FALSE,"Not significant"
"ETV7",1.41408265730747,3.76868121428303e-15,1.31654243601603,3.07781850422906e-08,TRUE,TRUE,"Stable significant"
"FLVCR2",0.609827278625771,6.14399109841996e-15,0.385369430185377,0.000836580859234168,FALSE,FALSE,"Not significant"
"IL15RA",0.441517931762638,6.36559856908427e-15,0.364239342603464,6.00840081335363e-06,FALSE,FALSE,"Not significant"
"SEPTIN4",1.59172543368046,6.36559856908427e-15,0.885723634848739,0.000397565713928045,TRUE,FALSE,"Lost"
"GBP4",0.663857143030216,7.15207852796055e-15,0.553442630434495,9.19255405711915e-06,FALSE,FALSE,"Not significant"
"FZD5",0.698225371361704,8.59881095896851e-15,0.450743979444278,0.00167773223200722,FALSE,FALSE,"Not significant"
"CTSA",0.405591593617415,2.88214838222601e-14,0.382106594878356,3.26885849039614e-06,FALSE,FALSE,"Not significant"
"AL672207.1",0.677784048604327,4.26972215273449e-14,0.49317164742417,0.000267736260034451,FALSE,FALSE,"Not significant"
"TRIM69",0.366071564234053,6.69928714109128e-14,0.318968707420873,7.73101582919565e-06,FALSE,FALSE,"Not significant"
"ERLIN1",0.339372235833644,9.98439576279177e-14,0.271865877980293,3.81763171975708e-05,FALSE,FALSE,"Not significant"
"C2",0.992887245245006,1.04657039693895e-13,0.793781765000575,5.20001058610516e-05,FALSE,FALSE,"Not significant"
"RAB20",0.674438127666671,1.22112285609527e-13,0.524099276660207,9.49757474125013e-05,FALSE,FALSE,"Not significant"
"DCUN1D3",0.267999359753385,1.2903088296088e-13,0.219975781819643,3.66237055249191e-05,FALSE,FALSE,"Not significant"
"AL157871.2",0.775493395013923,1.44535014161727e-13,0.587353050831783,0.000150852362452379,FALSE,FALSE,"Not significant"
"P2RY14",0.889202789610088,1.61186646534438e-13,0.592318180345439,0.000625519885469543,FALSE,FALSE,"Not significant"
"CYBB",0.409226442810822,1.83727900193574e-13,0.362331328233187,2.21336717805571e-05,FALSE,FALSE,"Not significant"
"FAM20A",0.973553347733173,3.10448307942151e-13,0.354024895499562,0.070108953157916,FALSE,FALSE,"Not significant"
"AC083862.2",0.554899833051111,3.27941334739819e-13,0.442768998626942,8.38728508645709e-05,FALSE,FALSE,"Not significant"
"CD177",2.33661954921265,3.77885172533795e-13,0.767637407738997,0.105791400774808,TRUE,FALSE,"Lost"
"CETP",0.551790068031305,3.79270474116539e-13,0.449211270596211,4.22495611356689e-05,FALSE,FALSE,"Not significant"
"WSB2",0.297618528646702,4.19941612680524e-13,0.239943647346108,0.000113794371459789,FALSE,FALSE,"Not significant"
"NRN1",1.28553530626991,4.99813047164088e-13,0.952231607972775,0.000126012259423181,TRUE,FALSE,"Lost"
"NUCB1",0.386642265433842,7.65927582994332e-13,0.356491723096846,1.23236337057194e-05,FALSE,FALSE,"Not significant"
"ASPHD2",0.417770907949607,8.82759971568733e-13,0.337454614906793,3.18391928936985e-05,FALSE,FALSE,"Not significant"
"ETV6",0.326706284344441,9.06419701722844e-13,0.295403450259175,1.91878372677065e-05,FALSE,FALSE,"Not significant"
"SLAMF8",0.705131340246358,9.67320958544165e-13,0.441502361994884,0.00394216727822931,FALSE,FALSE,"Not significant"
"TAP2",0.349889466111231,1.09827657885492e-12,0.328451847846912,9.19255405711915e-06,FALSE,FALSE,"Not significant"
"TAPBP",0.339875854250589,4.36576545960266e-12,0.323569767593896,6.00840081335363e-06,FALSE,FALSE,"Not significant"
"SLC26A8",0.945353105130819,4.87149058162434e-12,0.690432158637139,0.000786815747603832,FALSE,FALSE,"Not significant"
"IRF1",0.387289034677216,7.11798475989055e-12,0.359263111860574,4.35638417376955e-05,FALSE,FALSE,"Not significant"
"CYREN",0.402963495994328,7.99276154157015e-12,0.359658755571669,4.05975803405482e-05,FALSE,FALSE,"Not significant"
"DAPP1",0.423364435349297,8.29915014370439e-12,0.357858318064769,7.574982777892e-05,FALSE,FALSE,"Not significant"
"CCR2",0.400351036497692,8.31970084999628e-12,0.320791044248509,0.000197974938604239,FALSE,FALSE,"Not significant"
"ASAP2",0.589557018664928,8.31970084999628e-12,0.463616739886483,0.00185416068566087,FALSE,FALSE,"Not significant"
"LPCAT2",0.494740010791326,9.48877780037878e-12,0.408517843536214,0.000183527200025816,FALSE,FALSE,"Not significant"
"GK3P",0.629387494666487,9.55942797617181e-12,0.452473149307,0.00161175470378538,FALSE,FALSE,"Not significant"
"MR1",0.23048320651669,1.08952663121724e-11,0.203178727586785,7.8042352941617e-05,FALSE,FALSE,"Not significant"
"EPSTI1",0.925254479281434,1.10014712118313e-11,0.827982516090501,1.59523621149732e-05,FALSE,FALSE,"Not significant"
"FAS",0.448530996317832,1.23127685733057e-11,0.362436361276384,0.000388617542624828,FALSE,FALSE,"Not significant"
"FBXO6",0.597627773154484,1.25590174186399e-11,0.462756148119969,0.000203577302741772,FALSE,FALSE,"Not significant"
"APOL2",0.447557338396082,1.62507583245217e-11,0.419292556845981,2.04155073642043e-05,FALSE,FALSE,"Not significant"
"GBP3",0.476495566519679,1.76352315448749e-11,0.353482792084629,0.000747832306422578,FALSE,FALSE,"Not significant"
"LAP3",0.747531651132085,1.79104057700336e-11,0.621938785681921,9.49757474125013e-05,FALSE,FALSE,"Not significant"
"UBE2L6",0.582780502778874,1.81456536856951e-11,0.520490427138195,5.31544511765193e-05,FALSE,FALSE,"Not significant"
"ADCY3",0.506042620232778,1.90055654617107e-11,0.220467179501586,0.0244384274370616,FALSE,FALSE,"Not significant"
"DHRS9",0.621376985106596,2.46792340745501e-11,0.563142975645674,4.05975803405482e-05,FALSE,FALSE,"Not significant"
"HCAR3",0.707640444774952,2.82787678996799e-11,0.501280326637452,0.00262611051459476,FALSE,FALSE,"Not significant"
"MAPK14",0.460615253499826,3.05491114154798e-11,0.368639677680425,0.000345686818339597,FALSE,FALSE,"Not significant"
"STK3",0.431884127247011,3.05491114154798e-11,0.316994756245466,0.000881434802081633,FALSE,FALSE,"Not significant"
"AL353807.5",0.432979736879417,3.51941714589685e-11,0.336589288588987,0.000653263404055831,FALSE,FALSE,"Not significant"
"LIMK1",0.373879496421799,3.72558130138583e-11,0.346696696428826,5.97753575621146e-05,FALSE,FALSE,"Not significant"
"CACNA1E",0.879533980480751,3.77695728242063e-11,0.732450413702208,6.90519608082904e-05,FALSE,FALSE,"Not significant"
"ICAM1",0.455054370638671,3.87087192122724e-11,0.376141836718853,0.000623117848341193,FALSE,FALSE,"Not significant"
"CARD17",1.09488120386047,4.91619450473473e-11,0.78073195422708,0.00121916894908675,TRUE,FALSE,"Lost"
"DTX3L",0.407453523317366,5.63780975514946e-11,0.378806984277906,6.29109617864844e-05,FALSE,FALSE,"Not significant"
"KREMEN1",0.933344621346548,6.28623784783706e-11,0.670299643111306,0.00261265383861528,FALSE,FALSE,"Not significant"
"LINC02471",0.824620845750879,6.62526557389543e-11,0.673009501599591,0.000453430797017872,FALSE,FALSE,"Not significant"
"CASP5",0.823682022057176,7.94187868565125e-11,0.674116925949034,0.000180374759526936,FALSE,FALSE,"Not significant"
"MAP3K20",0.466047681886841,8.01418986713514e-11,0.29831588053523,0.00303736860948878,FALSE,FALSE,"Not significant"
"AC083862.3",0.641912345909876,1.13763076933592e-10,0.52959266984746,0.000256653368336563,FALSE,FALSE,"Not significant"
"LUC7L",-0.191767517288618,1.23257077417081e-10,-0.192260035223924,9.24278032862689e-06,FALSE,FALSE,"Not significant"
"CD44",0.224690313721753,1.4405218713229e-10,0.200625772182013,0.000105743758752481,FALSE,FALSE,"Not significant"
"U62317.4",0.610658762725217,1.44508441497303e-10,0.504489777969305,0.000374333872055184,FALSE,FALSE,"Not significant"
"CYP1B1",0.569537210844745,1.44508441497303e-10,0.432829468317822,0.000653263404055831,FALSE,FALSE,"Not significant"
"GK",0.587717679260632,1.70705066440433e-10,0.415160616762865,0.00261265383861528,FALSE,FALSE,"Not significant"
"AC110373.1",0.656207911568722,1.87579888844131e-10,0.479396663743098,0.00329632016468483,FALSE,FALSE,"Not significant"
"STX11",0.483799107737094,2.00186639394349e-10,0.44629579918123,0.000152326902544694,FALSE,FALSE,"Not significant"
"RHBDF2",0.359721441619251,2.13367009146951e-10,0.328173885969158,0.000172314045888232,FALSE,FALSE,"Not significant"
"HCAR2",0.643001096606209,2.25399158720426e-10,0.477575946374609,0.00183081272383655,FALSE,FALSE,"Not significant"
"IL27",0.767503997936409,2.25987912258194e-10,0.516813923483187,0.00333696034782435,FALSE,FALSE,"Not significant"
"AC006160.1",0.856583622568069,2.36868521980948e-10,0.534974335222301,0.0103243633480156,FALSE,FALSE,"Not significant"
"GK-AS1",0.643045776705305,2.36868521980948e-10,0.48911359050509,0.00143054784245783,FALSE,FALSE,"Not significant"
"CDK10",-0.245105067758764,2.36868521980948e-10,-0.22922867707064,4.22495611356689e-05,FALSE,FALSE,"Not significant"
"TCN2",0.670430557434166,2.42685274011573e-10,0.527961360130912,0.000464644349397396,FALSE,FALSE,"Not significant"
"TMEM150B",0.478349276529946,2.56741555438413e-10,0.407567844781436,0.000231806200450496,FALSE,FALSE,"Not significant"
"LGALS3BP",0.499949699995082,2.81339585664916e-10,0.39950153345925,0.000411575264488015,FALSE,FALSE,"Not significant"
"WARS1",0.546671514391215,3.13220838927427e-10,0.485048896082077,0.000227611161436082,FALSE,FALSE,"Not significant"
"FAM241A",0.367037702475258,3.18227787247617e-10,0.271273523410957,0.000800522963440877,FALSE,FALSE,"Not significant"
"SLC6A12",0.750949447750836,3.68020826929728e-10,0.832013970968498,5.86167663360587e-05,FALSE,FALSE,"Not significant"
"TYMP",0.512854214029996,4.09033891550657e-10,0.489977431488144,0.000111676502387201,FALSE,FALSE,"Not significant"
"SRBD1",0.293877420984864,4.30113368677939e-10,0.288141559394108,2.14795155436754e-05,FALSE,FALSE,"Not significant"
"EFCAB2",0.615779793772402,4.58950169729027e-10,0.381943064805081,0.00456707776520038,FALSE,FALSE,"Not significant"
"PARP9",0.528780537513558,4.71730166024867e-10,0.516331294177495,4.05975803405482e-05,FALSE,FALSE,"Not significant"
"KCNJ2",0.570246033473069,4.72332959036544e-10,0.493610460396618,0.000538133067855471,FALSE,FALSE,"Not significant"
"MOB1A",0.176878308786074,5.10987586590556e-10,0.154312991680526,0.000388617542624828,FALSE,FALSE,"Not significant"
"CALHM6",0.747652806278105,5.1402237908884e-10,0.464683143457648,0.00588993115506038,FALSE,FALSE,"Not significant"
"ARSB",0.285938218114053,5.4299486933765e-10,0.261178137099674,0.000113794371459789,FALSE,FALSE,"Not significant"
"PLA2G6",-0.2173812302245,5.49055313938871e-10,-0.200202198865359,0.000173505489428684,FALSE,FALSE,"Not significant"
"LILRB4",0.432582624218974,5.72181839710144e-10,0.392565166243477,0.000111676502387201,FALSE,FALSE,"Not significant"
"HDAC4",0.265166383102679,5.80644805585019e-10,0.234686351390904,0.000397565713928045,FALSE,FALSE,"Not significant"
"ITGA7",0.83005874116073,5.89333715144665e-10,0.100866687948824,0.585182838591268,FALSE,FALSE,"Not significant"
"JAK2",0.410236407582072,6.39164684735989e-10,0.31515530119959,0.00199270650391308,FALSE,FALSE,"Not significant"
"ODF3B",0.618170633424543,6.67688692532674e-10,0.550521242557923,0.000119668572131221,FALSE,FALSE,"Not significant"
"SNRNP70",-0.197081448514287,8.87528871938387e-10,-0.188658809656132,0.000126012259423181,FALSE,FALSE,"Not significant"
"GPR84",0.764272097671837,8.93604258818558e-10,0.553979759929928,0.00169698064409,FALSE,FALSE,"Not significant"
"AL445524.1",0.584374260790743,9.72226612976404e-10,0.394576421407395,0.00394216727822931,FALSE,FALSE,"Not significant"
"SOCS3",0.684618614481017,9.82155684971504e-10,0.440185186958078,0.00786153223935015,FALSE,FALSE,"Not significant"
"PARP14",0.526864636154305,1.00997092878161e-09,0.487613529305069,0.000138949495613203,FALSE,FALSE,"Not significant"
"SNX10",0.379596442925584,1.10233848496919e-09,0.302200143033392,0.00127837083587229,FALSE,FALSE,"Not significant"
"AL078604.2",0.730506311640556,1.1907138541346e-09,0.434420464909642,0.0225254587347513,FALSE,FALSE,"Not significant"
"CCNL2",-0.125173333276188,1.32723040176717e-09,-0.125205557699738,9.49757474125013e-05,FALSE,FALSE,"Not significant"
"AC005840.2",0.538205988786789,1.36777729227201e-09,0.425484425765866,0.00226200074272396,FALSE,FALSE,"Not significant"
"IGHE",1.07148491247676,1.42736860667498e-09,0.233997654757499,0.428272806078456,TRUE,FALSE,"Lost"
"WDFY1",0.330100080726421,1.42736860667498e-09,0.244051851249081,0.00194301568996432,FALSE,FALSE,"Not significant"
"MSRB2",0.432207813103264,1.45745647772754e-09,0.320450968987061,0.00234610368993828,FALSE,FALSE,"Not significant"
"SEC31B",-0.228614978585423,1.46804438560174e-09,-0.225639973729261,2.42697147011416e-05,FALSE,FALSE,"Not significant"
"FAM225A",0.944048672519473,1.50755317949998e-09,0.671396772834001,0.00299557124280379,FALSE,FALSE,"Not significant"
"PSME2P2",0.392007362722913,1.50755317949998e-09,0.348881792903301,0.000163925056806005,FALSE,FALSE,"Not significant"
"FYB1",0.279379253455961,1.50755317949998e-09,0.213517959784852,0.00249990068515972,FALSE,FALSE,"Not significant"
"SH2B1",-0.174016772437883,1.65204364234022e-09,-0.150256486629988,0.000949195041973189,FALSE,FALSE,"Not significant"
"F13A1",0.579537936293687,1.67727384660412e-09,0.391672459738111,0.0109890350758836,FALSE,FALSE,"Not significant"
"LTBR",0.366013254076588,1.67727384660412e-09,0.340253138445818,0.000352090216369391,FALSE,FALSE,"Not significant"
"SUGP2",-0.154236521770652,1.94889768233303e-09,-0.161411945267942,2.50463270824657e-05,FALSE,FALSE,"Not significant"
"SNX20",0.220701070912395,1.94889768233303e-09,0.20121237753231,0.000462102694246145,FALSE,FALSE,"Not significant"
"TRMU",-0.183719567123153,2.28239961332121e-09,-0.159141219123684,0.000625519885469543,FALSE,FALSE,"Not significant"
"SSR1",0.149048579001036,2.39693050654086e-09,0.131787078878517,0.000462102694246145,FALSE,FALSE,"Not significant"
"VAMP3",0.256394910952909,2.40936823187193e-09,0.211185447170035,0.001661834028012,FALSE,FALSE,"Not significant"
"TSPAN9",0.698805009288281,2.41632307119897e-09,0.33484831114753,0.0501844125645785,FALSE,FALSE,"Not significant"
"KLHDC7B",0.447463427122165,2.50493746771762e-09,0.326588377735993,0.00185077489690257,FALSE,FALSE,"Not significant"
"DENND1A",0.334375282983279,2.5420447061627e-09,0.307277545559034,0.000772646773736803,FALSE,FALSE,"Not significant"
"CREG1",0.327350792845809,2.54388241519357e-09,0.243459917047422,0.00390533343624078,FALSE,FALSE,"Not significant"
"AC006970.1",0.759280515170227,2.54388241519357e-09,0.552308838632536,0.00181431810864998,FALSE,FALSE,"Not significant"
"BCS1L",-0.18456008123196,2.54388241519357e-09,-0.162499875930305,0.000881434802081633,FALSE,FALSE,"Not significant"
"METTL9",0.281596163362509,2.64508950206457e-09,0.204891882627397,0.00337116523120795,FALSE,FALSE,"Not significant"
"MCTP1",0.354205541690348,2.6807579579893e-09,0.27815573797771,0.00235691695997079,FALSE,FALSE,"Not significant"
"SMARCD3",0.397644849790745,2.9864059951495e-09,0.263654832922483,0.00888999906076866,FALSE,FALSE,"Not significant"
"VAMP5",0.521345094415117,2.98758165248369e-09,0.361898409670432,0.00356012369146628,FALSE,FALSE,"Not significant"
"AGPAT3",0.207895435425961,3.34773231650225e-09,0.191447495057407,0.000564862269668189,FALSE,FALSE,"Not significant"
"CALCOCO2",0.212097659628484,3.42049173220402e-09,0.196145313116943,0.000674691795177507,FALSE,FALSE,"Not significant"
"HEMK1",-0.179779902172749,3.43292201105644e-09,-0.181662447484045,4.98399904174599e-05,FALSE,FALSE,"Not significant"
"CASP1",0.381947499737965,3.46034278375248e-09,0.350091459355922,0.000374333872055184,FALSE,FALSE,"Not significant"
"NLRC4",0.430242088551651,3.6087005696989e-09,0.349959779483152,0.00188746568428402,FALSE,FALSE,"Not significant"
"H2AC11",0.473836636608423,3.69584591595846e-09,0.339630828933891,0.00444199763875787,FALSE,FALSE,"Not significant"
"S1PR3",0.443153708524551,3.84291653407497e-09,0.392857456298948,0.00055557281651812,FALSE,FALSE,"Not significant"
"CD36",0.389264814074148,4.10884334243356e-09,0.330315086652833,0.00108979135676395,FALSE,FALSE,"Not significant"
"CENPT",-0.208156480144079,4.14353013002312e-09,-0.180316318036375,0.0007831533946776,FALSE,FALSE,"Not significant"
"UBQLN2",0.18279786967474,4.2906859975525e-09,0.181932367589881,0.000122944206195621,FALSE,FALSE,"Not significant"
"DSE",0.331927774932291,4.3793779037997e-09,0.257208815082668,0.00299199630985117,FALSE,FALSE,"Not significant"
"ERP44",0.200875732715621,4.41094773813155e-09,0.197441367088719,0.000174103635246565,FALSE,FALSE,"Not significant"
"U62317.1",0.564083155190559,4.82694215128327e-09,0.468414272891516,0.000830512420784206,FALSE,FALSE,"Not significant"
"AIM2",0.722363632745586,4.87996287232827e-09,0.579150430625972,0.000560821369927302,FALSE,FALSE,"Not significant"
"SMTNL1",1.18451463162773,4.96574893709093e-09,0.962680461055199,0.000145246494904622,TRUE,FALSE,"Lost"
"TRAFD1",0.37233492351656,5.44841310809146e-09,0.348217886547082,0.000463818794352257,FALSE,FALSE,"Not significant"
"LCP2",0.215104764988078,5.51346623864825e-09,0.17755629242971,0.00203602206975898,FALSE,FALSE,"Not significant"
"GNS",0.310773512082178,5.57239685787306e-09,0.298575849239272,0.000556118733695762,FALSE,FALSE,"Not significant"
"DMAP1",-0.14275367345255,6.16306471461398e-09,-0.129408629011716,0.000462102694246145,FALSE,FALSE,"Not significant"
"SNHG15",-0.223373014353435,6.33680925722978e-09,-0.18442969019731,0.0012007038450896,FALSE,FALSE,"Not significant"
"NOD2",0.453127048803516,6.99890737493211e-09,0.378249748282517,0.00078893506555558,FALSE,FALSE,"Not significant"
"ATG3",0.306098995675701,7.32506521183277e-09,0.266480534122358,0.00120691389730497,FALSE,FALSE,"Not significant"
"SEPTIN7P2",-0.199153735980083,7.45884816117259e-09,-0.205407580888197,7.574982777892e-05,FALSE,FALSE,"Not significant"
"INO80E",-0.194415579365981,7.7940280737249e-09,-0.17102497710745,0.00140709191636953,FALSE,FALSE,"Not significant"
"GRINA",0.433967443739654,8.02621656912263e-09,0.359282175020315,0.00209180834938818,FALSE,FALSE,"Not significant"
"ABCD4",-0.134029643438984,8.18472498149647e-09,-0.118106042099121,0.000674691795177507,FALSE,FALSE,"Not significant"
"DPH7",-0.165624684239001,8.41843264681146e-09,-0.158384899632577,0.000505777995149128,FALSE,FALSE,"Not significant"
"LEPROT",0.282083916595154,8.41843264681146e-09,0.1814787018611,0.00666822595681876,FALSE,FALSE,"Not significant"
"CEACAM1",0.606920823159462,8.46433347059813e-09,0.558639914362991,0.000196143393802963,FALSE,FALSE,"Not significant"
"TOR1AIP1",0.182101296194955,8.68263016515932e-09,0.150943284531558,0.00121776578367563,FALSE,FALSE,"Not significant"
"VCPIP1",0.291439603841093,9.00760797888804e-09,0.242886809710759,0.00167773223200722,FALSE,FALSE,"Not significant"
"DLEC1",-0.274188647360871,9.19952471661067e-09,-0.29327879285807,0.000113794371459789,FALSE,FALSE,"Not significant"
"ATAD3B",-0.271611025221735,9.25379346467632e-09,-0.203976608475223,0.00465744835863043,FALSE,FALSE,"Not significant"
"ZKSCAN2-DT",-0.202551011546686,9.64422648330863e-09,-0.206615642301072,0.000184745418317585,FALSE,FALSE,"Not significant"
"DPYD",0.287364772690881,9.64422648330863e-09,0.268895536238958,0.00105012703108273,FALSE,FALSE,"Not significant"
"MLKL",0.30669835747306,9.65068269590811e-09,0.283669186683189,0.000289932371891038,FALSE,FALSE,"Not significant"
"ITFG1",0.139620697561049,9.85358451886045e-09,0.136384988624479,0.00032914269652564,FALSE,FALSE,"Not significant"
"RNF114",0.132516207488775,1.12119601604015e-08,0.118162334785618,0.000988309553661732,FALSE,FALSE,"Not significant"
"PIK3AP1",0.368996525785377,1.12119601604015e-08,0.306740300265511,0.00256471714068245,FALSE,FALSE,"Not significant"
"MSR1",0.725285057500561,1.14597248492882e-08,0.529717671007447,0.00581802468384659,FALSE,FALSE,"Not significant"
"KCNJ15",0.619001637866,1.17330667392205e-08,0.567556697551769,0.000836580859234168,FALSE,FALSE,"Not significant"
"CGAS",0.273384907369275,1.17793758878192e-08,0.247576132216649,0.000197974938604239,FALSE,FALSE,"Not significant"
"GYG1",0.417639183541569,1.31374946262668e-08,0.291721293244894,0.00464456996028464,FALSE,FALSE,"Not significant"
"FFAR3",0.973618343534135,1.38894126978135e-08,0.748108506697672,0.00332919224421978,FALSE,FALSE,"Not significant"
"SMCO4",0.38940798093734,1.41352029784824e-08,0.309040352171997,0.00208289575065127,FALSE,FALSE,"Not significant"
"IFNAR1",0.281128575829542,1.59290808407544e-08,0.229758108471567,0.002118645558878,FALSE,FALSE,"Not significant"
"MIR25",-0.3626227533762,1.60198802611886e-08,-0.370615002850179,0.00121916894908675,FALSE,FALSE,"Not significant"
"ENO3",-0.243111818177183,1.71019551461652e-08,-0.225874004408654,0.000484588680160707,FALSE,FALSE,"Not significant"
"HLA-E",0.247715922663351,1.72625259765097e-08,0.231095756358676,0.00070024653094557,FALSE,FALSE,"Not significant"
"ZNF438",0.47646086461307,1.79689035075948e-08,0.312848508939972,0.0119288774302572,FALSE,FALSE,"Not significant"
"LMTK2",0.30671240805662,1.91001624374579e-08,0.265614170060968,0.00167773223200722,FALSE,FALSE,"Not significant"
"SIGLEC15",0.467943738437929,1.93716459131934e-08,0.425575502966834,0.00102101222831043,FALSE,FALSE,"Not significant"
"AFF1",0.304548787661129,2.19845416831569e-08,0.281638930615909,0.0007831533946776,FALSE,FALSE,"Not significant"
"PRRG4",0.542592323029734,2.33111962967584e-08,0.481421951404786,0.000890102955367157,FALSE,FALSE,"Not significant"
"H2BC8",0.568487112951093,2.50793092853215e-08,0.374746287682161,0.0105011786959314,FALSE,FALSE,"Not significant"
"ATF6",0.259734368467705,2.51318891085458e-08,0.22025681623828,0.00167773223200722,FALSE,FALSE,"Not significant"
"GRAMD1B",0.460464626439497,2.52535191994928e-08,0.419023334318709,4.05975803405482e-05,FALSE,FALSE,"Not significant"
"SETD4",-0.135368564180182,2.52535191994928e-08,-0.119272299576474,0.00107570382795807,FALSE,FALSE,"Not significant"
"AC034102.1",0.440207669046377,2.52535191994928e-08,0.324436474842854,0.0127011910431229,FALSE,FALSE,"Not significant"
"EDEM2",0.203675024729876,2.54171208952095e-08,0.200262934365126,0.000320752959113708,FALSE,FALSE,"Not significant"
"CFAP298",-0.196663274051478,2.57520794885312e-08,-0.175044502673436,0.00103099970076018,FALSE,FALSE,"Not significant"
"TRIM21",0.337424311702752,2.59687242026256e-08,0.318967269185461,0.0007831533946776,FALSE,FALSE,"Not significant"
"CARD6",0.355138697259386,2.67779429359556e-08,0.296779085970757,0.00185416068566087,FALSE,FALSE,"Not significant"
"PLCH2",-0.42095655841009,2.85773739713438e-08,-0.438854311587326,7.574982777892e-05,FALSE,FALSE,"Not significant"
"RHOT1",0.226956357612607,2.95866278206534e-08,0.184581138457469,0.00301532633601677,FALSE,FALSE,"Not significant"
"CLU",0.695102426274596,3.04135414498333e-08,0.471618049567816,0.0217492515332207,FALSE,FALSE,"Not significant"
"CCR1",0.478934676168662,3.271062520227e-08,0.45179960015883,0.000505777995149128,FALSE,FALSE,"Not significant"
"ING5",-0.163345064438123,3.48563912014009e-08,-0.154836542016533,0.000411397211026134,FALSE,FALSE,"Not significant"
"FAM20C",0.498297090028881,3.52109473500052e-08,0.422929751274192,0.00112735514915919,FALSE,FALSE,"Not significant"
"FBXL5",0.312770733354174,3.63203984390596e-08,0.263152298358919,0.00242387049226046,FALSE,FALSE,"Not significant"
