"gene","logFC","logCPM","F","PValue","FDR"
"AL672207.1",0.598801852318081,5.15571654432664,51.1291840351366,5.07797827561875e-12,1.64707455590843e-09
"IRF1",0.380666822701326,9.14215730503769,51.0870429319931,5.17353530095067e-12,1.64707455590843e-09
"CYBB",0.37331643971099,8.91100590555867,50.8060976041509,5.86202955445207e-12,1.83105470328215e-09
"SEC31B",-0.246446708687766,5.57210571619109,50.746514612604,6.01980364894755e-12,1.84551572978383e-09
"TAPBP",0.320737648374669,9.27809066967634,49.8232369905446,9.0827165676078e-12,2.73389768684995e-09
"AL353807.5",0.424864149849028,2.45620856020228,48.7765773278343,1.4531468636338e-11,4.29586541561742e-09
"PSME2P2",0.42436621013101,3.69621472920485,48.6794460660822,1.51535018492079e-11,4.40116180901117e-09
"MAP3K20",0.458024987384056,3.84585510016511,48.0570143360448,2.00246678586198e-11,5.7156616620595e-09
"MSRB2",0.468087824771802,4.12506999820919,47.9673163085749,2.08422473527396e-11,5.82577181355208e-09
"ETV6",0.291698318778135,6.81897940480615,47.9375543603476,2.11142439633419e-11,5.82577181355208e-09
"AC083862.2",0.49001295811553,1.92529836631511,47.8817080312179,2.1657653809519e-11,5.87774522650142e-09
"TAP2",0.317093814871767,7.16115374305686,47.6158244191702,2.43938623336183e-11,6.51355469246857e-09
"FAM225A",1.00292609125643,0.295678952437846,47.4306452296944,2.54360326284837e-11,6.60870124445335e-09
"FBXO6",0.567790699439614,4.97785725008537,47.513043254562,2.55485883204479e-11,6.60870124445335e-09
"SLC6A12",0.77712060544936,2.21499079744316,47.0280906998185,3.18169045915113e-11,8.103520854038e-09
"SLC26A8",0.87523524285001,3.75646693771571,46.8296921078733,3.47589660169661e-11,8.71870730925566e-09
"WARS1",0.553683487179676,8.53596627449438,46.35509908982,4.30098130530311e-11,1.06272754491482e-08
"LILRB4",0.441594006161248,5.28773760379108,45.9584223414073,5.14366073112918e-11,1.25225446182123e-08
"CYP1B1",0.545070596513416,5.35759401872554,45.8549076792028,5.3896237612308e-11,1.28100402376682e-08
"TCN2",0.671766657271256,3.37265139383388,45.8461624603382,5.41650750007111e-11,1.28100402376682e-08
"MAPK14",0.437063634779219,7.95394415183553,45.7994479570918,5.5259572242724e-11,1.28848199785675e-08
"LUC7L",-0.182397842018939,6.11047047451084,45.5744729053356,6.11693237674542e-11,1.40646965968084e-08
"DLEC1",-0.293343155984327,3.33840402719403,45.3711071852328,6.71222640437129e-11,1.52220422088174e-08
"AL078604.2",0.721123538140436,0.535515205444267,44.8199167971922,8.37651789690979e-11,1.87396288896407e-08
"SEPTIN7P2",-0.21419745683777,3.6779647312478,44.5769865671136,9.6111340037277e-11,2.0965329222268e-08
"EPSTI1",0.846307958712621,6.772452916177,44.5705299914253,9.63305296017552e-11,2.0965329222268e-08
"ASAP2",0.537005485086673,0.432699111746821,44.470874068421,9.75131591733394e-11,2.0965329222268e-08
"PLA2G6",-0.21680277323918,5.5124807761189,44.4461650244248,1.01918231079482e-10,2.16314912246259e-08
"WSB2",0.251613269747736,5.7485021223514,44.4069616241344,1.03744010714373e-10,2.17402797136258e-08
"UBE2L6",0.535161594459682,7.87497238031697,44.3147794303383,1.08168336911303e-10,2.23840852195829e-08
"APOL2",0.399340318818433,7.6359788367102,44.1964420258308,1.14131533646434e-10,2.33265128335397e-08
"CYREN",0.35985868163931,5.76036672271694,43.9467310358871,1.2782667381281e-10,2.58069583533058e-08
"P2RY14",0.739037438972805,4.8742428126416,43.5780582392012,1.5113911962936e-10,2.99641459536344e-08
"ADCY3",0.467033588187334,3.97010816019105,43.5656299987063,1.52037949870449e-10,2.99641459536344e-08
"SRBD1",0.288715143959813,4.51105933847416,43.1315253954222,1.85172179382074e-10,3.60650050549438e-08
"KREMEN1",0.876354564468536,6.3021917628804,43.0989138719359,1.87911315515943e-10,3.61729282368191e-08
"GK3P",0.563899550989065,2.25200497630854,43.014552901276,1.95557711978927e-10,3.72121600208176e-08
"CALHM6",0.74148333398781,2.71700239120048,42.8730320730422,2.08577807290093e-10,3.92386999964488e-08
"CACNA1E",0.805901472775026,3.70624216442399,42.7906698943737,2.16360437384454e-10,4.02165126250308e-08
"MR1",0.205409488021771,6.20175921190307,42.7663074678716,2.18634016082922e-10,4.02165126250308e-08
"U62317.4",0.56987918467923,0.947504623649972,42.4871275994758,2.44779794874433e-10,4.45310934521564e-08
"TMEM150B",0.458528987807247,3.62866486403241,42.3706151752139,2.6200301581081e-10,4.69671251632046e-08
"LPCAT2",0.428715156170996,6.81788832877462,42.3539145726988,2.63844315323348e-10,4.69671251632046e-08
"GPR84",0.742971809011084,1.7069948948113,42.3254843289878,2.66749471907728e-10,4.6979122419494e-08
"LAP3",0.67237692544848,6.6490764830023,42.2129787056821,2.81365061013303e-10,4.90315640534236e-08
"ITFG1",0.147273822648335,5.06371169922813,42.1112741341479,2.94748145277236e-10,5.08287035944233e-08
"LTBR",0.369203801200995,6.44798204778549,41.8928635580491,3.25638349055821e-10,5.55767306043208e-08
"FAS",0.398092922429866,6.10811700609941,41.6952896558826,3.56401005702792e-10,6.02063127490787e-08
"FAM20C",0.543674139671178,2.84869029121445,41.5978447574208,3.73152724434748e-10,6.23994278082551e-08
"CD44",0.21033206054067,9.20079889865706,41.3469517314314,4.17930962113448e-10,6.91884707778814e-08
"VAMP5",0.523773021320388,5.08874112949871,41.0763602596946,4.73060488878698e-10,7.75397662711568e-08
"CCNL2",-0.124305226449105,7.80915617878137,41.0072248085184,4.88247284324119e-10,7.92444489410372e-08
"AC005840.2",0.522705683819186,0.823955176234127,40.8895355261899,5.07721975078424e-10,8.1605216479838e-08
"CDK10",-0.228402022231661,6.19060641000865,40.7524502238811,5.48704430391084e-10,8.73442485108115e-08
"LINC02471",0.716607587713529,0.363762251335648,40.5962280274614,5.71016586877242e-10,9.00302818643118e-08
"STK3",0.382133685400043,2.98184091552788,40.6324306016593,5.80487921560886e-10,9.06601654852874e-08
"GBP3",0.424111203035463,5.51021750148977,40.5586672212615,5.99694223108123e-10,9.27844660145325e-08
"SUGP2",-0.152638645286338,7.16593459886632,40.5081836262574,6.13724180992214e-10,9.40759612622788e-08
"LGALS3BP",0.474736442797779,5.75126712632572,40.333388656135,6.64982778505138e-10,1.00998072460115e-07
"IL27",0.715891217851533,1.11079913975806,40.1999518744694,7.00896778655142e-10,1.05484965187599e-07
"CCR2",0.342245390438432,7.01763507501747,40.1053407906047,7.38363884270791e-10,1.09767003985535e-07
"AL445524.1",0.56262885960644,2.28898835850548,40.0956698380948,7.42609752122013e-10,1.09767003985535e-07
"IGHE",1.04868978124318,1.10401847087645,39.9828458496439,7.7314920018582e-10,1.13005807696536e-07
"AC110373.1",0.59653857169628,0.199176846177365,39.9190013870765,7.78173487007254e-10,1.13005807696536e-07
"ICAM1",0.40914885252565,5.43798718913714,39.8459739183569,8.31830888283151e-10,1.19747481352414e-07
"HDAC4",0.250561307017536,6.10437678061846,39.8072313404333,8.46760079434299e-10,1.20845802715817e-07
"TYMP",0.485924044771524,8.75551496955688,39.6980991972841,8.90316489194509e-10,1.25975978449702e-07
"CARD17",0.980822388239338,1.7402814371133,39.5268073492127,9.61634797965184e-10,1.34914102375539e-07
"DTX3L",0.357085750610071,7.57627111601222,39.4965803887597,9.76792813450515e-10,1.35889117871204e-07
"RHBDF2",0.331024433603454,7.30318749578421,39.4404873909837,1.00233495850052e-09,1.38280460316467e-07
"STX11",0.43712453108006,7.0885467518115,39.1797683830289,1.13016952244167e-09,1.54627739206793e-07
"HEMK1",-0.177855731042196,5.63580856058849,39.1581587405366,1.1414997043378e-09,1.54897767256657e-07
"ODF3B",0.574271771243637,5.88857227061406,38.9759882011697,1.24143899416276e-09,1.6643769299807e-07
"NLRC4",0.422151404922389,5.45632242389703,38.9669284577626,1.2466489840991e-09,1.6643769299807e-07
"FAM20A",0.773720774046745,1.8736123734428,38.6290642802827,1.45561440071053e-09,1.92781571230103e-07
"AGPAT3",0.206352795866348,6.7654626298665,38.5666745764192,1.49933887010291e-09,1.96996468210744e-07
"CASP5",0.708681908106597,3.63369481457186,38.4537354027542,1.58048238252082e-09,2.06022723170332e-07
"CD177",2.09651681568607,4.35941890424539,38.321401552346,1.67967524794877e-09,2.17242372889e-07
"SMTNL1",1.14954026503065,3.14521765579836,38.0061117562803,1.94432372623948e-09,2.495215448674e-07
"EFCAB2",0.554595597781626,2.45358409353373,37.8855471761687,2.05645166620174e-09,2.61881210261307e-07
"ERP44",0.197001481204657,6.68831093001934,37.7154484614808,2.22193362995143e-09,2.79954431109808e-07
"NOD2",0.450537992752892,6.53675574651744,37.7054952196935,2.23219479954664e-09,2.79954431109808e-07
"DHRS9",0.528636104297704,5.71364868011597,37.4822540451479,2.475246469356e-09,3.08103047369838e-07
"SNX20",0.21166576626144,7.40086785829356,37.3917221327097,2.58118696400932e-09,3.18892165590853e-07
"SMCO4",0.392299671491514,4.06154532749598,36.9761543160052,3.13027637464875e-09,3.83864632461556e-07
"ITGA7",0.756972982996581,1.2924516448784,36.8900341759366,3.23828504697262e-09,3.94189771710527e-07
"DENND1A",0.32159215991941,5.62418170287775,36.864547845161,3.29586985330464e-09,3.98270988477798e-07
"COL5A3",-0.618395983719962,3.60756376577246,36.6284643207545,3.67950030246809e-09,4.4140672106782e-07
"DAPP1",0.32842294343591,6.81522872537212,36.4489295981841,3.99733544328807e-09,4.73206529591261e-07
"ZSCAN18",-0.307346649309494,4.49151485034057,36.446852396265,4.00174655045464e-09,4.73206529591261e-07
"HCAR3",0.58943411674213,5.73805036910691,36.4130740940386,4.06455321293822e-09,4.74717826162908e-07
"ZKSCAN2-DT",-0.197183161801727,2.76265804296766,36.411576716095,4.07187745787574e-09,4.74717826162908e-07
"GYG1",0.413160979124693,6.08088765188814,36.1928280348936,4.50269283208471e-09,5.20401451739639e-07
"AC006160.1",0.74921435485756,0.576823523723349,36.1404685537599,4.5265967411965e-09,5.20401451739639e-07
"PARP9",0.461757418244453,7.95587539503152,36.163634174154,4.56418550932333e-09,5.2110407659895e-07
"IZUMO4",-0.268276256266983,2.3180144985998,36.0898837056946,4.72825637323738e-09,5.36138933280444e-07
"GNA15",0.327799779416021,4.63277994487204,36.0096779549656,4.90352633721928e-09,5.52230466072553e-07
"ATAD3B",-0.258469253949849,4.65161571401222,35.9782710683964,4.97576939370777e-09,5.56580150762379e-07
"SIGLEC15",0.466188437338109,0.644520124114043,35.912743894026,5.05749079786444e-09,5.61924564823126e-07
"EDEM2",0.205298621895052,6.14898160500814,35.9283476419271,5.09221705689351e-09,5.6201102251248e-07
"SNRNP70",-0.180052935620686,8.69880313612319,35.9028733791363,5.15289340423031e-09,5.64941392761807e-07
"HCAR2",0.56802451388076,6.83185028159512,35.8874140335682,5.19013549350536e-09,5.65280875624877e-07
"CENPT",-0.193579739196455,5.9320827347173,35.5480809894565,6.07880751439702e-09,6.57742865364985e-07
"BCS1L",-0.171157911653727,4.31715424777752,35.4091373246205,6.48654301123656e-09,6.9730337370793e-07
"ZNF211",-0.146691356028924,4.89156160837873,35.3037455613586,6.81253124971428e-09,7.27622289283999e-07
"ATP1B1",0.368814297653732,1.51980808728198,35.2711913227166,6.90230902267367e-09,7.31076886162548e-07
"UBQLN2",0.169886348937021,6.32626381551169,35.2659797740756,6.93319668544367e-09,7.31076886162548e-07
"ATG3",0.293431232270109,6.34282672879161,35.1025967926889,7.48234940177833e-09,7.82075038432861e-07
"CASP1",0.351936841236339,7.98017365457724,35.0875743381885,7.53493359809164e-09,7.82075038432861e-07
"CALCOCO2",0.199627624209802,7.30637996590706,35.080868993728,7.55856273930883e-09,7.82075038432861e-07
"TSPAN9",0.641602383649441,2.14925075007583,35.0390083373009,7.7118962064375e-09,7.92984109922813e-07
"ENO3",-0.236396580352086,3.74701202078877,34.9193439740858,8.15367644678388e-09,8.30532258389601e-07
"FZD2",0.356429874446891,2.97254919141847,34.9142731503234,8.1773940270314e-09,8.30532258389601e-07
"CEACAM1",0.556723711566255,5.39879317014978,34.8331754758629,8.48550952742978e-09,8.56570794064634e-07
"SH2B1",-0.156819435302727,6.75369492087723,34.8115116350835,8.57158339937786e-09,8.60015534404245e-07
"S1PR3",0.411227531013265,3.62966318717129,34.7325438265554,8.8974028005517e-09,8.87328333512852e-07
"DPYD",0.274983713605601,6.64120239329783,34.590308666973,9.50502649927324e-09,9.42249782607596e-07
"AIM2",0.666878181269815,4.2439863901712,34.5758622748975,9.57126895422802e-09,9.43168794864553e-07
"DPH7",-0.156041133971472,4.97348474215761,34.3877002107223,1.0450148828448e-08,1.02368173878672e-06
"EFHC1",-0.220333814373738,3.33466540628732,34.368056606293,1.05528054941643e-08,1.0276570291523e-06
"VAMP3",0.234761532952431,6.6948867863324,34.3096280619609,1.08383707506654e-08,1.04535307980294e-06
"GNS",0.294881870430795,7.742828818073,34.3051994057718,1.08608112187318e-08,1.04535307980294e-06
"AC083862.3",0.54167383647503,2.1419000910866,34.2663642008712,1.10698718574771e-08,1.0593163502921e-06
"PARP14",0.463320021833556,8.66684215180297,34.0791701167889,1.207288917573e-08,1.1486590822081e-06
"GRINA",0.406257778412266,7.66149102386944,34.0398446809677,1.22973087806079e-08,1.16332541064551e-06
"EXT1",0.268642890124206,3.89116898911256,33.9980328176441,1.25439726628383e-08,1.17991742859823e-06
"TRMU",-0.163902286308514,5.44050718016404,33.9656303639837,1.27326273029691e-08,1.19089629943872e-06
"LEPROT",0.264611544200775,6.22099674869933,33.899009831141,1.31360652081316e-08,1.22172786247539e-06
"MOB1A",0.148813089995064,8.37905516189847,33.8569361932199,1.33974903122805e-08,1.2347944163276e-06
"ABCD4",-0.12306144970505,5.51282848349146,33.8524956678241,1.34257321014175e-08,1.2347944163276e-06
"SDC3",0.691921249564512,2.36316158312694,33.7837768957366,1.38787411724366e-08,1.26940640944579e-06
"JAK2",0.353951290068509,6.10982997845528,33.7250040881751,1.42523013716066e-08,1.28288113094221e-06
"LILRB5",0.689999695958547,2.82648439129124,33.726929734124,1.42538058928451e-08,1.28288113094221e-06
"VPS9D1",0.377364642974731,6.15644811612304,33.7240686657985,1.42585399029517e-08,1.28288113094221e-06
"CARD6",0.34246041221758,4.94586294588647,33.6948459335942,1.44558843072971e-08,1.29360629571515e-06
"ZNF875",-0.166399266201724,5.35777194147066,33.6664587213969,1.4649241051229e-08,1.30386121291987e-06
"MIR25",-0.344247470234621,0.246244914530856,33.6048394646768,1.4747190024746e-08,1.3055600580731e-06
"INO80E",-0.182659993308342,6.51981239270977,33.639300427482,1.48366519309834e-08,1.30649347190122e-06
"SOCS3",0.59952366478892,6.30902244668039,33.5864704340308,1.5208888642738e-08,1.33218598666946e-06
"SSR1",0.130829094156262,7.53104491251095,33.5737608732253,1.52997264847552e-08,1.33308932607959e-06
"TAF1C",-0.200336130079732,6.20042519244595,33.5409736591741,1.55369959729995e-08,1.34667522687438e-06
"KCNJ2",0.479380795104238,7.11564382701094,33.5105018902429,1.57605831794604e-08,1.35893986737483e-06
"TRAFD1",0.343075501600698,7.20886651777411,33.4231770573262,1.64198024715865e-08,1.40844471459645e-06
"F13A1",0.521678020473511,6.75366103722144,33.3450368785477,1.70332528965007e-08,1.45353351392562e-06
"CDCP1",0.678848809218322,0.344077615075682,33.276929705372,1.7239568827196e-08,1.46359518940631e-06
"ZNF266",-0.218865328851525,6.79843113581616,33.2682954707992,1.76581376462537e-08,1.48703207192408e-06
"SMARCD3",0.363572943039817,5.45147824402182,33.263861127188,1.76952774490513e-08,1.48703207192408e-06
"ADAM9",0.314414301354751,4.00692243179334,33.1338029445265,1.88136818793018e-08,1.5730328460194e-06
"LTK",-0.425089189593908,4.37280758401615,33.1141981634427,1.89864698676172e-08,1.57950255607238e-06
"CGAS",0.248479055497338,4.13618945762907,33.0891206982382,1.92120466046217e-08,1.59027715769756e-06
"CYP1B1-AS1",0.450222205127247,1.01605622803034,33.0359466940618,1.95608292779453e-08,1.60326967637304e-06
"SOCS1",0.520172392857893,3.00768738345951,33.0458926972954,1.96195006559739e-08,1.60326967637304e-06
"AL390719.1",-0.348268999720496,1.54035577984957,33.0308499492132,1.969335980041e-08,1.60326967637304e-06
"AC068587.4",-0.452938120626766,0.545525907844849,32.993810794871,1.97563886427122e-08,1.60326967637304e-06
"AC116347.1",0.337607438987972,4.0850088858993,33.0044234156743,1.99923750419527e-08,1.61450618936355e-06
"FAM241A",0.289092149666212,3.68147821111583,32.9601346401029,2.04164173361753e-08,1.64074654854554e-06
"DMAP1",-0.127761295024558,6.07088130441239,32.8470457874187,2.15234936326201e-08,1.72135959945906e-06
"CPVL",0.338792158241571,7.25548808730536,32.8170405497343,2.18291568660837e-08,1.73741198037507e-06
"MLKL",0.276526401850764,6.8039551424433,32.7956418959451,2.20499882126941e-08,1.74659117158446e-06
"STAT5A",0.230447890252102,7.5548910330583,32.7597670295503,2.24251489843289e-08,1.76784924493126e-06
"PLSCR1",0.603265570400184,6.40485846874082,32.7384284493652,2.26515214446546e-08,1.77723193135667e-06
"WDR27",-0.227593716944316,3.74462220824787,32.7195552537217,2.28610237063445e-08,1.78520871442705e-06
"KLHDC7B",0.403378344267691,3.66507019764003,32.6745145767904,2.33511111803134e-08,1.81491852389713e-06
"ARSB",0.24283789345138,4.50706408223799,32.5433646292505,2.48314053590899e-08,1.92095287719502e-06
"PLCH2",-0.394239308174394,4.60632748295791,32.5022394518472,2.53170918784207e-08,1.94941607463839e-06
"TRIM21",0.322444481307594,7.02111573004329,32.4903502388614,2.54564384270045e-08,1.95107100999564e-06
"SRSF5",-0.120629709704437,8.63760052755283,32.4680470648046,2.57250736522521e-08,1.95758173285921e-06
"H2BC12",0.471491103119941,4.71162099263178,32.4638540055117,2.57778808676115e-08,1.95758173285921e-06
"DDX55",-0.163101171995005,4.50420229793264,32.427169455019,2.62278340130788e-08,1.98265658486995e-06
"METTL9",0.251762980545116,7.0173355260344,32.364259135549,2.70137548281504e-08,2.03278505081832e-06
"VSIG10",0.471392314414687,1.85206191568111,32.3111609627795,2.76873642492733e-08,2.07404667487204e-06
"GK",0.476273730241618,5.75994085859928,32.2920727651146,2.794851946366e-08,2.08417900775176e-06
"H4C9",0.439294673436758,3.58168511856406,32.2694460805488,2.82594437971956e-08,2.09204686713959e-06
"AC073869.1",-0.222133918153067,5.05640784239217,32.2650957732557,2.8306765221339e-08,2.09204686713959e-06
"HLA-E",0.232653748252238,12.3412547918287,32.1253651753555,3.02322744117846e-08,2.22442356838709e-06
"AC034102.1",0.418132943836847,0.0364814002309254,32.0426334777545,3.07040652286029e-08,2.24914070734301e-06
"MILR1",0.366712017614286,4.10030715625935,32.0655712974649,3.11023078121377e-08,2.2682762371363e-06
"SNHG1",-0.18264208696088,5.81852539450964,32.027314638192,3.16631604026052e-08,2.29905096695232e-06
"CD36",0.34632113820327,6.89294684442606,31.8899928851127,3.37815017932309e-08,2.44215179994296e-06
"AC006970.1",0.63625401308122,3.55396783949737,31.7536659616891,3.60433974750585e-08,2.59434106608519e-06
"SNX10",0.314591688971594,6.36168887214628,31.7119467844228,3.6742806091446e-08,2.63323443655363e-06
"KCNJ15",0.567699193995081,8.21855863592136,31.6551211623381,3.77416351897354e-08,2.69315849381926e-06
"PELO",0.26003445255866,4.33030492516326,31.6277502431751,3.82375293375297e-08,2.71683389778028e-06
"GRAMD1B",0.425955135327108,4.86406919378173,31.5576337928843,3.95219149610053e-08,2.79609103495488e-06
"SNHG15",-0.197109060189451,4.55237120790002,31.4998406481894,4.06175086513797e-08,2.8534586546427e-06
"IL11RA",-0.224896861730821,5.6366386772584,31.4965492346441,4.06775138928225e-08,2.8534586546427e-06
"ARSD",0.283759517311024,4.47305255958306,31.4196745055381,4.2185533641529e-08,2.94675742377853e-06
"SDR39U1",-0.245838287088533,3.98524062807001,31.401339368744,4.2558012738148e-08,2.94923404515345e-06
"FCGBP",-0.45831463266033,4.38048329857343,31.400205514464,4.25772840103699e-08,2.94923404515345e-06
"CASP7",0.263947699467723,4.64974663241552,31.3726993614152,4.31314789341136e-08,2.97517347397604e-06
"DSE",0.287192109993897,5.22243923588007,31.1754668351097,4.73449543276773e-08,3.25226439375393e-06
"TNS3",0.335926836584878,4.18539724375973,31.1593938480585,4.77119406767821e-08,3.26393048720714e-06
"AKIRIN2",0.239720539075356,6.15644420952388,31.1038361947466,4.89755959785472e-08,3.33658844207757e-06
"SLC25A45",-0.188492570749138,5.59923466659064,31.0482503590855,5.02812169378446e-08,3.41149814100827e-06
"SGSM3",-0.220519089241633,3.36895415676181,30.9782917334034,5.19993017252641e-08,3.51366710229284e-06
"SETD4",-0.124583326203891,4.36881228506111,30.914219195388,5.35797177278164e-08,3.60574076009756e-06
"ZNF76",-0.155152688195234,5.73558846378016,30.8869026532944,5.42712603196535e-08,3.63749277162698e-06
"PSMB9",0.328760693464135,8.07124433006795,30.8269836298834,5.58322378852633e-08,3.7270270088328e-06
"C1orf162",0.246242740400741,7.09527904900277,30.7679680240193,5.74148416332587e-08,3.81727993268513e-06
"MMS19",-0.122217828399527,6.47628925175307,30.6661577600859,6.02520305626545e-08,3.98988946385898e-06
"FGL2",0.340976255778177,9.33884924521621,30.6546673755603,6.05805788516726e-08,3.9905334998345e-06
"AP5B1",0.381757101149588,8.04640997237748,30.6489892208282,6.07438503146055e-08,3.9905334998345e-06
"CPT1A",0.351728523640429,5.96875590225364,30.5866496443037,6.25657515552925e-08,4.09397635177023e-06
"AC004706.1",-0.507028080692902,0.382005237901188,30.5279100480232,6.32904761064737e-08,4.12509382654595e-06
"PPOX",-0.176919605851576,4.60220458058313,30.5198936432046,6.45817910697015e-08,4.18120041699653e-06
"U62317.1",0.487531265041383,1.35229246260823,30.4981417970291,6.50497947041458e-08,4.18120041699653e-06
"ANKZF1",-0.143590713537164,6.82202128347463,30.5038278787466,6.50704334643605e-08,4.18120041699653e-06
"SEPHS2",0.167861384511208,6.22258733610509,30.5008843338652,6.51615649402056e-08,4.18120041699653e-06
"MCTP1",0.298725414667736,5.0203957260545,30.4901733671662,6.54953048846521e-08,4.18638908249195e-06
"LCP2",0.186302261516802,8.65815440437472,30.4328974055373,6.72957709220139e-08,4.28492879851516e-06
"LIMK2",0.396789052496951,8.39344764933589,30.3842344215101,6.88669065734074e-08,4.36816719663893e-06
"ANXA5",0.26111880004306,7.7087957558288,30.3640678403342,6.95288754759351e-08,4.39332264696224e-06
"LMTK2",0.279830363327416,5.4921216168608,30.258068982024,7.31159702748861e-08,4.60241402243627e-06
