"gene","logFC","logCPM","F","PValue","FDR"
"AHSA2P",-0.136772781768338,6.71160498072825,24.3533885256549,1.24237461783799e-06,4.24948590874131e-05
"VILL",-0.15211864342607,5.20619051098374,24.3372709208001,1.25215200543087e-06,4.26986928292419e-05
"OFD1",-0.160984179407453,5.59352763507388,24.3350477862056,1.25349228118463e-06,4.26986928292419e-05
"SRPK3",-0.300679911963156,1.04471900494399,24.2565242609268,1.29662498671695e-06,4.40772621254602e-05
"PSME1",0.211639182448591,8.79037585283045,24.2265808608831,1.32124399091995e-06,4.48221194050816e-05
"RERE-AS1",0.321806145192397,3.14439077956812,24.2160205189592,1.32859983711889e-06,4.49276002637088e-05
"AL355488.1",-0.175262497658881,3.64673065823497,24.210694771253,1.33176888035837e-06,4.49276002637088e-05
"ARRDC1-AS1",-0.129045417138202,4.30978752746463,24.2064528961569,1.33433206260748e-06,4.49276002637088e-05
"LINC00665",-0.404063319849435,2.48022039980098,24.2057315336188,1.33520865779189e-06,4.49276002637088e-05
"FCN1",0.2816607458226,10.2104251016143,24.1874263490398,1.3466037100042e-06,4.52191164688023e-05
"MIGA2",-0.129894187797145,5.97971338185852,24.1490873089039,1.37192072613886e-06,4.59760073304229e-05
"JMJD7-PLA2G4B",-0.221961919545266,4.20920220366939,24.1174532251098,1.39329108490543e-06,4.65978462840594e-05
"UQCC1",-0.109961268573045,5.13920886602092,24.0781962134857,1.42000695810341e-06,4.73834310257653e-05
"LINC01311",-0.287964640735501,0.206604612128191,24.0504111753765,1.42250469464242e-06,4.73834310257653e-05
"C1QC",0.845834357017659,1.0077085553765,24.0578674546841,1.42669322378788e-06,4.74275227305388e-05
"ZNF528",-0.270955210560212,3.77622338247848,24.03346804948,1.45143305222188e-06,4.80695105750969e-05
"CXCR2P1",0.455068152756244,4.4290381300473,24.0327003200158,1.45181246073986e-06,4.80695105750969e-05
"WNT10B",-0.273444939799318,3.11442430159948,24.026344205916,1.45680112046937e-06,4.80710193963007e-05
"DEGS1",0.165418170611214,6.11903051612043,24.0227607872839,1.45875085939048e-06,4.80710193963007e-05
"MRPS25",-0.150907963836878,5.62175654994627,24.0202084021893,1.46056917887884e-06,4.80710193963007e-05
"NRCAM",-0.531023622261404,1.72654486417939,24.0070667078357,1.46778143900016e-06,4.82125431004913e-05
"SELPLG",0.22990726484501,9.98070456145822,24.0035479329847,1.47242560614539e-06,4.82693186331425e-05
"PIM2",0.165575878840254,8.06282936207324,23.9906236634339,1.48170389264284e-06,4.84774860527712e-05
"TNFRSF25",-0.236643879038847,6.34866512689368,23.9807295469597,1.48885245980776e-06,4.86152908720264e-05
"EGF",0.562704034528572,0.862651946728236,23.9277343512813,1.51966367231302e-06,4.95236852266575e-05
"LINC01238",-0.318340026855805,2.30405015340397,23.8554702502803,1.58283995970845e-06,5.14811700058418e-05
"TRIM9",0.560746892300764,1.49431869356617,23.7489569292115,1.66367004695476e-06,5.40040345634041e-05
"ZNF202",-0.125343063422278,4.19185647798293,23.7320904047266,1.68035087375897e-06,5.44387646087667e-05
"ALDH1A1",0.324423858668153,4.79787837800569,23.7125537971955,1.69629605860455e-06,5.47930858917841e-05
"ZNF248",-0.180669797013125,3.83488143778061,23.7097164292457,1.69885632197855e-06,5.47930858917841e-05
"RHOBTB1",0.467141019376531,1.20291421507178,23.7004137319002,1.70121692228191e-06,5.47930858917841e-05
"AC084871.4",0.57083896855912,1.68378529025831,23.6882028737819,1.71519716839816e-06,5.51360953841389e-05
"JAK3",0.233796684974595,8.57749142378013,23.6848990117182,1.71921340431001e-06,5.5158096721613e-05
"TTC28-AS1",-0.158689506127439,3.68591867286055,23.6690145527421,1.73290396773862e-06,5.54897972648219e-05
"GLYCTK",-0.139556597918706,4.52861220275676,23.6599894540096,1.74028237859789e-06,5.5618484126811e-05
"ITPRIPL2",0.275484723791717,3.9347735513357,23.6227186433708,1.77227690421493e-06,5.65318769735611e-05
"PHTF1",0.239414772570493,4.41388237942062,23.6111915543527,1.78212291241726e-06,5.6736624644361e-05
"SPARC",0.584357840013672,6.2798290795592,23.5960951917807,1.79515724755876e-06,5.70418968010273e-05
"MUC20-OT1",-0.246608417065641,5.1478568874919,23.583643310537,1.80610135447525e-06,5.7279708665398e-05
"FADS3",-0.23675836858857,3.89097888891699,23.5708002991774,1.81768707188997e-06,5.74590512576486e-05
"TNNT1",0.688962834521738,2.7802494474053,23.570289865631,1.81869784711615e-06,5.74590512576486e-05
"GALT",-0.127458307928619,5.30640278641688,23.5461676792249,1.83934784246264e-06,5.8000768632322e-05
"HAUS5",-0.168500540221317,4.41122262419041,23.5141691498699,1.86833245182185e-06,5.88027447526821e-05
"FRMD3",0.511894215213863,2.53764269354242,23.5076054417958,1.87521573578723e-06,5.88936975582403e-05
"FERMT3",0.211593822411379,8.47739423125804,23.5030565962652,1.87833719787079e-06,5.88936975582403e-05
"FLT1P1",0.647055611579968,1.20333434471184,23.4801601822042,1.88993452023452e-06,5.91453043147117e-05
"LINC02470",1.01574603132345,1.92081213093489,23.4828140963069,1.89676823283053e-06,5.91496318859533e-05
"AL162377.3",0.625802109521156,0.0389649253302689,23.4528948950805,1.89721863675271e-06,5.91496318859533e-05
"ST3GAL4",0.431461159337347,5.44182129603071,23.4561765208033,1.9217432968046e-06,5.98016170650377e-05
"TRGV10",-0.361506127683768,2.8390052709131,23.4484630365352,1.92989992921932e-06,5.99427642180598e-05
"DCAF8",-0.0771385551507065,6.85704551176426,23.4329866493547,1.94355166152121e-06,6.02537411170104e-05
"TBC1D10C",-0.149954755761974,8.7064642628714,23.4272690362067,1.94896759769563e-06,6.03087076258901e-05
"NTSR1",0.623404713779425,1.63130725050961,23.419600721703,1.95531253355562e-06,6.03921623003981e-05
"SEMA6C",-0.223692193386926,2.3803976555664,23.4154700652391,1.96118181536011e-06,6.04606423711109e-05
"HNRNPH1",-0.129795132404911,8.89867465264769,23.4020462920452,1.97306329439943e-06,6.07138714475512e-05
"STOM",0.231881232688196,6.99292765761336,23.3956907301327,1.97918614782542e-06,6.07892888260666e-05
"CMTM3",0.162118594724446,6.95590067987328,23.3703471766343,2.00377676617591e-06,6.14306006741521e-05
"GNRH1",-0.158503017243695,2.90314946063544,23.3626710430746,2.01221510010005e-06,6.15752698376273e-05
"AL139174.1",0.234565742401057,1.17782790446868,23.3138085457454,2.0537849623094e-06,6.27313838579928e-05
"MSTO2P",-0.177974677314863,2.9145270316241,23.3080836429919,2.06648349003996e-06,6.30030095351962e-05
"SLC39A11",0.147510540338584,4.21126575514948,23.2731397151727,2.10116951003378e-06,6.39427596297964e-05
"GSTK1",0.140141565731442,8.18998277784035,23.2584361301881,2.11609764883973e-06,6.42788928009939e-05
"TMC6",-0.167785258506587,8.41018378661638,23.2368813278208,2.13845040855669e-06,6.48389130286739e-05
"LRPAP1",0.197919807485471,7.32829516206107,23.2206567532836,2.1554352721962e-06,6.52225925118745e-05
"TMEM134",-0.160235748221746,4.88493901278015,23.2173455947858,2.15898403482375e-06,6.52225925118745e-05
"AC004890.2",-0.283424339380002,2.03958995402536,23.1821234031203,2.1967487025812e-06,6.62425769967793e-05
"RAB34",0.23747205884682,3.88862739984562,23.1626390824206,2.21758956439098e-06,6.67494458881684e-05
"PRR13P3",0.313849460367732,0.844588157511708,23.1474255230944,2.22166142807435e-06,6.67506441774426e-05
"AC008764.8",-0.17606845016305,2.04649297569376,23.1524934107191,2.22883568520126e-06,6.68206561910392e-05
"GIMAP4",0.15006254682654,8.6921730979734,23.1490140114714,2.23206420257594e-06,6.68206561910392e-05
"TRAV5",-0.35443665619053,1.20157140518707,23.1268114107022,2.25115395238528e-06,6.7270494010358e-05
"SPAG8",-0.253553786860098,0.580823843947098,23.1082514403025,2.25951381216291e-06,6.73913820106951e-05
"CCDC14",-0.209518019342221,4.88966102480943,23.1205460209791,2.26334088782522e-06,6.73913820106951e-05
"SNW1",0.0982924253324059,5.93045235369577,23.1143327569789,2.27015713129764e-06,6.74729826007762e-05
"ACP6",-0.174068663613859,3.77156867375609,23.0860327616427,2.30209502707222e-06,6.82996114214706e-05
"GATD3B",-0.368576687558208,0.877232359380077,23.0695858823491,2.30731999434893e-06,6.83321690634105e-05
"KCNQ1",0.220659575719627,5.73042153158821,23.0762184557256,2.31276507244611e-06,6.83711174541882e-05
"CENPJ",-0.171303830623781,2.71594395569157,23.0500520591628,2.3436080347714e-06,6.91594135751168e-05
"AC048341.2",-0.286027303844166,0.914761440947009,23.0211047136163,2.36479183428586e-06,6.96603715597906e-05
"ST8SIA4",0.234216018155379,7.24944136516937,22.9950306608306,2.4062056024787e-06,7.07544116323887e-05
"CIR1",0.260269810581945,6.20516513523858,22.9764243298376,2.42816326731881e-06,7.11117212152814e-05
"ZC3H3",0.238737126295725,5.56520846871266,22.9748210472074,2.43007915335473e-06,7.11117212152814e-05
"SCO2",0.518717022332955,2.0283141134206,22.9741074624936,2.43124338313798e-06,7.11117212152814e-05
"PTP4A2P2",0.276704208719735,0.760337044004598,22.9563422082605,2.43670988499936e-06,7.11459120743641e-05
"PCED1A",-0.151589740654468,5.876778425936,22.9601164413857,2.44757418852087e-06,7.13373075545123e-05
"IFIH1",0.402121584564685,5.96084012289233,22.9372284307293,2.47507082687769e-06,7.20119464656595e-05
"TBC1D2B",0.134301898809006,6.91223121646792,22.9233884573894,2.49183736638155e-06,7.23725747376256e-05
"AC127502.2",-0.319353646856163,3.68039450308586,22.909412080747,2.50942564824128e-06,7.27557646350865e-05
"ATXN7",0.190941549258076,6.47610662538267,22.8623001926134,2.56728104526274e-06,7.43030379446236e-05
"DHRS12",0.342308653640006,4.84916088674414,22.8266258826888,2.61247065989668e-06,7.5478973428603e-05
"PKM",0.185970483644007,9.20788911323888,22.8170499120743,2.62463441231507e-06,7.56982973795748e-05
"MMP14",0.371214395417441,1.43464838012089,22.7841111002166,2.66398540133103e-06,7.66996144678873e-05
"MTHFD2",0.30274011228659,4.72577303986187,22.7799991214457,2.67266097625861e-06,7.68158028853493e-05
"TOP1MT",-0.245694233966966,4.47524587010199,22.7680266104201,2.68841200281279e-06,7.71345939455213e-05
"TMEM167B",0.155104673965078,6.5068251052194,22.7593821870226,2.69962572079054e-06,7.72545500149787e-05
"MUC20P1",-0.50639436612253,0.0172783227604082,22.7309089493045,2.70192597152961e-06,7.72545500149787e-05
"AL121839.2",-0.246895853620608,4.18136391897421,22.7388450872065,2.72709272165845e-06,7.78396896673372e-05
"THOC1",-0.130888147771527,4.74633631601322,22.7304975906079,2.73808364971968e-06,7.80188895371932e-05
"CCNY",0.154690880808287,7.28793180119379,22.7182375011978,2.75443557352658e-06,7.83499672160354e-05
"CCRL2",0.307425040193162,2.69441660743226,22.7120761475399,2.76425186333776e-06,7.84943217796854e-05
"CARMIL2",-0.219473209197571,6.24640214643363,22.6957519332939,2.78487557680648e-06,7.89445465308756e-05
"PWWP3A",-0.138925585166017,4.94074341384854,22.6317513904806,2.8734222731099e-06,8.13153944125376e-05
"NPR2",-0.248084988204974,1.92813818042283,22.6131041960779,2.89952599753847e-06,8.19022274413253e-05
"HAGHL",-0.276731919892356,2.75535305281381,22.6109124469148,2.90405360966825e-06,8.19022274413253e-05
"Z97192.2",-0.342445504402668,0.256827837972268,22.5782063268451,2.91854945480342e-06,8.21710650072629e-05
"SOD2",0.351348022257465,10.6891587964643,22.5847129964429,2.94017802241469e-06,8.26394688643042e-05
"AC009133.1",-0.204300076016655,2.16794712815301,22.5781047616572,2.95063042509988e-06,8.27926893008959e-05
"STARD8",0.281696515360776,3.00302645303734,22.5632403434605,2.97244688507814e-06,8.3263719428881e-05
"OR2A9P",-0.422858688880293,0.586189768614468,22.5355406825708,2.98745922350723e-06,8.35428841979092e-05
"PLXDC2",0.274545707965327,6.52015072976463,22.547213231486,2.99459173001212e-06,8.36011232552288e-05
"CSF2RB",0.308894272585569,9.86879933471809,22.5372499188537,3.0092061949015e-06,8.38676911727177e-05
"TREML2",0.313197206757139,6.89792258479621,22.5081046764659,3.0524080765149e-06,8.49287658936205e-05
"DIAPH2",0.169647585945696,4.01003033433985,22.4956358902662,3.07140918091053e-06,8.53140587080096e-05
"TNFSF13",0.253649207459341,4.70730435832606,22.4784783767974,3.09706678470615e-06,8.58826476060473e-05
"AC022075.1",-0.275946035629268,4.13338898417885,22.4314897023289,3.16928427137739e-06,8.77382961750046e-05
"SLC17A9",-0.224757355087443,4.74130673142097,22.4150633628691,3.19465516719993e-06,8.82930155141816e-05
"ZNF582-AS1",-0.243643230039856,1.42169505615994,22.3812395920109,3.24347875137554e-06,8.949298454837e-05
"DMXL2",0.277044954417173,6.5142072308352,22.335012001604,3.32215395675085e-06,9.15112458469391e-05
"KCTD12",0.248322467127694,7.26746545416348,22.3250401583613,3.33840071328158e-06,9.18060196152435e-05
"PLCL2",0.109171906335217,6.4454519904587,22.3207165124205,3.34548019899856e-06,9.18481338215941e-05
"AC087289.2",-0.270378513554049,0.597494206287843,22.2972415070586,3.35985105758596e-06,9.20899573813504e-05
"AL031777.1",0.446573343322311,0.558921948389651,22.2672654812087,3.40739815386976e-06,9.32388040286181e-05
"NIPAL4",-0.402196266249318,0.04085147528678,22.2404137752691,3.43450115181551e-06,9.38253573734418e-05
"JAG1",0.295971285419606,2.1274344625152,22.2421014202757,3.47795271779941e-06,9.48558603676594e-05
"CFAP58-DT",0.485233255064274,1.61032103538778,22.2073955051074,3.53381829708169e-06,9.62209899805714e-05
"TREML1",0.595865072239475,4.28437228269541,22.1835620699312,3.57809869953739e-06,9.72667060276542e-05
"AC112496.1",0.445244073921496,1.80712340370351,22.1696065017987,3.6013603215324e-06,9.76208346304265e-05
"ZNF135",-0.381541821833237,1.21774135960637,22.1639000500176,3.60291935724498e-06,9.76208346304265e-05
"NEURL4",-0.128837035971141,5.093737709329,22.1531517667836,3.63158715719146e-06,9.82368061884062e-05
"PSMD6",0.1041421853202,6.3748601286207,22.1290914269618,3.67457869513286e-06,9.92376024435963e-05
"MCM7",-0.14845073813189,6.63059838390776,22.11721815583,3.69601015079994e-06,9.96538241799561e-05
"NUP210",-0.167155941946044,7.94845626341979,22.0929943843142,3.74012447127584e-06,0.000100679285564181
"ZNF461",-0.209474844200864,2.5791836218635,22.0867645647256,3.75332399961443e-06,0.00010072865225549
"CTSS",0.228725472905935,10.9589941497945,22.0853653410512,3.75412735980898e-06,0.00010072865225549
"SLC40A1",0.30246756122631,6.68924888160732,22.0819283173827,3.76046454832573e-06,0.000100735421678855
"SP110",0.24220278650563,7.42208919161272,22.0753527040269,3.77259357799734e-06,0.00010086397641892
"FAM114A1",0.278480336954927,1.34337289258395,22.069028388353,3.77832319337247e-06,0.00010086397641892
"AL359532.1",0.436378573007021,1.15513248136067,22.0636395470412,3.78354148934758e-06,0.00010086397641892
"ARHGEF35-AS1",-0.359144497663243,2.09452178536156,22.0562881771528,3.80835030960937e-06,0.00010133148307203
"NIBAN2",0.262564412337902,5.3367547755358,22.0527885995241,3.81458026051172e-06,0.00010133148307203
"SQOR",0.309227325100634,6.30713004183599,22.0501717592218,3.8194409807881e-06,0.00010133148307203
"TGFB3",-0.202326325326576,2.29378831502697,22.0375037487285,3.84459056896135e-06,0.000101835514990648
"PTGES3P1",0.161815238403915,5.12944070556568,22.0219089312361,3.87276163165137e-06,0.000102417841552697
"AC006128.1",-0.199127348742545,2.87196679355121,22.0153126624495,3.88691725033306e-06,0.000102628253714934
"AC105219.1",-0.382157936942344,0.137245332716548,21.9790372158347,3.91255262157469e-06,0.00010300726280848
"BCKDK",0.204806330459473,5.86309612361722,22.0004230831111,3.9137159955623e-06,0.00010300726280848
"TBC1D2",0.241970534209695,5.34701486179003,21.9747597590548,3.96328218970158e-06,0.000104077415476325
"ALOX15P1",-0.245141968650063,1.79587512576065,21.9720057879002,3.9669495116618e-06,0.000104077415476325
"TRMT1",-0.129851213070747,5.7017088742974,21.9581171313714,3.99572920832453e-06,0.000104666609246539
"TMEM164",0.28885984953571,7.27112060574119,21.9190317981826,4.07300349815368e-06,0.000106522232088363
"SYNE2",-0.199684036928574,6.85656672573831,21.9033768251256,4.10439111027382e-06,0.000107008638927456
"TP53I13",-0.199825701858735,5.57203586008633,21.8997842345324,4.11166216499849e-06,0.000107008638927456
"CYFIP1",0.263285302867321,5.18155782477205,21.8950156568712,4.12131205569461e-06,0.000107008638927456
"IGSF6",0.294370285778506,8.1263149866858,21.8942946436146,4.12270343705961e-06,0.000107008638927456
"H4C8",0.41826375576849,3.17303460927731,21.8944343650269,4.12392096863284e-06,0.000107008638927456
"PSENEN",0.244466643127021,5.39326170719888,21.8753466093807,4.16123849778276e-06,0.000107807986433167
"MIR3945HG",0.536965282326559,1.47116996295804,21.8627254786732,4.18089110621971e-06,0.000108147894161668
"CLK2",-0.0945275237643484,6.07622898379849,21.8238206599463,4.26770643032178e-06,0.000110139969746102
"NSUN5P2",-0.30155467097229,1.08166305101958,21.8149217385592,4.27395538580028e-06,0.000110139969746102
"HSPA4",0.100461489136639,6.2472674492817,21.8189735009737,4.27786170623638e-06,0.000110139969746102
"USB1",0.250201143431919,7.21056440521454,21.778945157201,4.36267916412186e-06,0.00011214930677335
"CHSY1",0.27630331860635,6.13185021435728,21.7723825786415,4.37676362953682e-06,0.000112336933158112
"SIPA1L1",0.260731856419879,6.60216487699741,21.7395879086466,4.44775021272071e-06,0.000113982205528779
"MEI1",-0.194762636232389,4.79420411900069,21.7201858048017,4.49042682137499e-06,0.000114898015499015
"MMADHC",0.162226911302349,5.88476965585074,21.7076330924146,4.5180609377807e-06,0.00011542669571753
"ABCB1",-0.227083563700459,4.16021411956536,21.7043847474131,4.52562698041001e-06,0.000115441840771476
"SAMD9L",0.407711351690957,7.75973051740805,21.6941425041118,4.54804759814635e-06,0.000115800807366758
"CDV3",0.092807003468008,7.59984470501406,21.6894357259348,4.55856692493289e-06,0.000115800807366758
"C1QB",0.730537922577976,2.56166422494687,21.6893005733516,4.56068416811395e-06,0.000115800807366758
"AMN",-0.296663666618612,0.986578239962744,21.6699259724154,4.58547587965718e-06,0.000116251995693299
"SFMBT1",-0.167709930935332,3.7433983117105,21.6475725930706,4.65392916445005e-06,0.000117807029537417
"FUT4",0.143203723723118,3.84766850675938,21.6335636112468,4.685905780473e-06,0.00011841264848037
"MACF1",-0.165828952065668,7.85838760150034,21.6305906870746,4.69215931157493e-06,0.00011841264848037
"FAM110B",0.321594247323961,0.929228518418557,21.6124612642367,4.71424486528969e-06,0.000118788925030245
"GOLPH3",0.0930211413868453,6.35029850624016,21.6010298671877,4.76076849865929e-06,0.000119680811199727
"AC091230.1",-0.148958489227795,6.12502282815552,21.5971082006515,4.76995011073774e-06,0.000119680811199727
"HNRNPDL",-0.11942269810123,8.03186853201035,21.5965107225793,4.77132802125159e-06,0.000119680811199727
"VRK2",0.234029562700788,3.593461458896,21.5778501583148,4.81613960056312e-06,0.000120622074262213
"FURIN",0.254725721536989,8.08713800155891,21.5735708463571,4.82537630053499e-06,0.000120670852953711
"AC022167.2",-0.320721238479579,2.51225782180057,21.5273213308469,4.93826911019079e-06,0.000123307760360797
"NOL12",-0.130948730414156,4.30161539526786,21.4947212286534,5.01626213665069e-06,0.000125066595891946
"AC022400.9",-0.19568684702336,1.61543339679174,21.4892931889921,5.02539161209471e-06,0.000125105801711621
"RPS17",-0.143102316504955,3.36464613423586,21.4881296322572,5.03344697977689e-06,0.000125118190315625
"NPTN",0.144992963804628,6.74102546546384,21.4785746786091,5.05586106738249e-06,0.000125381031677988
"IL10RB-DT",0.25260078639666,2.6384106537505,21.4730437775214,5.07209527588331e-06,0.000125381031677988
"AFG3L1P",-0.115534858052007,5.17294784287853,21.4717304446158,5.07296526275583e-06,0.000125381031677988
"ZNF544",-0.152379847521209,4.01077921647252,21.4707265634843,5.07591037806754e-06,0.000125381031677988
"DNAH17",0.341605084303576,5.40809199168045,21.4681417795899,5.08188899159952e-06,0.000125381031677988
"RNF217",0.303295064035045,2.26237995371482,21.4413958142057,5.15150128829458e-06,0.000126909380696007
"LINC01355",-0.180470217989925,3.44823822908682,21.4146388109536,5.21839071567011e-06,0.000128366208466447
"GALNT2",0.133385098940655,5.73074861900757,21.3935949422728,5.27146586169588e-06,0.000129479402582159
"FLOT2",0.311278980641137,9.41096376480441,21.3724600876816,5.32646617238806e-06,0.00013063651479094
"H2BC5",0.433795122956703,3.27617995608028,21.3582507324143,5.36537989625367e-06,0.000131300170509829
"TLR1",0.299648771007157,7.12817210837786,21.3561340295326,5.36938782453362e-06,0.000131300170509829
"FANCD2",-0.162614869600386,4.59651299768796,21.3463233981099,5.3955667129603e-06,0.000131745732939613
"COQ10A",-0.163807059839636,3.74167478038495,21.3433676224511,5.40403949285814e-06,0.00013175828248051
"THEM4",-0.252627885841402,5.22524866808397,21.3083152432083,5.49718533497968e-06,0.000133832210618513
"CDKN1A",0.341488781959327,4.87102290496561,21.2965448924808,5.52913825726562e-06,0.000134412457928094
"MFGE8",-0.232189926615522,4.28741677830612,21.2858002358893,5.55869286654325e-06,0.00013493278651851
"HLA-B",0.210915792043672,13.0273226155745,21.2803781304631,5.57311920401656e-06,0.000134964334539669
"PLEKHO1",0.182663761213707,7.9340897456034,21.2792199380779,5.57629748264171e-06,0.000134964334539669
"KCTD7",-0.152954263871591,5.87310310719402,21.2616105348709,5.62482399363963e-06,0.000135748172663107
"ARHGAP33",-0.251231650401771,3.46501207899026,21.2604944820874,5.6291528495844e-06,0.000135748172663107
"C3orf86",0.510701462204261,4.26003316699906,21.2586969761068,5.63328267106944e-06,0.000135748172663107
"FNBP4",-0.128829326475352,7.09646576505329,21.2394032241136,5.68655914232985e-06,0.000136832829362312
"CNTLN",0.256287533942702,1.61409482649192,21.235253900278,5.69497368019223e-06,0.000136836414042935
"SPTLC2",0.204073408124354,6.90248494005394,21.1859135842652,5.83815327479472e-06,0.00014007337313656
"ZFP36",0.202930519762971,8.58532287414154,21.1810528654524,5.85211838791777e-06,0.000140205238656988
"HM13",0.157810285448853,7.35368533700068,21.1524335824788,5.93510030667724e-06,0.000141987840429251
"LCN10",-0.443203306098717,0.247889864969756,21.1151235174062,5.9927664980502e-06,0.000143139024429023
"CNDP2",0.187037330824261,7.02618709423905,21.1301565041138,6.00051241037401e-06,0.000143139024429023
"RNASEL",0.189587363375419,6.15058601167291,21.1191660481698,6.03306617871466e-06,0.000143708504444059
"XRN1",0.249928243940387,6.68138309499382,21.1107389167041,6.05812373933521e-06,0.000144098043828584
"IRF2",0.206349245877307,7.5191442424705,21.1030794787386,6.08099091770385e-06,0.000144434439946323
"GAPDHP65",0.224240110065505,4.3849926930515,21.0828056519784,6.14232698350126e-06,0.000145682268211839
"ZNF846",-0.187876693804754,2.248678160276,21.0737008637209,6.17186178784924e-06,0.000146086673755666
"H6PD",0.153432852337458,6.49829613836695,21.0712435674266,6.17702637444677e-06,0.000146086673755666
"MRPL38",-0.192696201596668,3.22851551350174,21.0614647699725,6.20865608721121e-06,0.000146625251817092
"EVL",-0.156530453859232,9.14443018101848,21.027019073795,6.3129412501726e-06,0.000148687394756902
"SH3D21",-0.244358694293373,2.56145648205255,21.0276455417001,6.31393769339186e-06,0.000148687394756902
"LINC00861",-0.184954912154687,8.14185400355719,21.0193650956082,6.33677466442036e-06,0.00014901321671801
"FAM193B",-0.128208925123144,7.25911080045334,21.0143759843959,6.35236245079476e-06,0.000149167887053769
"PPM1N",-0.21469562534637,2.44103226066112,21.0079641781114,6.37521556249305e-06,0.000149407908759581
"MSRB3",0.266715628069291,2.14257520025399,21.0060095437752,6.38063373561e-06,0.000149407908759581
"PSAP",0.239211172641842,11.5074808260861,20.9972679639512,6.4060824059481e-06,0.00014979194100349
"RPP21",-0.171523117985119,2.50447805432724,20.9778354623816,6.47031896303446e-06,0.000151080578890036
"IFNAR2",0.140985712129753,4.25322592584908,20.9663044354193,6.50493105388514e-06,0.000151674836052209
"PRSS53",-0.25394642448165,2.02694690309654,20.9419412772076,6.58374881053243e-06,0.000153296711052552
"CDK5RAP1",-0.0958058116556357,5.08245136875375,20.9259867180603,6.63504809064508e-06,0.000154274186995266
"GLB1",0.165973896588636,6.00209668835447,20.9150109377293,6.67092104279846e-06,0.000154890740341555
"RELB",0.270661426225827,5.64553537459254,20.9026115692386,6.71180619106883e-06,0.000155300865647127
"SBNO2",0.312704092411552,8.4069432740121,20.9018560365741,6.714248987311e-06,0.000155300865647127
"DGKE",-0.185643449884709,4.48837217084725,20.901207459255,6.71672726084827e-06,0.000155300865647127
"ZNF331",-0.182124050593551,4.01201184013378,20.8927022842665,6.74527881616232e-06,0.000155700731887303
"UBE2D3P1",0.175686781607458,4.27092936391949,20.8888700756641,6.75777907141712e-06,0.000155700731887303
"ALKBH6",-0.155898619560784,2.61210928073311,20.8882822755049,6.7622365585606e-06,0.000155700731887303
"YME1L1",0.0782230215817681,7.00769364585184,20.8709941074849,6.8171073120345e-06,0.000156746127153793
"GPR141",0.30238895851689,3.38236156022859,20.8647959618111,6.83955649565198e-06,0.000157044185555504
"ZNRF1",0.169293007261665,3.1100125900177,20.8520948538758,6.88315485180002e-06,0.000157826355362257
"PLAUR",0.318590268320701,6.78550543717537,20.8347533808382,6.93991623349929e-06,0.000158907763825146
"RNF13",0.22443180739163,6.96376240074214,20.8238044423741,6.9774532949165e-06,0.000159428862988259
"CROCC2",-0.551691207840724,1.61237087087145,20.8210056654279,6.98193450114694e-06,0.000159428862988259
"HNRNPH2",0.187564260523855,6.6458571307816,20.8179441176874,6.99763408273962e-06,0.000159464053273474
"TMEM268",0.21095789139037,5.20796768925697,20.8164885229855,7.00274036422927e-06,0.000159464053273474
"ZNF419",-0.168798914788234,3.67402810988737,20.8110895205707,7.0224219079765e-06,0.000159578201136307
"PDGFB",-0.386757398731322,2.12990588869903,20.8099900041162,7.02703162962053e-06,0.000159578201136307
"CROT",-0.153639884199621,3.69128788659904,20.7869497592323,7.10642144491537e-06,0.000161160009617225
"MARCO",0.611329561058308,2.96555788705281,20.7779075048197,7.13974723605397e-06,0.000161694275640046
"BACH1",0.256146002256133,7.66052190451197,20.7699440596554,7.16511567607307e-06,0.000162047117510095
"MOAP1",-0.0941388114349041,5.18951345300409,20.756342568652,7.21341397485306e-06,0.000162770072863843
"LENG8",-0.15806324414817,9.13820576659726,20.7553742103399,7.21674620852073e-06,0.000162770072863843
"PRPF3",-0.0789932798990362,6.15849086414575,20.7489993136613,7.23948977400753e-06,0.000163060888719312
"DYSF",0.481487807438152,8.42032058565276,20.7441467327688,7.25679425943564e-06,0.000163228571963257
"TNFSF10",0.400434673966157,8.17634138662492,20.7394411629564,7.27364725605434e-06,0.000163385658512862
"ICA1L",-0.209040824645816,2.14087743656752,20.7153862942495,7.36188611329621e-06,0.000165143664777261
"WDR90",-0.20518756127549,2.99719970612531,20.7097738659111,7.38328065496664e-06,0.000165399473941776
"CXorf38",0.115803341431985,6.37149326833185,20.6919024477513,7.44613772314545e-06,0.000166582175684693
"MRNIP",-0.178743350924827,5.19716616156867,20.6662041422796,7.54117790263458e-06,0.000168461773951644
"AC012360.3",-0.220538866675948,1.46315211717107,20.6612659965171,7.55050657034852e-06,0.000168461773951644
"KLRK1",-0.32820119627138,4.16859126990892,20.6580114411423,7.57228926402638e-06,0.000168720388648663
"SUSD2",-0.55858341768604,1.31380537890926,20.6280383604303,7.67234614060006e-06,0.000170715593839083
"TTC9C",0.077820869031742,4.79563607916927,20.6261728439337,7.69161364480749e-06,0.000170715593839083
"SMYD5",-0.144778114674165,4.6563063109306,20.6258846937531,7.69277154961983e-06,0.000170715593839083
"AC093700.2",0.316965038759108,1.57074604597592,20.6180290273376,7.7177740033793e-06,0.000171039011439988
"RAD23B",0.165677462312173,6.5399205809861,20.6165500082384,7.72800849031173e-06,0.000171039011439988
