"study","pathway","NES","pvalue","p.adjust","leading_edge_genes"
"GSE94438","HALLMARK_HYPOXIA",1.7610909164049,9.21435936711131e-07,4.18834516686878e-06,"ATF3/SDC3/MT2A/ADM/PLAC8/GLRX/SAP30/FOS/ISG20/PLAUR/TGM2/DUSP1/NOCT/NAGK/SLC2A3/TPI1/BNIP3L/ANXA2/S100A4/PGK1/CDKN1A/RRAGD/PFKFB3/LDHA/GAPDH/PPP1R15A/NFIL3/DDIT3/ZFP36/PDK3/EXT1/TGFBI/RBPJ/MAFF/PIM1/WSB1/PRDX5/TPST2/FOXO3/SIAH2/UGP2/HMOX1/TIPARP/P4HA1/CITED2/IER3/GALK1/FOSL2/SELENBP1/FBP1/CXCR4/ERO1A/ENO1/MT1E/JMJD6/TNFAIP3/PLIN2"
"GSE94438","HALLMARK_GLYCOLYSIS",1.70881807054897,2.45415707634221e-06,1.02256544847592e-05,"SDC3/VCAN/IDH1/GLRX/SAP30/RBCK1/ISG20/CD44/NOL3/TPI1/TXN/ANG/SDC1/PGK1/AKR1A1/RRAGD/LDHA/DSC2/ME2/SLC16A3/PDK3/EXT1/TGFBI/MERTK/AGRN/GLCE/SRD5A3/IL13RA1/HS2ST1/GUSB/PGLS/COPB2/ME1/PGAM1/UGP2/P4HA1/CITED2/IER3/PLOD1/GALK1/GFUS/TALDO1/CXCR4/PPP2CB/GNPDA1/B4GALT1/NDUFV3/ERO1A/QSOX1/ENO1/NASP/GMPPA"
"GSE94438","HALLMARK_HEME_METABOLISM",1.65954784023487,6.39669793717362e-06,2.46026843737447e-05,"HEBP1/BLVRA/CTSB/LMO2/HBD/HTATIP2/HBB/CA1/TENT5C/BNIP3L/BPGM/GDE1/CIR1/DCAF11/USP15/LAMP2/MBOAT2/CAST/RIOK3/AHSP/CLIC2/ERMAP/NFE2/MGST3/E2F2/MPP1/FOXO3/RAP1GAP/CTSE/GLRX5/PICALM/SLC25A37/MARK3/PGLS/TSPO2/ELL2/SDCBP/LRP10/ATP6V0A1/TRIM58/SLC22A4/BACH1/TMEM9B/BCAM/SLC66A2/YPEL5/CCND3/UBAC1/SELENBP1/BLVRB/TMCC2/TOP1/OSBP2/XK/HBZ/HDGF/NARF/UROD/CCDC28A/BSG/SNCA/HMBS/MARCHF8/MYL4/HBQ1/BMP2K/TRIM10/FECH/TSPAN5/CA2/MXI1/EPB42/TAL1/SLC30A1/SPTA1/ALAS2/MARCHF2/ARHGEF12/XPO7/MAP2K3/GYPB/NCOA4/MKRN1/HTRA2/DCUN1D1/KLF1"
"GSE94438","HALLMARK_ADIPOGENESIS",1.65081306180912,8.79071360718794e-06,3.13954057399569e-05,"SQOR/CD36/ITGA7/DECR1/IDH1/STOM/ATP1B3/DHRS7B/GHITM/SDHB/REEP5/NABP1/AGPAT3/PFKFB3/RAB34/UBC/IFNGR1/RIOK3/RNF11/COX6A1/COX8A/COX7B/APLP2/MTCH2/ESRRA/ARL4A/ADIPOR2/CDKN2C/ACAA2/MGST3/ALDH2/PRDX3/ABCA1/SLC1A5/QDPR/PIM3/ITSN1/GPD2/ME1/SULT1A1/DHRS7/RTN3/UQCR10/STAT5A/UQCR11/UQCRC1/JAGN1/TALDO1/CYC1/TANK/ETFB/LPCAT3/IDH3G/NDUFB7/PLIN2/TKT/UCK1/AK2/BCL6/MYLK/GADD45A/DRAM2/SLC66A3/CPT2/DNAJB9/ALDOA/NDUFAB1/UQCRQ/ACADS/SUCLG1/ACOX1/FAH/SLC27A1/NDUFS3/ECHS1/ARAF/ECH1/NKIRAS1/SLC19A1/SOWAHC/PHYH"
"GSE94438","HALLMARK_IL2_STAT5_SIGNALING",1.66523162296144,1.86639218578905e-05,5.83247558059077e-05,"SOCS1/GBP4/TNFSF10/IFITM3/PLSCR1/GADD45B/CD86/GSTO1/CXCL10/SELL/GLIPR2/GALM/NRP1/CD44/CTSZ/TLR7/TGM2/FGL2/BATF3/SMPDL3A/SLC2A3/GPR65/RRAGD/TNFRSF1B/NFIL3/IFNGR1/IL18R1/ST3GAL4/CAPG/CST7/ANXA4/MXD1/P2RX4/CYFIP1/ARL4A/MAFF/PIM1/MUC1/SLC1A5/RGS16/SELP/SH3BGRL2/BATF/SCN9A/CDCP1/XBP1/IL1R2/AHR/MAPKAPK2/SYNGR2/CKAP4/TNFRSF21/P4HA1/CCND3"
"GSE94438","HALLMARK_P53_PATHWAY",1.62890737186257,1.75779183292898e-05,5.83247558059077e-05,"ATF3/SOCS1/CASP1/SAT1/TCN2/TAP1/DRAM1/TRAFD1/UPP1/RHBDF2/IFI30/FOS/GM2A/STOM/BAK1/FAS/SERTAD3/SPHK1/VWA5A/CTSD/ST14/S100A4/VAMP8/SDC1/CDKN1A/H2AJ/PPP1R15A/DDIT3/PLXNB2/MAPKAPK3/MXD1/S100A10/HBEGF/SP1/FOXO3/PTPRE/RGS16/HMOX1/SEC61A1/CCND3/IER3/NINJ1/RNF19B/TXNIP/TGFB1/SLC3A2/BAX"
"GSE94438","HALLMARK_MTORC1_SIGNALING",1.60571629035894,2.08583934531267e-05,6.13482160386078e-05,"WARS1/IDH1/CTSC/IFI30/LTA4H/GLRX/FGL2/MTHFD2/DAPP1/SRD5A1/SERP1/RAB1A/GLA/SLC2A3/NAMPT/TPI1/SSR1/PGK1/CDKN1A/LDHA/PSMA4/GAPDH/UBE2D3/PPP1R15A/NFIL3/DDIT3/YKT6/CFP/ADIPOR2/ACSL3/ETF1/SLC1A5/QDPR/PSMD13/SEC11A/ITGB2/ME1/XBP1/RIT1/PSMB5/P4HA1/NFKBIB/PSMD12/TBK1/PPA1/CXCR4/ERO1A/ENO1/HPRT1/NFYC/FADS1/SKAP2/PSMA3/GSR/SLC7A5/SLA/CANX/HMBS/IDI1/PDAP1/NIBAN1/EGLN3/COPS5/ACTR3/RPN1/LDLR/PRDX1/ATP5MC1/ATP6V1D/MAP2K3/ALDOA"
"GSE94438","HALLMARK_PROTEIN_SECRETION",1.7309460237367,6.125109263923e-05,0.000170141923997861,"VAMP3/CD63/CTSC/STX12/NAPA/GALC/GLA/RER1/AP2S1/CLTA/RAB2A/TSG101/SEC22B/LAMP2/SEC24D/YKT6/COPE/KIF1B/ABCA1/AP3B1/COPB2/ARF1/AP3S1/PPT1/CLTC/TMED2/YIPF6/COPB1/ARFIP1/STX16/VAMP7/RAB5A/VPS45/ATP6V1H/SNX2/TMX1/ARFGAP3/RAB9A/TMED10"
"GSE94438","HALLMARK_KRAS_SIGNALING_UP",1.62513468397548,6.77519166885846e-05,0.000178294517601538,"PDCD1LG2/C3AR1/FCER1G/PSMB8/CXCL10/CTSS/LY96/GLRX/EPB41L3/NRP1/PLAUR/IL1B/MAFB/G0S2/TOR1AIP2/TLR8/VWA5A/GNG11/BPGM/TNFRSF1B/EPHB2/CLEC4A/LCP1/LAT2/PPP1R15A/SEMA3B/DUSP6/GALNT3/GADD45G/USP12/F2RL1/HBEGF/IL2RG/TMEM158/PPBP/RGS16/ITGB2/GUCY1A1/TRIB1/PTGS2/CXCR4/ERO1A/LAPTM5/CSF2RA/SCN1B/MMD/F13A1/TNFAIP3/SLPI/PRDM1/ARG1/FUCA1/CA2/CMKLR1/KLF4/TMEM176B"
"GSE94438","HALLMARK_UV_RESPONSE_UP",1.64998351043091,0.000107963353446868,0.000269908383617169,"ATF3/TAP1/CREG1/IRF1/MMP14/IGFBP2/GCH1/FOS/SLC6A12/GRINA/JUNB/HLA-F/BAK1/ICAM1/DLG4/AP2S1/MGAT1/FOSB/ATP6V1F/ARRB2/ATP6V1C1/YKT6/CNP/BID/CDC34/EIF2S3/STARD3/CYB5R1/CLTB/BCL2L11/HYAL2/SULT1A1/RAB27A/TMBIM6/LYN/ACAA1/DNAJA1/HMOX1/PRKCD/PPT1/PPIF/CCND3/MRPL23/UROD/BSG/NFKBIA/NAT1/PDAP1/FURIN/CA2"
"GSE94438","HALLMARK_XENOBIOTIC_METABOLISM",1.60352929458197,0.000233936297004655,0.000556991183344418,"KYNU/MT2A/CD36/UPP1/GSTO1/IDH1/ACP2/GCH1/PSMB10/SLC6A12/PROS1/CBR1/CNDP2/FAS/SERTAD1/AQP9/KARS1/DDAH2/SLC35B1/TNFRSF1A/ACSM1/ALDH2/RAP1GAP/SLC1A5/PDLIM5/PGRMC1/PGD/CES1/DHRS7/SSR3/TMBIM6/HMOX1/PAPSS2/SLC22A1/NINJ1/FBP1/ETFDH/BLVRB/HPRT1/CYP27A1/GSR/COMT/ARG1/CDA/CA2/TMEM176B/PDK4/EPHA2/ETS2/PTGES3/MAN1A1/ACOX1/CSAD/FAH"
"GSE94438","HALLMARK_MYC_TARGETS_V2",-1.79549415547026,0.000854388107492837,0.00194179115339281,"HSPD1/TFB2M/LAS1L/MPHOSPH10/NIP7/DDX18/MCM5/GRWD1/PPAN/TMEM97/TCOF1/WDR43/SUPV3L1/PPRC1/PUS1/RCL1/MYBBP1A/MYC/NOP2/NOLC1/SLC29A2/UTP20/UNG"
"GSE94438","HALLMARK_FATTY_ACID_METABOLISM",1.51087109711165,0.00140942810025221,0.00306397413098307,"UBE2L6/CD36/DECR1/IDH1/BLVRA/PSME1/HCCS/NBN/ALDH1A1/CD1D/CBR1/G0S2/HSD17B11/HADHB/LGALS1/HMGCL/LDHA/GLUL/ACSL4/ACSL1/S100A10/IL4I1/ADIPOR2/ACAA2/SDHD/CPT1A/GPD2/SMS/ACOT8/ME1/PRDX6/ACAA1/H2AZ1/ETFDH/UROD/IDH3G/PCBD1/HSD17B10/ACADVL/HSDL2/IDI1/CA2/CA4/CPT2/ALDOA/OSTC/ACADS/SUCLG1/HSD17B4/ACOX1/ECHS1/ECH1/ERP29/SDHC/HPGD/YWHAH/ELOVL5/NSDHL/ACSL5/IDH3B"
"GSE94438","HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.65217889108513,0.00162949356520569,0.00339477826084519,"ATF3/FBXO6/PLSCR1/PLAUR/CXCL16/ATF5/S100A11/ACSS2/NFIL3/SEMA3B/ANXA5/PDK3/LGALS3/GUSB/STX5/CLU/JAG1/TNFRSF12A/ETHE1/PMVK/IDI1/NIBAN1"
"GSE94438","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1.53417494785074,0.00183688596728367,0.00367377193456735,"SAT1/VCAN/GADD45B/IL15/MMP14/IGFBP2/PLAUR/CD44/CD59/TGM2/FAS/TIMP1/LGALS1/LRP1/SDC1/FSTL3/CAPG/TGFBI/EMP3/HTRA1/LOXL1/VIM/GLIPR1/PLOD1/DAB2/TNFRSF12A/CALU/COL8A2/TGFB1/QSOX1/MYL9/TNFAIP3/FUCA1/BASP1/ACTA2/TPM4/FBN2/SDC4/COLGALT1/MYLK/GADD45A/ITGB3/SPARC/PPIB/THBS1/CXCL1"
"GSE94438","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1.68519288582889,0.00195241418240293,0.00375464265846717,"MGST1/GLRX/ATOX1/JUNB/CDKN2D/TXN/FTL/LAMTOR5/HHEX/FES/SBNO2/PRDX4/PRDX6/GLRX2/MSRA/SELENOS/GSR/NDUFA6/SRXN1/NDUFS2/PTPA/LSP1/PRDX1/NDUFB4"
"GSE94438","HALLMARK_PI3K_AKT_MTOR_SIGNALING",1.51966013853933,0.00456788043203855,0.00845903783710844,"DUSP3/STAT2/RAC1/DAPP1/RALB/PRKAG1/MYD88/ARPC3/CDKN1A/UBE2D3/DDIT3/RIPK1/TNFRSF1A/IL2RG/GRB2/PTEN/MAP2K6/IRAK4/ARF1/CFL1/RIT1/CLTC/MKNK1/NFKBIB/CSNK2B/TBK1/CXCR4/E2F1/SLA/YWHAB/RPS6KA1/ACTR3/AKT1S1"
"GSE94438","HALLMARK_ANGIOGENESIS",1.58404938486869,0.0130483592961236,0.0233006416002207,"VCAN/NRP1/TIMP1/S100A4/LRPAP1/TNFRSF21/JAG1"
"GSE94438","HALLMARK_ESTROGEN_RESPONSE_LATE",1.35613467602403,0.0256410256410256,0.0442086648983201,"S100A9/MYOF/FOS/ISG20/DNAJC1/CD44/MICB/MDK/SERPINA1/GLA/ST14/AFF1/PRKAR2B/EGR3/JAK2/FKBP5/SNX10/ZFP36/RAB31/SEMA3B/PRLR/BATF/SIAH2/XBP1/PAPSS2/PPIF/ALDH3B1/GFUS/BLVRB/COX6C/HPRT1/ETFB/SLC7A5/ITPK1/GPER1/IMPA2/CHPT1/CA2/KLF4/PTPN6"
"GSE94438","HALLMARK_ANDROGEN_RESPONSE",1.37711968852896,0.0396145610278373,0.0660242683797288,"SAT1/B2M/VAPA/MYL12A/TMEM50A/FKBP5/SEC24D/MERTK/GNAI3/ACSL3/SPCS3/CAMKK2/PDLIM5/PTK2B/SMS/ELL2/GUCY1A1/CCND3/B4GALT1/FADS1/GSR/IDI1/PIAS1/UBE2J1/STEAP4/ADRM1/DNAJB9/ABHD2/NCOA4/XRCC5/DBI/SRP19/HPGD/PA2G4/ELOVL5"
"GSE94438","HALLMARK_DNA_REPAIR",1.23876286699456,0.0921187308085978,0.148578598078383,"POLB/NT5C3A/CMPK2/GSDME/POLD3/TK2/GMPR2/TSG101/CLP1/EIF1B/TAF13/CETN2/GTF2A2/DAD1/MPC2/TAF12/NELFE/POLR2J/POLE4/TAF10/SDCBP/STX3/SUPT4H1/BCAM/POLR1D/SEC61A1/TMED2/HPRT1/RFC2/RBX1/PDE4B/POLR1H/CDA/POLR2G/SURF1/GTF2B/HCLS1/CANT1/POLR2F/VPS28/EDF1/ADRM1/DCTN4/ALYREF/POLR2E/GTF2F1/RRM2B/DGUOK/POLR2I/GUK1/PDE6G/POLR2C/GTF2H1/NME1/COX17"
"GSE94438","HALLMARK_WNT_BETA_CATENIN_SIGNALING",-1.20142701514507,0.153846153846154,0.239071038251366,"DVL2/MYC/CCND2/KAT2A/CSNK1E/PTCH1/PPARD/LEF1/AXIN2/TCF7"
"GSE94438","HALLMARK_APICAL_JUNCTION",1.18694787149494,0.157786885245902,0.239071038251366,"CD274/SDC3/VCAN/CD86/CD209/MAPK14/MDK/MAP3K20/NEXN/ICAM1/TSPAN4/SRC/RRAS/ARPC2/ADAM9/FYB1/MYL12B/TGFBI/STX4/CTNNA1/PTEN/VASP/B4GALT1/MYL9/ADAM15/SKAP2/ZYX/GNAI2/ACTB/NECTIN2/IKBKG/SIRPA/RSU1/SYK/PECAM1/CD99/PIK3CB/GTF2F1/ICAM5/RAC2/ICAM2/PFN1/ITGB4/MPZL2/YWHAH/PCDH1/CTNND1/ALOX15B/CLDN5"
"GSE94438","HALLMARK_NOTCH_SIGNALING",1.21146977215019,0.22007722007722,0.323642970701794,"SAP30/PSENEN/FZD5/CUL1/PSEN2/SKP1/APH1A/ST3GAL6/JAG1/RBX1/FZD1/TCF7L2/ARRB1"
"GSE94438","HALLMARK_PEROXISOME",1.14923801276971,0.229367631296892,0.327668044709845,"IDH1/ALDH1A1/HSD17B11/GSTK1/STS/DLG4/HMGCL/MVP/ACSL4/ACSL1/BCL10/TSPO/PRDX5/FIS1/ACOT8/ACAA1/CNBP/ABCD1/FADS1/HSD3B7/IDI1/PRDX1/IDH2/HSD17B4/ACOX1/FDPS/SLC27A2/CDK7/ATXN1/ECH1"
"GSE94438","HALLMARK_MYOGENESIS",1.12944394883917,0.236401673640167,0.328335657833566,"GADD45B/CD36/ITGA7/SPHK1/CDKN1A/TPM3/TNNI2/GABARAPL2/MRAS/PLXNB2/PSEN2/ACSL1/MYBPC3/FKBP1B/AGRN/HBEGF/CLU/IGFBP7/RIT1/SYNGR2/TNNT1/TGFB1/ATP6AP1/MYL4/PDLIM7/GSN/GAA/MEF2A/LSP1/MYLK/SPARC/TNNT3/MYL6B/FDPS/KLF5/PYGM/TNNC2/NQO1/SIRT2/CFD"
"GSE94438","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",1.11664843497833,0.282722513089005,0.382057450120277,"ATF3/MTHFD2/ATF6/SERP1/IFIT1/NABP1/SSR1/EIF4EBP1/CEBPB/EXOSC4/YWHAZ/SPCS3/HERPUD1/SEC11A/SPCS1/XBP1/DNAJC3"
"GSE94438","HALLMARK_E2F_TARGETS",-1.05680670633814,0.317448682137896,0.417695634391968,"CIT/RAD1/NCAPD2/SMC4/PPP1R8/RPA1/RACGAP1/MCM5/PNN/MCM7/CNOT9/SMC6/ATAD2/NUP205/POLD1/RFC1/MCM2/GINS4/MCM3/MMS22L/ASF1B/KIF22/RBBP7/MYC/CBX5/CTPS1/TCF19/NUP107/HELLS/NOLC1/PMS2/PRPS1/WEE1/DNMT1/ORC2/CDC25B/LIG1/WDR90/MSH2/TIMELESS/UNG/POLE/PAN2/ILF3"
"GSE94438","HALLMARK_PANCREAS_BETA_CELLS",1.12147163794832,0.337662337662338,0.432900432900433,"LMO2/MAFB/SEC11A/SPCS1"
"GSE94438","HALLMARK_MYC_TARGETS_V1",1.04398798648996,0.398373983739837,0.497967479674797,"PSMB3/PSMA1/PSMB2/YWHAE/CUL1/PGK1/LDHA/KARS1/PSMA4/EIF4H/SRPK1/KPNB1/ETF1/PRDX3/PRDX4/AP3S1/COX5A/H2AZ1/CNBP/VDAC1/PSMA7/UBE2E1/MRPL23/PSMA6/CYC1/HPRT1/PSMD8/HDGF/UBE2L3/CANX/SLC25A3/PSMA2/TXNL4A/COPS5/VDAC3/RPL34/PTGES3/NDUFAB1/PRPS2/EIF2S2/ERH/STARD7/SSBP1/SNRPB2/SNRPG/NME1/HNRNPC"
"GSE94438","HALLMARK_HEDGEHOG_SIGNALING",1.03513341855346,0.443444730077121,0.540786256191611,"PML/NRP1/DPYSL2"
