"gene","logFC","logCPM","t","PValue","FDR","B","sig"
"TLR10",0.00573817507339905,4.7813600686174,0.0942904929058763,0.924931987846527,0.961522703849247,-6.43342799542143,FALSE
"TLR1",0.293108839532536,7.01714787379755,3.64995153392156,0.000301986811639511,0.0070219128217039,-0.0214341390376864,FALSE
"TLR6",0.120177408612728,6.5864671296049,1.41570854192763,0.157743994770263,0.339149588756066,-5.45990573293392,FALSE
"FAM114A1",0.249947588620512,1.22166667072952,3.30575672800373,0.00104459899623716,0.0149538993600626,-0.901103033481108,FALSE
"TMEM156",-0.0694828262908857,3.91367072468194,-1.26947835859442,0.20510818037225,0.397936604698082,-5.54270286318014,FALSE
"KLHL5",0.0701314021989859,4.28027485011575,1.73466949099896,0.0836736935677254,0.22937870458912,-4.9244632542406,FALSE
"WDR19",-0.156362403326822,3.77864169209778,-3.72252454699642,0.000229525725761324,0.00590948427679428,0.287288677315606,FALSE
"RFC1",-0.0147814114540907,5.49440072123016,-0.506225022442242,0.613015217993083,0.76460188109081,-6.34685235923149,FALSE
"RPL9",-0.0955921415758546,3.9590446486384,-1.36809642035433,0.172153541922781,0.357439149331075,-5.42390621839528,FALSE
"LIAS",-0.0798739508799968,3.63799966868042,-2.33270782973281,0.0202258317485414,0.0961351262122027,-3.6669338855501,FALSE
"UGDH",0.0446269688439288,3.50111687503566,1.07683035753654,0.28229264196904,0.482784575185687,-5.70607151275553,FALSE
"SMIM14",0.099045737576253,5.51179865593037,2.78996995595641,0.00555793931592512,0.0427166598770382,-2.70525765418365,FALSE
"UBE2K",0.0182669105582085,5.91575170709893,0.786147265449005,0.432309487048653,0.624891605526102,-6.17019008100021,FALSE
"PDS5A",-0.035309885850329,6.51476918125285,-1.10397836762084,0.270355739004013,0.469401075952956,-5.85149091126784,FALSE
"AC098591.3",-0.211178539125803,1.81289334808382,-2.09941756416521,0.0364908926201624,0.137453180279133,-3.89664812092939,FALSE
"PABPC1P1",0.152067016077385,3.09848719321412,2.12204549325671,0.0345310883014807,0.132893995470372,-4.04939577721755,FALSE
"N4BP2",-0.0787572261586063,3.67011463360998,-1.14724457378328,0.252058804922307,0.449755714107437,-5.64990010040716,FALSE
"AC095057.3",-0.158704029130658,1.26864677452187,-1.85653692589491,0.0642114046180201,0.193698943777573,-4.27245268859512,FALSE
"RHOH",-0.0724249828949407,6.27665738069638,-1.74088392441583,0.0825766603481111,0.227608514113943,-4.98355476878158,FALSE
"RBM47",0.288348119250932,6.57603382464159,3.3052581904709,0.00104640244736733,0.0149538993600626,-1.17709571374128,FALSE
"NSUN7",0.116488735156309,2.82267883978052,1.11957437011187,0.263657640571754,0.462770593688018,-5.54808771489361,FALSE
"APBB2",-0.0345150424361482,-0.132812502069544,-0.34198972840489,0.732562471323671,0.84436202135789,-5.5775842562726,FALSE
"TMEM33",0.174774822392943,6.2836154009838,4.02447789396958,6.9924178908081e-05,0.00283030509003247,1.28802894064397,FALSE
"DCAF4L1",-0.081933381844649,1.16021598436768,-0.754332309697709,0.451153447588055,0.64099256134743,-5.58214772273294,FALSE
"SLC30A9",0.00855973370439125,4.77897363510839,0.18669190039043,0.85200963146245,0.916629531267856,-6.41932592006457,FALSE
"BEND4",-0.102936296891808,1.46573946590252,-1.12072067724975,0.263169905651484,0.462110499369996,-5.30189293009367,FALSE
"ATP8A1",-0.103564275401114,6.16669066605611,-1.58629900849232,0.113568320518382,0.275799258644832,-5.23789146232704,FALSE
"NDUFB4P12",-0.017123576563485,-0.126282783399084,-0.180531156032759,0.856839367006779,0.919233296051818,-5.61830168073084,FALSE
"GUF1",-0.0436356456906094,4.29764877177048,-1.30098226225409,0.194114497079937,0.384478453528643,-5.55861305492993,FALSE
"GNPDA2",-0.181347791161852,3.56819643750393,-2.90623379469973,0.00388936156311231,0.0341401806348485,-2.22791511202079,FALSE
"RAC1P2",0.154050917772729,6.27348053815944,2.50326810163063,0.0127570134382177,0.0725497620988302,-3.41840564243206,FALSE
"COMMD8",-0.0836804744128143,3.45081684855871,-0.722700589815203,0.470343176167144,0.656849195621583,-6.00115091400724,FALSE
"ATP10D",0.073261279850407,4.54819421786667,1.81198497580039,0.0708395243155477,0.207014989790397,-4.82120167270271,FALSE
"CORIN",0.115794584595795,-0.300622454986997,0.797092538832716,0.425933977406536,0.619298875458036,-5.34497557538185,FALSE
"AC092597.1",0.137940340674663,2.70375911342894,1.53960228752086,0.12455470330328,0.293064683511343,-4.99952704441128,FALSE
"AC107068.1",0.036701249449416,2.18237732894922,0.590474961188294,0.555250719306653,0.72385035499816,-5.86061038879614,FALSE
"NFXL1",0.288691032938743,4.22268878349546,2.63667817110763,0.00874271566523497,0.0575489693192704,-3.03647903873878,FALSE
"TXK",-0.17821982010216,5.3774439111464,-2.92893610607244,0.00362259314724489,0.0325581050774371,-2.3194181193465,FALSE
"TEC",0.0626268713133649,2.01711276276922,1.00168112393419,0.317184897962486,0.518846457504623,-5.52002135946952,FALSE
"SLAIN2",0.0623700904072489,5.56719124236013,2.23437321940299,0.0260850581268766,0.111759352300839,-4.04745171221759,FALSE
"FRYL",-0.0224915046761239,6.07122719165957,-0.623793581243074,0.533166702351089,0.705900092564162,-6.27782786071245,FALSE
"OCIAD1",-0.014120936892968,6.37539237233312,-0.520868417408207,0.602785548970199,0.758329056805192,-6.32160307232131,FALSE
"OCIAD2",-0.0926204727580409,4.04669226734665,-1.48548213546511,0.138310118332642,0.311345222200456,-5.27425845897354,FALSE
"DCUN1D4",-0.134075002131202,4.26821071003843,-2.41700645770594,0.0161559120680347,0.0840968240523624,-3.55160427841092,FALSE
"SGCB",-0.0287482719686355,2.01699705268547,-0.508527786260399,0.611401443837801,0.763834880794503,-5.86584720109195,FALSE
"USP46",-0.0596337227582892,3.05528303088596,-1.17977328164684,0.238886172675564,0.436823381456658,-5.51017713514169,FALSE
"DANCR",-0.121074000702369,4.11179807425195,-2.4374677182099,0.0152844317491468,0.0813351872732641,-3.48417553227856,FALSE
"SCFD2",0.0391327553423379,3.60232260818555,1.03229739219065,0.302640718686079,0.504096699652685,-5.76828115374423,FALSE
"FIP1L1",0.0375834932703731,4.69490275898094,1.43167275636869,0.153123748264887,0.332384590602775,-5.42923122937761,FALSE
"LNX1",-0.0182992975303363,0.827399630484114,-0.229430560704435,0.818667381590395,0.895535780509382,-5.76277229155183,FALSE
"CHIC2",0.121039095251423,4.6182750023794,2.46638710778451,0.014123640080071,0.0773143451434201,-3.47963813240736,FALSE
"KIT",-0.243471154143234,1.26623417769156,-2.39925108874126,0.016947387761833,0.086418559590859,-3.21823082143227,FALSE
"SRD5A3",0.0264739847815988,2.72272322751045,0.493907240401997,0.621679378537571,0.771101820600341,-6.00742254441192,FALSE
"TMEM165",0.0972888378326927,5.77408848044544,1.87396719355707,0.0617621719675183,0.189037455833924,-4.76371484223956,FALSE
"CLOCK",-0.0871267622255779,4.10316733465857,-1.86408827281047,0.0631406062877621,0.191765947455546,-4.66980524861657,FALSE
"EXOC1",0.0642440724403811,5.76909992371613,1.93339092848837,0.0539887064688971,0.174464773685847,-4.65407267886156,FALSE
"AC110611.1",-0.00139586667840423,0.934277768294228,-0.0203489632867715,0.983776512843319,0.991128820883702,-5.80715418029499,FALSE
"CEP135",0.0284154189256761,3.96971228720819,0.49165217106388,0.623271331123181,0.772133200221786,-6.22546513830231,FALSE
"AASDH",-0.0408964479612218,3.79071859990825,-1.09084422580734,0.276086686496895,0.475938651675566,-5.733848700058,FALSE
"RPL7AP31",-0.179701544635197,3.30105292377934,-2.84449770629231,0.00470790090916499,0.038413344125364,-2.36088515875839,FALSE
"PPAT",-0.0890509691266586,3.0912871412394,-1.70174109546054,0.0896858591327069,0.239324590042347,-4.79622461622204,FALSE
"PAICS",-0.013318998669276,4.82768271660905,-0.339702414086768,0.734283004374603,0.845344585356158,-6.38173188194654,FALSE
"SRP72",-0.00974476471868101,6.29617950667731,-0.262296457152536,0.793246147236033,0.88052768992172,-6.42460868445302,FALSE
"HOPX",-0.17310637690035,5.2657173013597,-2.11590107731096,0.0350541141853349,0.134116214545463,-4.2859326279667,FALSE
"AC022483.1",0.0123442061343236,0.59746091516292,0.115571946722544,0.908057621118172,0.951328560790491,-5.74985294053693,FALSE
"REST",-0.0229329477513205,5.59467468122936,-0.703695815011106,0.482086895097898,0.666231079555869,-6.23223545515013,FALSE
"NOA1",0.0438301272881668,5.00244280342508,1.76334748519722,0.07870844765471,0.2209629219813,-4.93902497846843,FALSE
"POLR2B",-0.00604785219356103,6.90811944187408,-0.227878963840763,0.819872490643861,0.89635938416757,-6.39051513603318,FALSE
"IGFBP7",0.0667336988676379,3.8578677765146,0.968326506931068,0.333545399487282,0.534492700465778,-5.87046781147286,FALSE
"EXOC5P1",-0.00229181884354933,1.33013320215551,-0.0311697366629523,0.975151819546115,0.986955943790789,-5.86922348028225,FALSE
"AC115223.1",-0.0432118283116295,6.14907257755377,-0.577094191118517,0.564244288506939,0.731714256324015,-6.30184928610456,FALSE
"AC116049.1",0.226266382293836,2.93255988555598,1.87309115256018,0.061883389135818,0.189227836561409,-4.50213439102808,FALSE
"CENPC",-0.0920364031340094,4.3740885339231,-2.51875187935564,0.0122191972098576,0.0705613470831453,-3.32370816397489,FALSE
"STAP1",-0.135848203293255,3.26448549076216,-1.71374929065978,0.0874541157216255,0.236260262038432,-4.80182528374025,FALSE
"UBA6",-0.0350524666749572,5.60926787358743,-0.901074355885419,0.368164152971806,0.567666550304031,-6.07756523494526,FALSE
"UBA6-AS1",-0.126602729865815,3.24832373842286,-2.7746056173505,0.00582138279364939,0.044086455694815,-2.54206920943806,FALSE
"GCOM2",-0.0621565007830377,1.36538019912066,-0.89945768785608,0.369023092925436,0.5684525647185,-5.49816389302305,FALSE
"YTHDC1",-0.0163319577261094,6.85565836750287,-0.673923017282012,0.500802033468387,0.680173673422544,-6.19897686023362,FALSE
"MT2P1",0.20460451334869,0.313154546868729,1.52098256289583,0.129160908296925,0.299423050149408,-4.68242659571367,FALSE
"AC111000.4",-0.215954585331298,1.54722606023685,-1.12324506218338,0.262098027231621,0.460814872644381,-5.31604840206177,FALSE
"UGT2B11",-0.188329688414564,0.0499154778928879,-0.897381682143176,0.37012791419058,0.569520180260716,-5.29898735870375,FALSE
"SULT1B1",0.0573303353416134,6.25249921874859,0.626376822930559,0.531473312108912,0.704390415656316,-6.26797380448342,FALSE
"JCHAIN",-0.127306501783071,7.74169119042002,-0.695607000666879,0.48713341959979,0.67014240996132,-6.1138961219128,FALSE
"UTP3",0.0193477618614872,5.0455481702734,0.597674306337533,0.550441121686208,0.720302961782876,-6.28066522150369,FALSE
"RUFY3",-0.0229671940338298,4.96493826844678,-0.594879528884225,0.55230575398595,0.721861620605117,-6.27654361061399,FALSE
"GRSF1",0.0179815018239838,6.06897589604766,0.729123273835831,0.466410539128518,0.653862806309831,-6.20762451951798,FALSE
"MOB1B",0.0535488129520452,4.48523937669044,0.944548121299312,0.34553673835202,0.546827330409873,-5.97505103384894,FALSE
"DCK",-0.0576490586925089,5.92047062089724,-1.36545141654606,0.17298212348577,0.358367569201745,-5.56225470985762,FALSE
"SLC4A4",-0.283796754956528,1.2416632524923,-3.16167014020227,0.00170472608093903,0.0203180275521566,-1.31197527225811,FALSE
"COX18",0.0169293089913892,4.14564630164039,0.500314754253055,0.617165745166728,0.767689451591793,-6.24282248034816,FALSE
"ANKRD17",0.00703433062255645,6.1637546762332,0.173222642950801,0.862575874249649,0.922691227089418,-6.45039656980119,FALSE
"HMGA1P2",-0.0328527184638728,0.0682045694529212,-0.357014592626751,0.721294561371148,0.836891811261935,-5.60224875959216,FALSE
"RASSF6",-0.155077329203312,-0.363266400192776,-1.05794037461777,0.290807242834631,0.492110181450202,-5.10428624862595,FALSE
"CXCL8",-0.0752340793405899,1.88324017088286,-0.461361545130542,0.644823859222625,0.786492226437085,-5.87055259856522,FALSE
"PF4V1",0.215948088746388,2.05919590532518,1.32267870974167,0.186799908286484,0.375208988313849,-5.18439533693909,FALSE
"CXCL1",0.00488600013353204,2.51404670520953,0.0468081414948631,0.962692653661072,0.981305146318518,-6.07969285905962,FALSE
"PF4",0.0840619819532545,4.78434638390116,0.588489548686892,0.556580712761852,0.724865459903332,-6.26964712397393,FALSE
"PPBP",0.256199403179029,4.99660690233508,1.82985635227691,0.0681160117387002,0.201188327267472,-4.82980110024146,FALSE
"CXCL5",0.466060173727268,1.85966278443715,2.94612057461007,0.00343189452709254,0.0315113776461548,-1.95956669274338,FALSE
"MTHFD2L",-0.106990254914882,2.32300929636725,-1.61049662946619,0.108184759222131,0.268113576185986,-4.81393395490665,FALSE
"EREG",-0.262339313621571,-0.165357438283772,-1.4077012514301,0.160100987087084,0.342594549554071,-4.76015721975101,FALSE
"PARM1",-0.0195410659202559,2.37940598621276,-0.204721080641966,0.837908233210082,0.907172245163358,-6.02902860581197,FALSE
"RCHY1",-0.00339170313082853,4.69043505283504,-0.0850281340399418,0.932287306660885,0.965048231211839,-6.42398436745751,FALSE
"THAP6",-0.0112050335573214,3.99981738990494,-0.286062455107112,0.774998365413307,0.869012323179172,-6.30481366517777,FALSE
"G3BP2",0.029254182489539,6.90015964432355,1.10464106414795,0.270068764954162,0.46896887641748,-5.82090269692678,FALSE
"USO1",0.053809713726328,5.96483634038113,1.44848353989673,0.148370989402049,0.32598297671545,-5.44690706021883,FALSE
"NAAA",0.00629367566340841,6.3442963490904,0.143712969183437,0.885809270244173,0.937569563318039,-6.44538285890062,FALSE
"SDAD1",-0.0420221015954404,5.08030396275796,-1.5095623034436,0.132051168566694,0.302827909227404,-5.34437650762122,FALSE
"CXCL10",0.611311047038566,0.73040671540385,3.33736573858248,0.000935976017582141,0.0140481259937193,-0.802871940223287,FALSE
"NUP54",-0.0391215711016615,4.77345605376543,-0.989865565563798,0.322918967317554,0.524418628991771,-5.95546858679412,FALSE
"SCARB2",0.204035877100637,5.49037648701763,3.70460365247208,0.000245715861554445,0.00618031422555161,0.115782323955973,FALSE
